precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA AUR-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","GHEORGHE VLAD-DAN-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.10",81,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:59",1770,1770,0,713,698,0,15,1900,1187,695,18,3,368,15,56,3,25,10,0,6,13,2,9,2,2,178,3
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.21",16,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:57",1257,1257,0,522,504,0,18,1419,897,507,15,4,194,7,46,3,53,15,3,11,16,2,10,2,3,137,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.21",17,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:40:45",1801,1789,12,794,782,12,0,794,11,756,27,5,242,12,96,1,81,43,4,10,35,2,21,3,3,197,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.5",84,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:04",1908,1908,0,827,804,0,23,2100,1273,796,31,5,496,15,38,1,16,18,3,3,20,1,10,5,1,163,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.8",85,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:37",1356,1356,0,682,666,0,16,1512,830,665,17,1,386,6,48,2,27,7,0,5,10,4,8,2,0,159,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL NR.9",80,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:24:45",1098,1098,0,476,464,0,12,1200,724,468,8,1,293,6,27,1,8,7,1,10,11,0,4,1,3,94,1
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL PIȘCARI",310,TEREBEŞTI,139054,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:13:49",401,394,7,303,275,7,21,440,137,281,22,0,2,0,21,0,2,1,3,0,3,0,0,5,0,244,0
32,"SATU MARE","GRADINITA CU PROGRAM NORMAL SUSANI",317,TURŢ,139170,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:47",909,909,0,362,350,0,12,1003,641,323,39,1,3,10,69,1,51,4,2,1,9,0,3,0,1,168,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL VALEA MORII",119,"ORAŞ TĂŞNAD",136642,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:35:43",149,149,0,92,81,0,11,160,68,87,5,3,4,0,14,0,0,2,1,0,6,0,3,1,2,51,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT",72,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:45:59",1242,1242,0,498,491,0,7,1400,902,482,16,4,188,17,64,3,40,20,2,12,12,0,12,3,4,98,3
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT",71,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:17:38",975,972,3,401,389,0,12,1100,699,391,10,5,162,12,51,3,24,9,2,3,12,0,9,1,5,93,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT – ” 14 MAI ”",56,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:00",1029,1016,13,434,421,0,13,1100,666,424,10,3,240,7,32,0,24,4,0,7,18,0,1,1,3,81,3
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT – ” 14 MAI ”",55,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:05:16",1455,1455,0,560,552,0,8,1600,1040,544,16,1,275,10,36,4,41,20,2,11,15,4,8,0,4,113,0
32,"SATU MARE","GRĂDINIȚA CU PROGRAM PRELUNGIT ARDUD",91,"ORAŞ ARDUD",136848,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:46",933,933,0,488,480,0,8,1041,553,467,21,5,40,10,170,2,27,8,0,15,20,1,4,1,2,159,3
32,"SATU MARE","GRADINITA CU PROGRAM PRELUNGIT ”DRAGA MEA” (GRADINITA ”DRAGA MEA”(",1,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:23",1886,1886,0,676,655,0,21,2100,1424,643,33,4,323,6,69,0,35,4,5,8,31,4,3,3,9,136,3
32,"SATU MARE","GRADINITA CU PROGRAM PRELUNGIT ”DRAGA MEA” (GRADINITA ”DRAGA MEA”(",2,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:11:19",1579,1579,0,659,648,0,11,1700,1041,644,15,2,255,10,64,2,58,38,1,9,14,4,18,3,4,157,5
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",54,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:58",1274,1274,0,497,432,0,65,1400,903,479,18,5,296,2,26,1,30,5,0,8,19,1,5,0,1,80,0
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR.13",32,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:35:33",1181,1181,0,527,516,0,11,1300,773,522,5,5,286,4,44,0,29,9,3,7,9,3,5,1,0,115,2
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",33,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:08:42",1100,1100,0,493,480,0,13,1200,707,478,15,2,245,10,39,4,30,12,5,8,13,0,4,1,3,100,2
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",34,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:02:22",1236,1236,0,560,549,0,11,1300,740,556,4,4,320,13,45,4,36,8,1,2,17,1,6,1,2,95,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",28,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:56:25",1277,1275,2,416,405,0,11,1400,984,406,10,6,220,6,23,1,26,12,1,4,21,2,6,1,1,75,1
32,"SATU MARE","GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 9",27,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:41:57",1233,1231,2,475,461,0,14,1300,825,454,21,2,242,5,45,1,18,8,2,7,16,0,7,2,5,92,2
32,"SATU MARE","GRĂDINIŢA DABOLŢ",208,HALMEU,137764,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:09",333,333,0,184,171,0,13,390,206,172,12,0,143,1,5,0,3,0,0,1,3,0,2,0,0,14,0
32,"SATU MARE","GRADINITA DE COPII",241,MOFTIN,138208,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:41",420,420,0,234,222,0,12,388,154,196,38,2,23,3,14,0,3,1,0,2,7,1,0,1,1,135,3
32,"SATU MARE","GRĂDINIŢA DE COPII ŞANDRA",142,BELTIUG,136964,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:53:33",225,225,0,94,85,0,9,250,156,88,6,2,7,0,5,1,3,0,0,0,4,0,1,0,1,64,0
32,"SATU MARE","GRĂDINIȚA ”GEORGE TOPÂRCEANU”",258,PĂULEŞTI,138431,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:35",619,618,1,367,354,1,12,700,333,350,17,1,203,1,4,1,4,0,1,0,3,0,1,0,1,130,0
32,"SATU MARE","GRĂDINIŢA LIVADA MICĂ",100,"ORAŞ LIVADA",138039,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:54:47",246,246,0,109,99,0,10,265,156,105,4,6,15,0,15,2,5,1,0,4,16,0,1,0,0,40,0
32,"SATU MARE","GRĂDINIŢA MESTEACĂN",209,HALMEU,137764,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:48",374,374,0,143,134,0,9,426,283,128,15,3,12,1,26,0,4,1,1,4,15,3,4,0,0,53,1
32,"SATU MARE","GRĂDINIŢA NR.15",51,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:59",1589,1589,0,862,838,0,24,1800,938,849,13,1,537,11,47,0,50,31,3,6,19,2,14,5,4,115,4
32,"SATU MARE","GRADINITA NR. II MICULA",235,MICULA,138164,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:27:49",1481,1481,0,715,692,0,23,1600,885,673,42,8,257,3,171,3,9,3,1,7,23,1,10,1,0,176,0
32,"SATU MARE","GRĂDINIŢA SANISLĂU",277,SANISLĂU,138663,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:17:32",1316,1312,4,728,704,1,23,1430,702,641,87,2,479,5,50,0,10,1,1,4,24,2,1,0,1,61,0
32,"SATU MARE","GRĂDINIŢA SUDURĂU",283,SANTĂU,138734,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:32:16",152,152,0,92,83,0,9,194,102,88,4,0,19,0,4,0,3,1,0,0,0,1,0,0,1,59,0
32,"SATU MARE","LICEUL CU PROGRAM SPORTIV",58,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:55:34",1184,1178,6,617,594,0,23,1306,689,603,14,4,349,15,39,1,34,31,2,9,15,2,8,0,3,87,4
32,"SATU MARE","LICEUL REFORMAT ( LICEUL TEOLOGIC REFORMAT)",63,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:31",928,928,0,542,489,0,53,1100,558,540,2,0,324,8,39,0,41,21,3,2,8,1,3,2,1,82,5
32,"SATU MARE","LICEUL ROMANO-CATOLIC”JOSEPHUS CALASANTIUS”",75,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:29",1570,1570,0,672,658,0,14,1700,1028,636,36,3,374,5,26,3,16,3,3,9,16,1,8,0,1,165,3
32,"SATU MARE","LICEUL TEHNOLOGIC",89,"ORAŞ ARDUD",136848,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:03:20",1438,1438,0,637,610,0,27,1538,901,613,24,2,205,5,127,0,33,9,3,10,29,3,4,1,1,179,2
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL A",314,TURŢ,139170,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:29",1514,1514,0,632,623,0,9,1668,1036,583,49,3,6,9,104,1,148,8,2,5,17,0,12,3,4,259,2
32,"SATU MARE","LICEUL TEHNOLOGIC ANGHEL SALIGNY TURT, CORPUL B",315,TURŢ,139170,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:57:22",1284,1284,0,537,533,0,4,1414,877,483,54,4,6,6,112,1,96,5,2,1,9,3,7,0,4,227,0
32,"SATU MARE","LICEUL TEHNOLOGIC ” CONSTANTIN BRÂNCUȘ ” (GRUP SCOLAR ”CONSTANTIN BRANCUS ” SATU MARE)",57,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:54:51",1303,1303,0,657,623,0,34,1400,743,645,12,4,270,9,49,0,49,44,2,10,19,4,11,2,3,161,8
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",41,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:39",1302,1302,0,565,556,0,9,1396,831,551,14,6,256,9,61,1,38,14,2,10,21,0,19,1,2,110,1
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",42,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:38:31",1309,1309,0,597,590,0,7,1400,803,584,13,4,269,13,43,1,44,16,4,5,18,2,8,5,8,144,0
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",43,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:05",1226,1212,14,544,530,0,14,1300,756,530,14,3,252,6,41,5,45,15,1,9,26,2,11,2,0,111,1
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",44,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:11",1599,1599,0,728,713,0,15,1700,972,715,13,3,294,20,65,4,73,29,3,9,28,2,19,1,10,152,3
32,"SATU MARE","LICEUL TEHNOLOGIC IND. ALIM ” GEORGE EMIL PALADE ”. ( GRUPUL ŞCOLAR DE IND. ALIMENTARĂ ”GEORGE EMIL PALADE” )",45,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:06:13",1286,1286,0,564,554,0,10,1400,836,554,10,2,261,7,55,1,45,19,0,8,21,2,10,2,1,117,3
32,"SATU MARE","LICEUL TEHNOLOGIC ”SIMION BĂRNUŢIU”",77,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:38:01",1540,1540,0,763,752,0,11,1723,960,753,10,2,534,5,40,0,21,14,4,2,8,2,4,2,1,113,1
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",53,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:23:00",1475,1474,1,679,654,0,25,1600,921,659,20,4,358,11,62,0,42,21,2,8,19,1,10,0,3,118,0
32,"SATU MARE","LICEUL TEOLOGIC”NICOLAE STEINHARDT ”",52,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:23",1453,1452,1,519,503,1,15,1601,1083,502,16,0,271,12,30,2,36,13,0,3,12,2,9,0,1,108,3
32,"SATU MARE","LICEUL TEOLOGIC ROMANO-CATOLIC ” HÁM JÁNOS ”",62,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:53:25",789,789,0,334,311,0,23,1001,667,326,8,0,154,3,27,1,26,27,4,4,6,2,5,0,2,65,0
32,"SATU MARE","LICEUL TEORETIC",109,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:17",1251,1251,0,454,436,0,18,1338,884,419,35,1,22,6,52,3,38,15,1,7,15,3,11,0,2,242,1
32,"SATU MARE","LICEUL TEORETIC",108,"ORAŞ NEGREŞTI-OAŞ",136599,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:43:57",1418,1412,6,553,521,6,26,1638,1085,528,25,1,29,14,67,1,62,12,1,8,27,4,15,1,4,278,4
32,"SATU MARE","LICEUL TEORETIC",110,"ORAŞ NEGREŞTI-OAŞ",136599,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:30:59",1277,1277,0,522,510,0,12,1338,816,503,19,0,9,2,35,1,60,2,0,6,9,0,9,2,1,363,4
32,"SATU MARE","LICEUL TEORETIC CAREI",83,"MUNICIPIUL CAREI",136526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:05:15",1540,1540,0,560,543,0,17,1700,1140,540,20,3,337,7,26,3,11,7,1,10,11,0,6,1,0,114,3
32,"SATU MARE","LICEUL TEORETIC GERMAN ” JOHANN ETTINGER ”",21,"MUNICIPIUL SATU MARE",136483,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:51:32",1742,1742,0,740,731,0,9,1900,1160,726,14,1,306,13,76,3,58,9,6,20,33,2,17,1,3,173,5
32,"SATU MARE","MAGAZIN TIP P",259,PĂULEŞTI,138431,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:34:05",180,180,0,113,101,0,12,200,87,104,9,1,2,2,14,1,2,2,1,1,3,0,4,0,0,70,1
32,"SATU MARE","MUZEUL MUNICIPAL CAREI",86,"MUNICIPIUL CAREI",136526,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:07:24",1928,1928,0,840,826,0,14,2109,1269,818,22,2,518,6,68,1,19,9,2,7,16,3,12,0,5,150,0
32,"SATU MARE",PRIMĂRIA,319,TURULUNG,139214,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:04:46",923,920,3,482,461,1,20,1200,718,455,27,0,424,1,4,3,2,0,0,1,4,0,1,1,1,13,0
32,"SATU MARE","PRIMARIA AGRIS",123,AGRIŞ,179873,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:37:18",892,892,0,584,565,0,19,992,408,535,49,0,461,2,11,1,9,3,1,2,8,5,3,0,0,29,0
32,"SATU MARE","PRIMARIA BÂRSĂU",135,BÂRSĂU,137103,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:38:15",1312,1312,0,969,863,0,106,1619,650,897,72,8,10,7,139,8,27,7,1,17,29,4,19,0,5,612,4
32,"SATU MARE","PRIMARIA BOTIZ",154,BOTIZ,137185,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:51",1479,1479,0,638,632,0,6,1643,1005,614,24,5,222,12,58,1,51,6,2,7,30,0,11,3,5,199,2
32,"SATU MARE","PRIMARIA CALINESTI OAS",156,CĂLINEŞTI-OAŞ,137229,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:06",1371,1371,0,776,745,0,31,1450,674,701,75,11,11,10,178,4,94,4,2,17,29,11,23,1,6,298,2
32,"SATU MARE","PRIMARIA COM. CAMARZANA",161,CĂMĂRZANA,137274,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:25",1053,1053,0,463,410,0,53,1200,779,355,66,2,3,4,64,4,11,5,0,3,18,1,3,0,5,225,7
32,"SATU MARE","PRIMARIA COMUNEI",203,"GHERŢA MICĂ",137746,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:40",1570,1570,0,592,567,0,25,1731,1139,551,41,10,4,7,143,4,20,9,0,8,24,0,4,3,2,313,0
32,"SATU MARE","PRIMARIA COMUNEI BOGDAND",150,BOGDAND,137130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:22:16",753,753,0,437,408,0,29,801,364,421,16,1,408,0,1,0,1,0,0,0,1,0,0,0,1,8,0
32,"SATU MARE","PRIMĂRIA COMUNEI CĂPLENI",164,CĂPLENI,136553,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:44:26",1203,1203,0,690,667,0,23,1330,640,681,9,0,671,1,2,0,1,0,0,0,1,0,1,0,0,4,0
32,"SATU MARE","PRIMARIA COMUNEI DOBA",193,DOBA,137611,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:54:43",1022,1022,0,632,626,0,6,1138,506,559,73,1,164,4,56,4,5,16,4,5,22,1,4,5,2,265,1
32,"SATU MARE","PRIMARIA COMUNEI DOROLT",198,DOROLŢ,137675,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:01:21",1530,1530,0,851,824,0,27,1690,839,820,31,0,741,3,14,3,9,0,0,4,9,1,2,2,3,29,0
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",264,PIŞCOLT,138574,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:11:19",902,902,0,567,540,0,27,992,425,526,41,2,153,4,56,4,16,17,2,2,25,3,4,1,0,237,0
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",265,PIŞCOLT,138574,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:19:59",884,884,0,579,541,0,38,973,394,499,80,0,211,0,21,0,0,25,0,5,0,2,0,1,1,232,1
32,"SATU MARE","PRIMARIA COMUNEI SUPUR",295,SUPUR,138921,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:50:52",993,993,0,580,553,0,27,1014,434,535,45,8,30,8,78,1,11,5,1,1,26,0,13,2,3,348,0
32,"SATU MARE","PRIMARIA COMUNEI TIREAM",311,TIREAM,139107,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:45",1399,1399,0,747,719,0,28,1499,752,674,73,2,456,0,55,2,4,2,2,4,26,3,1,3,1,111,2
32,"SATU MARE","PRIMĂRIA COMUNEI VETIŞ",331,VETIŞ,139358,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:44:03",1295,1295,0,696,679,0,17,1430,734,660,36,5,375,6,41,0,13,18,0,3,21,5,4,0,1,167,1
32,"SATU MARE","PRIMĂRIA COMUNEI VETIȘ",332,VETIŞ,139358,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:51:48",881,881,0,503,491,0,12,970,467,474,29,4,146,6,44,3,18,16,1,10,15,0,14,2,3,192,0
32,"SATU MARE","PRIMARIA CRAIDOROLT",180,CRAIDOROLŢ,137443,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:44:59",848,848,0,503,493,0,10,900,397,413,90,2,136,2,34,1,10,4,1,0,11,1,2,2,6,199,2
32,"SATU MARE","PRIMARIA MEDIESU AURIT",226,"MEDIEŞU AURIT",138084,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:47:42",910,910,0,599,564,0,35,1000,401,566,33,9,19,9,99,2,29,16,4,13,30,1,10,3,1,316,5
32,"SATU MARE","PRIMARIA SACASENI",284,SĂCĂŞENI,138770,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:39:20",810,810,0,500,465,0,35,880,380,449,51,3,277,0,26,1,12,1,1,3,14,1,0,1,0,109,0
32,"SATU MARE","PRIMARIA TARNA MARE",302,"TARNA MARE",139009,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:29:16",1677,1677,0,792,785,0,7,1833,1041,718,74,2,62,9,98,0,11,5,1,4,23,2,9,3,3,485,1
32,"SATU MARE","PRIMARIA TEREBESTI",308,TEREBEŞTI,139054,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:01:48",687,670,17,409,368,17,24,718,309,360,49,3,31,0,31,0,16,1,2,7,8,1,1,0,3,253,3
32,"SATU MARE","PRIMĂRIA VIILE SATU MARE",335,"VIILE SATU MARE",139394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:33:16",907,905,2,599,541,1,57,1007,408,584,15,3,484,3,22,0,8,3,0,1,9,3,3,0,1,44,0
32,"SATU MARE","SCALA CU CLS.I-VIII BECHENI",287,SĂUCA,138805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:18",426,426,0,296,291,0,5,430,134,232,64,0,76,0,5,0,0,1,0,0,2,0,1,0,2,145,0
32,"SATU MARE","ŞC. CU CLS.I-VIII NR. 9",20,"MUNICIPIUL SATU MARE",136483,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:31:04",1236,1236,0,531,520,0,11,1321,790,516,15,3,116,10,89,2,44,16,1,16,17,0,17,3,2,176,4
32,"SATU MARE","SC. GIMNAZIALA ANDRID",126,ANDRID,136768,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:21:01",973,973,0,621,591,0,30,1092,471,579,42,6,343,1,36,0,10,1,2,2,15,3,10,1,1,145,3
32,"SATU MARE","SC. GIMNAZIALA IRINA",128,ANDRID,136768,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:46:16",445,436,9,327,318,0,9,480,153,317,10,0,308,0,1,0,1,1,0,0,1,0,0,0,0,5,0
32,"SATU MARE","SCOALA CEHAL",173,CEHAL,137363,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:21:30",565,558,7,450,383,5,62,561,111,434,16,0,6,0,44,1,31,2,0,5,18,0,10,2,6,305,4
32,"SATU MARE","SCOALA CLS. I-VIII HOMORODU DE MIJLOC",214,HOMOROADE,137899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:47",574,516,58,361,303,0,58,551,190,339,22,1,8,5,67,5,20,5,1,3,14,2,5,1,6,195,1
32,"SATU MARE","SCOALA COCA",158,CĂLINEŞTI-OAŞ,137229,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:21:17",887,887,0,428,420,0,8,950,522,373,55,14,6,6,100,6,14,4,2,2,28,6,17,1,5,161,1
32,"SATU MARE","ŞCOALA CU CLASELE I-IV",251,"ORAŞU NOU",138351,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:55",159,141,18,96,78,0,18,115,20,90,5,0,19,1,11,0,3,1,0,0,0,1,0,0,0,47,7
32,"SATU MARE","ŞCOALA CU CLASELE I-IV",153,BOGDAND,137130,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:35:57",560,560,0,291,267,0,24,600,309,271,20,0,236,0,12,0,1,0,0,0,1,0,0,0,0,20,1
32,"SATU MARE","SCOALA CU CLASELE I-IV CRUCISOR",184,CRUCIŞOR,137504,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:46:06",463,463,0,365,324,0,41,510,145,329,36,6,20,5,65,4,16,3,8,7,11,1,5,1,5,172,0
32,"SATU MARE","SCOALA CU CLASELE I-IV MARIUS",326,"VALEA VINULUI",139287,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:13",176,176,0,122,97,0,25,208,86,116,6,0,2,0,30,1,15,2,0,0,3,0,2,0,0,61,0
32,"SATU MARE","SCOALA CU CLASELE I-IV PELISOR",225,LAZURI,137960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:32:48",246,246,0,180,162,0,18,285,105,167,13,0,153,0,1,1,1,0,0,0,1,0,0,1,0,9,0
