precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA AUR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi"
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR.1 GHIDIGENI",310,GHIDIGENI,76406,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:11:11",1712,1712,0,855,846,0,9,1885,1030,787,68,6,4,2,11,5,3,30,2,70,3,7,1,3,634,3,3
18,GALAŢI,"ŞCOALA GIMNAZIALA NR.1 GOHOR",315,GOHOR,76497,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:21:01",1294,1294,0,893,788,0,105,1416,523,852,41,6,7,2,9,10,1,24,11,148,3,5,0,0,616,4,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 GOHOR",316,GOHOR,76497,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:31:59",234,234,0,187,141,0,46,254,67,178,9,2,0,0,6,0,0,12,5,16,0,1,0,3,127,2,4
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 MATCA - CORP C",342,MATCA,76692,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:33:34",1872,1872,0,979,972,0,7,2065,1086,930,49,0,10,0,12,14,0,53,18,94,0,0,0,0,729,0,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 MUNTENI",353,MUNTENI,75258,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:54:31",1727,1727,0,1111,1102,0,9,1902,791,996,115,3,6,4,7,7,1,61,11,83,2,5,1,2,790,3,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 MUNTENI - GRĂDINIȚA MUNTENI",352,MUNTENI,75258,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:03:25",1311,1311,0,795,781,0,14,1440,645,755,40,3,8,1,9,7,2,59,5,94,5,0,0,3,546,10,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 NĂMOLOASA",358,NĂMOLOASA,76763,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:06:57",844,844,0,478,397,0,81,935,457,461,17,1,0,1,0,4,1,25,4,43,1,1,0,1,378,0,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 NĂMOLOASA (GRĂDINIȚA NR. 1)",357,NĂMOLOASA,76763,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:09:47",766,766,0,482,398,0,84,843,361,464,18,1,3,0,10,3,0,18,3,40,6,1,2,0,372,0,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 PECHEA",370,PECHEA,76969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:40:04",1203,1203,0,519,512,0,7,1323,804,491,28,1,10,2,28,4,2,17,11,74,11,6,1,0,300,21,3
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT BEREŞTI - MERIA",235,BEREŞTI-MERIA,75356,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:42:03",391,391,0,238,221,0,17,439,219,201,19,0,0,0,3,0,2,13,0,0,0,3,0,0,174,3,3
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT SLIVNA",240,BEREŞTI-MERIA,75356,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:39:05",512,512,0,287,280,0,7,562,275,276,11,3,1,0,2,1,3,13,2,29,1,3,0,3,211,1,3
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 1(ŞCOALA GENERALA DE 8 CLASETUDOR VLADIMIRESCU MOARĂ)",409,"TUDOR VLADIMIRESCU",77313,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:30:56",761,761,0,423,405,0,18,837,414,407,16,0,8,4,5,6,3,25,3,175,0,3,0,2,171,0,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 SLOBOZIA CONACHI",394,"SLOBOZIA CONACHI",77180,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:56:06",1349,1349,0,792,774,0,18,1486,694,761,31,4,25,2,26,5,3,37,13,102,7,2,2,3,526,2,2
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 STOICANI",301,FOLTEŞTI,76282,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:40:44",813,813,0,420,414,0,6,895,475,393,27,2,0,1,11,2,4,30,13,31,0,2,0,0,285,4,8
18,GALAŢI,"SCOALA GIMNAZIALĂ NR.1 SUHURLUI",404,SUHURLUI,77601,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:08:29",1112,1112,0,694,584,0,110,1222,528,629,65,4,13,3,16,4,2,18,8,86,8,4,0,2,456,1,4
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1 TOFLEA",247,BRĂHĂŞEŞTI,75766,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:00:37",1642,1642,0,467,447,0,20,1808,1341,392,75,3,0,0,4,0,0,6,0,17,0,9,0,0,352,1,0
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1 TOFLEA",248,BRĂHĂŞEŞTI,75766,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:10:50",1226,1226,0,328,319,0,9,1355,1027,273,55,3,1,1,2,0,0,1,1,13,0,5,1,1,243,0,1
18,GALAŢI,"SCOALA GIMNAZIALA NR.1 TOFLEA",249,BRĂHĂŞEŞTI,75766,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:05",1549,1549,0,418,402,0,16,1704,1286,356,62,3,0,0,5,1,1,3,0,24,2,8,0,1,306,0,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 UMBRĂREȘTI",420,UMBRĂREŞTI,77402,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:50:45",1696,1696,0,814,811,0,3,1870,1056,764,50,3,10,0,14,1,0,45,1,73,0,7,1,0,605,0,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 UNGURENI - SAT FRUNZEASCA",354,MUNTENI,75258,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:37:54",1018,1018,0,594,576,0,18,1120,526,564,30,4,5,1,12,6,4,63,10,72,0,3,1,0,379,2,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.1 UNGURENI - SAT UNGURENI",356,MUNTENI,75258,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:53:42",1063,1063,0,547,536,0,11,1169,622,524,23,0,0,0,6,5,3,47,7,71,2,3,2,0,366,4,8
18,GALAŢI,"SCOALA GIMNAZIALA NR. 2",323,INDEPENDENŢA,76585,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:03:37",1584,1584,0,935,920,0,15,1748,813,896,39,12,9,0,83,14,4,56,10,132,11,53,3,1,495,6,7
18,GALAŢI,"SCOALA GIMNAZIALĂ NR.2",255,CAVADINEŞTI,75864,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:39:13",811,811,0,592,538,0,54,892,300,559,33,3,3,1,14,1,0,19,2,54,5,3,0,1,448,3,2
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 2",335,LIEŞTI,76674,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:38:17",1337,1337,0,538,532,0,6,1475,937,509,29,4,10,2,11,13,1,30,9,72,9,3,3,4,331,6,1
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 2",336,LIEŞTI,76674,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:15:46",1357,1357,0,575,566,0,9,1493,918,551,24,2,10,1,12,4,1,28,11,76,9,5,1,3,378,9,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",44,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:49:47",1941,1941,0,811,756,0,55,2131,1320,782,29,8,32,6,95,25,7,45,20,90,47,7,4,5,362,22,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",45,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:25:28",1769,1769,0,143,91,0,52,2001,1858,132,11,1,3,2,13,3,1,7,1,15,3,2,0,5,74,2,0
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 20 (ȘCOALA GENERALĂ NR. 20 ”TRAIAN”)",46,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:28:39",1962,1962,0,693,586,0,107,1996,1303,659,34,6,18,2,80,19,6,26,24,100,35,6,2,11,298,16,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",69,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:38:44",1878,1878,0,660,652,0,8,2069,1409,630,30,7,20,1,47,23,4,42,15,79,22,2,3,8,320,32,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",67,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:02:12",1785,1785,0,678,664,0,14,1968,1290,654,24,4,27,8,42,15,7,37,26,92,19,5,3,8,323,30,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 22 (ȘCOALA GENERALĂ ”DIMITRIE CANTEMIR” - ȘCOALA GENERALĂ NR. 22)",68,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:00:57",1805,1805,0,707,694,0,13,1988,1281,678,29,8,32,5,66,19,13,42,13,77,29,3,2,14,318,30,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 24 (ȘCOALA GENERALĂ NR. 24)",47,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:51:25",1491,1491,0,616,596,0,20,1641,1025,598,18,8,24,2,86,22,4,26,25,60,52,5,6,3,260,12,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",35,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:52",1449,1449,0,581,570,0,11,1605,1024,554,27,6,21,3,53,25,6,29,15,82,37,5,4,7,234,24,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",36,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:07:25",1255,1255,0,508,453,0,55,1338,830,492,16,2,14,2,62,18,2,29,9,63,43,3,2,9,206,23,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 25 (ȘCOALA GENERALĂ ”PETRU RAREȘ” - ȘCOALA GENERALĂ NR. 25)",34,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:31:21",1659,1659,0,555,543,0,12,1828,1273,537,18,6,18,6,50,19,10,33,19,74,32,4,3,4,228,24,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GENERALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",2,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:08:20",1080,1080,0,450,431,0,19,1189,739,437,13,2,21,3,51,24,6,24,15,50,31,7,1,7,179,14,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GENERALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",1,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:37:58",1632,1632,0,467,452,0,15,1823,1356,452,15,8,14,2,72,14,3,24,19,56,33,5,6,4,178,13,1
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",5,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:38:32",1281,1281,0,492,483,0,9,1409,917,470,22,5,19,4,64,11,3,19,16,50,40,4,5,3,206,17,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",3,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:18:56",1164,1164,0,519,510,0,9,1283,764,496,23,7,15,2,94,14,5,17,12,47,48,6,6,3,206,9,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",4,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:20:17",992,992,0,441,425,0,16,1093,652,424,17,2,17,4,71,22,8,16,3,51,25,2,1,5,182,13,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",6,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:32:06",1195,1195,0,454,447,0,7,1317,863,435,19,2,12,3,71,12,3,0,19,57,30,5,2,4,200,11,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 26 (ŞCOALA GIMNAZIALĂ ”ION CREANGĂ” - ȘCOALA GENERALĂ NR. 26)",7,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:07:02",892,892,0,388,374,0,14,981,593,373,15,4,14,4,53,12,2,15,9,51,14,2,3,5,166,14,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",64,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:18:03",1858,1858,0,609,600,0,9,2049,1440,583,26,7,16,4,48,15,1,40,22,76,16,3,6,5,295,26,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",63,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:08:41",1835,1835,0,514,499,0,15,2039,1525,500,14,3,18,4,35,12,4,37,9,77,19,3,1,6,245,23,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",65,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:36:52",1872,1872,0,716,708,0,8,2064,1348,680,36,5,23,8,39,22,8,34,23,74,19,0,4,7,384,25,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 29 (ȘCOALA GENERALĂ ”SFÂNTA ANA” - ȘCOALA GENERALĂ NR. 29)",66,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:59:24",1833,1833,0,720,706,0,14,2020,1300,703,17,7,42,4,61,21,6,39,19,96,22,5,2,7,337,27,8
18,GALAŢI,"SCOALA GIMNAZIALA NR. 2 CHIRAFTEI",349,MĂSTĂCANI,76718,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:27",1023,1023,0,469,455,0,14,1120,651,447,22,3,16,1,27,4,3,34,4,83,0,2,3,1,258,3,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR.2 „SFÂNTUL STELIAN„ UMBRĂREȘTI - DEAL",426,UMBRĂREŞTI,77402,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:36:19",996,996,0,515,506,0,9,1098,583,490,25,1,2,0,5,4,1,25,9,32,8,4,1,1,393,2,2
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR. 3",337,LIEŞTI,76674,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:56:21",1415,1415,0,646,638,0,8,1559,913,617,29,4,10,0,18,4,3,35,12,99,7,1,0,1,414,2,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",147,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:17:50",1285,1285,0,459,452,0,7,1425,966,437,22,2,27,2,21,13,4,20,26,59,11,2,3,6,224,11,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",148,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:25:41",1275,1275,0,456,445,0,11,1400,944,431,25,1,24,4,30,7,2,30,9,56,15,2,2,3,216,24,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",145,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:00:18",1345,1345,0,538,534,0,4,1485,947,526,12,5,24,2,41,4,2,34,22,64,13,6,5,6,273,22,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 33 (ȘCOALA GENERALĂ ”SFÂNTUL DUMITRU” - ȘCOALA GENERALĂ NR.33)",146,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:21:44",1570,1570,0,501,489,0,12,1740,1239,484,17,6,17,2,34,16,2,28,17,53,23,3,2,5,252,20,4
18,GALAŢI,"SCOALA GIMNAZIALA NR. 3 MĂSTĂCANI",347,MĂSTĂCANI,76718,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:22:54",735,735,0,380,341,0,39,805,425,337,43,0,9,1,30,0,3,27,6,92,2,1,1,0,156,6,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 PECHEA",372,PECHEA,76969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:42:35",1647,1647,0,649,641,0,8,1822,1173,613,36,2,9,4,13,5,3,45,12,81,8,5,0,1,383,31,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",85,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:25:30",1577,1577,0,647,637,0,10,1741,1094,615,32,2,29,3,54,12,7,37,30,87,25,3,6,4,291,20,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",82,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:11:19",1481,1481,0,552,542,0,10,1630,1078,533,19,4,18,1,56,13,8,37,21,76,18,2,3,8,249,15,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",84,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:08:01",1647,1647,0,679,673,0,6,1813,1134,653,26,7,21,4,48,25,10,45,34,97,20,4,2,7,308,17,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",81,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:09:15",1512,1512,0,639,629,0,10,1670,1038,606,26,10,15,2,45,23,5,22,18,78,31,12,6,12,307,17,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 3 (ȘCOALA GENERALĂ NR. 3)",83,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:40:55",1444,1444,0,545,537,0,8,1591,1046,520,25,3,19,2,59,21,3,22,21,73,18,4,1,6,249,16,3
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 4 PECHEA",375,PECHEA,76969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:51:05",1700,1700,0,664,640,0,24,1874,1210,610,54,1,12,3,25,2,6,37,10,94,3,13,2,4,312,78,8
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",97,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:00:07",1522,1522,0,590,586,0,4,1683,1093,571,19,4,20,1,48,10,2,35,17,77,41,4,5,6,278,18,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",99,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:29:20",1471,1471,0,586,576,0,10,1620,1034,557,29,6,19,4,54,27,1,40,27,68,30,5,1,5,237,27,6
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",100,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:59:53",1290,1290,0,490,485,0,5,1429,939,472,18,2,22,11,70,10,0,25,29,52,15,4,2,6,205,12,7
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 5 (ȘCOALA GENERALĂ ”CUZA VODĂ” - ȘCOALA GENERALĂ NR. 5)",98,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:58:43",1435,1435,0,580,569,0,11,1564,984,569,11,6,15,5,48,28,3,42,18,66,15,2,2,8,280,26,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",94,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:53:31",1652,1652,0,710,700,0,10,2214,1504,691,19,0,39,2,52,18,6,57,28,89,20,6,2,8,320,39,5
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",93,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:48",1203,1203,0,432,423,0,9,1328,896,418,14,4,19,0,36,12,2,20,17,45,29,3,0,6,212,11,2
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 9 (ȘCOALA GIMNAZIALĂ NR. 9 ”CALISTRAT HOGAȘ”)",92,"MUNICIPIUL GALAŢI",75098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:27:19",1447,1447,0,619,608,0,11,1593,974,590,29,1,24,3,53,16,2,40,29,68,30,3,1,7,272,29,12
18,GALAŢI,"ŞCOALA GIMNAZIALA PROF. EMIL PANAITESCU",282,CUDALBI,76157,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:17:06",1236,1236,0,662,612,0,50,1345,683,611,51,0,16,0,29,6,0,35,8,77,2,3,1,0,424,6,4
18,GALAŢI,"ŞCOALA GIMNAZIALA PROF. EMIL PANAITESCU",281,CUDALBI,76157,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:56:54",1432,1432,0,803,744,0,59,1557,754,746,57,1,6,4,47,8,4,45,18,109,14,3,3,2,476,5,1
18,GALAŢI,"SCOALA GIMNAZIALĂ ROGOJENI",403,SUCEVENI,77288,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:52:01",414,414,0,265,232,0,33,460,195,255,10,1,2,0,12,1,2,12,4,19,0,2,0,1,194,1,4
18,GALAŢI,"ŞCOALA GIMNAZIALA - SAT GARA BERHECI",317,GOHOR,76497,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:25:12",568,568,0,355,329,0,26,618,263,336,19,2,3,3,5,4,2,5,4,31,1,3,1,3,268,0,1
18,GALAŢI,"ŞCOALA GIMNAZIALĂ SFÂNTA CUVIOASA PARASCHEVA",398,SMÂRDAN,77224,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:17",1190,1190,0,596,580,0,16,1320,724,581,15,8,20,5,30,7,5,32,20,70,8,2,5,6,346,6,11
18,GALAŢI,"ȘCOALA GIMNAZIALĂ SFÂNTA CUVIOASA PARASCHEVA",397,SMÂRDAN,77224,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:50:51",1494,1494,0,701,693,0,8,1638,937,638,63,1,21,5,49,8,2,50,16,97,8,4,1,8,343,15,10
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",121,"MUNICIPIUL GALAŢI",75098,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:11:07",1617,1617,0,634,621,0,13,1617,983,610,24,3,21,5,51,22,1,17,27,71,0,0,7,9,342,30,4
18,GALAŢI,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GRIGORIE TEOLOGUL” (ȘCOALA GENERALĂ ”SFÂNTUL GRIGORE TEOLOGUL” - ȘCOALA GENERALĂ NR. 41)",123,"MUNICIPIUL GALAŢI",75098,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:28:47",1802,1802,0,689,680,0,9,1986,1297,662,27,6,25,0,53,24,8,29,33,96,25,1,1,11,330,17,3
