precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi"
19,GIURGIU,"AFTER SCHOOL VALEA DRAGULUI",232,"VALEA DRAGULUI",105776,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:26:14",1046,1046,0,875,852,0,23,1140,265,821,54,4,7,5,2,2,0,321,0,10,33,3,3,407,11,5,8
19,GIURGIU,"AGENȚIA PENTRU PROTECȚIA MEDIULUI GIURGIU SALA DE CONSILIU",23,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:13",1744,1728,16,648,632,3,13,1866,1218,602,46,13,7,2,6,2,1,130,13,11,39,4,3,357,7,7,0
19,GIURGIU,"CAMIN CULTURAL",110,DAIA,102446,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:40:03",497,497,0,415,354,0,61,547,132,375,40,3,1,2,1,1,0,41,4,8,12,3,0,289,2,3,5
19,GIURGIU,"CAMIN CULTURAL BUTURUGENI",87,BUTURUGENI,101617,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:11:09",605,605,0,480,440,0,40,660,180,462,18,6,3,0,3,0,1,48,9,7,19,2,0,344,5,11,4
19,GIURGIU,"CĂMIN CULTURAL VEDEA",244,VEDEA,105909,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:19:33",711,711,0,609,520,0,89,765,156,537,72,0,0,0,0,0,0,68,0,0,23,0,0,446,0,0,0
19,GIURGIU,"CĂMINUL CULTURAL",96,COLIBAŞI,102071,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:50:44",820,796,24,655,609,24,22,908,253,637,18,0,2,1,0,0,0,38,10,4,21,0,2,548,5,1,5
19,GIURGIU,"CĂMINUL CULTURAL BOLINTIN - DEAL",75,BOLINTIN-DEAL,101163,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:39:54",1418,1418,0,831,788,0,43,1560,729,779,52,4,6,0,9,3,9,100,25,13,29,7,5,536,14,9,10
19,GIURGIU,"CĂMINUL CULTURAL BULBUCATA",85,BULBUCATA,101519,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:44",1084,1082,2,917,763,2,152,1180,263,869,48,0,7,0,2,0,2,62,20,10,31,2,1,715,7,5,5
19,GIURGIU,"CĂMINUL CULTURAL CLEJANI",94,CLEJANI,101984,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:54:52",1321,1316,5,969,888,0,81,1441,472,903,66,4,0,6,5,0,0,63,6,2,19,0,0,786,6,3,3
19,GIURGIU,"CĂMINUL CULTURAL FRĂTEŞTI",120,FRĂTEŞTI,102909,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:48:29",1324,1324,0,891,844,0,47,1457,566,830,61,12,7,2,5,0,2,82,5,3,37,1,3,648,8,0,15
19,GIURGIU,"CĂMINUL CULTURAL GOGOŞARI",139,GOGOŞARI,103309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:18",592,574,18,413,368,18,27,633,220,391,22,4,3,1,0,0,0,25,8,0,10,1,0,333,1,3,2
19,GIURGIU,"CĂMINUL CULTURAL HULUBEŞTI",92,CĂLUGĂRENI,101662,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:13",1222,1222,0,933,898,0,35,1343,410,854,79,6,4,1,7,3,6,81,5,6,34,4,1,687,3,4,2
19,GIURGIU,"CĂMINUL CULTURAL IEPUREŞTI",158,IEPUREŞTI,103693,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:26:53",765,765,0,894,602,0,292,894,0,836,58,8,3,11,3,4,1,61,11,8,28,1,2,680,8,5,2
19,GIURGIU,"CĂMINUL CULTURAL LETCA NOUĂ",171,"LETCA NOUĂ",104047,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:18:27",692,692,0,645,510,0,135,755,110,635,10,0,0,0,0,0,0,9,25,0,0,0,0,601,0,0,0
19,GIURGIU,"CĂMINUL CULTURAL LETCA VECHE",172,"LETCA NOUĂ",104047,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:51:18",697,695,2,555,473,2,80,755,200,538,17,0,0,0,0,0,0,20,14,0,16,0,0,488,0,0,0
19,GIURGIU,"CĂMINUL CULTURAL MALU",174,MALU,179739,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:53:33",834,834,0,679,595,0,84,915,236,633,46,0,0,1,1,0,0,80,6,5,14,2,0,511,4,6,3
19,GIURGIU,"CĂMINUL CULTURAL MILCOVĂȚU",173,"LETCA NOUĂ",104047,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:01:29",1107,1107,0,1167,987,0,180,1208,41,1083,84,5,3,4,0,0,0,66,5,1,46,3,0,939,1,9,1
19,GIURGIU,"CĂMINUL CULTURAL OINACU",184,OINACU,104519,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:28",1332,1332,0,951,880,0,71,1471,520,916,35,2,2,0,8,1,2,35,7,7,14,0,0,828,6,0,4
19,GIURGIU,"CĂMINUL CULTURAL REMUŞ",124,FRĂTEŞTI,102909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:52",1632,1632,0,1157,1057,0,100,1789,632,1091,66,16,0,9,12,6,6,137,23,14,51,9,5,759,18,20,6
19,GIURGIU,"CĂMINUL CULTURAL STOENEŞTI",218,STOENEŞTI,105348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:52:19",818,818,0,697,609,0,88,902,205,653,44,12,5,3,3,0,0,55,2,3,33,0,0,533,2,1,1
19,GIURGIU,"CANTINA DE AJUTOR SOCIAL",39,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:32",764,764,0,242,231,0,11,843,601,234,8,6,8,1,1,3,1,38,6,0,20,6,5,131,3,3,2
19,GIURGIU,"CANTINA SEMINARULUI TEOLOGIC TEOCTIST PATRIARHUL",7,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:09",835,835,0,334,324,0,10,927,593,328,6,1,3,0,4,0,0,79,14,12,17,2,0,171,17,4,4
19,GIURGIU,"CASA DE CULTURĂ PUTINEIU",190,PUTINEIU,104715,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:54:42",913,913,0,817,714,0,103,990,173,755,62,4,5,1,2,1,6,42,7,6,38,2,0,627,3,6,5
19,GIURGIU,"CENTRUL DE ASISTENŢĂ DUPĂ PROGRAMUL ŞCOLAR, DĂRĂŞTI-VLAŞCA",66,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:04:06",1589,1589,0,889,850,0,39,1746,857,811,78,2,1,3,5,0,0,69,11,7,51,4,1,635,7,6,9
19,GIURGIU,"CLADIREA PRIMARIEI GHIMPATI",135,GHIMPAŢI,103238,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:17:28",481,481,0,432,322,0,110,591,159,405,27,2,0,2,1,3,0,46,8,3,0,1,1,337,0,1,0
19,GIURGIU,"CLĂDIRE DE INTERES PUBLIC",166,IZVOARELE,103899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:06",60,53,7,92,32,7,53,115,23,92,0,1,0,2,0,0,0,5,0,0,3,0,0,79,0,1,1
19,GIURGIU,"CLUBUL CADRELOR MILITARE ÎN RETRAGERE",24,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:35:12",1462,1462,0,598,584,0,14,1620,1022,576,22,7,22,4,12,0,4,86,31,15,26,6,5,320,15,14,9
19,GIURGIU,"COLEGIUL NAŢIONAL ”ION MAIORESCU”",45,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:43",1026,1026,0,443,432,0,11,1129,686,427,16,1,8,11,8,1,2,69,26,11,13,5,0,246,12,12,2
19,GIURGIU,"COLEGIUL NAŢIONAL ”ION MAIORESCU”",44,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:13:06",809,809,0,418,398,0,20,885,467,405,13,7,2,3,12,0,1,58,16,6,11,1,3,256,9,19,1
19,GIURGIU,"COLEGIUL TEHNIC VICEAMIRAL IOAN BĂLĂNESCU",8,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:25:19",975,974,1,393,384,0,9,1078,685,385,8,1,17,1,13,1,2,73,19,6,18,3,2,213,9,6,1
19,GIURGIU,"CREȘA DE COPII CU PROGRAM NORMAL",150,GREACA,103470,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:45:43",1237,1237,0,961,814,0,147,1353,392,922,39,0,5,2,5,2,5,229,21,17,34,3,4,566,9,8,12
19,GIURGIU,"DIRECŢIA PENTRU AGRICULTURĂ JUDEŢEANĂ",15,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:57",1205,1137,68,544,468,67,9,1263,719,512,32,7,12,2,6,5,9,82,20,3,29,3,0,309,20,0,5
19,GIURGIU,"DISPENSAR UMAN IZVORU",141,GOGOŞARI,103309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:56",497,481,16,364,322,16,26,545,181,358,6,3,0,0,0,0,0,8,3,1,5,1,0,336,0,1,0
19,GIURGIU,"FOSTA PRIMĂRIE",140,GOGOŞARI,103309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:07:40",86,83,3,80,66,3,11,90,10,79,1,0,0,1,3,0,0,6,0,0,1,2,0,66,0,0,0
19,GIURGIU,"FOSTA ŞCOALA CU CLASELE I-IV PODU POPA NAE",130,GĂISENI,103087,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:27",121,121,0,96,83,0,13,134,38,93,3,0,1,1,0,0,0,19,1,0,4,0,0,64,3,0,0
19,GIURGIU,"FOSTA ŞCOALA RĂLEŞTI",142,GOGOŞARI,103309,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:08:13",122,120,2,85,75,2,8,131,46,82,3,1,0,1,0,1,0,8,4,1,2,0,1,62,0,1,0
19,GIURGIU,"GALERIILE DE ARTĂ",2,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:02",898,898,0,438,426,0,12,995,557,422,16,5,22,1,8,2,5,64,41,10,9,0,1,225,18,11,0
19,GIURGIU,"GRADINITA BRĂNIŞTARI",91,CĂLUGĂRENI,101662,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:19:15",538,538,0,359,318,0,41,590,231,343,16,2,2,3,0,6,0,44,2,2,12,1,2,256,7,2,2
19,GIURGIU,"GRĂDINIŢA CĂSUŢA FERMECATĂ",38,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:29:11",921,920,1,347,339,0,8,1023,676,323,24,1,14,3,9,1,2,52,7,6,19,0,2,195,9,0,3
19,GIURGIU,"GRĂDINIŢA CRIVINA",54,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:18",724,724,0,368,353,0,15,793,425,354,14,1,2,6,5,1,1,40,8,12,28,0,0,235,6,5,4
19,GIURGIU,"GRĂDINIŢA CU PN NR.3 NEAJLOV",95,CLEJANI,101984,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:10:48",1191,1190,1,1033,912,0,121,1294,261,937,96,4,7,0,5,3,0,60,2,1,29,4,1,814,2,0,5
19,GIURGIU,"GRĂDINIŢA CU PN NR.8 CĂRĂMIDARI",16,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:10:21",1693,1693,0,813,726,0,87,1843,1030,773,40,8,31,7,19,3,4,116,18,0,36,3,0,503,13,8,4
19,GIURGIU,"GRĂDINIŢA CU PN NR.9",36,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:00:21",879,878,1,282,272,1,9,971,689,272,10,3,13,1,2,0,1,45,12,5,18,1,3,148,12,5,3
19,GIURGIU,"GRĂDINIŢA CU PP NR.9",37,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:57",953,953,0,338,323,0,15,1058,720,316,22,11,19,3,7,0,0,56,10,6,26,4,1,157,5,2,9
19,GIURGIU,"GRĂDINIŢĂ CU PROGRAM NORMAL",219,STOENEŞTI,105348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:33:00",332,330,2,334,270,1,63,355,21,325,9,1,2,1,0,0,0,15,4,0,16,0,0,284,0,2,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL CARTOJANI",198,"ROATA DE JOS",104831,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:47",736,736,0,405,397,0,8,810,405,378,27,5,2,2,2,1,0,41,4,0,18,2,0,288,6,2,5
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL CU 3 SĂLI DE GRUPĂ GHIMPAȚI",137,GHIMPAŢI,103238,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:24:06",1203,1202,1,836,680,0,156,1321,485,836,0,2,0,5,3,0,1,33,7,0,21,0,5,755,0,0,4
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL GRĂDIŞTEA",103,COMANA,102106,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:23",1091,1091,0,697,618,0,79,1200,503,667,30,7,17,4,10,0,5,75,4,8,20,2,0,506,3,3,3
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 1 BUDENI",101,COMANA,102106,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:48:03",594,594,0,393,352,0,41,649,256,373,20,3,6,1,1,1,0,49,1,5,9,1,0,291,1,1,3
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 PIETRIŞU",133,GĂUJANI,103194,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:13:11",799,766,33,615,524,33,58,846,231,537,78,3,1,13,0,1,0,73,103,2,24,0,7,300,1,5,4
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 1 ROATA MICA",201,"ROATA DE JOS",104831,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:30:15",419,419,0,309,294,0,15,461,152,286,23,2,3,2,2,2,1,33,5,1,16,0,2,207,6,3,1
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 2",155,HOTARELE,103639,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:28",518,515,3,442,383,3,56,570,128,414,28,1,8,7,2,0,0,63,4,4,12,1,1,301,2,6,2
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 2 GORNENI",159,IEPUREŞTI,103693,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:37:16",502,497,5,462,389,5,68,498,36,410,52,5,0,2,2,0,3,38,15,1,21,1,1,307,8,2,4
19,GIURGIU,"GRADINIŢA CU PROGRAM NORMAL NR.2 PLOPŞORU",112,DAIA,102446,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:10:32",563,559,4,385,361,4,20,622,237,357,28,3,5,0,2,1,3,36,20,6,24,0,1,249,3,2,2
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 3",157,HOTARELE,103639,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:53",554,554,0,466,418,0,48,611,145,446,20,4,5,3,3,0,2,58,8,5,16,1,1,321,4,7,8
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR 3",60,"ORAŞ MIHĂILEŞTI",104136,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:53:32",1137,1137,0,912,842,0,70,1245,333,886,26,3,1,0,0,1,1,77,6,3,33,3,0,746,1,4,7
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 3 CETATEA",122,FRĂTEŞTI,102909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:23:46",391,391,0,255,224,0,31,427,172,248,7,3,2,0,2,0,0,49,6,1,5,1,0,172,1,5,1
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 ONCEŞTI",217,STĂNEŞTI,105295,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:13:06",281,279,2,224,167,0,57,304,80,208,16,2,1,1,2,2,0,31,5,0,8,2,0,148,0,3,3
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 PLOPŞORU",113,DAIA,102446,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:58",661,653,8,404,373,8,23,725,321,378,26,6,6,1,0,0,0,49,4,6,12,2,1,288,2,0,1
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3 STEJARU",211,SINGURENI,105106,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:00:04",542,542,0,376,345,0,31,600,224,355,21,3,0,4,0,1,0,68,0,0,16,1,1,258,0,3,0
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR.3 VALEA BUJORULUI",168,IZVOARELE,103899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:24",415,368,47,321,231,47,43,404,83,309,12,2,1,2,2,0,0,13,0,3,11,1,0,271,2,1,0
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 VARLAAM",68,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:33:47",465,465,0,238,223,0,15,512,274,225,13,3,1,2,0,1,0,30,4,3,11,3,1,159,2,3,2
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 BĂLANU",215,STĂNEŞTI,105295,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:50",443,443,0,303,264,0,39,490,187,283,20,0,1,2,3,0,0,33,8,3,8,1,0,216,3,3,2
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR 4 CETATEA (BĂLĂNOAIA)",123,FRĂTEŞTI,102909,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:25",220,220,0,158,126,0,32,240,82,154,4,1,0,0,1,0,0,21,4,1,0,1,0,106,6,0,13
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 MOGOŞEŞTI",67,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:23:43",366,366,0,232,211,0,21,401,169,216,16,0,1,0,1,0,1,36,11,2,16,1,1,134,1,5,6
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4 POŞTA",89,BUTURUGENI,101617,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:16:34",347,347,0,238,221,0,17,389,151,221,17,1,0,1,1,0,0,22,1,1,14,0,1,172,1,1,5
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.5 COPACIU",136,GHIMPAŢI,103238,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:15:58",659,659,0,462,432,0,30,724,262,461,1,0,0,0,0,0,0,0,0,0,0,0,0,461,0,0,0
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.6",25,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:00",1189,1188,1,500,492,1,7,1510,1010,480,20,3,22,1,8,1,1,94,31,13,23,3,4,254,11,8,3
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6",81,BUCŞANI,101378,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:56",364,360,4,312,277,4,31,397,85,285,27,2,3,3,3,0,1,16,5,2,11,0,0,228,2,2,7
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.8 GORNENI",14,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:36",1201,1201,0,482,397,0,85,1327,845,453,29,3,19,2,11,0,7,76,21,7,20,4,4,257,5,13,4
19,GIURGIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT",65,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:22",1122,1122,0,620,581,0,39,1231,611,593,27,1,2,0,4,1,0,39,13,3,9,2,1,495,8,4,11
19,GIURGIU,"GRĂDINIŢA DE COPII BOLINTIN - DEAL",77,BOLINTIN-DEAL,101163,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:24:11",952,952,0,493,471,0,22,1048,555,455,38,4,8,4,4,1,0,56,20,17,34,1,2,268,14,6,16
19,GIURGIU,"GRĂDINIŢA DE COPII COSOBA",105,COSOBA,179748,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:24:56",1104,1091,13,727,721,0,6,1192,465,707,20,1,5,11,3,0,1,119,128,10,42,5,1,358,10,8,5
19,GIURGIU,"GRĂDINIŢA DE COPII COSOBA",106,COSOBA,179748,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:56:15",1108,1100,8,753,749,0,4,1191,438,717,36,0,11,8,3,1,2,89,143,9,29,0,2,387,11,7,15
19,GIURGIU,"GRĂDINIŢA DE COPII SLOBOZIA",213,SLOBOZIA,100549,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:26:23",1110,1101,9,618,609,9,0,1207,589,582,36,4,6,1,6,2,2,67,4,2,20,1,2,447,1,10,7
19,GIURGIU,"GRĂDINIŢA ” IRIS” OGREZENI",182,OGREZENI,104485,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:56:53",784,784,0,568,523,0,45,860,292,547,21,5,7,3,4,3,1,57,33,8,33,3,0,380,2,4,4
19,GIURGIU,"GRĂDINIŢA ”MARIN MOGESCU”",225,ULMI,105623,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:45:58",653,653,0,466,441,0,25,715,249,445,21,0,78,1,3,0,2,52,29,6,22,2,3,227,8,6,6
19,GIURGIU,"GRADINITA NR. 2 BRANISTEA",185,OINACU,104519,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:43:44",770,770,0,647,575,0,72,847,200,629,18,0,0,0,4,2,0,23,10,3,11,1,1,567,0,0,7
19,GIURGIU,"GRADINITA NR. 3 COMASCA",186,OINACU,104519,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:58:08",510,510,0,397,352,0,45,560,163,344,53,0,0,2,2,0,0,21,1,1,3,0,0,311,1,0,2
19,GIURGIU,"GRADINITA NR.4 GHIONEA",226,ULMI,105623,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:04:18",458,458,0,272,259,0,13,505,233,252,20,0,67,2,6,0,0,31,29,3,13,0,0,97,0,4,0
19,GIURGIU,"LICEUL ”NICOLAE CARTOJAN”",10,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:50:01",1349,1348,1,518,504,0,14,1488,970,491,27,1,29,6,6,0,3,80,12,9,30,4,2,284,8,10,7
19,GIURGIU,"LICEUL ”NICOLAE CARTOJAN”",9,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:28:44",1163,1160,3,462,446,3,13,1281,819,443,19,3,16,11,4,0,8,71,13,10,23,2,5,257,13,6,1
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",57,"ORAŞ MIHĂILEŞTI",104136,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:13:59",1054,1051,3,874,810,0,64,1138,264,835,39,3,9,21,9,0,0,80,0,13,29,1,0,646,14,10,0
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",59,"ORAŞ MIHĂILEŞTI",104136,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:08:20",915,915,0,709,665,0,44,1009,300,669,40,9,4,5,4,0,1,91,9,10,22,4,0,479,15,7,9
19,GIURGIU,"LICEUL TEHNOLOGIC TIU DUMITRESCU",58,"ORAŞ MIHĂILEŞTI",104136,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:51:23",842,842,0,694,645,0,49,927,233,657,37,10,2,3,4,1,2,72,11,13,22,2,1,482,20,3,9
19,GIURGIU,"LICEUL ”TUDOR VIANU”",4,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:26",1081,1081,0,434,421,0,13,1195,761,413,21,3,16,1,7,0,5,91,17,14,14,6,4,212,9,12,2
19,GIURGIU,"LICEUL ”UDRIŞTE NĂSTUREL”",156,HOTARELE,103639,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:10:45",552,552,0,422,355,0,67,610,188,385,37,1,2,8,3,2,1,37,2,1,20,2,1,299,3,3,0
19,GIURGIU,"LICEUL ”UDRISTE NASTUREL HOTARELE",154,HOTARELE,103639,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:38:37",987,987,0,811,710,0,101,1089,278,756,55,10,7,12,8,1,1,89,6,7,32,2,1,558,8,8,6
19,GIURGIU,"LICEU TEHNOLOGIC ”DIMITRIE BOLINTINEANU”",52,"ORAŞ BOLINTIN-VALE",101190,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:03",889,889,0,517,498,0,19,976,459,485,32,10,4,1,5,0,4,50,17,17,14,4,2,326,16,12,3
19,GIURGIU,"PRIMĂRIA COMUNEI DAIA",111,DAIA,102446,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:41:29",240,240,0,189,168,0,21,264,75,179,10,0,2,2,2,0,0,20,0,1,10,1,0,134,2,3,2
19,GIURGIU,"PRIMARIA COMUNEI PRUNDU",187,PRUNDU,104680,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:46",1622,1622,0,1010,993,0,17,1786,776,936,74,4,7,2,0,0,0,146,5,3,23,2,1,730,7,5,1
