precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL PATRIOȚILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA AUR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",32,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:49:05",1074,1074,0,402,391,0,11,1194,792,393,9,5,22,2,7,1,4,56,9,10,27,2,1,239,6,1,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.5",33,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:41:57",1063,1063,0,431,417,0,14,1178,747,415,16,4,9,1,13,0,1,74,10,11,25,4,2,246,6,6,3
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.7",46,"MUNICIPIUL GIURGIU",100521,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:07:38",1314,1314,0,553,543,0,10,1447,894,523,30,2,11,1,8,1,2,93,25,10,21,1,6,312,6,22,2
19,GIURGIU,"ŞCOALA GIMNAZIALǍ ” PETRE ADAMEȘTEANU” TOPORU ( ŞCOALA VECHE)",222,TOPORU,154709,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:54:05",866,862,4,698,503,0,195,943,245,690,8,0,1,1,2,0,1,13,0,0,3,0,0,664,2,1,2
19,GIURGIU,"ŞCOALA GIMNAZIALA PROF. DINU NICOLAE VLASIN",208,SCHITU,104975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:08:40",335,335,0,304,225,0,79,365,61,295,9,2,4,0,14,1,1,23,0,2,11,0,0,232,4,0,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ ”REMUS BEGNESCU” PIETRELE",73,BĂNEASA,101001,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:05:16",791,791,0,600,525,0,75,870,270,544,56,5,1,1,1,0,0,79,13,6,23,2,1,407,2,2,1
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SAVIN POPESCU",40,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:01:44",1377,1377,0,564,551,0,13,1522,958,537,27,6,25,2,14,4,4,90,23,21,21,0,0,297,19,7,4
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SAVIN POPESCU",41,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:37:05",990,990,0,341,333,0,8,1093,752,319,22,0,16,0,5,0,3,45,17,9,20,3,0,184,8,6,3
19,GIURGIU,"ȘCOALA GIMNAZIALĂ SAVIN POPESCU",42,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:30:52",1180,1180,0,511,496,0,15,1428,917,484,27,6,10,3,8,3,3,81,12,7,24,0,3,303,9,8,4
19,GIURGIU,"ȘCOALA GIMNAZIALĂ SAVIN POPESCU",43,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:19:50",1049,1049,0,369,367,0,2,1153,784,352,17,2,5,6,9,1,6,46,8,4,18,4,1,226,7,7,2
19,GIURGIU,"ŞCOALA GIMNAZIALĂ SFÂNTUL GHEORGHE",1,"MUNICIPIUL GIURGIU",100521,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:56",1243,1243,0,509,495,0,14,1299,790,469,40,3,21,0,12,0,7,75,24,16,18,2,2,267,14,0,8
19,GIURGIU,"ŞCOALA GIMNAZIALA ” SFANTUL NECTARIE” OGREZENI",180,OGREZENI,104485,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:38:07",959,959,0,701,644,0,57,1054,353,660,41,1,0,5,9,1,2,68,44,12,24,1,3,464,10,9,7
19,GIURGIU,"ŞCOALA GIMNAZIALĂ STOLNICUL CONSTANTIN CANTACUZINO - ISVOARELE",161,ISVOARELE,179766,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:07:20",1007,1007,0,863,707,0,156,1106,243,813,50,1,5,3,5,6,0,101,14,4,27,1,0,625,5,6,10
19,GIURGIU,"ŞCOALA GIMNZIALA NR. 1 GRADINARI",147,GRĂDINARI,103407,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:46:30",814,810,4,531,483,0,48,890,359,504,27,7,12,9,2,2,0,59,11,4,25,3,1,351,8,5,5
19,GIURGIU,"ŞCOALA HODIVOAIA",191,PUTINEIU,104715,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:58",309,309,0,278,234,0,44,330,52,256,22,4,3,1,3,0,0,21,0,0,12,0,0,210,1,1,0
19,GIURGIU,"ŞCOALA JAPCA",243,VEDEA,105909,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:41:58",638,637,1,474,439,0,35,695,221,438,36,0,0,0,6,0,0,47,0,2,3,0,0,373,2,5,0
19,GIURGIU,"ŞCOALA PIMARĂ NR.5 BĂNEASA",70,BĂNEASA,101001,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:33",515,515,0,370,337,0,33,567,197,353,17,2,2,4,0,0,2,51,3,4,25,1,1,254,2,1,1
19,GIURGIU,"ŞCOALA PRIMARA FLORIN NICULESCU BILA",206,SCHITU,104975,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:29",288,288,0,236,197,0,39,317,81,228,8,1,3,0,0,0,0,24,4,4,11,0,0,178,2,1,0
19,GIURGIU,"ŞCOALA PRIMARA , NR.1 CAMINEASCA",207,SCHITU,104975,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:23:09",375,375,0,339,284,0,55,411,72,316,23,0,2,0,0,1,0,12,2,0,16,1,1,280,1,0,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR 1 DEALU",109,"CREVEDIA MARE",102348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:27:30",1104,1104,0,665,654,0,11,1207,542,628,37,4,10,6,4,0,0,55,176,2,29,1,1,316,6,4,14
19,GIURGIU,"ŞCOALA PRIMARA NR.1 HOBAIA",183,OGREZENI,104485,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:58:49",714,714,0,502,479,0,23,785,283,472,30,1,2,2,3,0,1,51,24,16,27,0,2,329,9,1,4
19,GIURGIU,"ŞCOALA PRIMARĂ NR.1 PRUNDU",188,PRUNDU,104680,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:17:16",1037,1037,0,668,652,0,16,1138,470,627,41,2,0,4,3,0,0,71,10,2,16,2,0,513,3,0,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.1 PUIENI",189,PRUNDU,104680,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:44:07",575,575,0,398,381,0,17,631,233,368,30,2,1,0,2,0,1,85,3,7,15,1,0,243,0,3,5
19,GIURGIU,"ŞCOALA PRIMARĂ NR.2 BĂNEASA",71,BĂNEASA,101001,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:36:57",736,736,0,565,536,0,29,812,247,528,37,3,6,1,1,0,0,45,8,7,28,0,2,419,4,0,4
19,GIURGIU,"ŞCOALA PRIMARĂ NR.2 CRÎNGURI",210,SINGURENI,105106,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:13:00",568,566,2,468,441,1,26,608,140,435,33,0,0,0,0,0,2,63,7,0,13,0,0,350,0,0,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 2 GHIZDARU",216,STĂNEŞTI,105295,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:26:42",377,377,0,236,211,0,25,416,180,223,13,3,7,1,0,0,1,41,2,2,13,0,0,153,0,0,0
19,GIURGIU,"SCOALA PRIMARA NR.2 ICOANA",227,ULMI,105623,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:01:52",884,884,0,574,570,0,4,976,402,532,42,4,63,4,14,1,0,57,84,12,26,4,3,242,4,4,10
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 2 MIHĂILEŞTI-DRĂGĂNESCU",61,"ORAŞ MIHĂILEŞTI",104136,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:34:46",359,359,0,303,281,0,22,396,93,288,15,6,3,5,3,0,0,24,6,8,12,1,1,210,7,1,1
19,GIURGIU,"ŞCOALA PRIMARA NR. 2 SADINA",202,"ROATA DE JOS",104831,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:53",1247,1247,0,831,828,0,3,1247,416,754,77,15,5,0,7,0,1,151,8,1,51,0,0,496,1,10,8
19,GIURGIU,"ŞCOALA PRIMARA NR. 2 TOMULEŞTI",223,TOPORU,154709,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:44:10",485,485,0,370,268,0,102,533,163,366,4,4,0,0,0,0,0,22,0,0,12,0,0,328,0,0,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 3",82,BUCŞANI,101378,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:05",446,446,0,378,339,0,39,485,107,362,16,1,1,1,2,0,0,39,6,2,15,1,0,282,3,1,8
19,GIURGIU,"ŞCOALA PRIMARA NR. 3 COLIBAŞI",97,COLIBAŞI,102071,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:45",673,673,0,549,495,0,54,740,191,538,11,0,1,0,3,0,1,29,4,6,9,1,0,475,5,0,4
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 3 FRASINU",72,BĂNEASA,101001,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:36",319,319,0,219,190,0,29,349,130,209,10,2,2,0,1,0,1,26,2,0,12,1,0,151,9,0,2
19,GIURGIU,"ŞCOALA PRIMARĂ NR.3 MIRONEŞTI",144,GOSTINARI,103372,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:06",299,299,0,225,168,0,57,326,101,216,9,1,1,4,1,0,0,16,0,0,9,0,0,175,6,2,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 3 NOVACI",62,"ORAŞ MIHĂILEŞTI",104136,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:37:25",885,885,0,701,667,0,34,965,264,594,107,5,0,4,0,0,0,64,18,0,18,1,0,480,0,4,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR.3 OBEDENI",235,VĂRĂŞTI,105874,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:38:22",862,862,0,675,663,0,12,947,272,675,0,0,0,0,0,0,0,5,0,0,0,0,0,670,0,0,0
19,GIURGIU,"ȘCOALA PRIMARĂ NR. 3 SAT CĂRPENIȘU , COM GĂISENI",127,GĂISENI,103087,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:15:08",675,675,0,446,398,0,48,743,297,411,35,6,2,2,1,1,1,53,2,3,15,5,1,317,1,1,0
19,GIURGIU,"SCOALA PRIMARA NR.3 ULMI",224,ULMI,105623,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:03:29",948,948,0,555,535,0,20,1046,491,525,30,2,158,6,2,1,4,55,58,7,26,3,4,178,16,0,5
19,GIURGIU,"ŞCOALA PRIMARA NR. 3 ZORILE",149,GRĂDINARI,103407,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:41:51",860,860,0,610,565,0,45,943,333,583,27,2,5,3,2,0,5,72,50,4,23,2,0,403,4,3,5
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 4",83,BUCŞANI,101378,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:04",268,262,6,224,192,6,26,286,62,212,12,0,1,3,0,0,0,20,1,1,8,1,0,175,0,1,1
19,GIURGIU,"ŞCOALA PRIMARA NR.4 VALEA PLOPILOR",138,GHIMPAŢI,103238,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:08:59",557,556,1,379,361,0,18,609,230,352,27,0,0,0,0,0,0,45,0,0,0,0,0,307,0,0,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 5",80,BUCŞANI,101378,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:38:14",331,331,0,266,236,0,30,362,96,249,17,1,1,1,1,0,1,13,2,0,17,0,0,210,0,0,2
19,GIURGIU,"ŞCOALA PRIMARĂ NR.5 POIANA LUI STÂNGĂ",241,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:10:34",581,579,2,429,416,2,11,635,206,389,40,0,3,2,1,0,0,41,15,4,25,0,0,280,4,8,6
19,GIURGIU,"ŞCOALA PRIMARĂ NR.6 CORBEANCA",238,"VÂNĂTORII MICI",105972,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:06:34",394,394,0,310,295,0,15,433,123,291,19,1,2,2,1,0,0,23,21,0,13,2,0,226,0,0,0
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 6 SF. GHEORGHE",74,BĂNEASA,101001,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:14:51",204,204,0,180,148,0,32,222,42,158,22,0,0,1,3,0,1,15,0,0,7,1,1,127,1,0,1
19,GIURGIU,"ŞCOALA PRIMARĂ NR.7 CUPELE",239,"VÂNĂTORII MICI",105972,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:27",344,344,0,249,238,0,11,380,131,216,33,2,1,3,1,0,2,29,5,1,4,3,0,161,0,0,4
19,GIURGIU,"ŞCOALA PUŢU GRECI",151,GREACA,103470,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:54",234,234,0,191,167,0,24,260,69,177,14,0,5,0,0,1,0,35,3,7,7,0,0,110,2,4,3
19,GIURGIU,"ŞCOALA SCHITU",205,SCHITU,104975,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:43",161,161,0,139,122,0,17,177,38,135,4,1,2,1,1,0,0,7,4,0,6,0,0,112,0,0,1
19,GIURGIU,"ŞCOALA STÂLPU",160,IEPUREŞTI,103693,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:05:49",216,216,0,212,181,0,31,235,23,192,20,0,0,0,0,0,0,24,2,2,7,1,1,154,0,1,0
19,GIURGIU,"ŞCOALA TEIUŞU",162,ISVOARELE,179766,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:50:57",195,163,32,151,118,1,32,179,28,144,7,2,0,4,1,0,1,11,2,1,13,0,1,100,1,3,4
19,GIURGIU,"ŞCOALA VECHE CĂLUGĂRENI( MUZEU ).",90,CĂLUGĂRENI,101662,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:06:00",1411,1411,0,960,899,0,61,1556,596,905,55,21,8,15,4,0,1,132,0,3,43,1,1,653,9,13,1
19,GIURGIU,"ŞCOALA VIERU",192,PUTINEIU,104715,6,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:28:14",531,531,0,441,380,0,61,573,132,406,35,3,7,5,2,2,1,40,7,1,18,2,0,314,3,0,1
19,GIURGIU,"ŞCOALA ZBOIU",152,GREACA,103470,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:38:20",212,212,0,169,152,0,17,230,61,157,12,1,2,0,2,0,0,29,4,0,7,1,0,108,1,1,1
19,GIURGIU,"SEDIUL FOSTEI SECŢII DE MECANIZARE A SATULUI DIMITRIE CANTEMIR",165,IZVOARELE,103899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:31",116,116,0,102,68,0,34,127,25,100,2,0,0,0,0,0,0,4,2,1,1,0,0,92,0,0,0
19,GIURGIU,"SEMINARUL TEOLOGIC TEOCTIST PATRIARHUL",6,"MUNICIPIUL GIURGIU",100521,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:06:33",986,985,1,401,393,0,8,1088,687,382,19,1,15,2,4,0,1,65,11,1,25,0,1,236,12,3,5
