precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA AUR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi"
39,VASLUI,"GRĂDINIȚA CU PROGRAM NORMAL ȘTIOBORĂNI",465,SOLEŞTI,165899,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:32:08",300,300,0,158,145,0,13,400,242,146,12,1,90,2,0,1,0,1,0,39,5,0,0,0,0,2,5
39,VASLUI,"GRADINITA CU PROGRAM NORMAL VOINEŞTI",534,VULTUREŞTI,166985,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:32",311,311,0,193,183,0,10,400,207,176,17,1,20,1,0,0,1,3,3,121,2,2,3,8,1,1,9
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”LICURICI”",133,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:19:45",820,820,0,308,301,0,7,901,593,294,14,1,46,11,4,1,5,2,18,117,44,0,11,19,3,5,7
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”LICURICI”",132,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:06:35",1241,1241,0,507,503,0,4,1400,893,488,19,5,46,26,5,4,7,1,35,201,69,2,25,21,2,16,23
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”LICURICI”",131,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:04:58",1141,1141,0,441,437,0,4,1200,759,431,10,2,56,13,3,5,3,4,21,182,64,1,13,26,2,14,22
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.14",11,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:24:36",974,974,0,348,338,0,10,1000,652,334,14,7,67,1,0,2,2,2,18,123,59,1,9,20,3,7,13
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.14",10,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:52:36",1016,1015,1,377,366,1,10,1200,823,359,18,2,54,6,2,3,4,4,10,163,60,3,9,17,1,11,10
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.15",12,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:40:20",1410,1410,0,503,481,0,22,1600,1097,473,30,3,75,18,2,3,3,5,23,178,76,5,16,18,4,18,26
39,VASLUI,"GRADINITA CU PROGRAM PRELUNGIT NR.17",39,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:18:46",1808,1808,0,451,442,0,9,2000,1549,431,20,3,77,11,0,2,4,5,13,170,63,0,13,32,5,12,21
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.3",47,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:38:32",1144,1144,0,449,439,0,10,1200,751,428,21,1,61,8,8,2,6,3,16,173,74,1,12,25,6,16,16
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 5",96,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:45:31",1063,1063,0,442,425,0,17,1200,758,427,15,6,78,20,4,5,7,5,16,177,48,0,13,22,1,11,14
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 5",97,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:49:19",840,840,0,320,311,0,9,900,580,297,23,0,34,6,0,2,4,0,9,147,45,1,8,16,3,4,18
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",23,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:37:29",1704,1704,0,9,1,0,8,1800,1791,9,0,1,1,0,0,0,0,0,0,4,1,0,0,0,1,0,1
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",21,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:43:08",1756,1756,0,10,2,0,8,2000,1990,10,0,1,2,0,0,0,0,0,0,4,2,0,0,0,0,0,1
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",20,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:51:15",1761,1761,0,242,233,0,9,2000,1758,237,5,3,54,6,0,1,2,3,5,83,31,0,4,13,3,11,18
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.5",22,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:35",729,729,0,54,45,0,9,800,746,53,1,1,10,2,0,0,0,0,3,16,10,0,0,5,0,3,3
39,VASLUI,"GRADINITA CU PROGRAM PRELUNGIT NR. 6",38,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:50:48",1621,1621,0,41,30,0,11,1700,1659,40,1,1,8,0,0,0,0,1,0,22,3,0,1,2,0,1,1
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",103,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:06:24",1476,1476,0,390,383,0,7,1700,1310,365,25,0,39,18,2,3,5,1,13,180,52,1,4,26,0,8,13
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",109,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:33:30",1324,1324,0,429,418,0,11,1400,971,417,12,0,47,21,3,3,2,8,8,227,46,5,7,16,2,8,14
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",104,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:07:18",1237,1237,0,491,410,0,81,1300,809,471,20,5,46,24,3,6,2,3,16,268,41,2,7,29,7,7,5
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",105,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:57",1295,1295,0,512,505,0,7,1300,788,494,18,5,71,29,3,3,7,6,20,239,63,0,6,16,5,7,14
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",106,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:03",1131,1131,0,328,323,0,5,1200,872,315,13,1,45,13,2,4,4,6,9,154,34,0,8,21,3,3,8
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",107,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:32:34",1169,1169,0,421,421,0,0,1200,779,405,16,5,46,10,2,5,3,2,11,211,43,2,9,30,3,10,13
39,VASLUI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9",108,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:29:10",1286,1286,0,448,441,0,7,1300,852,427,21,2,58,24,4,1,4,5,12,212,50,0,7,12,3,13,20
39,VASLUI,"GRĂDINIȚA DUMEŞTII VECHI",301,DUMEŞTI,163734,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:16",341,341,0,165,162,0,3,400,235,153,12,1,31,2,0,0,1,1,1,90,18,0,0,6,0,1,1
39,VASLUI,"GRĂDINIȚA MITOC",189,BANCA,162194,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:58:44",334,330,4,184,177,3,4,400,216,173,11,2,15,2,0,0,0,2,0,134,2,0,1,9,2,2,2
39,VASLUI,"GRĂDINIŢA NR. 1 DUMEŞTI",300,DUMEŞTI,163734,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:31:26",717,717,0,735,717,0,18,800,468,313,19,3,45,1,1,2,1,2,11,186,29,0,0,20,2,3,7
39,VASLUI,"GRĂDINIȚA NR. 2 ZORLENI",548,ZORLENI,167179,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:54:03",1469,1469,0,636,627,0,9,1600,964,579,57,3,55,4,2,2,0,3,0,425,37,1,5,27,4,3,8
39,VASLUI,"GRĂDINIŢA STRÂMTURA-MITOC",192,BANCA,162194,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:03:54",181,180,1,112,106,0,6,200,88,106,6,0,10,2,0,2,0,3,1,73,4,0,1,9,0,1,0
39,VASLUI,"IMOBIL FEDERALCOOP SAT VALEA TÂRGULUI",444,PUŞCAŞI,167320,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:26",121,121,0,97,75,0,22,200,103,92,5,1,10,2,1,3,0,0,0,62,5,0,1,4,0,3,0
39,VASLUI,"LICEUL CU PROGRAM SPORTIV",35,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:13:26",1819,1819,0,22,11,0,11,2000,1978,22,0,1,2,1,0,1,0,0,0,6,4,0,2,2,0,2,1
39,VASLUI,"LICEUL CU PROGRAM SPORTIV",36,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:09:22",772,772,0,17,8,0,9,800,783,17,0,1,6,0,0,0,0,0,0,7,3,0,0,0,0,0,0
39,VASLUI,"LICEUL CU PROGRAM SPORTIV",34,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:23:46",1825,1825,0,575,556,0,19,2000,1425,550,25,8,87,13,6,3,6,5,25,220,107,0,11,21,0,22,16
39,VASLUI,"LICEUL CU PROGRAM SPORTIV",37,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:48:48",1790,1790,0,10,2,0,8,2001,1991,10,0,1,1,0,1,0,0,0,0,4,2,0,0,1,0,0,0
39,VASLUI,"LICEUL PEDAGOGIC ”IOAN POPESCU”",129,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:23",1348,1347,1,466,462,0,4,1500,1034,450,16,8,68,30,2,4,5,7,13,219,41,2,10,27,1,5,8
39,VASLUI,"LICEUL PEDAGOGIC ”IOAN POPESCU”",128,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:04:05",1266,1266,0,454,445,0,9,1300,846,439,15,1,65,21,3,5,2,5,18,176,75,2,14,21,5,11,15
39,VASLUI,"LICEUL PEDAGOGIC ”IOAN POPESCU”",127,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:55",1063,1062,1,391,387,0,4,1200,809,379,12,0,50,11,5,3,4,5,15,161,62,1,12,19,4,12,15
39,VASLUI,"LICEUL PEDAGOGIC ”IOAN POPESCU”",130,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:02:34",1139,1139,0,389,375,0,14,1300,911,376,13,1,70,25,2,0,6,1,14,146,45,0,9,33,6,6,12
39,VASLUI,"LICEUL ”ŞTEFAN PROCOPIU”",74,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:04",1949,1949,0,569,562,0,7,2000,1431,554,15,7,94,12,2,1,4,4,28,222,91,0,11,22,5,23,28
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",75,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:20:44",1053,1053,0,19,9,0,10,1200,1181,18,1,1,2,0,0,0,0,0,1,7,1,0,0,5,0,0,1
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",76,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:36:50",1812,1812,0,36,30,0,6,2000,1964,34,2,1,3,0,0,0,0,1,2,11,9,0,0,5,0,2,0
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",73,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:42",1724,1724,0,58,47,0,11,1800,1742,57,1,0,14,1,0,0,0,0,1,20,8,0,2,9,0,1,1
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",77,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:21:32",1715,1715,0,24,17,0,7,1801,1777,22,2,1,5,2,0,0,1,1,1,6,4,0,0,0,0,1,0
39,VASLUI,"LICEUL ”ȘTEFAN PROCOPIU”",78,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:24:42",1864,1864,0,16,7,0,9,2000,1984,16,0,1,1,0,0,0,0,0,2,5,3,0,1,1,0,1,1
39,VASLUI,"LICEUL TEHNOLOGIC ”DIMITRIE CANTEMIR” SAT FĂLCIU",307,FĂLCIU,163832,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:20:20",988,988,0,483,456,0,27,1100,617,454,29,0,69,4,0,0,0,4,21,289,22,1,4,22,6,6,6
39,VASLUI,"LICEUL TEHNOLOGIC ”IOAN CORIVAN”",138,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:14:41",1822,1822,0,493,480,0,13,2001,1508,462,31,5,84,7,1,9,2,7,18,251,21,3,14,17,3,11,9
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREŞ”",110,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:33:49",1004,1003,1,384,376,0,8,1100,716,365,19,2,61,26,2,1,6,6,12,172,24,2,3,25,3,7,13
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREŞ”",112,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:57:01",1429,1429,0,470,459,0,11,1600,1130,452,18,12,79,30,1,3,7,7,2,197,44,2,7,32,3,11,15
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREŞ”",111,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:01",1345,1343,2,559,551,0,8,1400,841,521,38,3,59,25,2,5,4,11,11,262,50,3,20,31,10,12,13
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RARES” - CENTRU",511,VETRIŞOAIA,166672,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:32:15",1411,1411,0,889,823,0,66,1600,775,769,56,23,101,5,0,0,1,6,4,549,12,2,4,36,2,10,14
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREȘ” VETRIȘOAIA",512,VETRIŞOAIA,166672,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:36:23",806,806,0,523,463,0,60,900,395,474,31,15,53,4,0,0,1,2,4,337,10,0,4,26,1,5,12
39,VASLUI,"LICEUL TEHNOLOGIC, SAT PUIEŞTI",421,PUIEŞTI,165470,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:39:23",1113,1099,14,609,582,14,13,1200,591,552,57,8,108,3,1,1,0,4,0,366,13,0,3,29,0,5,11
39,VASLUI,"LICEUL TEHNOLOGIC VLADIA",291,DRAGOMIREŞTI,163486,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:05",358,358,0,201,196,0,5,400,199,186,15,1,43,0,0,1,0,1,1,100,19,0,1,15,3,1,0
39,VASLUI,"LICEUL TEORETIC „EMIL RACOVIŢĂ”",45,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:40:17",1815,1812,3,622,613,0,9,2000,1378,599,23,3,117,26,7,2,6,6,18,226,79,1,20,30,5,27,26
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",6,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:12:19",1656,1656,0,396,384,0,12,1700,1304,392,4,3,58,11,2,2,2,5,16,157,62,0,12,23,6,13,20
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",5,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:35:22",1686,1686,0,238,231,0,7,1800,1562,233,5,1,25,4,2,2,4,3,9,108,36,3,1,14,2,4,15
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",8,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:06",1740,1740,0,12,0,0,12,1800,1788,12,0,1,3,0,0,0,0,0,0,6,1,0,0,1,0,0,0
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",7,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:12:38",1800,1800,0,40,32,0,8,2001,1961,36,4,0,2,0,0,0,0,0,3,18,8,1,1,0,1,0,2
39,VASLUI,"LICEUL TEORETIC ”MIHAIL KOGĂLNICEANU”",9,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:03:34",1647,1647,0,15,2,0,13,1700,1685,15,0,0,2,1,0,0,0,0,2,7,1,0,0,0,0,1,1
39,VASLUI,"LOCUINȚĂ PROPRIETATE PRIVATĂ VIERU MARIA",287,DRAGOMIREŞTI,163486,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:39:50",213,213,0,118,110,0,8,300,182,105,13,0,12,2,0,1,0,2,1,72,11,0,0,3,0,0,1
39,VASLUI,"MINI SALĂ SPORT",87,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:25:04",1679,1679,0,14,3,0,11,1700,1686,14,0,2,1,0,0,0,0,0,0,4,4,0,2,0,0,0,1
39,VASLUI,"P.A.P.I. - ACCES INTERNET, BORODEŞTI",407,POCHIDIA,167311,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:36:23",231,231,0,129,112,0,17,300,171,121,8,1,12,1,0,2,0,1,0,86,7,1,0,5,2,2,1
39,VASLUI,"ROMSILVA - RA - FILIALA VASLUI",24,"MUNICIPIUL VASLUI",161945,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:19:27",1678,1676,2,640,624,0,16,1700,1060,598,42,7,90,12,7,1,3,6,22,234,92,3,10,48,16,20,27
39,VASLUI,"SALA CULTURALĂ MÎNZĂTEȘTI",377,MĂLUŞTENI,164829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:41:11",232,232,0,156,141,0,15,300,144,147,9,2,5,2,0,1,0,1,0,110,19,0,0,6,1,0,0
39,VASLUI,"SALA DE EDUCAŢIE FIZICĂ ŞCOLARĂ GHERMĂNEŞTI",292,DRÂNCENI,163618,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:51:23",1557,1557,0,778,743,0,35,1700,922,730,48,3,106,2,1,5,4,2,7,507,20,0,2,53,2,9,7
39,VASLUI,"SALA DE EDUCAŢIE FIZICĂ ŞCOLARĂ MUNTENII DE JOS",383,"MUNTENII DE JOS",164936,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:25:10",2045,2045,0,1185,967,0,218,2200,1015,1102,83,8,205,19,10,7,9,15,32,626,51,3,12,33,7,41,24
39,VASLUI,"SALĂ DE FESTIVITĂȚI TUPILAȚI",321,GĂGEŞTI,163903,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:15:49",234,234,0,137,125,0,12,300,163,123,14,0,14,1,0,2,0,0,2,80,5,0,3,12,3,1,0
39,VASLUI,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”EPISCOP IACOV ANTONOVICI”",101,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:44:49",1429,1429,0,474,469,0,5,1600,1126,445,29,3,63,17,11,7,9,2,16,190,57,2,17,18,4,14,15
39,VASLUI,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”EPISCOP IACOV ANTONOVICI”",98,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:31:30",572,572,0,209,197,0,12,600,391,199,10,1,27,5,1,1,3,0,4,101,21,1,5,18,2,3,6
39,VASLUI,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”EPISCOP IACOV ANTONOVICI”",100,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:44",1112,1110,2,363,358,0,5,1200,837,346,17,4,38,26,5,2,2,2,14,160,35,1,16,15,2,14,10
39,VASLUI,"SALA DE SPORT A ȘCOLII GIMNAZIALE ”EPISCOP IACOV ANTONOVICI”",99,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:33:05",1193,1193,0,449,438,0,11,1300,851,435,14,4,52,13,5,3,5,3,18,211,50,2,16,22,1,16,14
39,VASLUI,"SALA FESTIVITĂȚI LUPEȘTI",375,MĂLUŞTENI,164829,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:19:17",299,299,0,232,209,0,23,300,68,214,18,4,12,2,0,1,0,2,1,151,29,0,0,12,0,0,0
39,VASLUI,"SALA MULTIFUNCŢIONALĂ SAT SUSENI",197,BĂCANI,162327,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:29:22",323,323,0,192,185,0,7,400,208,180,12,0,17,2,1,0,1,0,2,124,4,1,0,25,1,0,2
39,VASLUI,"SALA MULTIFUNCŢIONALĂ SAT VULPĂȘENI",198,BĂCANI,162327,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:02:14",162,162,0,93,84,0,9,200,107,90,3,0,27,5,0,0,0,0,0,44,5,0,0,7,0,0,2
39,VASLUI,"SALA SPORTURILOR",48,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:31:17",1409,1409,0,504,494,0,10,1601,1097,485,19,6,72,12,3,4,10,4,17,225,70,0,14,15,3,19,11
39,VASLUI,"SALA SPORTURILOR",50,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:35",1689,1689,0,346,338,0,8,1800,1454,333,13,2,47,6,6,1,3,4,24,118,67,0,14,23,2,7,9
39,VASLUI,"SALA SPORTURILOR",49,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:38:35",1580,1580,0,192,183,0,9,1700,1508,180,12,3,27,6,0,2,0,1,8,74,30,0,5,5,2,10,7
39,VASLUI,"”SALA TINERETULUI”",414,POGONEŞTI,167259,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:05:55",164,164,0,117,102,0,15,200,83,111,6,3,6,1,0,3,1,0,1,62,15,2,1,8,3,1,4
39,VASLUI,"SC GOSCOM SA",86,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:29:29",1768,1768,0,63,55,0,8,2000,1937,62,1,0,10,3,0,0,0,0,1,29,12,1,0,4,1,0,1
39,VASLUI,"ŞCOALA BROŞTENI",351,IVĂNEŞTI,164393,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:07",456,456,0,227,217,0,10,500,273,212,15,3,50,0,0,0,0,2,3,121,6,1,2,12,4,2,6
39,VASLUI,"ŞCOALA CENTRU ȚUȚCANI",378,MĂLUŞTENI,164829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:45:06",386,386,0,243,225,0,18,400,157,219,24,6,19,1,0,0,0,1,1,140,40,0,0,7,1,3,0
39,VASLUI,"ŞCOALA CIORTOLOM",504,TUTOVA,166529,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:20:45",137,137,0,94,80,0,14,200,106,92,2,2,14,0,0,0,0,1,2,67,2,0,2,2,0,0,0
39,VASLUI,"ŞCOALA COROIU",505,TUTOVA,166529,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:52:17",172,172,0,100,87,0,13,200,100,96,4,2,18,1,0,0,0,4,0,56,3,0,2,9,0,0,1
39,VASLUI,"ŞCOALA COŞEȘTI",353,IVĂNEŞTI,164393,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:32",241,241,0,103,90,0,13,300,197,94,9,3,18,1,0,0,0,2,2,59,2,0,1,2,2,0,2
39,VASLUI,"ŞCOALA COȘEȘTI",352,IVĂNEŞTI,164393,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:17:16",258,258,0,94,86,0,8,300,206,89,5,0,26,0,1,1,1,0,0,52,2,1,1,2,0,1,1
39,VASLUI,"ȘCOALA CU CLASELE I-IV SILIȘTEA",345,IANA,164339,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:28:40",787,787,0,504,500,0,4,900,396,446,58,19,53,6,0,0,3,7,0,295,42,0,3,15,0,1,2
39,VASLUI,"ŞCOALA DEZAFECTATA BUDEŞTI",261,CREŢEŞTI,163208,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:27",138,138,0,90,82,0,8,200,110,83,7,1,13,0,0,0,1,0,0,63,2,0,0,2,0,0,1
39,VASLUI,"ŞCOALA DEZAFECTATĂ CHIRCEŞTI -VALE",381,MICLEŞTI,164892,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:38:29",343,343,0,164,161,0,3,400,236,149,15,2,25,1,1,1,0,1,1,107,0,0,1,5,3,1,0
39,VASLUI,"ŞCOALA FRASINU",417,POIENEŞTI,165336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:08",294,294,0,169,156,0,13,300,131,156,13,1,24,0,0,1,0,3,0,117,3,1,0,5,1,0,0
