precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA AUR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",90,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:40:02",1663,1663,0,660,620,0,40,1700,1040,641,19,11,78,37,7,6,5,5,17,306,75,2,14,40,7,11,20
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 10",88,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:22:06",1755,1755,0,626,620,0,6,1800,1174,594,32,4,85,35,7,2,5,8,17,303,47,2,4,38,4,11,22
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 ALBESTI",172,ALBEŞTI,162014,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:59:14",768,768,0,377,358,0,19,800,423,318,59,1,69,3,1,6,2,6,7,124,46,1,8,18,16,4,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 BOGDANA",217,BOGDANA,162595,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:24:05",412,412,0,227,218,0,9,500,273,208,19,8,38,4,2,1,0,0,2,132,11,0,2,3,1,2,2
39,VASLUI,"ŞCOALA GIMNAZIALA NR 1 CEPEŞTI",229,BOGDĂNIŢA,162791,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:34:20",427,427,0,273,257,0,16,500,227,241,32,0,72,30,0,1,1,1,0,108,7,1,0,6,3,10,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",468,STĂNILEŞTI,165979,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:00:33",843,843,0,399,386,0,13,900,501,372,27,3,58,10,0,0,0,2,2,223,37,0,3,18,1,4,11
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, CORP B",467,STĂNILEŞTI,165979,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:46:03",1312,1312,0,617,588,0,29,1400,783,572,45,3,79,9,0,2,3,8,12,327,84,0,5,28,1,6,5
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 CRETESTII DE SUS",262,CREŢEŞTI,163208,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:17:27",472,472,0,294,274,0,20,500,206,268,26,4,43,1,0,0,0,3,3,161,19,1,1,14,8,4,6
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 DELENI",268,DELENI,163324,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:45:50",1337,1337,0,763,718,0,45,1500,737,715,48,10,101,8,0,6,3,9,5,428,84,1,1,44,2,11,2
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1, DELEŞTI",270,DELEŞTI,163379,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:16:13",567,566,1,286,275,1,10,600,314,270,16,1,52,2,0,0,1,0,6,152,20,1,13,8,3,3,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 GARA BANCA",184,BANCA,162194,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:04:13",1122,1122,0,709,678,0,31,1200,491,666,41,21,88,8,1,3,6,7,12,441,26,0,6,31,5,7,4
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR. 1 HOCENI",336,HOCENI,164197,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:56:35",406,406,0,262,229,0,33,500,238,246,16,0,28,0,0,0,0,0,2,206,3,0,0,7,0,0,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 HURDUGI",276,"DIMITRIE CANTEMIR",164277,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:01:10",483,483,0,256,251,0,5,500,244,235,21,2,50,1,1,3,0,4,1,151,5,0,0,11,0,4,2
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 IANA CORP B",342,IANA,164339,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:43:32",964,964,0,516,510,0,6,1100,584,469,47,13,80,3,0,2,3,9,2,293,21,0,0,31,1,6,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 IVEŞTI - CORP A",358,IVEŞTI,164543,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:07:49",1094,1094,0,642,619,0,23,1200,558,610,32,8,49,228,2,0,1,2,4,237,29,0,7,23,0,13,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 IVEŞTI - CORP B",359,IVEŞTI,164543,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:20:20",1081,1081,0,584,542,0,42,1200,616,564,20,3,44,157,2,3,0,7,3,281,31,0,4,14,1,7,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 LUNCA BANULUI",368,"LUNCA BANULUI",164749,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:37:56",1559,1559,0,781,756,0,25,1700,919,730,51,7,141,4,3,2,0,8,4,470,16,0,2,50,4,9,10
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1 PĂDURENI",398,PĂDURENI,165185,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:43:22",1087,1087,0,502,471,0,31,1200,698,474,28,5,74,4,1,1,2,7,6,316,23,1,0,19,3,8,4
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 POGANA",409,POGANA,165416,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:23:44",658,658,0,377,368,0,9,700,332,326,42,2,34,6,0,3,1,4,3,188,51,1,3,18,3,4,5
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI CORP C1",440,PUŞCAŞI,167320,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:56:36",1187,1187,0,491,458,0,33,1300,809,451,40,2,103,5,3,0,2,4,4,264,17,0,8,21,0,8,10
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI CORP C1",441,PUŞCAŞI,167320,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:21",1014,1014,0,393,361,0,32,1100,707,360,33,4,60,2,3,1,1,5,5,231,15,0,2,20,0,4,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 RĂDENI",289,DRAGOMIREŞTI,163486,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:36:00",1002,1002,0,520,511,0,9,1100,580,463,57,1,32,6,0,3,0,2,0,380,18,0,1,15,1,1,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 , SĂLCENI",408,POCHIDIA,167311,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:00:45",777,777,0,447,431,0,16,900,453,412,35,1,59,1,0,1,1,4,9,289,8,1,0,33,2,1,2
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 SAT AVEREŞTI",234,BUNEŞTI-AVEREŞTI,162924,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:41:58",197,197,0,121,105,0,16,200,79,115,6,0,29,0,0,0,0,0,1,58,15,0,2,6,2,1,1
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 SAT BĂCANI",194,BĂCANI,162327,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:40:29",1056,1055,1,564,543,0,21,1200,636,515,49,3,107,23,0,4,2,5,1,306,19,0,4,32,2,4,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 SAT BĂCEŞTI",199,BĂCEŞTI,162381,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:08:34",1741,1741,0,697,645,0,52,1900,1203,616,81,12,51,0,0,4,1,3,4,470,27,1,3,26,6,2,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1,SAT MĂLUȘTENI",373,MĂLUŞTENI,164829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:46:56",456,456,0,295,257,0,38,501,206,251,44,4,33,28,0,3,1,5,1,69,88,0,2,9,0,3,5
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 , SAT PUNGEŞTI",433,PUNGEŞTI,165611,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:16:32",763,763,0,389,372,0,17,800,411,357,32,3,27,3,0,1,2,5,0,291,12,0,3,7,0,0,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT VĂLENI COM VĂLENI",508,VĂLENI,166636,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:48",1496,1496,0,544,535,0,9,1700,1156,488,56,6,106,3,4,2,5,2,5,271,16,1,8,23,13,9,14
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 SAT VĂLENI COM. VĂLENI",509,VĂLENI,166636,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:40:08",1621,1620,1,555,545,1,9,1800,1245,482,73,1,74,4,4,13,4,10,10,283,32,1,7,17,6,0,16
39,VASLUI,"ŞCOALA GIMNAZIALA NR.1, VINDEREI",518,VINDEREI,166770,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:07:42",679,679,0,351,336,0,15,700,349,326,25,4,27,0,0,0,0,1,0,265,7,1,3,16,1,0,1
39,VASLUI,"ȘCOALA GIMNAZIALĂ NR.1 VOINEȘTI",524,VOINEŞTI,166869,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:10:42",290,290,0,155,152,0,3,300,145,148,7,4,14,0,1,1,0,2,2,75,41,0,3,5,0,0,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1, VUTCANI",535,VUTCANI,167035,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:48:24",1032,1032,0,516,452,0,64,1100,584,485,31,2,62,9,1,2,0,5,5,343,17,0,2,22,3,4,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 1 ZORLENI",546,ZORLENI,167179,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:29:12",1330,1328,2,619,611,0,8,1500,881,592,27,6,73,8,1,1,2,1,10,355,51,3,4,59,1,10,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR.1 ZORLENI",547,ZORLENI,167179,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:24:53",1317,1317,0,598,587,0,11,1400,802,540,58,2,94,8,1,2,6,8,5,318,42,1,5,32,1,8,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 2",122,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:14:16",967,967,0,367,355,0,12,1000,633,353,14,3,52,32,0,4,4,4,14,134,44,2,7,30,2,11,10
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 2",123,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:31:20",860,860,0,279,267,0,12,900,621,269,10,1,37,16,2,6,2,2,7,126,31,1,10,8,3,12,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 2",121,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:33",630,624,6,221,215,0,6,700,479,215,6,1,32,23,1,1,4,1,9,90,23,0,8,15,0,4,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 2",120,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:10:34",908,908,0,324,318,0,6,1000,676,309,15,0,44,31,1,0,2,4,5,130,42,2,3,24,1,8,12
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 3 POPENI",551,ZORLENI,167179,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:35:47",1053,1053,0,451,440,0,11,1200,749,410,41,5,32,0,1,2,0,1,5,298,19,0,1,28,2,7,9
39,VASLUI,"ŞCOALA GIMNAZIALĂ NR. 3 POPENI",550,ZORLENI,167179,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:08",1092,1092,0,482,472,0,10,1200,718,460,22,2,38,4,2,3,2,3,2,324,47,0,5,21,0,3,4
39,VASLUI,"SCOALA GIMNAZIALĂ NR.4",152,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:23:39",1518,1518,0,537,525,0,12,1700,1163,517,20,3,114,0,1,6,5,10,6,249,47,1,14,34,4,13,10
39,VASLUI,"SCOALA GIMNAZIALĂ NR.4",151,"MUNICIPIUL HUŞI",161829,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:03:27",1147,1147,0,417,409,0,8,1300,883,390,27,4,80,4,6,2,2,4,8,177,34,2,11,29,4,9,14
39,VASLUI,"SCOALA GIMNAZIALĂ NR.5",150,"MUNICIPIUL HUŞI",161829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:55:57",1442,1442,0,245,234,0,11,1600,1355,229,16,0,47,1,1,0,0,7,4,117,21,1,2,15,3,5,5
39,VASLUI,"SCOALA GIMNAZIALĂ NR.5",149,"MUNICIPIUL HUŞI",161829,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:48:20",1864,1864,0,319,316,0,3,2100,1781,305,14,2,62,2,0,2,2,3,10,151,25,1,7,16,4,11,7
39,VASLUI,"ŞCOALA GIMNAZIALA OBIRSENI",522,VINDEREI,166770,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:38:17",645,645,0,296,277,0,19,700,404,271,25,3,15,3,1,0,1,3,1,217,0,0,3,21,0,3,0
39,VASLUI,"ȘCOALA GIMNAZIALĂ OBÎRȘENII LINGURARI",530,VOINEŞTI,166869,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:55:35",671,671,0,141,138,0,3,700,559,127,14,8,11,0,1,3,0,0,0,84,0,0,0,12,3,2,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ PERIENI - CENTRU",403,PERIENI,165274,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:26:16",1264,1264,0,655,650,0,5,1400,745,604,51,2,180,18,0,0,1,17,7,320,15,0,6,32,2,1,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ, POGĂNEŞTI",473,STĂNILEŞTI,165979,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:19:44",898,898,0,438,428,0,10,1000,562,422,16,1,71,3,0,1,1,0,0,310,8,1,1,15,2,8,0
39,VASLUI,"ȘCOALA GIMNAZIALĂ PRIBEȘTI",244,CODĂEŞTI,163002,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:59:27",941,941,0,445,438,0,7,1000,555,404,41,1,46,74,0,0,3,11,1,226,13,0,2,18,2,4,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”PRINCIPESA ELENA BIBESCU”",119,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:45:13",1445,1445,0,503,481,0,22,1600,1097,480,23,3,59,36,2,4,3,1,16,212,59,0,17,38,5,8,17
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”PRINCIPESA ELENA BIBESCU”",118,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:31:29",1374,1374,0,507,501,0,6,1400,893,488,19,3,55,11,4,3,5,8,25,218,84,3,9,28,6,15,11
39,VASLUI,"ŞCOALA GIMNAZIALĂ PROTOPOPEŞTI",488,TĂCUTA,166235,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:21:10",659,659,0,338,325,0,13,700,362,313,25,0,167,2,0,0,0,0,6,103,9,2,2,6,2,5,9
39,VASLUI,"ŞCOALA GIMNAZIALĂ PUNTIŞENI",254,COSTEŞTI,163137,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:44:41",194,194,0,106,99,0,7,200,94,96,10,1,37,0,0,1,0,2,2,48,2,0,0,3,0,0,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ, RACOVA",324,GÂRCENI,164062,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:20:38",153,153,0,82,81,0,1,200,118,75,7,1,7,0,0,0,0,0,1,61,4,0,1,0,0,0,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ REBRICEA",446,REBRICEA,165719,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:56:30",438,438,0,218,208,0,10,500,282,198,20,1,17,1,1,1,0,5,0,140,9,1,5,8,2,7,0
39,VASLUI,"ŞCOALA GIMNAZIALA RECEA",344,IANA,164339,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:40:38",421,421,0,221,215,0,6,500,279,202,19,4,21,1,1,2,0,2,1,124,30,0,0,11,0,5,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ RÎNCENI",211,BEREZENI,162498,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:12:34",401,401,0,210,189,0,21,500,290,200,10,0,82,1,0,0,0,3,4,100,0,0,0,5,0,1,4
39,VASLUI,"ŞCOALA GIMNAZIALA SAT BOGEŞTI",410,POGANA,165416,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:09:40",561,561,0,355,323,0,32,600,245,315,40,1,18,3,2,4,0,1,0,225,21,1,2,18,2,2,15
39,VASLUI,"ȘCOALA GIMNAZIALĂ, SAT BUTUCĂRIA",539,ZĂPODENI,167071,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:20:47",103,103,0,76,61,0,15,100,24,76,0,5,11,1,0,1,0,0,1,43,10,0,0,2,0,2,0
39,VASLUI,"ŞCOALA GIMNAZIALA SAT CHETROSU",329,GHERGHEŞTI,163967,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:31:59",367,367,0,251,238,0,13,400,149,214,37,1,63,0,1,0,1,2,0,132,1,0,1,7,1,2,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ SAT FLORENI",157,"ORAŞ MURGENI",164981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:21:24",547,547,0,265,257,0,8,600,335,250,15,1,33,13,1,0,1,1,3,178,0,0,2,10,0,4,3
39,VASLUI,"ŞCOALA GIMNAZIALĂ, SAT LĂLEŞTI",430,PUIEŞTI,165470,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:27:29",370,370,0,221,212,0,9,400,179,209,12,0,75,1,0,0,0,2,0,119,3,0,0,9,0,0,0
39,VASLUI,"ŞCOALA GIMNAZIALA SAT MĂSCUREI",411,POGANA,165416,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:05:15",518,518,0,333,323,0,10,600,267,295,38,4,30,2,1,0,0,1,2,202,37,1,0,11,0,2,2
39,VASLUI,"SCOALA GIMNAZIALA SAT MIRENI",249,COROIEŞTI,163057,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:11:40",342,342,0,134,122,0,12,400,266,124,10,0,21,3,0,4,0,0,0,78,3,0,1,13,0,1,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ SAT RÂNZEŞTI",313,FĂLCIU,163832,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:57:27",806,806,0,410,396,0,14,900,490,392,18,0,54,15,1,3,0,1,7,268,15,0,4,14,2,3,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ, SAT RÎŞEŞTI",294,DRÂNCENI,163618,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:50:51",1701,1690,11,792,774,11,7,1900,1108,725,67,11,82,5,2,4,1,2,21,511,7,0,4,58,2,11,4
39,VASLUI,"ŞCOALA GIMNAZIALA SAT TOMEŞTI",412,POGANA,165416,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:10:43",718,713,5,385,366,5,14,800,415,366,19,1,27,12,1,1,0,2,0,278,13,1,2,20,3,1,4
39,VASLUI,"ŞCOALA GIMNAZIALĂ, SAT UNȚEȘTI",226,BOGDĂNEŞTI,162693,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:58:09",795,785,10,466,447,10,9,900,434,428,38,10,27,13,2,1,2,4,4,175,174,1,1,5,4,4,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ SAT VALEA MARE",171,"ORAŞ NEGREŞTI",161856,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:43:58",664,663,1,334,322,0,12,700,366,322,12,0,44,2,0,1,1,6,2,205,14,1,1,25,4,8,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ ȘERBOTEȘTI",464,SOLEŞTI,165899,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:03",593,593,0,296,280,0,16,700,404,277,19,2,72,1,1,3,1,1,1,152,22,1,2,11,2,4,1
39,VASLUI,"ŞCOALA GIMNAZIALĂ SFÂNTUL IERARH LUCA COSTEȘTI",250,COSTEŞTI,163137,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:53:56",1400,1400,0,637,615,0,22,1500,863,595,42,18,209,3,1,1,3,4,7,247,34,2,6,29,5,19,7
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”SPĂTAR ŞTEFAN ANGHELUȚĂ” SAT CHIŢOC",365,LIPOVĂŢ,164687,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:46:57",827,827,0,354,336,0,18,900,546,329,25,4,47,9,3,2,3,6,1,204,20,1,2,14,1,7,5
39,VASLUI,"ŞCOALA GIMNAZIALĂ „STEFAN CEL MARE”,",40,"MUNICIPIUL VASLUI",161945,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:00:02",922,922,0,317,309,0,8,1000,683,310,7,6,57,7,2,0,1,2,3,152,39,0,8,11,3,11,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ „STEFAN CEL MARE”,",42,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:09:32",1114,1114,0,63,49,0,14,1200,1137,58,5,1,11,2,0,0,1,0,1,26,7,0,1,5,3,0,0
39,VASLUI,"ŞCOALA GIMNAZIALĂ „STEFAN CEL MARE”,",41,"MUNICIPIUL VASLUI",161945,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:03:53",1673,1673,0,582,575,0,7,1700,1118,562,20,3,91,14,4,3,2,4,20,244,95,0,13,22,5,20,22
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”VASILE ALECSANDRI”",52,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:01:32",947,947,0,309,298,0,11,1000,691,298,11,3,38,7,3,1,3,6,7,115,61,2,15,10,1,13,13
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”VASILE ALECSANDRI”",54,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:06",1036,1036,0,262,254,0,8,1200,938,246,16,0,47,6,3,1,2,2,10,99,35,2,4,15,2,6,12
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”VASILE ALECSANDRI”",53,"MUNICIPIUL VASLUI",161945,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:01",1415,1415,0,346,327,0,19,1600,1254,333,13,4,55,2,0,3,6,3,13,108,67,1,11,25,0,14,21
39,VASLUI,"ȘCOALA GIMNAZIALĂ ”VASILE ALECSANDRI”",55,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:23:23",1456,1456,0,460,452,0,8,1600,1140,443,17,3,88,10,6,3,4,1,12,165,81,4,15,11,3,14,23
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”VENIAMIN COSTACHI” , ROŞIEŞTI",454,ROŞIEŞTI,165817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:04:31",900,900,0,517,494,0,23,1000,483,484,33,6,47,2,1,1,2,2,2,266,112,0,4,25,5,1,8
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”VICTOR IOAN POPA”",113,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:46:28",1206,1206,0,409,401,0,8,1300,891,380,29,1,62,26,1,3,4,6,4,198,24,1,6,29,5,4,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”VICTOR IOAN POPA”",115,"MUNICIPIUL BÂRLAD",161794,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:35:02",1415,1415,0,524,507,0,17,1600,1076,501,23,5,81,39,2,4,6,9,9,223,43,0,7,39,7,12,15
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”VICTOR IOAN POPA”",114,"MUNICIPIUL BÂRLAD",161794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:39:01",1354,1354,0,520,510,0,10,1400,880,466,54,1,60,30,0,5,4,4,13,231,38,1,13,46,2,12,6
39,VASLUI,"ŞCOALA GIMNAZIALĂ ”V.I. POPA”",281,DODEŞTI,167286,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:17:57",1110,1110,0,704,598,0,106,1200,496,667,37,3,63,3,0,3,3,4,6,498,39,0,3,28,3,2,9
39,VASLUI,"ŞCOALA MÎNĂSTIREA",376,MĂLUŞTENI,164829,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:42:30",85,85,0,59,44,0,15,100,41,56,3,2,9,1,0,0,0,2,0,30,6,0,0,5,0,1,0
39,VASLUI,"ŞCOALA NOUA SATU NOU",263,CREŢEŞTI,163208,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:34:25",246,245,1,181,169,0,12,300,119,172,9,6,32,3,0,2,0,0,0,113,3,0,1,8,1,1,2
39,VASLUI,"ŞCOALA OPRIŞIŢA",419,POIENEŞTI,165336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:57:49",667,667,0,391,363,0,28,700,309,370,21,0,152,4,0,0,2,5,6,146,16,0,3,15,0,7,14
39,VASLUI,"ŞCOALA POIENEŞTI DEAL",420,POIENEŞTI,165336,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:41:56",84,84,0,58,44,0,14,99,41,51,7,1,9,0,0,0,0,0,0,32,1,0,0,2,0,5,1
39,VASLUI,"ŞCOALA PRIMARĂ",69,"MUNICIPIUL VASLUI",161945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:19:29",801,801,0,147,141,0,6,900,753,131,16,1,32,2,0,1,0,3,0,71,11,0,1,5,2,2,0
