precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi"
33,SĂLAJ,"SCOALA PRIMARĂ BERCEA",270,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:06:18",134,134,0,83,75,0,8,150,67,73,10,0,1,0,1,0,0,0,55,2,0,2,0,0,0,1,11
33,SĂLAJ,"ȘCOALA PRIMARĂ BÎRSA",273,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:04:23",74,74,0,50,31,0,19,100,50,49,1,0,2,0,0,0,0,0,28,2,1,1,0,0,0,0,15
33,SĂLAJ,"ŞCOALA PRIMARĂ BIUŞA",88,BENESAT,140244,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:25:18",376,376,0,293,272,0,21,450,157,270,23,1,5,0,5,5,0,0,65,3,7,151,1,7,1,0,19
33,SĂLAJ,"ŞCOALA PRIMARĂ BUZAŞ",257,RUS,142499,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:06:38",109,109,0,113,81,0,32,150,37,110,3,0,5,0,5,0,1,0,76,3,0,3,2,0,0,0,15
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV CRISTOLȚEL",279,SURDUC,142774,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:41:55",339,339,0,265,231,0,34,400,135,243,22,0,2,2,14,2,0,2,183,5,4,4,1,0,0,2,22
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV TURBUȚA",283,SURDUC,142774,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:13:59",240,240,0,204,143,0,61,300,96,191,13,2,1,0,7,0,1,0,159,1,5,1,0,1,0,1,12
33,SĂLAJ,"SCOALA PRIMARA CU CLASELE I-IV",151,"FILDU DE JOS",141081,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:36",304,304,0,258,224,0,34,350,92,229,29,1,2,1,12,2,0,0,176,1,5,6,0,2,0,1,20
33,SĂLAJ,"ȘCOALA PRIMARĂ DIOȘOD",174,HERECLEAN,141376,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:39:47",673,673,0,500,432,0,68,750,250,493,7,0,1,0,1,0,0,0,5,0,0,485,1,0,0,0,0
33,SĂLAJ,"ȘCOALA PRIMARĂ DOMNIN",274,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:10",249,249,0,144,124,0,20,300,156,127,17,0,16,0,1,1,0,1,76,1,0,3,2,6,1,4,15
33,SĂLAJ,"ŞCOALA PRIMARĂ FILDU DE JOS",149,"FILDU DE JOS",141081,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:48:51",187,187,0,158,138,0,20,250,92,148,10,0,5,0,9,2,0,0,88,2,2,5,2,1,1,2,29
33,SĂLAJ,"ŞCOALA PRIMARĂ FÎNTÎNELE-RUS",258,RUS,142499,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:01:30",135,135,0,141,108,0,33,200,59,130,11,1,3,0,5,1,0,0,76,3,4,2,4,1,1,0,29
33,SĂLAJ,"ŞCOALA PRIMARĂ GĂLPÎIA",81,BĂLAN,140146,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:45:24",312,312,0,259,213,0,46,350,91,238,21,2,5,0,3,2,1,0,175,0,1,1,2,3,2,0,41
33,SĂLAJ,"ȘCOALA PRIMARĂ GÎRCEIU",133,CRIŞENI,140823,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:09:01",683,683,0,464,426,0,38,739,275,438,26,4,10,2,26,7,2,1,181,20,4,97,3,7,19,2,53
33,SĂLAJ,"ŞCOALA PRIMARĂ LEŞMIR",216,MARCA,141946,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:53:50",303,303,0,175,164,0,11,350,175,161,14,0,2,0,5,0,0,0,27,0,3,111,0,0,0,2,11
33,SĂLAJ,"SCOALA PRIMARA MESTEACANU",69,ALMAŞU,139982,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:24:52",256,256,0,201,182,0,19,300,99,172,29,0,6,0,5,1,1,0,102,4,1,25,0,5,0,2,20
33,SĂLAJ,"ŞCOALA PRIMARĂ MUNCEL",128,CRISTOLŢ,140770,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:34",132,132,0,114,97,0,17,150,36,111,3,0,6,0,4,0,0,0,85,1,0,3,1,0,1,1,9
33,SĂLAJ,"ȘCOALA PRIMARĂ NOȚIG",263,SĂLĂŢIG,142550,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:37",341,341,0,267,226,0,41,400,133,262,5,0,8,0,4,4,0,0,205,2,2,4,0,1,2,0,30
33,SĂLAJ,"ŞCOALA PRIMARĂ POIANA ONŢII",129,CRISTOLŢ,140770,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:05:16",59,59,0,56,41,0,15,100,44,54,2,0,0,0,1,0,0,0,45,0,0,1,1,0,0,0,6
33,SĂLAJ,"ŞCOALA PRIMARĂ PORŢ",217,MARCA,141946,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:19:44",207,207,0,143,138,0,5,250,107,135,8,0,10,2,2,3,0,0,70,15,3,2,3,4,1,2,18
33,SĂLAJ,"ȘCOALA PRIMARĂ SIGHETU SILVANIEI",107,CHIEŞD,140501,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:05:09",387,387,0,221,203,0,18,450,229,213,8,0,30,0,7,5,1,0,75,5,1,0,0,4,2,1,82
33,SĂLAJ,"ȘCOALA PRIMARĂ SÎRBI",267,SÂG,142612,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:45:32",203,203,0,127,118,0,9,250,123,114,13,0,7,1,0,0,2,0,68,8,2,2,0,2,1,1,20
33,SĂLAJ,"ŞCOALA PRIMARĂ STÎNA",39,"MUNICIPIUL ZALĂU",139704,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:28:40",231,231,0,121,105,0,16,300,179,119,2,0,3,0,11,2,0,0,67,5,2,1,0,5,1,1,21
33,SĂLAJ,"ŞCOALA PRIMARĂ TETIŞU",152,"FILDU DE JOS",141081,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:43:08",211,211,0,174,150,0,24,250,76,171,3,2,1,0,0,0,0,0,20,0,0,144,0,0,0,1,3
33,SĂLAJ,"ŞCOALA PRIMARĂ VĂLENI",130,CRISTOLŢ,140770,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:05:48",295,295,0,227,194,0,33,350,123,218,9,0,3,0,4,1,0,1,196,3,3,1,1,1,2,0,2
33,SĂLAJ,"ŞCOALA PURCĂREŢ",208,LETCA,141786,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:36:16",92,92,0,72,56,0,16,150,78,71,1,0,10,0,3,4,0,0,40,3,2,1,0,1,0,1,6
33,SĂLAJ,"ŞCOALA ŞOIMUŞENI",209,LETCA,141786,6,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:02:52",54,54,0,57,38,0,19,100,43,55,2,2,3,0,0,0,0,0,33,1,1,1,0,0,0,0,14
33,SĂLAJ,"ŞCOALA SOMEŞ GURUSLĂU",235,NĂPRADEA,142177,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:01:42",348,348,0,219,205,0,14,400,181,202,17,1,10,0,10,3,1,0,129,10,4,2,0,1,3,0,28
33,SĂLAJ,"ŞCOALA TOPLIŢA",210,LETCA,141786,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:17:52",87,87,0,85,63,0,22,100,15,83,2,0,8,0,2,1,0,0,43,2,0,1,0,1,0,1,24
33,SĂLAJ,"ŞCOALA TRANIŞ",236,NĂPRADEA,142177,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:33:54",270,270,0,154,152,0,2,300,146,142,12,1,4,1,4,0,1,0,93,1,1,0,0,1,0,2,33
33,SĂLAJ,"ŞCOALA VĂDURELE",237,NĂPRADEA,142177,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:33:19",159,159,0,132,132,0,0,200,68,127,5,1,2,0,3,0,0,0,99,1,0,0,1,1,0,1,18
33,SĂLAJ,"ȘCOALA VECHE",169,HALMĂŞD,141312,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:57:51",436,436,0,283,270,0,13,503,220,251,32,2,5,0,11,2,0,0,163,1,11,0,0,6,2,1,47
33,SĂLAJ,"ŞCOALA VECHE CIOCMANI",74,BĂBENI,140084,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:14:22",487,487,0,518,330,0,188,550,32,501,17,1,15,1,16,32,2,0,332,6,8,5,1,4,0,3,75
33,SĂLAJ,"ȘCOALA ZALNOC",91,BOBOTA,140280,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:42:30",367,367,0,225,197,0,28,454,229,208,17,3,31,0,14,4,1,1,98,1,1,5,2,5,1,2,39
33,SĂLAJ,"SEDIUL CONSILIU LOCAL SÎNMIHAIU ALMAŞULUI",269,"SÂNMIHAIU ALMAŞULUI",142676,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:35",827,827,0,495,470,0,25,900,405,465,30,4,11,0,28,1,2,4,299,3,3,4,2,7,3,3,91
33,SĂLAJ,"SEDIUL PRIMĂRIEI MARCA",215,MARCA,141946,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:45:57",1076,1076,0,705,645,0,60,1167,462,659,46,1,18,1,23,12,3,2,397,21,8,6,5,14,7,2,139
33,SĂLAJ,"STADIONUL MUNICIPAL SEDIUL CLUBULUI SPORTIV MUNICIPAL",5,"MUNICIPIUL ZALĂU",139704,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:50:30",1331,1331,0,609,590,0,19,1400,791,597,12,2,38,1,6,26,0,1,210,58,10,127,2,15,8,2,91
