precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA AUR-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
26,MARAMUREŞ,"GRĂDINIȚA ȘESU MÂNĂSTIRII",388,ROZAVLEA,108669,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:03:33",790,790,0,465,435,0,30,900,435,422,43,7,3,7,0,0,4,1,13,3,1,3,322,43,5,2,8
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",44,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:22",1114,1114,0,427,410,0,17,1200,773,420,7,33,4,2,7,17,9,7,11,9,4,34,138,62,10,12,61
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",43,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:20:24",1343,1343,0,593,578,0,15,1526,933,575,18,47,7,2,1,12,20,4,18,11,11,36,196,76,8,20,106
26,MARAMUREŞ,"LICEUL CU PROGRAM SPORTIV",45,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:23:05",777,777,0,332,318,0,14,900,568,321,11,20,3,2,3,13,10,0,6,0,1,28,121,49,8,6,51
26,MARAMUREŞ,"LICEUL DE ARTE",51,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:17:40",1093,1093,0,559,534,0,25,1200,641,547,12,54,7,3,2,18,10,2,4,5,4,80,135,64,10,32,117
26,MARAMUREŞ,"LICEUL DE ARTE",52,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:15:18",1131,1131,0,602,587,0,15,1200,598,590,12,51,2,7,5,15,14,4,11,12,7,105,144,77,21,23,92
26,MARAMUREŞ,"LICEUL „REGELE FERDINAND”",93,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:44",851,851,0,270,258,0,12,900,630,249,21,1,0,4,2,0,5,3,10,2,3,20,125,53,6,4,11
26,MARAMUREŞ,"LICEUL „REGELE FERDINAND”",94,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:51:40",1046,1046,0,526,436,0,90,1200,674,500,26,14,2,2,4,3,7,3,27,0,3,52,251,94,10,10,18
26,MARAMUREŞ,"LICEUL „TARAS SEVCENCO”",98,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:09:55",1213,1213,0,451,435,0,16,1300,849,429,22,10,3,6,2,1,16,3,29,4,3,128,134,58,3,8,21
26,MARAMUREŞ,"LICEUL „TARAS SEVCENCO”",99,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:23:48",1196,1196,0,459,445,0,14,1300,841,440,19,10,3,2,3,1,7,2,22,7,4,81,167,77,9,21,24
26,MARAMUREŞ,"LICEUL TEHNOLOGIC",216,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:38:11",1633,1633,0,644,624,0,20,1800,1156,617,27,20,4,8,2,1,15,1,47,17,3,29,356,64,16,6,28
26,MARAMUREŞ,"LICEUL TEHNOLOGIC",217,"ORAŞ VIŞEU DE SUS",106979,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:13",1630,1630,0,520,508,0,12,1800,1280,499,21,11,2,7,0,0,10,2,0,6,2,21,329,60,3,5,41
26,MARAMUREŞ,"LICEUL TEHNOLOGIC FORESTIER",105,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:06:47",1091,1091,0,445,435,0,10,1200,755,430,15,11,4,6,2,1,8,4,17,3,1,67,203,59,8,6,30
26,MARAMUREŞ,"LICEUL TEHNOLOGIC FORESTIER",104,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:38:41",809,809,0,330,315,0,15,800,470,310,20,7,3,3,1,1,6,2,13,3,5,31,151,43,8,6,27
26,MARAMUREŞ,"LICEUL TEHNOLOGIC NR. 4",218,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:08:27",1051,1051,0,475,462,0,13,1100,625,433,42,4,2,3,0,0,7,3,35,8,3,2,315,35,2,4,10
26,MARAMUREŞ,"LICEUL TEHNOLOGIC NR. 4",219,"ORAŞ VIŞEU DE SUS",106979,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-14 14:50:48",961,961,0,491,477,0,14,1000,509,431,52,2,4,4,1,0,1,1,30,10,2,6,321,39,6,2,2
26,MARAMUREŞ,"LICEUL TEHNOLOGIC „TRAIAN VUIA”",176,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:51:31",1286,1286,0,716,693,0,23,1400,684,690,26,47,3,6,6,3,26,2,22,21,2,79,248,77,24,26,98
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",214,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:43:03",865,865,0,356,339,0,17,1000,644,333,21,5,4,4,0,0,2,0,34,4,2,17,190,55,3,4,9
26,MARAMUREŞ,"LICEUL TEORETIC BOGDAN VODĂ",215,"ORAŞ VIŞEU DE SUS",106979,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:58:06",914,914,0,405,395,0,10,1000,595,379,25,8,0,2,3,1,5,0,23,12,2,28,211,40,18,7,19
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",22,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-14 16:57:28",1353,1353,0,579,517,0,62,1500,921,564,15,39,12,4,2,8,15,5,12,8,6,41,210,85,22,16,79
26,MARAMUREŞ,"LICEUL TEORETIC „EMIL RACOVIȚĂ”",21,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:10:21",1351,1351,0,562,470,0,92,1500,938,549,13,29,5,9,2,8,22,2,22,6,2,85,181,74,10,15,77
26,MARAMUREŞ,"LICEUL TEORETIC „PETRU RAREȘ”",189,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:13:36",1826,1826,0,1075,1060,0,15,1900,825,1018,57,29,6,9,4,8,10,4,28,10,5,104,500,220,23,31,27
26,MARAMUREŞ,"LICEUL TEORETIC SANITAR",53,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:13",1312,1312,0,609,590,0,19,1400,791,591,18,63,5,3,3,10,8,3,19,6,7,98,147,69,11,30,109
26,MARAMUREŞ,PRIMĂRIA,257,"BOIU MARE",107430,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:49:19",466,466,0,416,340,0,76,500,84,393,23,5,0,1,0,1,9,0,8,5,2,20,237,84,6,4,11
26,MARAMUREŞ,PRIMĂRIA,270,"CÂMPULUNG LA TISA",107715,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:38:38",807,807,0,492,482,0,10,900,408,464,28,2,1,6,2,1,1,3,13,1,0,271,128,30,2,2,1
26,MARAMUREŞ,PRIMĂRIA,413,"SUCIU DE SUS",109041,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:10:56",1368,1368,0,951,901,0,50,1500,501,877,74,11,14,24,3,13,18,7,38,4,7,6,408,181,25,20,98
26,MARAMUREŞ,PRIMĂRIA,348,"OARŢA DE JOS",108366,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:50:01",332,332,0,245,216,0,29,400,155,234,11,5,1,2,1,0,6,0,4,0,2,7,163,31,0,3,9
26,MARAMUREŞ,PRIMĂRIA,230,"ASUAJU DE SUS",107083,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:41:23",737,737,0,689,532,0,157,800,111,640,49,11,13,4,1,0,12,3,27,2,1,10,395,50,6,8,97
26,MARAMUREŞ,PRIMĂRIA,387,ROZAVLEA,108669,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:59:47",1894,1894,0,1145,1098,0,47,2100,955,1041,102,9,7,3,1,0,22,1,14,8,12,6,830,72,11,12,33
26,MARAMUREŞ,PRIMĂRIA,332,LĂPUŞ,108222,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:04:14",1377,1377,0,842,832,0,10,1500,658,810,32,9,6,7,3,2,2,3,46,7,10,7,563,101,13,5,26
26,MARAMUREŞ,PRIMĂRIA,364,"POIENILE IZEI",179604,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:41:09",692,692,0,629,582,0,47,800,171,596,31,7,3,3,1,1,2,2,18,1,2,2,482,50,6,4,12
26,MARAMUREŞ,PRIMĂRIA,404,SĂCEL,108874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:54:44",1395,1395,0,1010,932,0,78,1499,489,848,84,0,27,22,9,2,11,1,65,32,4,1,428,165,17,16,48
26,MARAMUREŞ,PRIMĂRIA,342,MOISEI,108348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:06:48",1687,1687,0,985,961,0,24,1900,915,939,46,8,0,3,0,3,13,0,45,11,4,9,648,150,14,18,13
26,MARAMUREŞ,"PRIMĂRIA BISTRA",248,BISTRA,107270,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:48:10",796,796,0,485,464,0,21,900,415,437,48,2,3,11,0,3,4,2,22,5,5,3,302,60,4,1,10
26,MARAMUREŞ,PRIMĂRIE,442,"VIŞEU DE JOS",109504,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:52:42",1361,1361,0,734,709,0,25,1500,766,698,36,14,2,5,0,1,6,6,19,19,3,1,464,93,17,20,28
26,MARAMUREŞ,PRIMÃRIE,297,COROIENI,107868,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:17:12",291,291,0,207,179,0,28,300,93,193,14,5,0,0,2,0,1,4,4,0,2,7,97,46,1,2,22
26,MARAMUREŞ,"REGISTRU AUTO ROMÂN, REPREZENTANȚA MARAMUREȘ",28,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:47:07",1272,1272,0,414,398,0,16,1400,986,400,14,13,2,4,2,5,16,1,36,2,6,22,147,69,16,8,51
26,MARAMUREŞ,"SALA DE EVENIMENTE",410,STRÂMTURA,109005,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:52:35",394,394,0,216,209,0,7,400,184,193,23,2,2,7,0,0,0,1,12,0,0,3,114,45,4,0,3
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",428,"VADU IZEI",106648,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:31:29",383,383,0,246,240,0,6,400,154,236,10,0,1,2,0,3,0,1,9,1,0,1,152,58,1,6,1
26,MARAMUREŞ,"SALA DE FESTIVITĂȚI",350,"OCNA ŞUGATAG",108400,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:21:02",1452,1450,2,799,726,2,71,1600,801,750,49,20,0,6,3,5,18,2,33,45,1,141,286,121,14,8,47
26,MARAMUREŞ,"SALA DE SPORT",124,"ORAŞ BAIA SPRIE",106684,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:54:49",1040,1040,0,571,564,0,7,1100,529,554,17,36,3,7,3,6,17,3,23,9,2,23,229,103,15,21,54
26,MARAMUREŞ,"SALA DE SPORT",125,"ORAŞ BAIA SPRIE",106684,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:26:01",1226,1226,0,526,517,0,9,1300,774,506,20,10,5,3,2,3,7,5,28,12,2,65,209,82,18,13,42
26,MARAMUREŞ,"SALA DE SPORT",401,SĂCĂLĂŞENI,108794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:44:50",824,824,0,484,451,0,33,900,416,470,14,14,3,2,4,2,12,0,17,5,5,8,134,160,7,13,84
26,MARAMUREŞ,"SALA DE SPORT",153,"ORAŞ DRAGOMIREŞTI",108017,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:18:27",1225,1225,0,690,630,0,60,1400,710,645,45,9,8,4,0,1,9,1,17,5,6,4,423,111,11,15,21
26,MARAMUREŞ,"SALA MULTIFUNCȚIONALĂ MĂGHERĂUȘ",175,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:26:35",1627,1627,0,819,802,0,17,1700,878,793,26,55,4,6,3,8,35,5,28,18,2,61,279,115,32,29,113
26,MARAMUREŞ,"SALA MULTIFUNCŢIONALĂ VIILE APEI",163,"ORAŞ SEINI",108963,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:40",558,558,0,346,329,0,17,645,299,334,12,4,1,4,0,1,2,0,14,3,0,72,184,38,6,1,4
26,MARAMUREŞ,"SALA POLIVALENTĂ",112,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:30:46",985,985,0,391,380,0,11,1000,609,381,10,5,1,2,2,1,8,2,19,2,2,28,185,74,11,13,26
26,MARAMUREŞ,"SALA POLIVALENTĂ",113,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:12",775,775,0,285,276,0,9,850,565,273,12,7,2,2,0,1,5,2,14,0,2,44,125,40,4,5,20
26,MARAMUREŞ,"SALA POLIVALENTĂ",114,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:32:27",1865,1865,0,752,745,0,7,1920,1168,720,32,19,3,3,3,4,15,6,44,5,5,32,371,149,13,7,41
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",49,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:25:44",1444,1444,0,629,604,0,25,1600,971,616,10,49,5,6,0,19,21,4,16,13,5,46,188,99,16,28,101
26,MARAMUREŞ,"SALA SPORTURILOR „LASCĂR PANĂ”",48,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:40:55",1269,1269,0,525,505,0,20,1400,875,508,17,40,4,5,4,7,19,4,17,10,7,64,156,67,12,24,68
26,MARAMUREŞ,ŞCOALA,335,LEORDINA,108240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:14",547,547,0,286,266,0,20,600,314,253,33,2,15,10,0,1,3,1,8,0,3,4,135,51,3,0,17
26,MARAMUREŞ,ŞCOALA,162,"ORAŞ SEINI",108963,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:46",699,699,0,383,366,0,17,780,397,370,3,2,5,3,3,0,5,2,26,6,4,1,238,46,5,7,17
26,MARAMUREŞ,ŞCOALA,290,COPALNIC-MĂNĂŞTUR,107733,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:18:37",234,234,0,126,117,0,9,300,174,121,5,3,1,3,0,0,1,0,6,0,0,1,88,12,0,1,5
26,MARAMUREŞ,ŞCOALA,294,COPALNIC-MĂNĂŞTUR,107733,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:11:22",294,294,0,196,189,0,7,300,104,180,16,2,0,1,0,1,1,0,10,0,0,3,128,20,4,2,8
26,MARAMUREŞ,ȘCOALA,309,DESEŞTI,107975,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:25:07",740,740,0,613,574,0,39,800,187,572,41,7,1,4,0,0,3,1,14,29,8,10,373,85,6,0,31
26,MARAMUREŞ,"ŞCOALA BIRŢ",144,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:30:37",1327,1327,0,555,529,0,26,1400,845,519,36,2,4,12,3,1,1,3,63,2,2,8,270,108,4,16,20
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",246,BICAZ,107234,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:39",142,133,9,135,111,9,15,203,80,111,12,0,0,0,0,1,0,0,3,0,0,2,85,12,0,0,8
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",226,ARDUSAT,107001,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:53:46",372,372,0,221,198,0,23,400,179,210,11,3,2,1,1,3,3,0,3,2,2,1,85,96,1,0,7
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",225,ARDUSAT,107001,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:40:00",224,224,0,133,118,0,15,300,167,129,4,3,3,1,0,0,4,1,4,1,3,4,73,17,1,4,10
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",340,"MIREŞU MARE",108268,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:55:09",496,496,0,318,302,0,16,500,182,305,13,0,0,4,0,0,5,1,14,2,0,2,241,26,4,1,5
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",299,COROIENI,107868,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:33:21",149,149,0,121,103,0,18,200,79,112,9,1,0,1,0,0,1,0,0,0,0,0,94,10,0,0,5
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",423,ŞIŞEŞTI,109096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:13",355,355,0,179,171,0,8,400,221,163,16,8,0,1,2,2,2,0,7,0,2,1,94,16,7,1,20
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV",341,"MIREŞU MARE",108268,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:15:22",539,539,0,352,335,0,17,600,248,347,5,3,1,1,2,2,2,0,7,0,0,2,252,61,4,1,9
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",366,RECEA,106407,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:56",362,362,0,223,207,0,16,400,177,215,8,3,1,1,1,1,0,0,6,1,0,2,155,28,2,2,12
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",368,RECEA,106407,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:26",1172,1172,0,817,763,0,54,1300,483,796,21,30,7,5,4,7,22,7,27,13,6,17,420,127,20,22,62
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",375,"REMETEA CHIOARULUI",108491,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:46:43",214,214,0,142,126,0,16,300,158,129,13,0,0,0,0,1,3,0,7,6,0,2,76,24,3,2,5
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-IV",420,ŞIŞEŞTI,109096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:38:07",192,192,0,95,83,0,12,200,105,94,1,6,0,0,0,0,0,0,9,0,0,1,36,11,16,6,9
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-IV GREBLE",328,"GROŞII ŢIBLEŞULUI",179622,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:55:49",797,797,0,491,467,0,24,900,409,473,18,2,1,3,0,1,4,0,24,2,2,36,319,60,2,5,12
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",253,"BOCICOIU MARE",107350,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:46:50",684,684,0,373,360,0,13,800,427,350,23,2,0,5,4,4,6,0,21,1,3,6,149,133,3,3,10
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",304,CUPŞENI,107920,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:38:55",336,336,0,214,207,0,7,400,186,206,8,1,1,2,0,0,0,1,2,1,0,3,172,16,0,2,5
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",376,REMEŢI,108552,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:17:50",1372,1372,0,651,626,0,25,1530,879,559,92,11,5,15,2,3,10,1,32,3,2,10,330,94,3,6,32
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",254,"BOCICOIU MARE",107350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:43:59",1230,1230,0,581,571,0,10,1400,819,562,19,7,2,12,1,1,6,3,28,2,3,25,191,241,12,8,20
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",224,ARDUSAT,107001,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:56:10",1655,1655,0,964,843,0,121,1800,836,910,54,9,5,23,0,4,12,3,48,2,5,5,576,151,16,9,42
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",303,CUPŞENI,107920,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:15:46",613,613,0,410,397,0,13,700,290,391,19,4,6,1,0,2,1,1,3,2,3,1,268,59,3,8,29
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-VIII",322,GIULEŞTI,108151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:52:23",1234,1234,0,846,796,0,50,1400,554,782,64,5,4,3,1,2,2,2,11,4,2,1,567,103,6,16,53
26,MARAMUREŞ,"ŞCOALA CU CLASELE V-VIII",305,CUPŞENI,107920,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:05:56",827,827,0,668,643,0,25,900,232,641,27,9,2,1,0,1,13,3,12,2,2,16,465,81,9,4,21
26,MARAMUREŞ,"ŞCOALA CU CLS I-IV",424,ŞIŞEŞTI,109096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:51",427,427,0,254,250,0,4,495,241,237,17,83,3,0,0,1,2,2,9,2,3,1,84,36,2,2,7
26,MARAMUREŞ,"ȘCOALA DE LA PODUL RÂTULUI",418,ŞIEU,179613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:08:25",716,716,0,520,472,0,48,800,280,488,32,5,0,4,2,0,4,0,20,26,2,2,255,135,8,5,20
26,MARAMUREŞ,"ŞCOALA FÎNTÎNA",145,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:18:07",1173,1173,0,475,463,0,12,1300,825,440,35,5,2,5,0,0,6,2,31,6,1,8,285,68,9,5,7
26,MARAMUREŞ,"SCOALA GENERALĂ",425,ŞIŞEŞTI,109096,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:43:39",1200,1200,0,664,655,0,9,1300,636,633,31,55,3,7,3,14,1,1,35,5,4,6,276,141,25,18,39
26,MARAMUREŞ,"ŞCOALA GENERALĂ",258,"BOIU MARE",107430,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:28",47,47,0,47,41,0,6,100,53,46,1,0,0,0,0,1,0,0,1,0,0,1,38,2,0,2,1
26,MARAMUREŞ,"ŞCOALA GENERALĂ",197,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:39:14",58,58,0,36,26,0,10,100,64,35,1,1,0,0,0,0,0,0,0,1,0,4,22,5,0,0,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",190,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:22",261,261,0,132,122,0,10,300,168,125,7,1,0,2,0,0,5,0,7,0,0,4,65,34,2,1,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ",196,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:17:04",192,192,0,101,91,0,10,200,99,95,6,1,1,0,1,0,1,0,4,0,3,1,57,22,0,0,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ",198,"ORAŞ TÂRGU LĂPUŞ",106817,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:21:15",197,197,0,110,103,0,7,300,190,104,6,1,0,0,0,2,1,0,4,1,0,1,76,14,0,0,4
26,MARAMUREŞ,"ŞCOALA GENERALĂ",353,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:40",965,965,0,599,582,0,17,1100,501,564,35,6,3,5,0,1,6,1,29,0,1,5,289,190,8,9,11
26,MARAMUREŞ,"ŞCOALA GENERALĂ",421,ŞIŞEŞTI,109096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:50",511,511,0,267,258,0,9,600,333,259,8,10,2,2,0,5,7,2,19,1,1,2,78,57,11,3,59
26,MARAMUREŞ,"ŞCOALA GENERALĂ",195,"ORAŞ TÂRGU LĂPUŞ",106817,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:53:26",172,172,0,93,87,0,6,200,107,89,4,3,1,0,1,0,0,0,1,3,0,1,57,14,2,3,3
26,MARAMUREŞ,"ŞCOALA GENERALĂ",422,ŞIŞEŞTI,109096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:35:19",508,508,0,283,276,0,7,600,317,267,16,21,3,2,1,6,8,2,17,1,2,2,119,47,12,7,17
26,MARAMUREŞ,"ŞCOALA GENERALĂ",200,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:20:43",483,483,0,273,259,0,14,512,239,264,9,8,2,6,2,2,3,2,8,2,1,3,148,63,5,4,5
26,MARAMUREŞ,"ŞCOALA GENERALĂ",313,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:25:34",512,512,0,289,274,0,15,600,311,282,7,8,3,2,3,3,2,1,7,0,1,2,159,46,8,9,28
26,MARAMUREŞ,"ŞCOALA GENERALĂ",194,"ORAŞ TÂRGU LĂPUŞ",106817,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 16:59:52",318,318,0,177,170,0,7,400,223,165,12,1,1,1,0,1,1,0,5,1,1,3,120,25,0,1,4
