precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA AUR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","GHEORGHE VLAD-DAN-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi"
34,SIBIU,"AUTOGARA MEDIAŞ",126,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:37:08",1158,1158,0,453,430,0,23,1283,830,441,12,22,122,17,55,4,66,1,4,89,5,9,20,2,13,9,3
34,SIBIU,"CAMIN CULTURAL",198,"ORAŞ MIERCUREA SIBIULUI",144928,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:39:00",653,653,0,311,287,0,24,720,409,268,43,4,126,0,115,0,4,0,0,2,0,9,2,0,0,1,5
34,SIBIU,"CAMIN CULTURAL",197,"ORAŞ MIERCUREA SIBIULUI",144928,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:53",1464,1464,0,541,489,0,52,1613,1072,442,47,11,270,12,79,2,9,1,3,4,0,26,6,1,5,10,3
34,SIBIU,"CĂMIN CULTURAL",248,BLĂJEL,144303,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:14",1415,1409,6,865,832,0,33,1584,719,771,87,61,500,8,83,4,26,2,6,15,2,26,8,4,11,12,3
34,SIBIU,"CĂMIN CULTURAL",234,"AXENTE SEVER",144116,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:05",1157,1148,9,522,502,9,11,1291,769,501,21,5,273,10,103,2,24,1,2,9,2,31,6,5,13,9,6
34,SIBIU,"CĂMIN CULTURAL",368,"ŞURA MARE",145765,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:34",784,769,15,445,433,2,10,846,401,410,35,2,218,11,63,3,35,5,5,8,1,18,9,2,5,17,8
34,SIBIU,"CĂMIN CULTURAL",235,"AXENTE SEVER",144116,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:45:24",277,275,2,139,123,2,14,306,167,132,7,0,100,0,12,0,5,0,1,0,0,5,2,0,2,5,0
34,SIBIU,"CĂMIN CULTURAL ACILIU",205,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:46:52",179,179,0,119,95,0,24,197,78,108,11,2,84,1,12,0,2,0,0,0,0,4,1,0,1,1,0
34,SIBIU,"CĂMIN CULTURAL ALĂMOR",291,LOAMNEŞ,144795,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:54:33",594,594,0,387,373,0,14,655,245,356,31,3,273,4,26,0,18,1,2,1,0,4,3,2,14,5,0
34,SIBIU,"CĂMIN CULTURAL ARPAȘU DE JOS",227,"ARPAŞU DE JOS",143959,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:45",915,915,0,596,584,0,12,1005,409,540,56,1,323,4,77,6,16,3,4,34,0,35,12,2,10,8,5
34,SIBIU,"CĂMIN CULTURAL BUNGRAD",363,ŞELIMBĂR,143557,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:05:37",500,499,1,309,288,0,21,545,236,270,39,7,104,7,52,6,23,3,3,5,1,17,9,5,15,10,3
34,SIBIU,"CĂMIN CULTURAL FÂNTÂNELE",207,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:03:47",169,167,2,98,72,2,24,185,87,95,3,2,54,6,5,4,12,0,2,1,0,4,0,1,0,4,0
34,SIBIU,"CĂMIN CULTURAL FLOREŞTI",286,LASLEA,144731,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:20",116,114,2,87,69,2,16,127,40,79,8,1,57,1,6,0,3,0,1,0,0,0,0,0,7,3,0
34,SIBIU,"CĂMIN CULTURAL IGHIŞU VECHI",241,BÂRGHIŞ,144232,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:35:02",183,183,0,118,99,0,19,202,84,108,8,3,43,1,47,1,3,0,0,1,0,4,1,1,3,0,0
34,SIBIU,"CĂMIN CULTURAL LASLEA",285,LASLEA,144731,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:06:53",1353,1340,13,761,716,10,35,1500,739,705,56,6,500,12,85,3,31,2,2,4,1,13,9,0,7,4,26
34,SIBIU,"CĂMIN CULTURAL LOAMNEŞ",290,LOAMNEŞ,144795,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:23:48",494,494,0,359,340,0,19,545,186,351,8,1,237,2,33,1,24,1,2,5,1,16,6,2,8,7,5
34,SIBIU,"CĂMIN CULTURAL MĂLÎNCRAV",287,LASLEA,144731,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:55",1038,1038,0,582,569,0,13,1143,561,472,110,3,316,5,64,3,28,1,0,5,3,30,5,3,4,2,0
