precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ROMÂNIA SOCIALISTĂ-voturi","GHEORGHE VLAD-DAN-voturi"
1,ALBA,"LICEUL ”HOREA, CLOŞCA ŞI CRIŞAN” ABRUD",116,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:08:03",986,986,0,573,537,0,36,1099,526,563,10,372,5,7,4,0,10,15,11,73,6,6,0,8,34,4,8
1,ALBA,"LICEUL TEHNOLOGIC AGRICOL ”ALEXANDRU BORZA” CIUMBRUD",71,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:22",1066,1066,0,549,541,0,8,1152,603,531,18,257,2,6,1,2,2,3,11,82,134,0,0,6,18,1,6
1,ALBA,"LICEUL TEHNOLOGIC AIUD",65,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:33:32",639,639,0,283,276,0,7,700,417,280,3,134,3,0,0,1,20,17,5,30,48,1,2,9,4,0,6
1,ALBA,"LICEUL TEHNOLOGIC AIUD",64,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:00:32",716,716,0,323,313,0,10,787,464,316,7,168,6,2,2,3,18,3,5,23,53,0,2,6,12,4,9
1,ALBA,"LICEUL TEHNOLOGIC „ION D.LĂZĂRESCU” CUGIR",144,"ORAŞ CUGIR",1696,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:03:59",987,987,0,371,359,0,12,1100,729,354,17,161,2,4,2,3,39,16,8,74,5,2,3,12,13,3,7
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",97,"MUNICIPIUL SEBEŞ",1874,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:54",1032,1032,0,474,455,0,19,1100,626,461,13,228,3,4,5,1,23,8,11,121,1,1,2,26,20,1,6
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",96,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:36:53",1058,1058,0,555,534,0,21,1098,543,530,25,232,3,4,5,2,42,10,15,153,1,2,1,17,24,4,15
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",94,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:12",1480,1477,3,695,678,3,14,1600,905,611,84,416,1,10,3,3,3,3,5,125,2,7,0,6,21,3,3
1,ALBA,"LICEUL TEHNOLOGIC SEBEŞ",95,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:55:52",1605,1605,0,840,805,0,35,1800,960,819,21,383,7,7,11,1,59,27,31,160,15,2,3,50,27,5,31
1,ALBA,"LICEUL TEHNOLOGIC ”ŞTEFAN MANCIULEA” BLAJ",82,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:37:41",613,613,0,310,281,0,29,700,390,294,16,157,3,3,5,0,31,6,10,32,3,1,0,9,26,0,8
1,ALBA,"LICEUL TEHNOLOGIC ”TIMOTEI CIPARIU”",85,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:36",1387,1383,4,787,777,4,6,1500,713,772,15,417,7,5,5,3,102,16,18,102,27,3,2,21,19,1,24
1,ALBA,"LICEUL TEORETIC ”PETRU MAIOR”",159,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:11:08",1283,1283,0,594,565,0,29,1400,806,563,31,269,6,11,5,7,27,9,7,119,44,2,1,11,31,5,9
1,ALBA,"LICEUL TEORETIC TEIUŞ",168,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:20",1382,1382,0,817,790,0,27,1524,707,782,35,441,1,3,4,4,31,7,20,170,20,9,1,13,39,5,14
1,ALBA,"LOCUINȚE SOCIALE - CĂRPINIȘ",364,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:02:04",655,655,0,444,435,0,9,730,286,418,26,199,0,5,5,2,14,2,14,144,6,1,1,8,12,0,5
1,ALBA,"PIAŢA AGROALIMENTARĂ",76,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:52:48",951,951,0,460,459,0,1,1146,686,445,15,244,1,6,0,2,38,15,10,61,13,6,0,10,26,1,12
1,ALBA,"PRIMĂRIA CENADE",220,CENADE,3761,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:10:36",802,802,0,470,437,0,33,900,430,426,44,303,5,7,0,2,7,4,12,31,3,5,1,2,39,0,5
1,ALBA,"PRIMĂRIA COMUNEI ALMAȘU MARE",189,"ALMAŞU MARE",2309,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:39:58",305,305,0,261,239,0,22,336,75,246,15,135,1,4,1,2,17,4,0,62,2,0,0,0,14,1,3
1,ALBA,"PRIMARIA COMUNEI BLANDIANA",209,BLANDIANA,3397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:00:37",448,447,1,332,286,0,46,463,131,324,8,225,2,7,2,4,6,3,2,53,1,1,2,6,6,0,4
1,ALBA,"PRIMĂRIA COMUNEI CÎLNIC",218,CÂLNIC,4106,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:09:24",1220,1220,0,796,777,0,19,1200,404,726,70,567,13,5,3,3,11,7,12,64,2,8,3,4,17,1,6
1,ALBA,"PRIMĂRIA COMUNEI CIURULEASA",236,CIURULEASA,4008,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:28:12",555,555,0,454,410,0,44,609,155,412,42,249,1,1,1,2,6,8,8,97,3,2,2,11,13,2,6
1,ALBA,"PRIMĂRIA COMUNEI CRĂCIUNELU DE JOS",238,"CRĂCIUNELU DE JOS",4188,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:19:33",836,836,0,588,570,0,18,920,332,544,44,273,2,6,2,1,123,4,14,71,14,2,0,7,18,1,6
1,ALBA,"PRIMĂRIA COMUNEI GÂRBOVA",260,GÂRBOVA,4482,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:39:58",1206,1206,0,810,737,0,73,1320,510,735,75,519,6,2,2,5,12,12,13,106,8,6,0,0,30,1,13
1,ALBA,"PRIMĂRIA COMUNEI IGHIU",277,IGHIU,4927,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:16",1235,1235,0,771,758,0,13,1350,579,737,34,456,0,8,4,2,47,10,6,118,20,3,3,12,34,4,10
1,ALBA,"PRIMĂRIA COMUNEI NOȘLAC",327,NOŞLAC,6048,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:19:59",960,960,0,534,513,0,21,1040,506,507,27,281,3,9,4,2,33,4,5,87,57,0,0,2,16,0,4
1,ALBA,"PRIMĂRIA COMUNEI POIANA VADULUI",342,"POIANA VADULUI",6271,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 09:38:27",840,840,0,643,586,0,57,1000,357,593,50,334,4,14,2,4,20,5,2,159,2,2,1,3,34,2,5
1,ALBA,"PRIMARIA COMUNEI PONOR",343,PONOR,6397,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:24:16",334,334,0,274,229,0,45,365,91,251,23,127,1,2,0,0,3,8,3,94,2,0,0,1,7,0,3
1,ALBA,"PRIMĂRIA COMUNEI RÎMEŢ",353,RÂMEŢ,6627,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:25:39",166,166,0,181,131,0,50,220,39,170,11,107,1,1,0,1,4,2,1,38,2,4,0,0,9,0,0
1,ALBA,"PRIMARIA COMUNEI ROȘIA MONTANĂ",362,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:26:38",603,603,0,442,410,0,32,669,227,417,25,180,0,5,2,5,28,5,9,141,3,0,0,17,12,6,4
1,ALBA,"PRIMĂRIA COMUNEI SÂNTIMBRU",382,SÂNTIMBRU,7384,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:23:46",728,728,0,435,421,0,14,792,357,418,17,266,7,7,3,1,16,0,2,70,3,1,1,5,19,1,16
1,ALBA,"PRIMĂRIA COMUNEI ŞUGAG",414,ŞUGAG,8014,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:23:19",1372,1372,0,931,914,0,17,1525,594,882,49,514,4,3,1,4,105,8,9,134,16,3,2,26,30,1,22
1,ALBA,"PRIMĂRIA COMUNEI VIDRA",431,VIDRA,8425,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:03:52",298,298,0,231,205,0,26,332,101,211,20,125,0,1,1,0,8,0,1,54,2,1,1,6,5,2,4
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",244,"DAIA ROMÂNĂ",4240,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:07:17",1270,1258,12,801,781,0,20,1400,599,757,44,512,2,2,1,0,34,3,9,119,12,10,2,6,33,0,12
1,ALBA,"PRIMĂRIA DAIA ROMÂNĂ",245,"DAIA ROMÂNĂ",4240,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:29:59",1282,1282,0,762,740,0,22,1400,638,720,42,532,0,2,3,2,20,8,4,93,5,4,0,6,25,2,14
1,ALBA,"PRIMĂRIA LOPADEA NOUĂ",296,"LOPADEA NOUĂ",5210,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:46:25",806,784,22,660,621,22,17,896,236,639,21,101,2,0,1,0,0,0,3,3,521,1,1,0,3,1,2
1,ALBA,"PRIMĂRIA ORAŞULUI CÂMPENI",124,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:55:29",1208,1208,0,738,723,0,15,1332,594,687,51,380,2,10,6,5,24,11,15,122,8,6,0,12,74,1,11
1,ALBA,"PRIMĂRIA ROŞIA DE SECAŞ",359,"ROŞIA DE SECAŞ",6930,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:08:30",568,568,0,403,380,0,23,700,297,363,40,192,24,0,2,0,0,2,3,102,13,2,0,4,13,0,6
1,ALBA,"PRIMĂRIA VALEA LUNGĂ",426,"VALEA LUNGĂ",8354,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:12:38",1569,1569,0,989,966,0,23,1700,711,939,50,368,0,7,1,1,12,6,14,460,17,3,0,5,23,4,18
1,ALBA,"REFUGIU TURISTIC VALEA BARNII",326,MOGOŞ,5826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:03",112,112,0,86,67,0,19,125,39,74,12,61,0,0,1,0,2,0,0,5,1,0,0,1,2,0,1
1,ALBA,"SALA DE FESTIVITĂŢI DIN SÎNCRAI",75,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:36:00",550,550,0,297,283,0,14,585,288,291,6,135,2,5,3,1,10,4,3,42,59,2,0,4,10,4,7
1,ALBA,"SALA DE FESTIVITĂŢI MESENTEA",257,"GALDA DE JOS",4366,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:31:12",223,221,2,153,128,2,23,250,97,147,6,75,4,2,0,2,11,5,8,21,1,0,0,2,4,0,12
1,ALBA,"SALA DE ÎNTRUNIRI",242,CRICĂU,4142,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:52:21",305,305,0,237,202,0,35,342,105,229,8,151,4,1,0,2,12,6,5,28,1,2,0,3,4,1,9
1,ALBA,"SALA MULTIFUNCȚIONALĂ BIIA",407,ŞONA,7865,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:45:16",955,955,0,657,597,0,60,1050,393,628,29,427,4,0,1,2,19,3,6,69,50,2,1,3,25,2,14
1,ALBA,"SALA PAROHIALĂ SIBIŞENI",436,"VINŢU DE JOS",8826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:36",590,590,0,317,301,0,16,619,302,305,12,144,3,6,1,0,15,5,8,88,5,0,2,5,17,0,6
1,ALBA,"SC HIDROCONSTRUCȚIA SA SEBEȘ PUNCT DE LUCRU SAT LAZURI",395,SOHODOL,7446,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:49:38",183,183,0,122,116,0,6,201,79,114,8,69,0,2,0,1,3,2,4,28,0,0,0,0,3,1,1
1,ALBA,"ȘCOALA CU CLASELE I-IV - CORNA",365,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:27:28",108,108,0,85,77,0,8,120,35,83,2,40,1,0,0,0,4,2,2,21,1,0,0,1,10,0,1
1,ALBA,"ȘCOALA CU CLASELE I-IV DEALU GEOAGIULUI",284,ÎNTREGALDE,4981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:01:23",86,83,3,64,54,3,7,112,48,64,0,36,0,1,0,0,1,0,3,17,0,0,0,0,3,0,3
1,ALBA,"ȘCOALA CU CLASELE I-IV GHIONCANI",285,ÎNTREGALDE,4981,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:45:33",33,32,1,40,32,1,7,75,35,37,3,27,0,0,0,0,0,2,3,1,0,2,0,0,1,0,1
1,ALBA,"ŞCOALA CU CLASELE I-IV - GURA ROȘIEI",363,"ROŞIA MONTANĂ",6761,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:19:11",614,614,0,485,471,0,14,690,205,434,51,142,1,5,3,0,17,0,10,223,5,0,0,8,17,2,1
1,ALBA,"ȘCOALA CU CLASELE I-IV - LUNCA",346,POŞAGA,6468,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:03",100,100,0,103,72,0,31,150,47,93,10,57,0,0,1,0,9,3,3,9,0,0,0,4,5,0,2
1,ALBA,"ȘCOALA CU CLASELE I-IV - ORĂȘTI",347,POŞAGA,6468,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:14:43",88,88,0,84,69,0,15,140,56,79,5,58,2,0,0,0,4,0,0,12,1,0,0,1,0,0,1
1,ALBA,"ŞCOALA CU CLASELE I-IV RĂCĂTĂU",211,BLANDIANA,3397,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:57:08",28,28,0,31,26,0,5,37,6,29,2,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,ALBA,"ŞCOALA CU CLASELE I-IV, SAT BUTEŞTI",325,MOGOŞ,5826,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:10:44",41,41,0,37,28,0,9,45,8,36,1,20,0,0,0,0,1,0,0,13,0,0,0,0,0,0,2
1,ALBA,"ŞCOALA CU CLASELE I-IV - VÎRTOP",366,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:36",169,169,0,139,127,0,12,190,51,137,2,78,1,0,0,0,3,1,0,42,1,1,1,1,7,0,1
1,ALBA,"ŞCOALA GENERALĂ CISTEIU DE MUREŞ",163,"ORAŞ OCNA MUREŞ",1794,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:46:51",551,551,0,225,218,0,7,600,375,211,14,96,3,3,0,0,4,0,1,67,21,1,2,2,8,0,3
1,ALBA,"SCOALA GENERALA CRĂCIUNELU DE SUS",227,"CETATEA DE BALTĂ",3958,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:50:09",53,53,0,47,37,0,10,54,7,43,4,37,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",117,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:06:21",880,880,0,540,480,0,60,970,430,503,37,191,11,1,0,1,17,8,5,231,5,1,2,4,17,0,9
1,ALBA,"ŞCOALA GENERALĂ CU CLASELE I-VIII",118,"ORAŞ BAIA DE ARIEŞ",2915,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:08:59",776,776,0,381,368,0,13,850,469,372,9,105,11,1,1,0,11,3,7,188,2,2,1,11,14,1,14
1,ALBA,"ŞCOALA GENERALĂ CUNŢA",411,ŞPRING,7945,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:02:11",467,467,0,327,308,0,19,510,183,312,15,182,3,4,0,4,38,3,5,32,3,4,5,4,15,2,8
1,ALBA,"SCOALA GENERALA SÎNTĂMĂRIE",228,"CETATEA DE BALTĂ",3958,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:50",235,235,0,130,115,0,15,260,130,121,9,46,0,1,0,0,2,0,0,12,42,3,0,2,10,0,3
1,ALBA,"ŞCOALA GIMNAZIALĂ AMPOIŢA",310,METEŞ,5577,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:18",590,589,1,387,364,1,22,681,294,378,9,252,4,0,0,2,10,7,3,64,2,10,0,0,17,0,7
1,ALBA,"ŞCOALA GIMNAZIALĂ ”ARON COTRUŞ” CERGĂU MARE",221,CERGĂU,3805,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:26",780,780,0,589,583,0,6,870,281,537,52,323,9,4,1,5,74,2,11,52,2,2,1,4,30,0,17
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AUGUSTIN BENA” PIANU DE JOS",338,PIANU,6217,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:42",1118,1118,0,668,640,0,28,1227,559,641,27,348,5,8,3,2,32,7,8,158,2,4,0,13,34,2,15
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",4,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:40:41",1265,1258,7,649,627,0,22,1400,751,627,22,286,14,3,5,4,54,19,26,103,17,8,3,47,15,4,19
1,ALBA,"ŞCOALA GIMNAZIALĂ „AVRAM IANCU”",5,"MUNICIPIUL ALBA IULIA",1017,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:18:34",959,954,5,477,456,0,21,1100,623,457,20,191,0,2,12,1,40,13,17,100,3,3,5,21,27,3,19
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” ABRUD",113,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:42:04",1086,1086,0,715,683,0,32,1200,485,681,34,421,7,5,4,1,12,4,17,134,6,4,2,12,42,1,9
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” GRADINIȚA CU PROGRAM NORMAL NR. 1 ABRUD",114,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:53:51",1037,1037,0,674,649,0,25,1200,526,652,22,430,2,4,2,7,11,8,14,108,17,3,2,9,23,2,10
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU” GRĂDINIŢA CU PROGRAM PRELUNGIT NR.1 ABRUD",115,"ORAŞ ABRUD",1151,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:36:54",1235,1235,0,648,619,0,29,1400,752,622,26,377,4,9,1,0,17,5,17,118,8,0,0,6,44,2,14
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",418,UNIREA,8158,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:16:40",780,780,0,379,353,0,26,875,496,368,11,122,2,2,1,1,29,4,5,72,99,1,0,8,18,1,3
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” UNIREA",417,UNIREA,8158,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:15",898,898,0,401,352,0,49,1010,609,363,38,184,3,3,5,0,22,6,7,54,62,2,0,6,7,0,2
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",173,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:08",1154,1154,0,625,602,0,23,1269,644,588,37,365,0,6,2,5,15,4,14,102,11,4,1,13,32,2,12
1,ALBA,"ŞCOALA GIMNAZIALĂ „ AVRAM IANCU” ZLATNA",174,"ORAŞ ZLATNA",1936,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:20:50",957,957,0,543,536,0,7,1053,510,516,27,330,5,5,1,1,24,4,7,80,4,2,2,9,27,2,13
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",60,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:55",1108,1108,0,675,502,0,173,1218,543,631,44,339,6,5,5,5,25,8,7,106,71,1,2,25,16,1,9
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",61,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:24:52",1071,1071,0,632,481,0,151,1178,546,605,27,305,3,5,6,10,28,7,16,122,57,4,2,13,14,2,11
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",59,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:36",1108,1108,0,607,471,0,136,1218,611,589,18,285,6,2,7,3,17,10,8,111,85,5,1,19,16,3,11
1,ALBA,"ȘCOALA GIMNAZIALĂ ”AXENTE SEVER” AIUD",58,"MUNICIPIUL AIUD",1213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:15:06",1214,1214,0,622,489,0,133,1324,702,587,35,285,10,13,7,6,31,13,26,94,52,6,0,12,24,1,7
1,ALBA,"ȘCOALA GIMNAZIALĂ „AXENTE SEVER” AIUD",62,"MUNICIPIUL AIUD",1213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:29:22",1195,1195,0,563,557,0,6,1314,751,543,20,330,4,0,4,6,25,14,8,69,44,2,1,14,14,4,4
1,ALBA,"ŞCOALA GIMNAZIALĂ ”AXENTE SEVER” MĂNĂRADE",92,"MUNICIPIUL BLAJ",1348,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:52:41",887,887,0,427,410,0,17,900,473,398,29,258,9,7,1,5,18,1,11,50,2,1,0,2,27,0,6
1,ALBA,"ŞCOALA GIMNAZIALĂ BENIC",254,"GALDA DE JOS",4366,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:56",425,425,0,339,294,0,45,500,161,331,8,155,2,4,3,3,42,3,10,77,3,1,3,6,13,1,5
1,ALBA,"ŞCOALA GIMNAZIALĂ CÂMPENI",125,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:15",805,805,0,517,501,0,16,888,371,500,17,262,0,3,3,5,24,15,9,87,17,2,1,9,49,1,13
1,ALBA,"ȘCOALA GIMNAZIALĂ CÂMPENI",126,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:37",766,766,0,454,445,0,9,844,390,434,20,234,1,6,0,9,14,15,15,84,6,0,0,11,31,2,6
1,ALBA,"ŞCOALĂ GIMNAZIALĂ CIUGUD",230,CIUGUD,1071,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:42",578,573,5,427,410,0,17,621,194,399,28,218,0,2,2,1,43,14,8,60,1,0,1,15,22,1,11
1,ALBA,"ŞCOALA GIMNAZIALĂ - CRĂCIUNELU DE JOS",239,"CRĂCIUNELU DE JOS",4188,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:32:43",903,903,0,607,592,0,15,980,373,545,62,289,7,9,6,1,99,2,7,81,3,2,0,8,24,0,7
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DAVID PRODAN” SĂLIȘTEA",369,SĂLIŞTEA,7044,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:05:40",1064,1064,0,854,789,0,65,1170,316,823,31,622,1,9,1,2,16,14,8,95,1,3,3,6,25,3,14
1,ALBA,"ȘCOALA GIMNAZIALĂ ”DEMETRIU RADU” RĂDEȘTI",350,RĂDEŞTI,6547,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:59",544,544,0,426,393,0,33,624,198,405,21,289,1,6,1,1,6,5,1,42,24,1,2,6,14,2,4
1,ALBA,"ŞCOALA GIMNAZIALĂ ”EMIL RACOVIŢĂ” GÎRDA DE SUS",263,"GÂRDA DE SUS",4525,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:05:32",739,739,0,530,511,0,19,785,255,485,45,303,0,4,4,4,12,2,7,122,3,3,2,8,8,1,2
1,ALBA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE MAIER” UNIREA",419,UNIREA,8158,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:03:01",1164,1164,0,589,547,0,42,1300,711,543,46,347,3,2,1,2,19,6,13,86,10,0,3,15,26,0,10
1,ALBA,"ŞCOALA GIMNAZIALĂ GHEŢARI",265,"GÂRDA DE SUS",4525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:44:07",377,377,0,323,305,0,18,400,77,293,30,183,2,0,1,1,7,2,3,71,2,1,1,6,6,0,7
1,ALBA,"ŞCOALA GIMNAZIALĂ GÎRDE I - COMUNA BISTRA",208,BISTRA,3039,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:20:07",572,572,0,382,370,0,12,628,246,351,31,229,2,4,1,3,1,9,6,55,1,3,2,5,26,1,3
1,ALBA,"ȘCOALA GIMNAZIALĂ HOREA",271,HOREA,4767,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:20:09",586,586,0,393,382,0,11,626,233,361,32,164,1,1,1,1,5,5,2,135,3,1,14,0,24,2,2
1,ALBA,"ȘCOALA GIMNAZIALĂ IGHIEL",279,IGHIU,4927,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:50:25",833,833,0,478,461,0,17,900,422,457,21,291,3,3,2,0,16,6,6,93,5,3,0,10,15,0,4
1,ALBA,"ȘCOALA GIMNAZIALĂ ÎNTREGALDE",283,ÎNTREGALDE,4981,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:23:51",224,214,10,145,128,10,7,239,94,141,4,104,0,2,1,0,2,0,3,17,2,1,0,0,8,0,1
