precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ROMÂNIA MARE-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL PATRIOȚILOR-voturi"
15,COVASNA,"LICEUL TEORETIC ”MIKES KELEMEN”",9,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:10:15",1245,1245,0,530,497,0,33,1400,870,523,7,16,38,436,5,3,0,0,1,0,0,12,6,2,0,4,0
15,COVASNA,"LICEUL TEORETIC ”MIRCEA ELIADE” ÎNTORSURA BUZĂULUI",85,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:17",906,906,0,403,387,0,16,1000,597,385,18,86,107,4,4,15,4,6,3,1,3,114,13,10,1,13,1
15,COVASNA,"MUZEUL NAȚIONAL SECUIESC",15,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:54",1205,1205,0,576,559,0,17,1300,724,564,12,17,11,514,3,3,0,1,0,0,1,8,4,0,0,2,0
15,COVASNA,"MUZEUL NAȚIONAL SECUIESC",16,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:51:02",958,958,0,427,411,0,16,1000,573,421,6,13,11,377,4,1,1,0,0,0,0,3,5,4,0,2,0
15,COVASNA,"PARCUL INDUSTRIAL",48,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:14:03",317,317,0,151,138,0,13,400,249,137,14,7,13,101,3,6,1,0,1,0,0,1,2,1,0,0,1
15,COVASNA,"PAROHIA REFORMATĂ OLTENI",105,BODOC,63893,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:16:39",532,532,0,329,311,0,18,595,266,305,24,3,6,289,1,1,1,0,0,0,0,2,2,0,0,0,0
15,COVASNA,"PRIMĂRIA COMUNEI VALEA CRIŞULUI",197,"VALEA CRIŞULUI",64906,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:00:12",1481,1481,0,782,743,0,39,1596,814,714,68,6,15,677,1,2,2,3,0,0,1,3,2,0,1,1,0
15,COVASNA,"PRIMĂRIA MICFALĂU (CONSILIUL LOCAL MICFALĂU)",163,MICFALĂU,65139,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:28",1429,1429,0,757,736,0,21,1500,743,731,26,7,10,698,0,0,0,0,1,0,1,6,0,1,1,4,2
15,COVASNA,"PRIMĂRIA ORAŞULUI BARAOLT",66,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:50:46",1097,1097,0,478,466,0,12,1200,722,438,40,9,10,402,0,2,0,0,2,0,2,3,0,4,0,3,1
15,COVASNA,"PRIMĂRIA SITA BUZĂULUI",188,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:06",1212,1212,0,746,716,0,30,1300,554,688,58,106,351,14,29,41,8,7,3,5,4,40,30,23,1,23,3
15,COVASNA,"SALA DE ȘEDINȚĂ A CONSILIULUI LOCAL BRATEȘ",112,BRATEŞ,64005,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:53:05",460,460,0,297,265,0,32,498,201,293,4,3,2,282,1,1,2,0,0,0,1,0,1,0,0,0,0
15,COVASNA,"SALA DE SPORT",17,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:09:31",1328,1328,0,852,810,0,42,1400,548,837,15,11,30,758,6,2,0,0,0,1,2,17,2,3,1,4,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ADY ENDRE”",42,"MUNICIPIUL SFÂNTU GHEORGHE",63394,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:59:33",726,726,0,278,266,0,12,800,522,269,9,25,44,169,2,6,0,2,0,0,0,7,1,6,0,3,4
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ADY ENDRE”",44,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:02:04",1317,1317,0,541,529,0,12,1400,859,533,8,23,40,406,2,11,1,0,2,0,2,24,7,7,2,3,3
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ADY ENDRE”",43,"MUNICIPIUL SFÂNTU GHEORGHE",63394,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:41:06",841,841,0,307,294,0,13,900,593,299,8,7,53,180,11,4,1,1,3,1,1,12,8,2,2,7,6
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”ANDREI ȘAGUNA” BARCANI",93,BARCANI,63633,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:47:53",980,980,0,688,687,0,1,1098,410,633,55,108,324,13,18,13,5,4,0,1,2,56,17,31,0,16,25
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”ANDREI ȘAGUNA” BARCANI",94,BARCANI,63633,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:38:47",994,994,0,623,616,0,7,1095,472,525,98,129,264,2,5,22,1,2,1,2,3,38,6,10,2,8,30
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU”-COVASNA- GIM",81,"ORAŞ COVASNA",63526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:56:39",1079,1079,0,600,508,0,92,1200,600,573,27,113,275,53,15,20,4,2,1,1,2,45,11,17,1,9,4
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”AVRAM IANCU”- COVASNA -PRI.",80,"ORAŞ COVASNA",63526,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:02:01",1270,1270,0,581,548,0,33,1400,819,555,26,71,179,208,12,11,2,3,0,0,1,33,11,11,1,6,6
15,COVASNA,"ŞCOALA GIMNAZIALĂ BĂCEL",134,CHICHIŞ,64238,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:43:19",431,431,0,195,182,0,13,500,305,184,11,36,79,12,8,14,4,0,0,0,1,12,3,6,0,9,0
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”BARTHA KÁROLY”",107,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:33",1270,1270,0,608,542,0,66,1400,792,572,36,12,140,404,3,1,0,0,0,0,1,3,2,1,1,0,4
15,COVASNA,"ŞCOALA GIMNAZIALĂ GAÁL MÓZES BARAOLT",68,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:10:43",1176,1176,0,599,587,0,12,1300,701,556,43,12,22,497,1,5,3,0,0,0,2,2,5,3,0,2,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”GÖDRI FERENC”",26,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:12",1224,1224,0,425,407,0,18,1300,875,415,10,19,20,349,3,3,2,2,0,0,2,8,3,1,0,3,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”JANCSÓ BENEDEK” GHELINŢA",143,GHELINŢA,64318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:59:49",1459,1459,0,819,749,0,70,1600,781,785,34,10,5,758,0,4,1,0,0,0,1,4,1,1,0,0,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”JANCSÓ BENEDEK” GHELINŢA",144,GHELINŢA,64318,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:00:07",1391,1391,0,631,591,0,40,1500,869,521,110,14,7,483,2,3,1,1,1,0,1,2,2,0,1,1,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ LĂDĂUŢI",95,BARCANI,63633,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:34:25",548,548,0,354,346,0,8,600,246,310,44,49,176,4,4,11,7,3,2,0,4,14,6,6,1,9,14
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” ÎNTORSURA BUZĂULUI",83,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:58",1083,1083,0,526,513,0,13,1200,674,489,37,81,158,3,19,20,2,8,2,2,3,133,22,17,2,13,4
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” ÎNTORSURA BUZĂULUI",84,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:20:46",1200,1200,0,575,563,0,12,1301,726,544,31,124,167,8,10,11,3,3,2,2,4,142,18,19,6,22,3
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MOLNÁR JOZSIÁS” TÂRGU SECUIESC",62,"MUNICIPIUL TÂRGU SECUIESC",63740,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:34:32",1118,1118,0,566,546,0,20,1204,638,552,14,7,16,517,0,4,0,0,0,0,0,7,0,1,0,0,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”NICOLAE COLAN”",35,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:13:48",788,788,0,321,304,0,17,900,579,318,3,11,23,255,5,0,1,0,0,0,1,10,6,2,0,2,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”NICOLAE COLAN”",34,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:56:54",957,957,0,401,385,0,16,1000,599,396,5,16,33,303,4,5,1,1,1,1,2,17,6,1,1,2,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”NICOLAE COLAN”",36,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:11:46",681,681,0,220,209,0,11,800,580,213,7,8,15,178,0,2,0,1,1,0,1,0,1,3,2,0,1
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”NICOLAE COLAN”",33,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:53",1043,1043,0,468,456,0,12,1100,632,456,12,27,57,345,3,3,0,0,0,0,0,7,4,4,2,2,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ NR.2 SITA BUZĂULUI",189,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:48",822,822,0,447,432,0,15,900,453,414,33,49,281,4,5,20,4,4,1,0,0,23,5,5,2,5,6
15,COVASNA,"ŞCOALA GIMNAZIALĂ OITUZ",122,BREŢCU,64096,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:18:36",248,248,0,132,123,0,9,300,168,123,9,4,31,77,0,2,0,1,2,0,2,0,0,1,0,1,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”ORBAN BALAZS” MOACŞA",164,MOACŞA,64568,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:40:12",561,561,0,308,300,0,8,600,292,295,13,4,17,266,1,1,2,0,0,0,0,2,0,1,0,0,1
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”PETŐFI SÁNDOR” TÂRGU SECUIESC",56,"MUNICIPIUL TÂRGU SECUIESC",63740,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:31:42",1208,1208,0,533,520,0,13,1300,767,522,11,2,25,470,5,2,0,0,1,0,1,10,2,1,0,2,1
15,COVASNA,"ŞCOALA GIMNAZIALĂ SĂRĂMAŞ",96,BARCANI,63633,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:57:53",548,548,0,378,362,0,16,602,224,334,44,88,157,6,3,18,3,1,1,0,4,22,7,11,0,5,8
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”TREFÁN LEONÁRD” POIAN",177,POIAN,64719,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:21:56",1001,1001,0,637,628,0,9,1100,463,591,46,9,11,558,0,2,1,0,3,0,1,1,0,4,0,0,1
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”TUROCZI MÓZES” TÂRGU SECUIESC",58,"MUNICIPIUL TÂRGU SECUIESC",63740,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:01:19",1231,1231,0,461,452,0,9,1300,839,452,9,13,26,384,2,1,2,0,4,1,4,6,2,1,0,3,3
15,COVASNA,"ŞCOALA GIMNAZIALĂ VÂLCELE",204,VÂLCELE,64942,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:42:43",1142,1142,0,625,585,0,40,1200,578,566,56,344,142,23,6,18,7,2,2,0,1,5,6,2,0,6,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”VÁRADI JÓZSEF”",20,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:02:52",1330,1330,0,724,661,0,63,1400,676,705,19,15,28,635,7,2,2,1,0,0,0,6,4,3,1,0,1
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”VÁRADI JÓZSEF”",19,"MUNICIPIUL SFÂNTU GHEORGHE",63394,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:31",1000,1000,0,469,449,0,20,1100,631,457,12,18,20,393,5,0,1,0,0,0,0,7,6,0,3,4,0
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”VÉGH ANTAL” CERNAT",129,CERNAT,64194,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:00:44",1193,1193,0,650,645,0,5,1300,650,610,40,3,10,589,0,1,0,0,0,0,1,2,1,0,0,1,2
15,COVASNA,"ŞCOALA GIMNAZIALĂ ZĂBRĂTĂU",192,"SITA BUZĂULUI",63688,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:34",429,429,0,264,254,0,10,500,236,233,31,45,119,3,5,11,5,3,0,0,5,14,8,9,0,5,1
15,COVASNA,"ŞCOALA PRIMARĂ ARIUŞD",202,VÂLCELE,64942,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:18:31",365,365,0,205,188,0,17,400,195,202,3,27,110,39,1,13,2,0,0,0,1,4,2,0,1,2,0
15,COVASNA,"ŞCOALA PRIMARĂ ”BERDE MOZSA” SÎNTIONLUNCA",176,OZUN,64639,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:27:12",621,621,0,302,292,0,10,700,398,294,8,3,5,279,1,0,1,0,1,0,1,0,1,1,0,1,0
15,COVASNA,"ŞCOALA PRIMARĂ BITA",181,RECI,64773,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:32:42",211,211,0,143,132,0,11,300,157,141,2,0,3,134,0,0,0,0,0,0,0,1,1,2,0,0,0
15,COVASNA,"ŞCOALA PRIMARĂ ”BODA-POPOVICI” DOBOLII DE JOS",154,ILIENI,64425,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:33:10",429,429,0,289,282,0,7,500,211,265,24,15,48,163,5,8,3,2,1,0,3,8,3,4,0,1,1
15,COVASNA,"ŞCOALA PRIMARĂ BOROŞNEU MIC",108,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:01:43",363,363,0,226,206,0,20,400,174,219,7,0,40,177,0,1,0,0,0,0,0,1,0,0,0,0,0
15,COVASNA,"ȘCOALA PRIMARĂ ”BUDAI JÓZSEF” BODOȘ",71,"ORAŞ BARAOLT",63447,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:05:30",349,349,0,187,178,0,9,400,213,180,7,0,1,177,0,0,0,0,0,0,1,1,0,0,0,0,0
15,COVASNA,"ŞCOALA PRIMARĂ ”DR. BEDŐ ALBERT” CALNIC",198,"VALEA CRIŞULUI",64906,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:20:01",438,438,0,273,244,0,29,500,227,268,5,1,2,260,0,1,0,0,1,0,1,2,0,0,0,0,0
15,COVASNA,"ȘCOALA PRIMARĂ ”FORRÓ ELEK”",148,GHIDFALĂU,64345,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:18:53",553,553,0,276,260,0,16,600,324,263,13,3,2,253,1,0,0,0,0,0,1,2,0,0,0,1,0
15,COVASNA,"ŞCOALA PRIMARĂ ”GEORGE COŞBUC” ZAGON",207,ZAGON,65011,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:58:41",1456,1456,0,769,747,0,22,1600,831,642,127,112,328,101,4,33,3,7,1,2,3,15,9,5,6,4,9
15,COVASNA,"ŞCOALA PRIMARĂ HARALE",146,GHELINŢA,64318,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:19:08",198,198,0,109,102,0,7,300,191,108,1,6,0,101,1,0,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ŞCOALA PRIMARĂ HETEA",203,VÂLCELE,64942,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:54:19",298,298,0,218,210,0,8,370,152,145,73,88,51,3,0,0,0,0,0,0,0,0,1,1,0,0,1
15,COVASNA,"ȘCOALA PRIMARĂ ” HORVÁTH KÁROLY” TELECHIA",114,BRATEŞ,64005,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:34:15",447,447,0,241,222,0,19,500,259,235,6,1,3,229,0,0,0,1,0,0,0,1,0,0,0,0,0
15,COVASNA,"SCOALA PRIMARA IMENI",125,CATALINA,64130,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:41",234,234,0,116,110,0,6,298,182,110,6,1,2,98,1,1,0,0,0,0,0,2,0,2,1,2,0
15,COVASNA,"ȘCOALA PRIMARĂ ÎNTORSURA BUZĂULUI",87,"ORAŞ ÎNTORSURA BUZĂULUI",63580,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:51:21",807,807,0,492,488,0,4,900,408,407,85,100,160,8,16,17,2,4,0,0,0,70,7,5,1,14,3
15,COVASNA,"ŞCOALA PRIMARĂ ”JÓKAI MÓR” TURIA",194,TURIA,64871,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:29:52",665,665,0,354,310,0,44,700,346,350,4,2,4,337,0,0,0,0,0,0,2,2,1,1,1,0,0
15,COVASNA,"ŞCOALA PRIMARĂ LEŢ",110,"BOROŞNEU MARE",63937,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:22:10",505,505,0,324,269,0,55,600,276,316,8,2,53,256,0,0,0,0,0,0,2,1,1,0,1,0,0
15,COVASNA,"ȘCOALA PRIMARĂ LUNCA MĂRCUȘULUI",138,DOBÂRLĂU,64265,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:53:07",287,287,0,172,161,0,11,300,128,157,15,14,99,4,2,13,1,1,0,0,0,14,6,1,0,2,0
15,COVASNA,"ŞCOALA PRIMARĂ MALNAŞ BĂI",159,MALNAŞ,64504,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:11:27",347,347,0,157,143,0,14,400,243,153,4,4,9,128,0,3,0,0,0,0,1,1,0,2,2,1,2
15,COVASNA,"ŞCOALA PRIMARĂ MĂRCUŞ",139,DOBÂRLĂU,64265,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:37",331,331,0,198,183,0,15,400,202,187,11,51,99,5,6,12,0,2,2,0,0,6,0,2,0,2,0
15,COVASNA,"ŞCOALA PRIMARĂ MĂRTĂNUŞ",121,BREŢCU,64096,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:19:22",598,598,0,282,267,0,15,751,469,262,20,18,51,174,1,6,1,0,0,1,0,4,2,2,1,1,0
15,COVASNA,"ȘCOALA PRIMARĂ MICLOŞOARA",73,"ORAŞ BARAOLT",63447,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:34:23",326,326,0,189,162,0,27,400,211,174,15,0,1,166,2,0,0,0,0,0,2,1,1,0,0,0,1
15,COVASNA,"ŞCOALA PRIMARĂ NR.2 GHELINŢA",145,GHELINŢA,64318,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:18:20",1102,1102,0,691,640,0,51,1200,509,666,25,10,4,647,0,0,0,1,0,0,0,4,0,0,0,0,0
15,COVASNA,"ŞCOALA PRIMARĂ NR.2 LEMNIA DE SUS",157,LEMNIA,64461,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:26:30",826,826,0,394,365,0,29,900,506,377,17,2,5,369,0,1,0,0,0,0,0,0,0,0,0,0,0
15,COVASNA,"ŞCOALA PRIMARĂ NR.3 TURIA",195,TURIA,64871,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:23:53",1172,1172,0,539,510,0,29,1300,761,517,22,8,13,485,1,2,0,0,0,0,1,4,1,1,0,1,0
15,COVASNA,"ŞCOALA PRIMARĂ ”REMÉNYIK SÁNDOR” ALUNGENI",196,TURIA,64871,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:26",246,246,0,161,125,0,36,300,139,160,1,1,0,156,0,1,0,1,0,0,0,1,0,0,0,0,0
15,COVASNA,"ŞCOALA PRIMARĂ RUSENI, TÂRGU SECUIESC",63,"MUNICIPIUL TÂRGU SECUIESC",63740,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:17:43",608,608,0,355,346,0,9,600,247,338,15,10,10,305,0,0,0,0,1,1,0,5,3,2,0,0,1
15,COVASNA,"ŞCOALA PRIMARĂ ”TUZSON JÁNOS” BELANI",178,POIAN,64719,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:23:00",390,390,0,243,230,0,13,500,257,226,17,1,2,217,0,1,1,1,0,0,0,2,0,0,0,1,0
15,COVASNA,"ŞCOALA PRIMARĂ VALEA DOBÂRLĂULUI",140,DOBÂRLĂU,64265,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:52",258,258,0,162,150,0,12,300,138,155,7,36,74,9,2,12,5,0,1,1,0,3,2,7,1,2,0
15,COVASNA,"ŞCOALA PRIMARĂ VALEA ZĂLANULUI",160,MALNAŞ,64504,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-09 23:41:36",90,90,0,52,42,0,10,100,48,51,1,1,3,45,0,0,0,0,0,0,0,2,0,0,0,0,0
15,COVASNA,"ȘCOALA PRIMARĂ ” VIDA ANDRÁS” PACHIA",113,BRATEŞ,64005,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:28:14",254,254,0,158,144,0,14,300,142,153,5,2,3,140,0,0,0,0,0,0,0,2,0,3,1,0,2
15,COVASNA,"SCOLA PRIMARĂ DOBOLII DE SUS",109,"BOROŞNEU MARE",63937,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:17:55",182,182,0,157,115,0,42,200,43,151,6,2,80,63,0,0,0,1,0,0,0,1,1,0,2,0,1
15,COVASNA,"SEDIUL CONSILIULUI LOCAL ARCUŞ",92,ARCUŞ,65113,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:45:40",1429,1429,0,886,848,0,38,1600,714,869,17,6,11,833,2,0,0,0,2,0,1,6,1,3,1,1,2
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN AITA SEACĂ",98,BĂŢANI,63802,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:24:39",559,559,0,299,283,0,16,600,301,251,48,4,4,225,2,0,0,0,0,0,5,2,4,0,0,4,1
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN SATUL HERCULIAN",100,BĂŢANI,63802,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:11:39",932,932,0,461,455,0,6,1000,539,364,97,23,9,297,1,7,3,2,0,0,4,1,3,1,0,8,5
15,COVASNA,"SEDIUL PRIMĂRIEI",158,MALNAŞ,64504,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:42:44",400,400,0,250,231,0,19,500,250,240,10,3,3,231,0,0,0,0,0,0,0,3,0,0,0,0,0
15,COVASNA,"SEDIUL PRIMARIEI COMANDĂU",135,COMANDĂU,63553,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:27",797,797,0,464,444,0,20,900,436,428,36,6,9,404,0,0,0,0,0,0,0,3,1,1,0,3,1
15,COVASNA,"SEDIUL PRIMĂRIEI COMUNEI AITA MARE",90,"AITA MARE",63777,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:54:49",703,703,0,388,370,0,18,800,412,367,21,5,10,338,0,0,2,1,1,0,3,5,1,0,0,1,0
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL A",200,VÂLCELE,64942,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:35:29",649,649,0,440,419,0,21,700,260,268,172,28,159,52,2,18,1,0,1,0,0,2,2,1,1,1,0
15,COVASNA,"SEDIUL PRIMĂRIEI ÎN SATUL ARACI-CORPUL B",201,VÂLCELE,64942,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:18:01",976,976,0,659,641,0,18,1100,441,454,205,68,268,51,4,26,3,3,2,1,2,7,6,3,2,1,7
15,COVASNA,"SEDIUL PRIMĂRIEI LEMNIA",156,LEMNIA,64461,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:49:54",676,676,0,440,373,0,67,800,360,414,26,3,5,394,0,1,0,0,1,0,1,5,1,1,0,0,2
15,COVASNA,"ŞTRAND MUNICIPAL SFÂNTU GHEORGHE",40,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:33:23",1296,1296,0,530,506,0,24,1400,870,523,7,26,41,402,5,11,2,3,1,1,1,15,6,2,0,6,1
15,COVASNA,"ŞTRAND MUNICIPAL SFÂNTU GHEORGHE",41,"MUNICIPIUL SFÂNTU GHEORGHE",63394,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:29:29",1582,1582,0,709,686,0,23,1700,991,687,22,32,56,524,11,15,2,1,0,0,0,22,12,7,0,4,1
15,COVASNA,"UNIVERSITATEA ”SAPIENTIA” SFANTU GHEORGHE",28,"MUNICIPIUL SFÂNTU GHEORGHE",63394,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:20:57",841,841,0,381,354,0,27,900,519,372,9,9,12,310,6,7,0,1,3,0,1,14,1,3,0,2,3
