precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL DIASPORA UNITĂ-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"ŞCOALA CU CLASELE I-VIII CIOROIU",196,FĂLCOIU,126978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:24:10",997,997,0,479,469,0,10,1100,621,461,18,9,0,51,333,4,0,1,2,4,0,7,1,0,0,7,42
30,OLT,"ŞCOALA CU CLASELE I-VIII DOBROTINET",171,CURTIŞOARA,126433,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:38:22",1391,1391,0,1034,955,0,79,1529,495,991,43,18,4,113,705,3,14,6,4,3,2,14,1,1,3,24,76
30,OLT,"ŞCOALA CU CLASELE I-VIII FĂLCOIU",194,FĂLCOIU,126978,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:24:06",948,948,0,546,517,0,29,1042,496,528,18,1,1,47,441,2,3,1,0,0,0,2,0,1,0,4,25
30,OLT,"ŞCOALA CU CLASELE I-VIII FĂLCOIU",195,FĂLCOIU,126978,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:13:42",1043,1043,0,552,542,0,10,1152,600,521,31,5,1,49,406,1,0,1,0,2,1,12,1,0,0,5,37
30,OLT,"ŞCOALA CU CLASELE I-VIII GIUVĂRĂŞTI",211,GIUVĂRĂŞTI,127126,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:28",895,895,0,512,467,0,45,989,477,489,23,5,2,51,366,3,6,4,0,6,2,6,0,3,0,13,22
30,OLT,"ŞCOALA CU CLASELE I-VIII GIUVĂRĂŞTI",212,GIUVĂRĂŞTI,127126,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:54:58",840,840,0,534,499,0,35,923,389,499,35,3,1,38,419,2,3,4,2,2,1,4,1,0,0,10,9
30,OLT,"SCOALA CU CLASELE I-VIII MARGARITESTI",374,VOINEASA,130062,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:17:39",583,583,0,417,404,0,13,645,228,408,9,1,1,29,349,0,5,3,0,0,1,0,2,1,0,1,15
30,OLT,"ŞCOALA CU CLASELE I-VIII MĂRUNŢEI",242,MĂRUNŢEI,127493,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:00:27",1128,1128,0,802,727,0,75,1243,441,748,54,26,6,98,509,5,11,8,6,1,4,4,0,1,0,11,58
30,OLT,"SCOALA CU CLASELE I-VIII OBARSIA NOUA",260,OBÂRŞIA,127750,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:08:55",876,876,0,664,620,0,44,967,303,607,57,15,1,84,434,4,3,1,5,2,1,9,0,1,1,13,33
30,OLT,"SCOALA CU CLASELE I-VIII RESCA",186,DOBROSLOVENI,126718,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:18",960,960,0,517,505,0,12,1059,542,478,39,2,1,138,293,1,7,0,1,3,4,2,0,0,2,9,15
30,OLT,"SCOALA CU CLASELE I-VIII VOINEASA",373,VOINEASA,130062,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:59:43",692,692,0,480,474,0,6,766,286,471,9,0,0,43,406,1,2,1,0,0,0,1,0,0,0,3,14
30,OLT,"SCOALA CU CLS.I-IV BROSTENI",206,GĂVĂNEŞTI,130302,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:13",303,303,0,210,201,0,9,334,124,206,4,2,0,36,155,1,1,0,0,0,0,1,0,0,0,6,4
30,OLT,"SCOALA DOBRUN",189,DOBRUN,126825,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:18:01",552,552,0,371,343,0,28,607,236,354,17,0,0,20,303,0,4,0,0,0,0,0,0,0,0,8,19
30,OLT,"ŞCOALA DUMITRU POPOVICI",325,ŞERBĂNEŞTI,129246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:59:42",801,801,0,564,536,0,28,882,347,498,37,1,1,70,347,4,5,1,8,1,4,3,1,2,1,11,38
30,OLT,"ŞCOALA DUMITRU POPOVICI",324,ŞERBĂNEŞTI,129246,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:05:09",809,809,0,565,542,0,23,891,326,519,46,4,3,87,369,0,6,3,1,6,3,1,0,0,1,9,26
30,OLT,"SCOALA GEN.CLASELE I-VIII SCORNICESTI",112,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:00:08",1918,1918,0,1159,1121,0,38,2020,861,1150,9,2,0,36,1091,0,2,0,0,0,0,2,0,0,0,4,13
30,OLT,"SCOALA GENERALA",317,STOICĂNEŞTI,129111,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:03:39",1093,1093,0,737,737,0,0,1208,471,691,46,4,9,52,558,5,4,1,5,5,1,6,2,1,3,8,27
30,OLT,"SCOALA GENERALA",318,STOICĂNEŞTI,129111,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:21:51",860,860,0,565,565,0,0,948,383,530,35,0,3,57,410,3,0,3,3,2,0,22,0,0,0,3,24
30,OLT,"ŞCOALA GENERALĂ",333,TESLUI,129380,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:27:09",1285,1285,0,934,866,0,68,1416,482,921,13,14,2,85,643,12,9,5,44,7,2,7,4,1,4,20,62
30,OLT,"ŞCOALA GENERALĂ",248,MILCOV,127563,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:26:54",212,212,0,206,161,0,45,233,27,200,6,4,1,13,163,0,3,0,1,0,1,0,1,0,0,4,9
30,OLT,"ȘCOALA GENERALĂ",359,VÂLCELE,129987,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:49:18",619,619,0,446,406,0,40,686,240,412,34,9,1,61,286,0,6,0,3,1,0,11,0,2,0,3,29
30,OLT,"SCOALA GENERALA BARASTI",251,MORUNGLAV,127625,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:45:57",276,276,0,232,200,0,32,300,73,212,15,0,1,25,175,0,1,0,1,4,1,0,0,0,0,2,2
30,OLT,"SCOALA GENERALA BECHET",134,BOBICEŞTI,125873,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:54",293,293,0,300,293,0,7,323,128,187,8,1,1,10,165,0,2,0,2,0,0,1,0,0,1,2,2
30,OLT,"SCOALA GENERALA CHINTESTI",135,BOBICEŞTI,125873,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:47:20",220,220,0,146,141,0,5,241,95,138,8,0,2,34,88,2,0,0,0,1,0,0,0,0,0,1,10
30,OLT,"SCOALA GENERALA CHIȚEASCA",114,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:27:36",384,384,0,327,294,0,33,423,96,315,12,3,2,24,241,0,1,6,5,3,0,4,1,0,1,2,22
30,OLT,"ŞCOALA GENERALĂ CLASELE I-IV.",128,BĂRĂŞTI,125757,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:56:41",344,344,0,385,280,0,105,449,64,353,32,4,0,48,259,1,4,0,1,0,3,2,2,2,1,16,10
30,OLT,"ŞCOALA GENERALĂ CLASELE I-VIII",129,BĂRĂŞTI,125757,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:48:57",618,618,0,822,452,0,370,924,102,786,36,0,3,116,575,2,6,6,1,4,2,0,31,8,2,22,8
30,OLT,"ŞCOALA GENERALĂ CRUŞOVU",139,BRASTAVĂŢU,125962,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:15:42",846,846,0,537,528,0,9,932,395,495,42,5,3,59,327,6,8,3,10,6,1,5,3,6,0,17,36
30,OLT,"SCOALA GENERALA CU CLASELE I-IV",102,"ORAŞ PIATRA-OLT",128105,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:49:42",422,422,0,313,282,0,31,459,146,293,20,0,2,30,225,2,8,0,0,0,1,0,0,0,1,3,21
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV GUBANDRU",123,BALDOVINEŞTI,125677,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:14:15",95,95,0,73,57,0,16,105,32,72,1,1,1,6,61,0,0,2,0,0,0,0,0,0,0,1,0
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-IV PRISEACA",282,PRISEACA,128436,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:02:04",1300,1300,0,921,831,0,90,1422,501,798,123,9,4,211,347,7,9,10,63,6,5,3,2,3,4,57,58
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII",247,MILCOV,127563,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:47",532,532,0,350,326,0,24,607,257,326,24,3,2,52,217,7,10,2,2,1,0,3,0,0,2,6,19
30,OLT,"SCOALA GENERALA CU CLASELE I-VIII ALIMANESTI",237,IZVOARELE,127386,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 14:35:52",1824,1824,0,1166,1150,0,16,2007,841,1093,73,4,5,208,723,0,9,1,5,7,5,10,0,1,0,74,41
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BALDOVINEŞTI",122,BALDOVINEŞTI,125677,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:21:36",477,477,0,324,288,0,36,527,203,309,15,1,1,26,199,3,4,4,7,1,0,5,6,2,1,24,25
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",138,BRASTAVĂŢU,125962,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:12:35",1311,1311,0,846,804,0,42,1446,600,786,60,19,1,88,581,2,11,5,2,4,3,8,2,2,3,13,42
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",137,BRASTAVĂŢU,125962,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:34:08",1203,1203,0,780,676,0,104,1322,542,716,64,13,3,82,522,5,5,7,3,3,4,8,3,3,4,11,40
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII DRĂGHICENI",191,DRĂGHICENI,125490,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:18:50",1517,1517,0,1164,1052,0,112,1670,506,1105,59,4,2,149,890,1,4,3,1,6,1,5,0,0,0,4,35
30,OLT,"ŞCOALA GENERALĂ GOSTAVĂŢU",213,GOSTAVĂŢU,127144,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:47:26",1229,1229,0,827,775,0,52,1350,526,774,50,8,3,115,526,7,6,3,44,3,3,3,1,5,2,18,27
30,OLT,"ŞCOALA GENERALĂ GRECI",271,"OSICA DE SUS",127983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:44",761,761,0,568,544,0,24,825,257,495,73,0,0,61,409,0,0,0,0,0,0,0,0,0,0,0,25
30,OLT,"ŞCOALA GENERALĂ I-IV",361,VERGULEASA,129816,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:17:37",547,547,0,330,310,0,20,606,276,312,18,5,0,54,223,0,1,0,0,1,2,6,0,0,1,2,17
30,OLT,"ŞCOALA GENERALĂ I-IV SATU NOU",217,GRĂDINARI,127171,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:20:20",224,224,0,210,210,0,0,244,34,191,19,1,1,30,126,1,3,2,1,3,0,3,0,0,1,4,15
30,OLT,"SCOALA GENERALA MĂRGINENI",117,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:18:14",1486,1486,0,1246,1106,0,140,1635,389,1220,26,8,5,95,1015,2,6,5,4,3,3,2,1,1,2,17,51
30,OLT,"SCOALA GENERALA MARIA TUDORACHE",157,COLONEŞTI,126228,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:40:45",321,321,0,258,213,0,45,367,109,258,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,2,0
30,OLT,"SCOALA GENERALA MORUNESTI",252,MORUNGLAV,127625,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:50:44",452,452,0,345,319,0,26,497,152,326,19,1,2,23,266,3,1,0,8,0,0,1,1,0,0,3,17
30,OLT,"SCOALA GENERALA MOVILENI ( GRADINITA)",254,MOVILENI,127689,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:09",648,648,0,413,410,0,3,713,300,397,16,4,0,65,303,0,3,1,2,1,1,1,1,0,0,3,12
30,OLT,"SCOALA GENERALA NEGRENI",119,"ORAŞ SCORNICEŞTI",128711,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:22",949,949,0,619,598,0,21,1043,424,583,36,2,1,74,429,3,6,3,1,5,0,7,0,0,2,9,41
30,OLT,"ŞCOALA GENERALĂ NR.1",293,RUSĂNEŞTI,128588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:50:04",1213,1213,0,752,736,0,16,1306,554,699,53,2,3,107,493,2,6,2,4,0,5,9,1,0,3,17,45
30,OLT,"SCOALA GENERALA NR 1 IANCU JIANU",226,"IANCU JIANU",127288,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:13:00",1411,1411,0,729,711,0,18,1560,830,684,45,3,2,64,515,13,7,2,5,5,2,2,5,0,0,40,19
30,OLT,"ŞCOALA GENERALĂ NR. 2",270,"OSICA DE SUS",127983,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:37:57",1283,1283,0,903,887,0,16,1411,508,863,40,0,0,155,601,0,0,0,0,107,0,0,0,0,0,0,0
30,OLT,"ŞCOALA GENERALĂ NR.2",294,RUSĂNEŞTI,128588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:23:58",1184,1184,0,696,651,0,45,1306,610,621,75,0,0,73,483,0,0,2,5,2,0,0,0,0,0,15,41
30,OLT,"ȘCOALA GENERALĂ PROFA",311,SPINENI,128962,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:15:47",392,392,0,284,212,0,72,392,108,275,9,1,0,26,198,2,1,3,14,3,3,4,0,2,1,0,17
30,OLT,"ŞCOALA GENERALĂ SALCIA",308,SLĂTIOARA,125374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:59:23",328,328,0,231,212,0,19,356,125,213,18,9,1,19,142,8,2,2,3,1,0,4,0,0,1,7,14
30,OLT,"ŞCOALA GENERALĂ SINEŞTI",110,"ORAŞ POTCOAVA",128374,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:36:53",1514,1514,0,1171,1137,0,34,1666,544,1073,49,9,0,306,655,4,6,1,4,3,4,3,0,0,0,15,63
30,OLT,"SCOALA GENERALA TONESTI",239,LELEASCA,127411,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:51:46",262,262,0,263,195,0,68,288,25,245,16,3,1,18,195,3,2,0,0,1,0,4,0,0,2,6,10
30,OLT,"ŞCOALA GENERALĂ URSA",208,GÂRCOV,125588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:18:24",641,641,0,438,408,0,30,708,270,419,19,10,4,46,236,4,2,3,37,4,3,0,0,0,0,56,14
30,OLT,"ŞCOALA GENERALĂ VĂLENI",356,VĂLENI,129763,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:03:40",769,769,0,618,557,0,61,847,229,586,32,0,3,102,329,5,3,3,4,11,2,4,4,0,0,77,39
30,OLT,"ŞCOALA GENERALĂ VĂLENI",355,VĂLENI,129763,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:42:40",767,767,0,576,493,0,83,839,263,539,37,3,3,71,286,5,6,1,2,5,3,5,1,3,2,96,47
30,OLT,"SCOALA GENERLA BIRCII",113,"ORAŞ SCORNICEŞTI",128711,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:35:10",880,880,0,698,647,0,51,886,188,664,34,13,1,54,505,2,5,2,5,0,0,4,3,1,2,9,58
30,OLT,"SCOALA GIMANZIALA NICOLAE MARINEANU",150,CEZIENI,126102,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:22:37",903,903,0,740,643,0,97,999,259,696,44,2,3,57,590,1,3,4,1,2,4,2,0,2,1,6,18
30,OLT,"SCOALA GIMNAZIALA",321,STREJEŞTI,129139,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:13:12",1251,1251,0,1027,944,0,83,1375,348,938,89,12,4,119,720,5,5,1,4,4,7,9,0,0,4,11,33
30,OLT,"SCOALA GIMNAZIALA",350,"VALEA MARE",129656,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:02:33",558,558,0,367,349,0,18,620,253,355,12,7,0,91,222,2,6,1,2,2,2,0,0,0,2,10,8
30,OLT,"SCOALA GIMNAZIALA",256,"NICOLAE TITULESCU",127714,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:26:05",916,916,0,678,560,0,118,1005,325,647,31,5,1,84,504,1,2,0,6,1,1,2,0,1,1,11,27
30,OLT,"SCOALA GIMNAZIALA",336,"TIA MARE",129460,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:33",973,973,0,636,625,0,11,1071,426,600,36,5,3,60,424,4,9,5,1,3,0,4,0,0,0,56,26
30,OLT,"ŞCOALA GIMNAZIALĂ",279,POBORU,128301,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:22:04",542,542,0,415,369,0,46,601,186,385,30,4,2,43,272,4,6,4,1,2,0,8,0,3,1,6,29
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",223,IANCA,127251,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:23:33",1004,1004,0,766,696,0,70,1102,336,633,133,3,10,59,498,4,11,1,5,3,6,1,4,2,1,12,13
30,OLT,"ȘCOALA GIMNAZIALĂ ”ADA UMBRA”",224,IANCA,127251,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:20:03",965,965,0,761,607,0,154,1061,300,696,65,7,9,63,559,4,9,0,1,2,3,2,3,3,0,19,12
30,OLT,"ȘCOALA GIMNAZIALĂ BÎRZA",131,BÂRZA,125846,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:39:55",871,871,0,585,566,0,19,964,379,540,45,4,2,66,409,5,4,3,4,4,4,3,0,2,2,2,26
30,OLT,"SCOALA GIMNAZIALĂ BRANEȚ",132,BÂRZA,125846,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:03:36",1213,1213,0,827,821,0,6,1336,512,764,60,0,3,104,588,8,0,4,0,6,0,0,0,0,0,14,37
30,OLT,"ŞCOALA GIMNAZIALĂ BREBENI",144,BREBENI,125999,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:54:27",1285,1285,0,966,897,0,69,1391,425,896,70,10,3,330,392,8,12,2,17,8,8,7,1,1,2,9,86
30,OLT,"ŞCOALA GIMNAZIALĂ BUZEŞTI",160,CORBU,126326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:47:29",478,478,0,439,397,0,42,532,93,418,21,3,1,51,317,1,7,3,2,2,1,4,1,2,1,7,15
30,OLT,"SCOALA GIMNAZIALA CALUI",146,CĂLUI,130295,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:43",715,715,0,489,470,0,19,794,305,436,53,0,0,61,337,1,1,1,2,1,1,0,0,1,0,8,22
30,OLT,"ŞCOALA GIMNAZIALĂ CELEIU",89,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:24:56",1354,1354,0,750,743,0,7,1493,743,734,16,10,4,63,531,4,10,4,11,4,15,5,3,3,4,36,27
30,OLT,"SCOALA GIMNAZIALĂ CEPARI",149,CÂRLOGANI,126166,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:49",659,659,0,420,408,0,12,726,306,401,19,3,0,54,312,1,3,3,1,0,1,1,0,1,0,7,14
30,OLT,"ŞCOALA GIMNAZIALĂ CEPEŞTI",168,CUNGREA,126503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 10:25:03",613,613,0,467,434,0,33,673,200,451,16,1,0,72,313,2,5,0,2,1,2,3,0,0,0,35,15
30,OLT,"SCOALA GIMNAZIALĂ CÎRLOGANI",148,CÂRLOGANI,126166,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:17:51",1119,1119,0,688,679,0,9,1229,541,657,31,0,1,56,567,1,5,0,1,1,2,3,0,1,0,7,12
30,OLT,"ŞCOALA GIMNAZIALĂ, COMUNA VULTUREȘTI",379,VULTUREŞTI,130231,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:38:11",565,565,0,357,297,0,60,624,267,341,16,2,0,41,271,2,3,0,1,1,0,4,2,0,0,5,9
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",40,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:20:55",1612,1612,0,762,754,0,8,1779,1017,741,21,25,7,138,379,16,8,20,15,7,6,7,1,16,4,37,55
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",39,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:11:22",1279,1279,0,578,567,0,11,1421,843,560,18,19,7,95,257,13,21,19,14,2,9,6,5,4,5,30,54
30,OLT,"ŞCOALA GIMNAZIALĂ CONSTANTIN BRÂNCOVEANU",41,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:16:25",1531,1531,0,773,760,0,13,1695,922,754,19,21,5,98,400,19,36,20,15,2,9,10,0,6,1,51,61
30,OLT,"ŞCOALA GIMNAZIALĂ CORBU",159,CORBU,126326,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:10:39",842,842,0,589,547,0,42,913,324,556,33,5,2,61,435,2,1,2,3,0,2,5,0,3,0,8,27
30,OLT,"ŞCOALA GIMNAZIALĂ COTEANA",163,COTEANA,126380,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:21:41",816,816,0,657,591,0,66,900,243,630,27,12,2,31,511,2,12,0,5,1,1,6,1,0,1,12,33
30,OLT,"ŞCOALA GIMNAZIALĂ COTEANA",162,COTEANA,126380,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:35:52",910,910,0,672,604,0,68,938,266,650,22,2,1,45,527,0,7,10,1,1,4,2,0,0,1,4,45
30,OLT,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII DOBROTEASA",187,DOBROTEASA,126772,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:11:42",845,845,0,665,561,0,104,912,247,621,44,8,0,126,417,2,13,0,4,1,1,3,1,1,2,7,35
30,OLT,"ŞCOALA GIMNAZIALĂ DIDU",316,STOENEŞTI,129095,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:21:36",831,831,0,504,455,0,49,916,412,470,34,11,0,82,336,6,0,5,0,1,1,0,0,0,3,9,16
30,OLT,"ŞCOALA GIMNAZIALĂ DOBA",278,PLEŞOIU,128221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:36:33",1106,1106,0,870,764,0,106,1213,343,824,46,14,2,98,635,5,8,3,1,1,3,6,0,2,1,14,31
30,OLT,"ŞCOALA GIMNAZIALĂ DOBRICENI",228,"IANCU JIANU",127288,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:15:06",771,771,0,426,405,0,21,848,422,396,30,5,2,40,303,2,8,2,2,2,1,1,0,0,0,14,14
30,OLT,"SCOALA GIMNAZIALA DOBROSLOVENI",183,DOBROSLOVENI,126718,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:34",1086,1086,0,698,686,0,12,1200,502,577,121,10,0,168,318,6,4,2,2,6,1,7,1,2,2,22,26
30,OLT,"ȘCOALA GIMNAZIALĂ DRANOVĂȚU",202,GĂNEASA,127064,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:18:11",851,851,0,639,598,0,41,929,290,611,28,0,3,75,476,2,2,6,1,0,1,9,1,1,1,9,24
30,OLT,"ŞCOALA GIMNAZIALĂ DUMITRU BUZDUN",80,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:31:24",1136,1136,0,670,630,0,40,1255,588,636,31,16,3,88,385,16,18,10,10,4,5,3,3,1,7,45,22
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",20,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:15:35",1152,1152,0,581,570,0,11,1269,688,555,26,19,1,98,289,11,27,19,8,8,8,4,7,4,4,20,28
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",21,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:35:04",1121,1121,0,515,502,0,13,1235,720,492,23,13,4,79,272,17,12,10,7,1,6,4,3,2,5,21,36
30,OLT,"ŞCOALA GIMNAZIALĂ EUGEN IONESCU",19,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:50:42",1530,1530,0,778,764,0,14,1692,914,752,26,27,1,130,386,13,15,21,15,10,8,10,4,2,4,38,68
30,OLT,"ŞCOALA GIMNAZIALĂ FĂGEŢELU",192,FĂGEŢELU,126905,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:21",412,412,0,374,247,0,127,452,78,343,31,3,1,77,203,8,2,4,4,3,2,0,1,1,1,21,12
30,OLT,"SCOALA GIMNAZIALA FARCASELE",199,FĂRCAŞELE,127019,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:39:53",683,683,0,408,396,0,12,752,350,374,28,4,0,54,271,1,2,1,0,4,1,9,0,2,1,11,13
30,OLT,"ŞCOALA GIMNAZIALĂ FLORIAN DIȚULEASA VITĂNEȘTI",297,SÂRBII-MĂGURA,130366,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:03:39",825,825,0,573,503,0,70,911,338,544,29,0,0,55,430,0,0,0,0,0,6,3,0,0,0,7,43
