precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"GHEORGHE VLAD-DAN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ALIANȚA AUR-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 1 ”CENTENAR”-CORP B ”SFÂNTA MARIA”",184,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:28:39",1705,1705,0,727,692,0,35,1900,1173,710,17,24,4,4,8,33,1,208,2,84,7,19,9,109,63,6,129
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",77,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:00:59",842,842,0,434,406,0,28,900,466,417,17,17,8,2,6,23,3,158,1,44,4,5,2,46,31,1,66
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.21",76,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:40:36",991,991,0,422,394,0,28,1100,678,409,13,21,11,5,2,19,2,138,1,41,6,9,7,52,31,2,62
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",63,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:43:09",1255,1255,0,505,485,0,20,1400,895,484,21,23,3,4,9,23,2,193,3,34,2,15,4,73,22,2,72
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",64,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:18:11",1093,1093,0,463,448,0,15,1200,737,454,9,19,4,7,8,22,1,171,1,34,5,15,3,65,33,4,62
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",65,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:39:33",1246,1246,0,496,484,0,12,1414,918,474,22,24,6,5,5,24,4,188,3,29,5,18,6,61,28,2,66
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 24",62,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:55",1182,1182,0,464,444,0,20,1300,836,451,13,13,11,1,3,38,2,158,5,39,2,17,5,43,30,4,80
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",71,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:56:40",1089,1089,0,411,370,0,41,1200,789,400,11,19,7,4,3,23,1,122,6,29,5,15,3,60,41,3,59
24,IAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 25",70,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:53:39",1449,1449,0,742,719,0,23,1600,858,728,14,27,11,8,9,46,3,249,3,93,4,15,0,89,63,5,103
24,IAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR. 3",279,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:44",1162,1162,0,435,425,0,10,1300,865,407,27,7,3,6,6,34,1,239,3,9,2,8,2,58,10,2,17
24,IAŞI,"GRADINITA CU PROGRAM PRELUNGIT NR. 3",278,"MUNICIPIUL PAŞCANI",95391,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:23:15",1004,1004,0,434,430,0,4,1100,666,415,19,8,4,9,3,25,0,238,2,11,2,13,4,59,18,1,18
24,IAŞI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3 CURĂTURI",376,CIUREA,96254,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:40:10",262,262,0,158,146,0,12,300,142,152,6,7,1,1,2,13,0,85,0,6,0,0,2,21,4,1,9
24,IAŞI,"GRADINIȚA CU PROGRAM SCURT TRAIAN",356,BIVOLARI,95943,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:44:33",180,180,0,93,84,0,9,200,107,82,11,0,0,1,0,4,2,59,0,1,2,0,0,11,1,0,1
24,IAŞI,"GRADINITA DIN CADRUL SCOLII GIMNAZIALE GOESTI",533,LUNGANI,97722,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:27:35",699,699,0,404,374,0,30,800,396,376,28,4,1,0,0,9,0,325,0,1,1,0,3,28,2,0,2
24,IAŞI,"GRADINITA GISTESTI",287,"MUNICIPIUL PAŞCANI",95391,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:25:28",1411,1411,0,678,644,0,34,1500,822,642,36,6,5,8,6,52,2,385,5,8,4,10,6,108,10,7,20
24,IAŞI,"GRADINITA NR. 1",265,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:08:44",1075,1075,0,455,442,0,13,1200,745,425,21,5,4,3,4,41,3,249,2,7,1,5,6,62,8,3,22
24,IAŞI,"GRĂDINIŢA NR.1 FÂNTÂNELE",455,FÂNTÂNELE,100317,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:21:49",1546,1546,0,1000,989,0,11,1700,700,916,84,7,15,1,3,29,3,757,1,7,5,3,9,51,4,1,20
24,IAŞI,"GRĂDINIŢA NR. 2, PĂŞCĂNENI",457,FOCURI,97063,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:36:32",1523,1523,0,718,712,0,6,1700,982,645,73,7,4,0,1,58,2,472,0,7,1,2,9,61,10,0,11
24,IAŞI,"GRADINITA VATRA",268,"MUNICIPIUL PAŞCANI",95391,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:30:11",1393,1393,0,617,563,0,54,1500,883,587,30,19,5,6,2,40,5,309,2,11,2,18,6,103,20,1,38
24,IAŞI,"GRUP ŞCOLAR COZMESTI",413,COZMEŞTI,96593,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:02:35",1826,1826,0,678,622,0,56,1900,1222,592,86,10,2,0,1,27,7,412,0,0,0,0,1,110,8,0,14
24,IAŞI,"GRUP SCOLAR MIHAI BUSUIOC",283,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:02",1046,1046,0,475,462,0,13,1100,625,440,22,4,8,4,4,31,2,229,1,25,5,7,4,76,16,2,22
24,IAŞI,"GRUP SCOLAR MIHAI BUSUIOC",282,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:33",1190,1190,0,489,477,0,12,1300,811,478,11,18,9,5,5,27,1,270,1,16,2,14,8,65,13,3,21
24,IAŞI,"GRUP SCOLAR SCHEIA",683,ŞCHEIA,99290,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:08:21",892,892,0,488,468,0,20,1000,512,450,38,5,2,2,1,10,3,356,1,4,1,4,2,39,5,0,15
24,IAŞI,"IMOBIL ACHIȚEI-VALEA ADÂNCĂ",556,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:17:30",1305,1305,0,668,620,0,48,1400,732,657,11,27,8,8,12,28,3,151,6,76,5,16,0,82,37,6,192
24,IAŞI,"IMOBIL ACHIȚEI-VALEA ADÂNCĂ",555,MIROSLAVA,97919,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:17:47",1711,1711,0,875,849,0,26,1800,925,859,16,42,13,4,5,62,1,210,2,114,2,19,5,106,41,5,228
24,IAŞI,"IMOBIL CRESA",535,MĂDÂRJAC,97777,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:11:55",1148,1148,0,805,737,0,68,1301,530,674,96,5,12,5,2,28,0,412,1,4,12,1,0,125,5,1,61
24,IAŞI,"IMOBIL PROPRIETATE PRIVATA VRABIE CALIPSA",783,VOINEŞTI,100219,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:20:58",109,109,0,51,46,0,5,200,149,40,11,0,0,1,0,0,0,25,1,0,2,0,0,9,0,0,2
24,IAŞI,"LICEUL MIRON COSTIN",281,"MUNICIPIUL PAŞCANI",95391,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:19:19",1162,1162,0,497,489,0,8,1300,803,475,22,6,8,3,8,27,2,282,4,13,4,4,4,73,12,0,25
24,IAŞI,"LICEUL MIRON COSTIN",280,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:46:11",1195,1195,0,468,465,0,3,1300,832,440,28,45,3,6,2,31,2,243,0,8,3,6,5,61,8,11,6
24,IAŞI,"LICEUL ”PROF. MIHAI DUMITRIU”-CORP E",753,"VALEA LUPULUI",100353,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:29:33",1713,1713,0,663,624,0,39,1900,1238,651,11,49,4,8,5,39,4,215,2,104,5,17,5,55,41,4,94
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”- CORP E",752,"VALEA LUPULUI",100353,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:44:10",1735,1735,0,954,911,0,43,1900,941,935,19,48,4,3,6,51,5,350,2,131,3,25,5,116,65,5,116
24,IAŞI,"LICEUL ”PROF.MIHAI DUMITRIU”-CORP E",754,"VALEA LUPULUI",100353,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:14:26",1792,1792,0,1001,975,0,26,1900,899,979,22,51,9,7,9,27,2,339,2,174,8,29,9,93,67,13,140
24,IAŞI,"LICEUL TEHNOLOGIC BRAESTI",357,BRĂEŞTI,96058,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:58",914,914,0,568,537,0,31,1000,432,538,30,4,0,3,3,16,2,452,2,2,0,1,0,35,5,0,13
24,IAŞI,"LICEUL TEHNOLOGIC DE INDUSTRIE ALIMENTARĂ ŢIBANA",717,ŢIBANA,99673,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:14:02",731,731,0,313,305,0,8,800,487,276,37,0,0,2,0,10,1,188,1,7,2,0,2,47,0,0,16
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",173,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:15:06",1585,1585,0,284,269,0,15,1700,1416,278,6,8,2,1,4,22,0,101,2,24,3,7,2,42,17,5,38
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",169,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:39:40",1594,1594,0,219,184,0,35,1800,1580,209,10,10,3,1,3,19,2,81,1,8,2,6,3,25,13,3,29
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",170,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:50",1484,1484,0,42,25,0,17,1600,1558,41,1,5,0,0,1,3,0,9,0,3,0,0,0,9,6,0,5
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",172,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:39",1618,1618,0,184,173,0,11,1800,1614,176,8,5,5,1,1,14,2,58,1,5,1,12,3,32,9,3,24
24,IAŞI,"LICEUL TEHNOLOGIC DE MECATRONICA SI AUTOMATIZARI",171,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:02",1475,1475,0,312,296,0,16,1600,1288,289,23,11,6,2,2,24,2,107,0,23,8,10,3,44,14,1,32
24,IAŞI,"LICEUL TEHNOLOGIC DUMESTI",444,DUMEŞTI,96940,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:06:34",1322,1322,0,722,700,0,22,1400,678,657,65,6,6,4,2,47,8,373,5,10,1,7,5,66,4,1,112
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",564,MOGOŞEŞTI,98113,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:36",1023,1023,0,515,507,0,8,1100,585,476,39,4,2,3,2,30,3,335,0,3,0,4,10,67,3,2,8
24,IAŞI,"LICEUL TEHNOLOGIC DUMITRU POPA - MOGOȘEȘTI",563,MOGOŞEŞTI,98113,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:56:07",1359,1359,0,714,704,0,10,1500,786,664,50,12,2,4,3,38,4,450,0,3,3,10,12,92,9,0,22
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",97,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:59",929,929,0,365,339,0,26,1000,634,359,6,18,2,7,5,26,0,145,2,34,3,4,1,40,27,2,43
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",96,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:26:05",981,981,0,452,433,0,19,1100,648,436,16,15,3,3,3,19,1,182,2,48,5,10,7,51,30,3,54
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",94,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:00:05",919,919,0,321,307,0,14,1000,679,301,20,13,4,2,4,19,3,105,4,24,5,7,3,41,24,4,39
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP A",95,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:54:52",1264,1264,0,486,463,0,23,1400,914,474,12,22,4,2,4,34,10,152,1,51,5,8,3,74,40,2,62
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",66,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:13",1177,1177,0,516,492,0,24,1300,784,500,16,20,4,6,5,28,3,181,5,57,5,18,3,59,29,6,71
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",69,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:29:06",1216,1216,0,539,517,0,22,1300,761,518,21,23,3,4,8,16,5,197,4,38,9,14,4,81,26,8,78
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",68,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:59:49",1132,1132,0,472,449,0,23,1200,728,451,21,19,6,8,11,24,4,161,0,37,2,12,7,63,36,3,58
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC DE TURISM - CORP B",67,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:21:33",1388,1388,0,493,477,0,16,1500,1011,458,31,16,7,2,8,33,2,176,1,37,3,9,3,62,26,1,72
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”NICOLAE IORGA”",273,"MUNICIPIUL PAŞCANI",95391,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:05:51",1399,1399,0,506,500,0,6,1500,994,486,20,16,4,5,5,34,0,248,2,13,3,20,4,90,16,1,25
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”NICOLAE IORGA”",274,"MUNICIPIUL PAŞCANI",95391,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:30:06",1709,1709,0,845,829,0,16,1900,1055,816,29,0,6,7,8,57,4,430,3,30,4,22,35,128,21,3,58
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP A",29,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:26:54",1382,1382,0,615,559,0,56,1500,885,607,8,20,8,5,15,40,4,169,4,61,4,22,10,78,58,8,101
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",78,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:12:58",631,631,0,277,243,0,34,700,423,263,14,16,1,6,0,10,2,98,1,29,3,3,5,32,25,1,31
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",80,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:44:12",1085,1085,0,400,376,0,24,1200,800,386,14,18,3,6,4,23,2,150,1,32,0,6,2,44,31,1,63
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",82,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:27:30",1117,1117,0,463,440,0,23,1200,737,448,15,24,3,2,9,32,2,169,3,34,2,8,7,63,24,0,66
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",81,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:33",1254,1254,0,425,415,0,10,1400,975,418,7,12,3,2,7,31,8,152,2,50,7,13,4,55,23,1,48
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",79,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:23:47",1004,1004,0,368,348,0,20,1100,732,346,22,17,3,2,7,26,1,122,1,29,1,9,2,56,21,3,46
24,IAŞI,"LICEUL TEHNOLOGIC ECONOMIC ”VIRGIL MADGEARU” - CORP B",83,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:58:39",1158,1158,0,441,425,0,16,1300,859,414,27,19,6,4,3,28,3,149,0,26,6,9,3,57,33,1,67
24,IAŞI,"LICEUL TEHNOLOGIC HÂRLĂU",292,"ORAŞ HÂRLĂU",95355,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:40:33",1814,1814,0,485,463,0,22,2000,1515,460,25,14,7,5,3,33,0,222,2,4,1,7,1,86,8,2,65
24,IAŞI,"LICEUL TEHNOLOGIC HÎRLĂU",291,"ORAŞ HÂRLĂU",95355,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:57:15",1534,1534,0,385,364,0,21,1700,1315,360,25,9,1,4,2,28,1,180,2,5,1,7,4,74,3,2,37
24,IAŞI,"LICEUL TEHNOLOGIC LESPEZI",520,LESPEZI,97606,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:44:35",765,765,0,398,388,0,10,800,402,366,32,7,3,3,4,28,1,209,1,4,0,5,7,63,3,2,26
24,IAŞI,"LICEUL TEHNOLOGIC LUNGANI",531,LUNGANI,97722,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:34:21",899,899,0,432,405,0,27,1001,569,413,19,8,3,0,3,24,0,293,2,6,1,5,2,49,5,3,9
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",180,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:37:27",878,878,0,342,326,0,16,1000,658,328,14,21,3,4,8,15,0,143,1,24,0,3,5,34,26,2,39
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",178,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:59:18",866,866,0,395,342,0,53,1000,656,331,11,22,1,4,5,22,2,101,4,22,7,12,6,42,38,1,42
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",177,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:34",911,911,0,392,338,0,54,1000,608,377,15,11,7,3,5,27,1,139,1,21,2,8,3,51,39,4,55
24,IAŞI,"LICEUL TEHNOLOGIC ”PETRU PONI”",179,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:24:10",750,750,0,288,262,0,26,800,512,275,13,12,2,5,4,19,2,78,3,19,7,4,2,42,32,2,42
24,IAŞI,"LICEUL TEHNOLOGIC PLUGARI",586,PLUGARI,98337,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:30:11",1492,1492,0,708,618,0,90,1600,892,676,32,6,1,1,1,19,2,553,0,1,4,1,1,69,10,1,6
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",44,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:46",1190,1190,0,507,473,0,34,1300,793,490,17,19,11,5,7,40,4,117,2,56,4,7,2,88,37,3,88
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",46,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:38",1416,1416,0,621,592,0,29,1500,880,595,25,23,3,4,7,26,3,182,6,66,4,12,3,71,45,6,134
24,IAŞI,"LICEUL TEHNOLOGIC UCECOM ”SPIRU HARET”",45,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:28:37",945,945,0,383,361,0,22,1000,617,373,10,13,5,4,7,38,2,114,3,37,3,17,4,59,18,0,49
24,IAŞI,"LICEUL TEHNOLOGIC VLADENI",770,VLĂDENI,100148,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:12",1368,1368,0,717,699,0,18,1500,783,663,36,13,6,5,0,28,5,437,0,28,3,8,2,104,15,1,8
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",133,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:02:14",1529,1529,0,193,173,0,20,1700,1507,187,6,6,1,1,1,13,1,75,0,17,1,4,1,19,17,0,30
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",134,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:26:43",1514,1514,0,208,195,0,13,1700,1492,204,4,6,5,0,1,10,1,80,0,29,0,0,2,21,22,1,26
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",136,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:25:01",1241,1241,0,495,480,0,15,1400,905,477,18,22,7,3,5,27,5,145,2,53,3,9,8,63,36,4,85
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",135,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:24:49",1552,1552,0,217,206,0,11,1700,1483,210,7,10,4,1,4,9,2,70,1,15,2,4,2,31,18,0,37
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",137,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:38:14",1399,1399,0,292,279,0,13,1500,1208,284,8,10,1,3,1,19,8,106,2,40,1,7,1,38,11,4,32
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",132,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:21:31",1411,1411,0,290,250,0,40,1600,1310,282,8,19,4,3,2,17,1,86,3,33,0,8,1,38,28,0,39
24,IAŞI,"LICEUL TEORETIC ”ALEXANDRU IOAN CUZA”",138,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:23",1426,1426,0,231,220,0,11,1600,1369,215,16,8,4,1,1,11,1,59,2,32,5,7,0,42,11,2,29
24,IAŞI,"LICEUL TEORETIC DE INFORMATICĂ ”GRIGORE MOISIL”",39,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:22:20",1862,1862,0,1121,758,0,363,2000,922,1057,21,67,11,4,12,46,2,225,2,145,17,18,4,107,228,10,159
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",240,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:48",1324,1324,0,532,499,0,33,1400,868,516,16,21,9,5,2,27,4,161,4,77,8,12,8,60,32,4,82
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",237,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:06:46",1263,1263,0,534,500,0,34,1400,866,523,11,22,7,7,11,3,9,165,5,70,5,17,4,49,39,34,76
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",239,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:05:53",1109,1109,0,542,487,0,55,1200,658,525,10,20,13,6,7,14,2,175,1,63,7,12,3,66,37,3,96
24,IAŞI,"LICEUL TEORETIC ”DIMITRIE CANTEMIR”",238,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:30:19",1303,1303,0,549,497,0,52,1400,851,535,14,29,7,1,8,29,2,142,3,96,6,9,1,73,27,3,99
24,IAŞI,"LICEUL TEORETIC ”ION NECULCE”",317,"ORAŞ TÂRGU FRUMOS",95471,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:38:09",1581,1581,0,775,734,0,41,1700,925,744,31,22,6,6,2,38,6,421,3,22,5,10,7,112,26,1,57
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",91,"MUNICIPIUL IAŞI",95060,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:32:10",1152,1152,0,591,557,0,34,1306,715,572,19,17,10,4,4,22,1,196,3,73,4,15,3,83,37,3,97
24,IAŞI,"LICEUL TEORETIC ”MIRON COSTIN”",93,"MUNICIPIUL IAŞI",95060,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:44",1369,1369,0,570,549,0,21,1500,930,552,18,29,5,2,10,36,5,188,2,44,9,19,5,66,34,4,94
