precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","PARTIDUL PATRIOȚILOR-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi"
17,DOLJ,"GRADINITA TUGURESTI",519,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:26:41",485,485,0,354,315,0,39,500,146,323,31,6,10,0,0,21,3,0,2,34,201,0,3,37,3,1,2
17,DOLJ,"GRADINITA ZĂNOAGA",388,LEU,72926,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:50:27",879,879,0,536,513,0,23,900,364,511,25,3,2,4,1,140,5,0,4,17,218,2,0,108,4,1,2
17,DOLJ,"LICEUL CU PROGRAM SPORTIV ”PETRACHE TRIŞCU”",4,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:29:28",1654,1654,0,762,743,0,19,1700,938,730,32,0,3,47,3,127,10,3,6,18,296,13,53,135,10,6,0
17,DOLJ,"LICEUL CU PROGRAM SPORTIV ”PETRACHE TRIȘCU”",5,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:20:17",1651,1651,0,745,715,0,30,1581,836,718,27,1,12,27,2,117,12,4,3,27,276,21,72,123,13,6,2
17,DOLJ,"LICEUL DE ARTE ”MARIN SORESCU”",51,"MUNICIPIUL CRAIOVA",69900,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:47:36",1342,1342,0,668,645,0,23,1500,832,652,16,5,3,23,1,103,12,3,7,20,309,24,34,87,13,4,4
17,DOLJ,"LICEUL DE ARTE ”MARIN SORESCU”",50,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:26:21",1290,1290,0,636,562,0,74,1498,862,622,14,4,3,34,5,102,7,3,4,12,288,15,32,88,13,5,7
17,DOLJ,"LICEUL GEORGE ST. MARINCU",455,"POIANA MARE",73736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:13:01",1169,1169,0,561,547,0,14,1200,639,524,37,2,2,5,2,78,1,4,2,18,390,1,2,13,4,0,0
17,DOLJ,"LICEUL ”MATEI BASARAB”",152,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:45:58",938,938,0,390,375,0,15,1100,710,382,8,5,6,17,2,51,7,6,2,17,175,7,14,64,3,4,2
17,DOLJ,"LICEUL ”MATEI BASARAB”",153,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:42:54",845,845,0,315,302,0,13,1000,685,306,9,1,2,14,2,54,4,1,0,25,143,15,18,23,2,1,1
17,DOLJ,"LICEUL TEHNOLOGIC AUTO",164,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:29:43",1223,1223,0,468,452,0,16,1400,932,462,6,2,8,32,2,68,7,2,3,13,179,13,43,77,6,4,3
17,DOLJ,"LICEUL TEHNOLOGIC AUTO",163,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:32:50",1553,1553,0,615,600,0,15,1800,1185,600,15,3,3,29,2,108,6,2,6,26,257,22,39,76,12,7,2
17,DOLJ,"LICEUL TEHNOLOGIC C.N. PLOPSOR",441,PLENIŢA,73709,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:09:20",984,984,0,603,584,0,19,994,391,569,34,7,0,5,1,61,2,4,3,19,397,5,3,51,5,2,4
17,DOLJ,"LICEUL TEHNOLOGIC ”CONSTANTIN IANCULESCU”",293,CÂRCEA,74859,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 12:53:13",1253,1253,0,774,701,0,73,1400,626,757,17,0,4,35,13,73,22,0,6,18,443,21,27,83,9,3,0
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",36,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:11:01",1855,1855,0,708,698,0,10,2100,1392,690,18,9,7,32,3,119,7,8,2,39,293,17,42,95,10,7,0
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",38,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:27",1765,1765,0,653,634,0,19,2000,1347,613,40,3,11,33,3,126,11,3,3,23,306,9,16,49,8,5,4
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",37,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:45:37",1827,1827,0,664,650,0,14,2100,1436,630,34,11,9,13,6,127,9,4,1,29,305,26,19,57,9,0,5
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO",35,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:18:33",1915,1915,0,616,603,0,13,2200,1584,574,42,6,5,23,1,131,7,6,1,22,264,13,24,57,8,3,3
17,DOLJ,"LICEUL TEHNOLOGIC DE TRANSPORTURI AUTO, (FOSTA ȘCOALĂ CU CLASELE I-VIII NR.25 FĂCĂI)",39,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:24:16",1163,1163,0,426,345,0,81,1236,810,388,38,6,3,5,4,89,10,0,1,32,185,4,7,28,6,5,3
17,DOLJ,"LICEUL TEHNOLOGIC DIMITRIE FILIŞANU CORP C 2",214,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:08:09",1610,1610,0,769,760,0,9,1800,1031,716,53,6,2,13,7,120,5,1,2,28,466,9,10,38,4,0,5
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",100,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:18:35",1064,1064,0,343,331,0,12,1100,757,339,4,0,3,13,1,63,5,2,1,23,155,10,6,48,5,3,1
17,DOLJ,"LICEUL TEHNOLOGIC ”GEORGE BIBESCU”",99,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:37:33",1159,1159,0,408,382,0,26,1200,792,400,8,0,1,20,2,67,3,4,1,25,185,16,19,44,3,5,5
17,DOLJ,"LICEUL TEHNOLOGIC HORIA VINTILĂ",221,"ORAŞ ŞEGARCEA",70502,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:38:17",1582,1582,0,1001,982,0,19,1800,799,940,61,0,0,4,4,91,11,2,0,41,765,0,4,15,3,0,0
17,DOLJ,"LICEUL TEHNOLOGIC ”ING. IONETE AURELIAN”",395,"MALU MARE",73068,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:23:53",1034,1034,0,670,628,0,42,1200,530,610,60,2,0,16,10,107,9,0,0,30,395,7,12,17,3,2,0
17,DOLJ,"LICEUL TEHNOLOGIC” ŞTEFAN ANGHEL” BĂILEȘTI",186,"MUNICIPIUL BĂILEŞTI",70316,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:15:21",622,622,0,255,246,0,9,600,345,244,11,0,1,3,1,34,1,1,0,5,164,1,11,20,1,1,0
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",123,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:22:53",928,928,0,482,402,0,80,1100,618,472,10,0,5,15,3,54,14,7,5,25,210,22,38,56,10,5,3
17,DOLJ,"LICEUL TEHNOLOGIC TRANSPORTURI CĂI FERATE",124,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:30:28",967,967,0,458,427,0,31,1100,642,449,9,3,4,25,2,62,3,0,2,14,195,13,29,76,12,6,3
17,DOLJ,"LICEUL TEHNOLOGIC UCECOM „SPIRU HARET”",23,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:56",1560,1560,0,673,652,0,21,1600,927,670,3,3,8,40,6,112,9,3,3,31,264,19,43,111,5,9,4
17,DOLJ,"LICEUL TEORETIC BECHET",200,"ORAŞ BECHET",70879,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:47:47",1402,1402,0,702,642,0,60,1600,898,631,71,1,0,5,7,61,8,0,0,22,460,2,0,54,11,0,0
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU",207,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:16:36",1060,1060,0,680,656,0,24,1100,420,633,47,5,0,7,0,60,15,2,0,20,506,1,4,11,1,1,0
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE ELEVI)",208,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:18:53",1260,1260,0,864,849,0,15,1300,436,809,55,4,0,12,5,96,5,1,5,14,635,8,5,17,0,2,0
17,DOLJ,"LICEUL TEORETIC CONSTANTIN BRANCOVEANU (FOSTA SCOALA NR. 3, INTRARE PROFESORI)",209,"ORAŞ DĂBULENI",72007,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:59:20",1168,1168,0,756,747,0,9,1200,444,696,60,1,2,6,2,62,14,0,4,20,556,6,8,9,4,2,0
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",22,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:10:39",1360,1360,0,571,554,0,17,1400,829,550,21,1,1,9,3,96,8,3,7,26,231,20,29,103,5,5,3
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",21,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:51",1279,1279,0,532,515,0,17,1500,968,520,12,2,5,18,1,79,5,1,1,18,253,13,38,72,7,4,3
17,DOLJ,"LICEUL TEORETIC ”HENRI COANDĂ”",20,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:12:04",1411,1411,0,539,523,0,16,1600,1061,525,14,4,6,21,4,68,5,3,2,25,232,14,35,93,6,4,3
17,DOLJ,"LICEUL TEORETIC INDEPENDENTA",191,"MUNICIPIUL CALAFAT",70352,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:13:51",1804,1804,0,1022,997,0,25,2000,978,969,53,7,5,17,5,117,3,1,6,29,699,20,14,33,10,2,1
17,DOLJ,"LICEUL TEORETIC ”MIHAI VITEAZUL” BĂILEȘTI",181,"MUNICIPIUL BĂILEŞTI",70316,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:13:44",903,903,0,368,355,0,13,1100,732,351,17,0,4,8,0,42,10,0,1,12,262,0,1,6,2,1,2
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",6,"MUNICIPIUL CRAIOVA",69900,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:02:23",1194,1194,0,518,510,0,8,1308,790,508,10,0,4,26,1,63,9,8,3,19,196,16,35,100,15,8,5
17,DOLJ,"LICEUL TEORETIC ”TRAIAN VUIA”",7,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:34:18",1008,1008,0,446,426,0,20,1200,754,434,12,3,2,17,1,62,9,3,1,13,206,12,23,64,14,4,0
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",156,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:26",1276,1276,0,480,469,0,11,1500,1020,473,7,2,10,14,5,81,5,2,7,24,190,11,27,76,10,7,2
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",155,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:27:34",1270,1270,0,549,537,0,12,1300,751,536,13,2,3,25,1,90,4,7,4,21,250,9,28,69,13,6,4
17,DOLJ,"LICEUL TEORETIC ”TUDOR ARGHEZI”",154,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:05:40",1234,1234,0,507,487,0,20,1400,893,496,11,2,2,20,1,78,16,3,3,17,230,14,32,67,5,4,2
17,DOLJ,"LICEUL ”VOLTAIRE”",25,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:27:51",1565,1565,0,484,467,0,17,1800,1316,465,19,0,3,18,3,100,8,4,6,29,196,15,14,55,8,4,2
17,DOLJ,"LICEUL ”VOLTAIRE”",24,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:17:43",1622,1622,0,566,551,0,15,1800,1234,550,16,22,2,28,3,105,6,4,6,3,234,19,16,82,16,2,2
17,DOLJ,"LOCAL PRIMĂRIE",390,LIPOVU,72953,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:12:52",901,901,0,435,394,0,41,900,465,391,44,3,0,2,3,49,17,0,0,17,292,1,0,6,0,1,0
17,DOLJ,"PIAȚĂ AGROALIMENTARĂ",436,PIELEŞTI,73629,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:12:02",968,968,0,563,509,0,54,1000,437,544,19,8,4,16,1,64,0,4,6,26,234,12,0,148,16,3,2
17,DOLJ,"PRIMARIA CRAIOVA- DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",3,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:58:05",1306,1306,0,559,533,0,26,1501,942,551,8,2,12,36,2,93,12,7,3,14,217,11,44,88,5,3,2
17,DOLJ,"PRIMĂRIA MĂCEŞU DE JOS",399,"MĂCEŞU DE JOS",72980,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:26:02",747,747,0,580,486,0,94,800,220,549,31,3,0,2,1,67,8,0,1,30,424,1,2,5,2,3,0
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",167,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:03",1328,1328,0,553,536,0,17,1500,947,539,14,8,0,19,4,100,7,4,3,28,229,22,26,67,15,5,2
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA-DIRECŢIA DE ASISTENŢĂ ŞI PROTECŢIE SOCIALĂ",168,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:14:51",1400,1400,0,603,589,0,14,1600,997,585,18,2,7,18,2,114,5,4,3,19,276,22,21,79,7,5,1
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",150,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:21",959,959,0,434,418,0,16,1000,566,420,14,2,4,15,4,67,5,4,2,21,177,18,20,63,11,6,1
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)",151,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:21:43",1126,1126,0,474,460,0,14,1300,826,461,13,0,2,16,4,68,8,11,0,15,184,19,41,77,9,5,2
17,DOLJ,"PRIMĂRIA MUNICIPIULUI CRAIOVA, (FOSTA ŞCOALA CU CLASELE I-VIII NR.35 „I.D. SÎRBU”)”",149,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:15",1001,1001,0,432,423,0,9,1000,568,426,6,1,8,20,2,67,6,6,1,20,190,8,29,57,8,0,3
17,DOLJ,"PRIMĂRIA ORAŞULUI FILIAŞI",215,"ORAŞ FILIAŞI",70414,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:28:45",1550,1550,0,837,820,0,17,1800,963,803,34,7,0,21,5,129,15,15,4,37,493,9,0,45,20,2,1
17,DOLJ,"PRIMĂRIA PODARI",446,PODARI,70110,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:25:56",1347,1347,0,745,732,0,13,1500,755,719,26,2,2,12,4,102,7,1,1,29,526,6,4,17,2,4,0
17,DOLJ,"PRIMARIA VECHE",364,GIUBEGA,72506,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:07:25",806,806,0,600,524,0,76,800,200,543,57,7,3,0,0,122,1,0,2,23,360,0,1,20,1,1,2
17,DOLJ,"PUNCT INFORMARE, PRIMĂRIA BULZEŞTI",277,BULZEŞTI,71340,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:06:23",469,469,0,328,284,0,44,500,172,306,22,0,3,1,2,28,4,0,2,9,247,2,3,5,0,0,0
17,DOLJ,"PUNCTUL TERMIC NR.1 LĂPUȘ (LÂNGĂ BL.23 - BLD. DECEBAL NR.66B)",165,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:35:43",1326,1326,0,535,521,0,14,1500,965,521,14,2,15,17,7,83,15,2,7,20,217,15,21,79,14,5,2
17,DOLJ,"PUNCTUL TERMIC NR.2 LĂPUȘ (LÂNGĂ BL. 59 - BLD. DECEBAL NR.55B)",166,"MUNICIPIUL CRAIOVA",69900,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:13:26",1585,1585,0,732,719,0,13,1800,1068,699,33,4,10,22,5,136,6,4,1,39,293,20,41,97,11,5,5
17,DOLJ,"RAT S.R.L.",74,"MUNICIPIUL CRAIOVA",69900,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:17:53",1630,1630,0,592,581,0,11,1800,1208,577,15,2,7,17,4,102,6,4,4,31,252,23,19,81,16,6,3
17,DOLJ,"SALA DE SEDINȚĂ A CONSILIULUI LOCAL",518,"VALEA STANCIULUI",74581,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:32:24",1120,1120,0,792,736,0,56,1300,508,700,92,0,58,5,0,43,3,2,2,33,507,0,9,35,1,1,1
17,DOLJ,"SALA DE SEDINȚE A CONSILIULUI LOCAL BRALOȘTIȚA",253,BRALOŞTIŢA,71126,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:46:01",610,610,0,409,392,0,17,600,191,379,30,4,2,3,2,55,6,0,3,18,259,5,0,14,5,2,1
17,DOLJ,"SALA DE SPORT",464,RAST,73905,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:16:11",1291,1291,0,786,745,0,41,1500,714,694,92,3,2,4,1,54,3,0,1,25,581,5,4,10,1,0,0
17,DOLJ,"SC. GENERALA NR. 1 CALAFAT",190,"MUNICIPIUL CALAFAT",70352,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:51:07",1408,1408,0,838,759,0,79,1600,762,808,30,3,4,26,2,120,9,1,1,23,545,23,11,29,4,5,2
17,DOLJ,"ŞC.GIMNAZIALĂ PREDEŞTI",459,PREDEŞTI,73772,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:05",1634,1634,0,1055,965,0,90,1900,845,995,60,0,2,7,6,134,10,3,4,53,739,4,8,15,6,3,1
17,DOLJ,"ȘCOALA BĂRBOI",378,GRECEŞTI,72819,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:00:05",270,270,0,227,166,0,61,408,181,226,1,0,1,5,0,18,14,0,1,3,167,2,1,13,0,1,0
17,DOLJ,"ŞCOALA BÎLTA",217,"ORAŞ FILIAŞI",70414,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:55:54",912,912,0,593,574,0,19,1100,507,550,43,0,0,3,1,99,14,0,0,30,368,9,3,20,1,0,2
17,DOLJ,"ŞCOALA BREASTA",267,BREASTA,71260,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:58:24",1353,1353,0,733,677,0,56,1500,767,703,30,0,0,0,2,73,5,0,0,30,582,0,0,11,0,0,0
17,DOLJ,"ŞCOALA BREASTA",268,BREASTA,71260,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:49:13",1032,1032,0,662,614,0,48,1200,538,650,12,0,0,0,0,57,9,0,0,0,584,0,0,0,0,0,0
17,DOLJ,"ȘCOALA BUSU",379,GRECEŞTI,72819,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:05",514,514,0,436,343,0,93,470,34,412,24,1,0,1,5,88,5,0,0,25,277,2,0,7,0,0,1
17,DOLJ,"ȘCOALA CĂCIULĂTEȘTI",334,DOBREŞTI,72098,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:06:17",402,402,0,244,213,0,31,400,156,229,15,1,2,1,0,34,6,0,0,18,139,0,2,25,0,1,0
17,DOLJ,"SCOALA CLASELE I-IV",384,IZVOARE,72882,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:40:45",239,239,0,176,143,0,33,200,24,169,7,1,1,0,0,8,5,0,0,7,138,0,0,8,1,0,0
17,DOLJ,"SCOALA CLASELE I-IV MAGLAVIT",393,MAGLAVIT,73031,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:42:16",961,961,0,612,581,0,31,1000,388,566,46,14,3,2,1,52,14,2,1,14,429,6,5,17,5,0,1
17,DOLJ,"ȘCOALA CLASELE I-IV ȚĂRȚĂL",509,TESLUI,74411,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:12:26",258,258,0,177,161,0,16,200,23,170,7,0,0,0,2,17,10,1,1,10,115,3,0,11,0,0,0
17,DOLJ,"SCOALA CLS I-IV MOGOSESTI SALA",375,GOIEŞTI,72677,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:34:41",543,543,0,364,354,0,10,700,336,345,19,1,1,5,0,59,0,0,5,14,229,9,1,18,1,1,1
17,DOLJ,"SCOALA CU CALSELE I-VIII LOCAL B POIANA",442,PLENIŢA,73709,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 13:11:22",905,905,0,572,541,0,31,900,328,504,68,4,2,7,4,39,8,4,3,21,387,3,3,15,1,3,0
17,DOLJ,"SCOALA CU CLASELE I-IV",522,"VALEA STANCIULUI",74581,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:38:22",543,543,0,366,338,0,28,500,134,313,53,3,8,0,5,36,2,0,0,19,169,0,5,65,0,0,1
17,DOLJ,"ŞCOALA CU CLASELE I-IV",369,GOGOŞU,72604,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:16",118,118,0,120,94,0,26,140,20,94,26,0,1,1,1,3,4,0,0,1,82,0,0,1,0,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV",370,GOGOŞU,72604,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:46:49",135,135,0,120,77,0,43,140,20,113,7,0,0,1,2,4,1,0,1,0,101,1,0,2,0,0,0
17,DOLJ,"ȘCOALA CU CLASELE I-IV",321,"COŢOFENII DIN FAŢĂ",74875,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:49:38",249,249,0,202,182,0,20,210,8,197,5,0,0,1,0,23,5,2,0,3,150,0,1,10,2,0,0
17,DOLJ,"SCOALA CU CLASELE I-IV BOOVENI",344,DRĂNIC,72221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:01",275,275,0,232,217,0,15,300,68,221,11,1,0,1,0,11,6,0,0,9,189,2,1,0,1,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV BUCOVICIOR",528,VELA,74616,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:48:42",286,286,0,210,174,0,36,300,90,201,9,1,0,0,1,23,5,1,0,4,153,6,2,4,1,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV CĂCIULATU",505,TERPEZIŢA,74359,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:13",255,255,0,218,190,0,28,220,2,187,31,0,0,0,1,28,6,0,1,3,142,1,1,1,2,0,1
17,DOLJ,"ȘCOALA CU CLASELE I-IV CIOROIU NOU",310,CIOROIAŞI,71812,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:31",375,375,0,269,231,0,38,400,131,254,15,0,0,4,1,26,0,4,1,8,202,0,2,4,0,0,2
17,DOLJ,"SCOALA CU CLASELE I-IV CIUTURA",525,"VÂRVORU DE JOS",74750,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:02:30",565,565,0,399,385,0,14,600,201,352,47,2,1,2,1,49,2,0,1,18,261,6,0,8,0,1,0
17,DOLJ,"SCOALA CU CLASELEI-IV DIN SATUL CASTRELE TRAIANE",444,PLENIŢA,73709,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:26:45",603,603,0,377,343,0,34,600,223,345,32,2,0,1,3,45,1,1,2,17,252,3,0,15,2,1,0
17,DOLJ,"SCOALA CU CLASELE I-IV FOISOR",345,DRĂNIC,72221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:50:02",160,160,0,92,73,0,19,100,8,86,6,0,0,0,1,12,2,0,0,7,62,0,0,2,0,0,0
17,DOLJ,"ŞCOALA CU CLASELE I-IV LAZU",506,TERPEZIŢA,74359,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:28:08",242,242,0,209,171,0,38,225,16,188,21,2,0,1,0,19,9,0,1,9,143,2,2,0,0,0,0
17,DOLJ,"ȘCOALA CU CLASELE I-IV MOSNA",250,BRABOVA,70986,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:37:58",112,112,0,103,85,0,18,140,37,91,12,0,0,0,0,8,2,1,1,0,74,0,2,1,2,0,0
17,DOLJ,"SCOALA CU CLASELE I-IV PIETROAIA",493,SOPOT,74242,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:46:06",339,339,0,211,205,0,6,300,89,180,31,1,1,0,1,29,2,0,0,13,125,2,0,6,0,0,0
