precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
5,BIHOR,"CĂMIN CULTURAL",347,COPĂCEL,28816,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:55:19",320,320,0,306,231,0,75,333,27,295,11,2,1,0,13,4,2,0,1,0,0,249,0,2,13,1,7
5,BIHOR,"CĂMIN CULTURAL",314,CEFA,28246,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:06:20",698,698,0,460,453,0,7,763,303,444,16,12,5,0,56,5,2,3,1,1,2,297,14,6,27,5,8
5,BIHOR,"CĂMIN CULTURAL",431,LĂZĂRENI,29813,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:07:01",606,606,0,406,380,0,26,660,254,368,38,1,0,0,32,7,1,1,1,0,2,300,1,1,17,3,1
5,BIHOR,"CĂMIN CULTURAL BĂLENI",424,"LAZURI DE BEIUŞ",29760,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:47:11",161,161,0,134,118,0,16,173,39,126,8,3,0,0,22,1,0,1,2,1,1,84,0,0,1,8,2
5,BIHOR,"CĂMIN CULTURAL BĂLNACA",603,ŞUNCUIUŞ,31510,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:45:15",766,766,0,418,404,0,14,840,424,379,37,5,0,0,90,3,1,4,5,2,4,215,17,3,18,4,8
5,BIHOR,"CĂMIN CULTURAL BICACI",397,GEPIU,32195,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:48:01",516,516,0,340,286,0,54,606,266,328,12,7,1,0,34,37,4,4,1,0,1,209,3,1,23,3,0
5,BIHOR,"CĂMIN CULTURAL BIRTIN",652,"VADU CRIŞULUI",31976,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:03:28",271,271,0,205,193,0,12,294,89,191,14,3,0,0,28,1,18,0,2,0,0,104,3,1,12,8,11
5,BIHOR,"CĂMIN CULTURAL BISTRA",501,POPEŞTI,30568,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:03:22",789,789,0,474,470,0,4,863,389,443,31,3,1,0,93,5,1,0,4,0,0,250,3,4,63,3,13
5,BIHOR,"CĂMIN CULTURAL BOROD",251,BOROD,27560,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:42:23",1263,1263,0,803,781,0,22,1380,577,759,44,17,5,0,124,11,6,0,1,2,1,503,7,8,60,5,9
5,BIHOR,"CĂMIN CULTURAL BULZ",282,BULZ,27935,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:35:19",648,648,0,514,492,0,22,708,194,499,15,5,2,0,104,4,5,2,5,1,5,278,9,9,26,9,35
5,BIHOR,"CĂMIN CULTURAL CĂLĂȚEA",227,AŞTILEU,26742,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:00:55",244,244,0,174,166,0,8,270,96,169,5,2,0,0,23,0,0,5,0,0,0,118,2,7,10,0,2
5,BIHOR,"CĂMIN CULTURAL CĂLUGĂRI",304,CĂRPINET,28193,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:59:51",380,380,0,279,259,0,20,391,115,266,10,3,1,0,28,1,6,0,0,0,0,199,8,1,7,3,9
5,BIHOR,"CĂMIN CULTURAL CĂRĂNDENI",429,LĂZĂRENI,29813,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:48:32",340,340,0,247,207,0,40,366,119,236,11,2,0,0,42,3,0,0,2,0,0,160,2,0,18,2,5
5,BIHOR,"CAMIN CULTURAL CATUN CARMAZAN",605,ŞUNCUIUŞ,31510,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:02:48",109,109,0,70,65,0,5,121,51,66,4,0,0,0,19,2,0,0,0,0,0,36,1,0,4,0,4
5,BIHOR,"CAMIN CULTURAL CHERIU",469,OŞORHEI,30274,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:43:58",725,725,0,408,379,0,29,801,393,378,30,5,1,0,81,6,4,1,6,1,2,234,12,4,10,4,7
5,BIHOR,"CĂMIN CULTURAL CHEȘEREU",327,CHERECHIU,28497,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:26:53",813,813,0,558,525,0,33,889,331,527,31,0,0,0,4,461,1,1,1,2,0,51,1,2,1,1,1
5,BIHOR,"CĂMIN CULTURAL CORNET",228,AŞTILEU,26742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:07:50",209,209,0,158,151,0,7,217,59,151,7,2,0,0,16,0,0,0,0,0,0,111,2,3,13,0,4
5,BIHOR,"CĂMIN CULTURAL COȘDENI",493,POMEZEU,30470,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:26:02",419,419,0,327,319,0,8,452,125,321,6,3,2,2,37,7,1,0,5,0,1,242,2,1,10,3,5
5,BIHOR,"CĂMIN CULTURAL DELANI",153,"MUNICIPIUL BEIUŞ",26804,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:09:11",270,270,0,194,185,0,9,295,101,188,6,2,2,0,21,1,0,1,0,0,5,127,3,1,16,3,6
5,BIHOR,"CĂMIN CULTURAL DOLEA",583,"SUPLACU DE BARCĂU",31262,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:10:04",124,124,0,84,73,0,11,133,49,77,7,0,0,0,1,49,1,0,0,0,0,20,0,0,4,0,2
5,BIHOR,"CĂMIN CULTURAL”ELISABETA PAVEL” GIRIȘU NEGRU",634,TINCA,31789,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:54:45",539,539,0,373,354,0,19,588,215,341,32,4,1,1,50,2,7,3,3,1,1,240,7,2,10,2,7
5,BIHOR,"CĂMIN CULTURAL FELCHERIU",470,OŞORHEI,30274,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:57:37",263,263,0,217,188,0,29,288,60,203,14,0,0,1,21,4,0,5,1,1,1,143,8,3,9,0,6
5,BIHOR,"CĂMIN CULTURAL FUGHIU",471,OŞORHEI,30274,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:51:46",1080,1080,0,625,606,0,19,1185,560,587,38,5,2,0,111,158,5,1,7,1,5,238,10,6,23,3,12
5,BIHOR,"CĂMIN CULTURAL GEPIU",396,GEPIU,32195,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:22:12",1151,1151,0,977,824,0,153,1226,249,926,51,17,2,0,85,7,9,5,12,0,5,697,31,1,25,11,19
5,BIHOR,"CĂMIN CULTURAL GHIGHIȘENI",520,RIENI,30773,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:59:48",803,803,0,579,558,0,21,880,301,551,28,3,0,1,46,6,3,1,4,1,0,454,4,3,7,6,12
5,BIHOR,"CĂMIN CULTURAL GIRIŞU DE CRIŞ",398,"GIRIŞU DE CRIŞ",29467,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:20:40",1224,1224,0,854,818,0,36,1336,482,770,84,11,5,7,148,21,2,113,15,3,6,315,16,17,51,20,20
5,BIHOR,"CĂMIN CULTURAL HIDIȘ",494,POMEZEU,30470,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:24:30",244,244,0,211,184,0,27,261,50,196,15,2,3,0,18,3,1,3,0,0,1,146,0,3,11,0,5
5,BIHOR,"CĂMIN CULTURAL HIDIȘELU DE SUS",401,"HIDIŞELU DE SUS",29519,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:58:12",890,890,0,769,691,0,78,970,201,747,22,12,1,7,152,4,0,2,18,1,4,448,21,6,43,8,20
5,BIHOR,"CĂMIN CULTURAL HODIȘ",410,HOLOD,29573,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:10",121,121,0,100,82,0,18,128,28,96,4,0,2,0,16,1,0,0,1,0,0,67,2,1,4,2,0
5,BIHOR,"CĂMIN CULTURAL IZBUC",305,CĂRPINET,28193,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:52:10",395,395,0,304,297,0,7,416,112,289,15,2,1,1,46,0,0,1,0,0,3,224,0,1,4,1,5
5,BIHOR,"CĂMIN CULTURAL LĂZĂRENI",427,LĂZĂRENI,29813,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:05:25",712,712,0,627,566,0,61,768,141,492,135,0,0,0,113,9,0,2,2,1,0,334,0,3,25,1,2
5,BIHOR,"CĂMIN CULTURAL LEHECENI",306,CĂRPINET,28193,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:02:43",293,293,0,225,197,0,28,319,94,217,8,13,0,0,28,5,1,0,1,0,1,147,4,2,9,0,6
5,BIHOR,"CĂMIN CULTURAL LELEȘTI",289,BUNTEŞTI,27971,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:26:39",319,319,0,264,259,0,5,347,83,257,7,4,1,0,55,0,0,0,0,0,1,175,3,0,10,2,6
5,BIHOR,"CĂMIN CULTURAL MIERLĂU",403,"HIDIŞELU DE SUS",29519,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:31:21",561,561,0,472,403,0,69,610,138,441,31,8,0,0,68,0,2,2,1,0,2,303,6,7,24,12,6
5,BIHOR,"CĂMIN CULTURAL MIZIEȘ",381,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:25:41",441,441,0,345,320,0,25,478,133,335,10,3,1,2,63,3,0,0,6,0,0,193,12,0,10,7,35
5,BIHOR,"CĂMIN CULTURAL NIMĂIEŞTI",355,CURĂŢELE,28941,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:10:39",653,653,0,498,490,0,8,715,217,474,24,3,1,1,67,1,32,3,9,3,0,304,9,5,15,6,15
5,BIHOR,"CAMIN CULTURAL PALOTA",568,SÂNTANDREI,26653,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:15:01",599,599,0,286,282,0,4,654,368,274,12,8,2,0,23,45,0,0,5,1,1,140,13,3,13,6,14
5,BIHOR,"CAMIN CULTURAL PETRANI",489,POCOLA,30416,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:46:27",268,268,0,222,200,0,22,299,77,214,8,4,1,0,32,0,2,0,8,0,2,151,1,1,5,4,3
5,BIHOR,"CĂMIN CULTURAL PETRILENI",521,RIENI,30773,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:24:38",452,452,0,281,274,0,7,493,212,273,8,6,1,0,27,6,3,0,3,0,2,203,4,2,5,3,8
5,BIHOR,"CĂMIN CULTURAL ROHANI",300,CĂPÂLNA,28139,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:38:45",113,113,0,97,65,0,32,116,19,88,9,1,0,2,15,2,0,0,2,0,0,58,2,0,0,4,2
5,BIHOR,"CĂMIN CULTURAL SĂLACEA",534,SĂLACEA,30988,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:53:54",947,947,0,623,590,0,33,1034,411,592,31,1,0,0,5,557,0,1,1,1,0,20,1,2,1,0,2
5,BIHOR,"CAMIN CULTURAL SAT BALNACA GROSI",604,ŞUNCUIUŞ,31510,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:07",49,49,0,39,31,0,8,55,16,34,5,0,0,0,5,2,0,0,0,0,0,23,1,1,0,0,2
5,BIHOR,"CAMIN CULTURAL SINMARTIN DE BEIUȘ",490,POCOLA,30416,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:36:22",181,181,0,156,149,0,7,196,40,153,3,2,0,0,25,0,0,0,1,0,0,106,4,2,9,0,4
5,BIHOR,"CĂMIN CULTURAL ȘINTEU",592,ŞINTEU,31379,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:00:50",912,912,0,419,391,0,28,997,577,342,77,2,0,0,63,29,1,2,7,2,6,180,3,11,17,6,13
5,BIHOR,"CĂMIN CULTURAL SPINUȘ DE POMEZEU",497,POMEZEU,30470,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:23:01",152,152,0,128,123,0,5,161,33,127,1,2,0,0,20,0,0,2,1,0,0,96,1,0,5,0,0
5,BIHOR,"CĂMIN CULTURAL SUDRIGIU",522,RIENI,30773,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:56:57",268,268,0,193,187,0,6,290,97,183,10,2,0,0,27,4,0,2,6,0,1,121,6,0,4,0,10
5,BIHOR,"CĂMIN CULTURAL ȘUMUGIU",405,"HIDIŞELU DE SUS",29519,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:18:03",331,331,0,286,204,0,82,359,73,278,8,2,1,2,39,2,0,0,5,1,0,174,0,7,34,3,8
5,BIHOR,"CĂMIN CULTURAL - TÂRGUȘOR",328,CHERECHIU,28497,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:37:51",443,443,0,267,242,0,25,484,217,243,24,0,0,0,6,212,1,0,3,1,1,14,1,0,1,2,1
5,BIHOR,"CĂMIN CULTURAL TĂRIAN",400,"GIRIŞU DE CRIŞ",29467,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:26:31",961,961,0,660,646,0,14,1052,380,558,102,6,3,14,77,37,3,113,18,4,9,205,6,15,33,6,9
5,BIHOR,"CĂMIN CULTURAL VADU CRIŞULUI",650,"VADU CRIŞULUI",31976,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:26:30",1430,1430,0,928,879,0,49,1574,646,890,38,25,4,3,113,268,7,4,17,2,1,363,19,3,28,18,15
5,BIHOR,"CĂMIN CULTURAL VĂLANI DE POMEZEU",498,POMEZEU,30470,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:26:55",425,425,0,331,318,0,13,466,135,321,10,2,0,1,124,2,2,1,4,0,0,160,3,2,7,2,11
5,BIHOR,"CĂMIN CULTURAL VĂLANII DE BEIUȘ",649,"UILEACU DE BEIUŞ",31921,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:27:29",191,191,0,177,170,0,7,206,35,166,5,1,1,4,0,0,1,0,23,0,1,130,1,0,1,0,3
5,BIHOR,"CĂMIN CULTURAL VARVIZ",504,POPEŞTI,30568,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:23:06",412,412,0,242,234,0,8,448,206,230,12,2,0,0,36,1,2,0,5,0,2,147,8,2,11,2,12
5,BIHOR,"CAMINUL CULTURAL",541,SÂMBĂTA,31057,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:14:29",274,274,0,250,195,0,55,295,45,235,15,1,1,0,49,3,0,3,3,0,1,134,6,4,14,4,12
5,BIHOR,"CAMINUL CULTURAL",542,SÂMBĂTA,31057,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:50:22",104,104,0,91,72,0,19,115,24,87,4,0,1,1,5,1,0,0,0,0,0,64,2,0,13,0,0
5,BIHOR,"CAMINUL CULTURAL",545,SÂMBĂTA,31057,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:06:04",104,104,0,99,67,0,32,114,15,95,4,6,0,0,15,7,0,0,2,0,0,53,2,1,3,1,5
5,BIHOR,"CĂMINUL CULTURAL",512,RĂBĂGANI,30648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:56:17",361,361,0,312,260,0,52,387,75,303,9,4,0,0,40,2,5,1,4,1,0,215,6,3,14,0,8
5,BIHOR,"CĂMINUL CULTURAL",388,DRĂGEŞTI,29341,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:57:04",226,226,0,189,164,0,25,244,55,167,22,1,0,0,33,3,2,0,0,0,1,121,1,0,4,0,1
5,BIHOR,"CĂMINUL CULTURAL",610,TĂMĂŞEU,32153,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:25:15",907,907,0,613,593,0,20,992,360,583,29,2,0,0,14,508,0,0,0,0,2,33,0,5,10,5,4
5,BIHOR,"CĂMINUL CULTURAL",340,"COCIUBA MARE",28763,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:42:05",415,415,0,349,275,0,74,453,104,342,7,3,0,0,51,3,1,0,2,0,2,242,7,4,15,4,8
5,BIHOR,"CĂMINUL CULTURAL",265,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:45:01",342,342,0,264,243,0,21,374,110,245,18,2,2,0,48,3,4,1,1,0,1,146,2,7,23,4,1
5,BIHOR,"CĂMINUL CULTURAL",276,BUDUREASA,27846,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:58",314,314,0,237,231,0,6,341,111,217,13,2,1,0,45,6,0,0,5,1,0,127,4,5,8,6,7
5,BIHOR,"CĂMINUL CULTURAL",611,TĂMĂŞEU,32153,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:20:39",195,195,0,139,126,0,13,210,71,134,5,0,0,0,6,105,0,0,2,1,0,10,2,0,5,0,3
5,BIHOR,"CĂMINUL CULTURAL",235,"AVRAM IANCU",27285,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:18:14",173,173,0,79,68,0,11,185,106,76,3,0,0,0,5,32,1,1,3,0,0,30,0,0,3,0,1
5,BIHOR,"CĂMINUL CULTURAL",338,"COCIUBA MARE",28763,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:45:45",714,714,0,515,495,0,20,779,265,495,19,3,1,1,56,6,2,0,2,2,0,364,1,8,37,4,8
5,BIHOR,"CĂMINUL CULTURAL",263,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:41:03",1054,1054,0,739,690,0,49,1159,420,695,44,13,3,2,167,2,0,2,0,3,3,431,21,4,33,5,6
5,BIHOR,"CĂMINUL CULTURAL",608,TARCEA,31565,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:49:13",594,594,0,331,310,0,21,651,320,320,11,0,1,0,4,297,0,0,1,0,0,14,3,0,0,0,0
5,BIHOR,"CĂMINUL CULTURAL",508,RĂBĂGANI,30648,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:33:09",535,535,0,412,354,0,58,577,165,394,18,2,3,0,63,2,2,1,2,0,3,284,5,0,16,2,9
5,BIHOR,"CĂMINUL CULTURAL",446,MĂDĂRAS,30014,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:39:35",190,190,0,123,114,0,9,203,80,106,17,1,0,0,14,0,0,0,0,0,3,78,1,1,5,1,2
5,BIHOR,"CĂMINUL CULTURAL",274,BUDUREASA,27846,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:53:22",820,820,0,648,621,0,27,895,247,597,51,9,0,0,107,13,0,9,17,4,3,362,15,7,32,6,13
5,BIHOR,"CĂMINUL CULTURAL",297,CĂBEŞTI,28077,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 20:40:18",221,221,0,204,185,0,19,246,42,195,9,4,1,0,43,4,3,0,1,0,0,119,0,2,16,0,2
5,BIHOR,"CĂMINUL CULTURAL",509,RĂBĂGANI,30648,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:20:21",185,185,0,154,136,0,18,197,43,150,4,0,0,0,21,2,0,1,0,0,0,118,1,0,4,0,3
5,BIHOR,"CĂMINUL CULTURAL",264,BRATCA,27686,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:33:10",382,382,0,291,267,0,24,418,134,263,21,0,2,0,72,0,1,1,0,0,0,164,1,3,19,0,0
5,BIHOR,"CĂMINUL CULTURAL",349,"CRIŞTIORU DE JOS",28889,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:49:32",61,61,0,50,36,0,14,72,22,45,4,0,0,0,12,1,1,1,0,0,0,28,0,0,2,0,0
5,BIHOR,"CĂMINUL CULTURAL",350,"CRIŞTIORU DE JOS",28889,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:02:07",363,363,0,300,251,0,49,403,103,272,28,6,3,0,43,2,11,1,2,0,2,170,3,0,17,3,9
5,BIHOR,"CĂMINUL CULTURAL",513,RĂBĂGANI,30648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:25:29",302,302,0,250,214,0,36,326,76,244,6,0,0,0,56,1,0,1,0,0,0,157,3,5,17,0,4
5,BIHOR,"CĂMINUL CULTURAL",613,TĂMĂŞEU,32153,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:55:43",193,193,0,129,117,0,12,204,75,111,18,0,1,1,8,87,0,0,1,0,0,7,1,0,1,1,3
5,BIHOR,"CĂMINUL CULTURAL",278,BUDUREASA,27846,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:05:20",191,191,0,155,148,0,7,207,52,151,4,2,0,0,29,2,1,1,0,0,0,98,6,0,8,0,4
5,BIHOR,"CĂMINUL CULTURAL",655,VÂRCIOROG,32090,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:34",797,797,0,601,575,0,26,873,272,567,34,2,0,1,73,14,3,3,2,2,2,416,2,3,31,1,12
5,BIHOR,"CĂMINUL CULTURAL",348,"CRIŞTIORU DE JOS",28889,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:28:20",280,280,0,213,189,0,24,309,96,200,13,0,0,0,40,4,4,0,1,2,3,128,1,0,11,0,6
5,BIHOR,"CĂMINUL CULTURAL",218,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:32:07",107,107,0,102,68,0,34,118,16,100,2,0,1,0,19,1,2,0,2,0,0,69,4,0,2,0,0
5,BIHOR,"CĂMINUL CULTURAL",267,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:25:46",353,353,0,237,229,0,8,384,147,224,13,3,1,4,59,0,0,1,4,0,1,127,3,0,11,5,5
5,BIHOR,"CĂMINUL CULTURAL",536,SĂLACEA,30988,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:50:57",601,601,0,380,373,0,7,658,278,371,9,0,0,0,4,361,0,0,0,0,0,3,0,0,1,1,1
5,BIHOR,"CĂMINUL CULTURAL",295,CĂBEŞTI,28077,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 13:58:13",134,134,0,101,90,0,11,139,38,99,2,2,0,0,17,2,1,0,0,0,0,66,2,0,2,0,7
5,BIHOR,"CĂMINUL CULTURAL",277,BUDUREASA,27846,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:39:18",160,160,0,129,126,0,3,173,44,120,9,2,0,0,22,1,0,0,3,1,0,83,0,0,3,0,5
5,BIHOR,"CĂMINUL CULTURAL",620,TĂUTEU,31654,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:44:59",643,643,0,337,332,0,5,704,367,327,10,2,1,1,91,24,1,1,5,1,3,140,15,3,28,4,7
5,BIHOR,"CĂMINUL CULTURAL",279,BUDUREASA,27846,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:09:34",123,123,0,103,97,0,6,132,29,99,4,0,0,0,10,2,0,0,0,0,0,84,1,0,2,0,0
5,BIHOR,"CĂMINUL CULTURAL",607,TARCEA,31565,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:47:05",729,729,0,329,314,0,15,800,471,308,21,1,1,0,21,218,2,0,1,2,0,56,1,1,2,1,1
5,BIHOR,"CĂMINUL CULTURAL",217,"ORAŞ VAŞCĂU",27007,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:51:05",176,176,0,139,126,0,13,189,50,131,8,0,0,0,23,2,8,0,5,1,0,70,5,1,7,4,5
5,BIHOR,"CĂMINUL CULTURAL",214,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:32:08",159,159,0,137,117,0,20,172,35,132,5,2,0,0,20,6,2,1,0,0,1,62,2,1,10,0,25
5,BIHOR,"CĂMINUL CULTURAL",266,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:12:50",445,445,0,358,346,0,12,488,130,337,21,1,0,0,101,2,0,1,0,1,1,195,4,6,23,0,2
5,BIHOR,"CĂMINUL CULTURAL",339,"COCIUBA MARE",28763,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:53:55",638,638,0,315,286,0,29,636,321,300,15,2,2,0,20,2,1,1,2,0,0,250,2,4,6,0,8
5,BIHOR,"CĂMINUL CULTURAL",216,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 13:49:19",110,110,0,108,82,0,26,114,6,100,8,0,0,0,13,3,3,0,9,0,2,53,2,1,5,1,8
5,BIHOR,"CĂMINUL CULTURAL ALMAŞU MARE",238,BALC,27329,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:06",606,606,0,428,417,0,11,651,223,393,35,4,0,0,64,3,1,1,5,0,0,276,5,9,22,0,3
5,BIHOR,"CĂMINUL CULTURAL AUŞEU",231,AUŞEU,27212,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:40:23",762,762,0,490,468,0,22,836,346,475,15,9,0,2,127,7,2,4,8,0,2,249,16,2,27,5,15
5,BIHOR,"CĂMINUL CULTURAL BĂIŢA",190,"ORAŞ NUCET",26920,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:14",501,501,0,430,348,0,82,547,117,409,21,12,1,2,44,8,1,3,7,1,2,276,7,2,14,14,15
5,BIHOR,"CĂMINUL CULTURAL BALC",237,BALC,27329,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:08:39",1023,1023,0,633,591,0,42,1111,472,585,48,8,0,1,36,270,1,2,10,1,1,220,4,5,11,7,8
5,BIHOR,"CĂMINUL CULTURAL BOTEAN",421,INEU,29724,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:06:18",511,511,0,271,257,0,14,559,288,251,20,5,2,0,30,3,0,4,4,1,0,185,4,2,9,0,2
5,BIHOR,"CĂMINUL CULTURAL BRIHENI",438,LUNCA,29948,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:44:13",232,232,0,209,187,0,22,252,43,198,11,2,0,3,36,13,1,1,0,0,0,130,0,3,5,2,2
5,BIHOR,"CĂMINUL CULTURAL BUTANI",448,MĂGEŞTI,30069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:27:27",283,283,0,182,179,0,3,302,120,179,3,7,1,0,29,1,3,1,5,0,3,99,1,1,5,3,20
