precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","GHEORGHE VLAD-DAN-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
5,BIHOR,"CĂMINUL CULTURAL CACUCIU NOU",449,MĂGEŞTI,30069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:15:29",295,295,0,218,196,0,22,313,95,209,9,5,0,1,31,53,0,0,0,0,0,89,7,17,0,0,6
5,BIHOR,"CĂMINUL CULTURAL CĂRPINET",303,CĂRPINET,28193,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:14:58",425,425,0,289,275,0,14,464,175,274,15,7,1,0,60,6,0,0,1,2,0,176,4,2,8,6,1
5,BIHOR,"CĂMINUL CULTURAL CĂUAȘD",641,TULCA,31841,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:09:14",380,380,0,260,252,0,8,414,154,249,11,3,0,3,27,5,10,2,1,0,0,174,3,2,12,2,5
5,BIHOR,"CĂMINUL CULTURAL CHIȘLAZ",329,CHIŞLAZ,28530,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:35:00",455,455,0,313,267,0,46,433,120,294,19,3,0,0,41,6,3,2,1,0,2,209,4,3,9,6,5
5,BIHOR,"CĂMINUL CULTURAL CIUMEGHIU",335,CIUMEGHIU,28665,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 01:01:39",1551,1551,0,670,650,0,20,1699,1029,615,55,5,3,1,230,12,0,2,0,2,1,292,2,3,20,7,35
5,BIHOR,"CĂMINUL CULTURAL CORNIŞEŞTI",371,DOBREŞTI,29154,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:51:44",146,146,0,91,73,0,18,158,67,88,3,1,3,0,15,0,0,2,0,0,0,58,4,0,2,0,3
5,BIHOR,"CĂMINUL CULTURAL CORNIȚEL",254,BOROD,27560,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:05:35",417,417,0,280,267,0,13,454,165,270,10,5,2,1,57,1,0,2,3,2,3,178,2,2,9,0,3
5,BIHOR,"CĂMINUL CULTURAL CRESTUR",478,PETREU,27169,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:10:07",402,402,0,203,192,0,11,438,235,182,21,1,0,0,7,135,1,0,0,1,0,33,1,0,2,0,1
5,BIHOR,"CĂMINUL CULTURAL CRINCEŞTI",372,DOBREŞTI,29154,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:49:45",318,318,0,183,172,0,11,345,162,178,5,1,1,0,31,0,0,0,1,0,1,124,3,2,10,2,2
5,BIHOR,"CĂMINUL CULTURAL DOBREŞTI",370,DOBREŞTI,29154,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:37",1550,1550,0,914,875,0,39,1703,789,732,182,15,2,4,157,3,3,4,4,1,1,396,9,2,46,10,75
5,BIHOR,"CĂMINUL CULTURAL FÂȘCA",656,VÂRCIOROG,32090,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:30:26",334,334,0,286,258,0,28,364,78,275,11,0,0,0,39,12,0,1,0,0,2,208,3,1,6,0,3
5,BIHOR,"CAMINUL CULTURAL FENERIȘ",488,POCOLA,30416,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:08:09",278,278,0,228,200,0,28,308,80,220,8,3,0,0,20,0,1,2,1,0,0,166,2,0,5,2,18
5,BIHOR,"CĂMINUL CULTURAL GĂLĂŞENI",451,MĂGEŞTI,30069,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:08:41",215,215,0,156,151,0,5,235,79,153,3,3,1,1,23,2,0,3,0,1,1,100,3,2,3,0,10
5,BIHOR,"CĂMINUL CULTURAL GHIDA",240,BALC,27329,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:49:27",133,133,0,58,46,0,12,145,87,46,12,1,0,0,5,1,1,0,0,0,0,33,0,0,4,0,1
5,BIHOR,"CĂMINUL CULTURAL GITTAI ISTVÁN",618,TĂUTEU,31654,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:57:07",893,893,0,597,570,0,27,973,376,591,6,0,0,0,6,568,0,0,2,0,0,9,0,1,3,1,1
5,BIHOR,"CĂMINUL CULTURAL HIDIŞEL",373,DOBREŞTI,29154,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:55",542,542,0,349,340,0,9,592,252,338,2,1,1,0,57,4,0,3,1,0,0,233,3,2,13,4,16
5,BIHOR,"CĂMINUL CULTURAL HOTĂREL",439,LUNCA,29948,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:17",210,210,0,190,162,0,28,223,33,187,3,6,1,0,35,4,0,0,0,0,0,118,5,0,7,4,7
5,BIHOR,"CĂMINUL CULTURAL HUSASĂU DE CRIȘ",422,INEU,29724,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:11:15",1043,1043,0,634,611,0,23,1145,511,607,27,12,2,0,111,2,2,3,3,1,1,405,9,10,26,9,11
5,BIHOR,"CĂMINUL CULTURAL JOSANI",452,MĂGEŞTI,30069,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:53:25",264,264,0,185,180,0,5,298,113,180,5,3,0,0,32,3,0,0,0,0,2,97,4,0,11,3,25
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE JOS",434,"LUGAŞU DE JOS",29902,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:00:22",1377,1377,0,913,865,0,48,1501,588,865,48,7,7,5,179,359,3,5,5,1,2,214,10,4,30,7,27
5,BIHOR,"CĂMINUL CULTURAL LUGAȘU DE SUS",435,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:50:43",677,677,0,504,485,0,19,745,241,450,54,12,4,0,103,119,3,0,3,1,0,176,1,1,22,1,4
5,BIHOR,"CĂMINUL CULTURAL LUNCA",437,LUNCA,29948,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:35:32",772,772,0,555,517,0,38,849,294,543,12,15,0,0,111,13,4,1,6,5,1,313,6,7,31,13,17
5,BIHOR,"CĂMINUL CULTURAL LUNCASPRIE",374,DOBREŞTI,29154,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:31:40",737,737,0,475,433,0,42,805,330,442,33,9,4,0,70,1,3,1,3,1,2,292,6,2,30,7,11
5,BIHOR,"CĂMINUL CULTURAL LUPOAIA",411,HOLOD,29573,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:36:47",479,479,0,260,237,0,23,522,262,215,45,0,1,0,36,1,4,0,2,1,0,157,1,0,5,1,6
5,BIHOR,"CĂMINUL CULTURAL MIȘCA",331,CHIŞLAZ,28530,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:57:45",761,761,0,627,587,0,40,829,202,614,13,0,1,0,8,581,0,0,1,0,0,17,0,1,4,0,1
5,BIHOR,"CAMINUL CULTURAL PACALESTI",382,DRĂGĂNEŞTI,29243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:46:29",164,164,0,145,137,0,8,179,34,138,7,1,0,1,22,1,0,1,1,0,0,95,1,2,11,1,1
5,BIHOR,"CAMINUL CULTURAL PANTASESTI",383,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:16",110,110,0,95,90,0,5,118,23,92,3,2,1,0,11,2,4,1,1,0,0,61,2,0,6,1,0
5,BIHOR,"CĂMINUL CULTURAL PĂULEȘTI",271,BRUSTURI,27757,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:08:40",239,239,0,151,137,0,14,257,106,142,9,3,1,0,25,4,21,0,0,0,0,79,3,0,6,0,0
5,BIHOR,"CĂMINUL CULTURAL PETREASA",517,REMETEA,30719,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:25:12",357,357,0,227,219,0,8,387,160,211,16,4,1,2,24,1,0,0,2,0,0,154,7,0,8,1,7
5,BIHOR,"CĂMINUL CULTURAL PICLEU",272,BRUSTURI,27757,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:47:19",701,701,0,501,467,0,34,760,259,451,50,0,1,1,96,20,75,7,0,0,6,223,3,0,10,0,9
5,BIHOR,"CAMINUL CULTURAL POCOLA",487,POCOLA,30416,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:15:02",426,426,0,364,320,0,44,462,98,341,23,3,0,0,70,2,4,0,3,0,0,221,4,2,18,7,7
5,BIHOR,"CĂMINUL CULTURAL RIENI",519,RIENI,30773,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:18:52",402,402,0,286,273,0,13,439,153,282,4,5,1,0,39,4,0,0,3,0,0,191,4,1,7,5,22
5,BIHOR,"CĂMINUL CULTURAL SĂLDĂBAGIU DE BARCĂU",241,BALC,27329,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:11:44",422,422,0,300,277,0,23,476,176,249,51,3,0,1,26,3,0,2,4,0,1,181,2,5,9,8,4
5,BIHOR,"CĂMINUL CULTURAL SÂNLAZĂR",334,CHIŞLAZ,28530,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:03:15",325,325,0,228,205,0,23,350,122,205,23,4,0,0,36,10,2,2,6,0,0,129,5,1,7,0,3
5,BIHOR,"CĂMINUL CULTURAL SEGHIŞTE",441,LUNCA,29948,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:20:12",464,464,0,408,377,0,31,504,96,391,17,13,0,0,46,2,2,1,8,2,0,266,13,2,16,4,16
5,BIHOR,"CAMINUL CULTURAL SIRBESTI",440,LUNCA,29948,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:58:15",220,220,0,212,168,0,44,230,18,209,3,5,0,0,18,1,0,1,0,0,0,170,4,1,2,4,3
5,BIHOR,"CĂMINUL CULTURAL ŞOIMUŞ",518,REMETEA,30719,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:54:31",95,95,0,67,61,0,6,103,36,66,1,2,0,0,5,0,0,0,1,1,1,46,4,0,1,4,1
5,BIHOR,"CĂMINUL CULTURAL ŞUŞTIU",442,LUNCA,29948,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:10:28",339,339,0,343,283,0,60,383,40,339,4,2,2,2,43,4,3,0,4,0,1,225,22,2,7,11,11
5,BIHOR,"CAMINUL CULTURAL TIGANESTI",386,DRĂGĂNEŞTI,29243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:05:28",124,124,0,94,89,0,5,134,40,94,0,1,1,1,17,1,0,1,0,0,0,61,0,0,5,4,2
5,BIHOR,"CĂMINUL CULTURAL TOPA DE SUS",376,DOBREŞTI,29154,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:28:35",473,473,0,283,272,0,11,515,232,260,23,7,1,0,32,1,2,2,2,1,2,175,5,5,17,0,8
5,BIHOR,"CĂMINUL CULTURAL TOPEŞTI",391,DRĂGEŞTI,29341,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:43",170,170,0,136,114,0,22,196,60,132,4,5,0,1,16,3,0,2,4,0,0,97,0,0,3,0,1
5,BIHOR,"CĂMINUL CULTURAL TULCA",639,TULCA,31841,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-13 14:28:01",1609,1609,0,1119,1083,0,36,1732,593,1054,65,6,2,4,169,16,27,2,7,0,2,729,18,0,40,8,24
5,BIHOR,"CĂMINUL CULTURAL URVIND",436,"LUGAŞU DE JOS",29902,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:57:32",742,742,0,616,578,0,38,797,181,607,9,2,1,1,21,522,0,0,2,0,0,44,0,0,11,2,1
5,BIHOR,"CĂMINUL CULTURAL VALEA DE JOS",523,RIENI,30773,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:58:56",490,490,0,369,329,0,40,535,166,364,5,4,1,0,33,7,1,0,2,0,0,291,5,3,6,5,6
5,BIHOR,"CĂMINUL CULTURAL VALEA DE SUS",311,CÂMPANI,28709,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:03:42",224,224,0,206,189,0,17,241,35,201,5,0,0,0,26,1,0,0,0,0,0,158,2,4,9,0,1
5,BIHOR,"CĂMINUL CULTURAL VINTERE",413,HOLOD,29573,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:06:35",551,551,0,411,373,0,38,600,189,390,21,7,2,0,84,2,2,4,13,0,3,226,2,4,27,4,10
5,BIHOR,"CASĂ COMUNALĂ SANTĂUL MARE",259,BORŞ,27631,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:17:42",342,342,0,247,179,0,68,375,128,241,6,1,0,0,9,204,0,0,3,0,1,21,0,0,0,0,2
5,BIHOR,"CASA DE CULTURĂ",213,"ORAŞ VAŞCĂU",27007,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:35:22",1235,1235,0,973,832,0,141,1352,379,929,44,11,0,1,120,47,45,2,16,0,0,647,16,0,24,0,0
5,BIHOR,"CASA DE CULTURĂ MARGHITA",159,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:05:06",1135,1135,0,537,526,0,11,1243,706,533,4,5,0,0,40,283,4,1,14,0,2,142,9,2,13,9,9
5,BIHOR,"CASA DE CULTURĂ „MIRON POMPILIU” ŞTEI",201,"ORAŞ ŞTEI",26840,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:44:57",1189,1189,0,642,584,0,58,1304,663,626,15,13,1,0,102,2,3,2,10,2,1,400,14,4,21,19,32
5,BIHOR,"CASA DE CULTURĂ ZILAHY LAJOS",170,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:01:01",1378,1378,0,591,577,0,14,1552,961,583,7,8,4,3,44,341,1,2,7,0,3,115,9,2,19,11,14
5,BIHOR,"CASA ROTH",609,TARCEA,31565,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:49:05",733,733,0,365,347,0,18,801,436,344,21,0,0,0,9,306,0,0,0,1,0,23,1,0,4,0,0
5,BIHOR,"CASA SFÂNTUL ANTON",175,"MUNICIPIUL SALONTA",26975,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:08:45",471,471,0,272,260,0,12,514,242,265,7,2,2,0,19,170,0,4,0,0,1,41,1,0,8,2,15
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",430,LĂZĂRENI,29813,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:03:26",73,73,0,68,51,0,17,80,12,65,3,3,0,0,7,1,0,0,0,0,0,49,0,0,3,0,2
5,BIHOR,"CENTRU COMUNITAR INTEGRAT",390,DRĂGEŞTI,29341,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:24:07",1091,1091,0,808,707,0,101,1208,400,733,75,5,1,0,89,3,2,6,2,1,4,577,6,4,29,2,2
5,BIHOR,"CENTRU ECONOMIC DE EDUCAȚIE ȘI AFACERI",173,"MUNICIPIUL SALONTA",26975,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:17:26",1238,1238,0,1246,1238,0,8,1407,878,517,12,2,1,0,63,239,2,4,8,1,4,130,16,5,18,10,14
5,BIHOR,"CENTRUL AFTER SCHOOL HOLOD",406,HOLOD,29573,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:09:59",374,374,0,287,222,0,65,397,110,274,13,5,3,1,74,1,2,0,5,1,0,148,3,1,9,6,15
5,BIHOR,"CENTRUL CULTURAL MULTIFUNCTIONAL",623,TILEAGD,31716,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:05:09",1839,1839,0,880,850,0,30,2017,1137,825,44,15,2,2,115,187,13,3,12,4,6,353,11,11,40,25,26
5,BIHOR,"CENTRUL DE AFACERI",312,CEFA,28246,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:55:26",997,997,0,661,606,0,55,1090,429,622,39,5,1,7,88,18,6,6,4,0,2,437,11,7,22,0,8
5,BIHOR,"CENTRUL DE INFORMARE TURISTICĂ BRATCA",262,BRATCA,27686,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:29:17",1120,1120,0,874,842,0,32,1229,355,825,49,13,1,1,205,12,1,1,6,1,4,499,12,6,38,3,22
5,BIHOR,"CENTRUL DE ÎNGRIJIRE DE ZI",98,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:44:16",1105,1105,0,446,432,0,14,1218,772,439,7,9,0,1,69,101,3,4,15,6,2,159,15,0,19,13,23
5,BIHOR,"CENTRUL DE ÎNGRIJIRE DE ZI",97,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:58:16",1223,1223,0,518,509,0,9,1284,766,506,12,10,1,4,67,103,8,3,33,3,3,189,19,0,14,21,28
5,BIHOR,"CENTRUL DE PROMOVARE A CULTURII SÂNTION",261,BORŞ,27631,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:43",1700,1700,0,1020,969,0,51,1860,840,1000,20,2,0,5,23,851,1,0,13,0,1,52,7,2,12,7,24
5,BIHOR,"CENTRUL MULTIFUNCȚIONAL",185,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:10:52",1164,1164,0,618,605,0,13,1276,658,470,148,1,0,1,25,41,6,5,3,3,1,217,12,3,27,0,125
5,BIHOR,"CENTRU ŞCOLAR PENTRU EDUCAŢIE INCLUZIVĂ ”ORIZONT”",99,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:48:31",1268,1268,0,457,446,0,11,1394,937,442,15,14,0,3,71,107,4,1,20,0,3,166,11,2,19,4,17
5,BIHOR,"CENTRU SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE (CANTINA SOCIALĂ)",364,DIOSIG,29092,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:20:54",1168,1168,0,523,499,0,24,1277,754,504,19,0,0,2,20,396,0,1,2,0,0,63,0,1,3,10,6
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",322,CETARIU,28415,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:13:46",912,912,0,634,612,0,22,1008,374,576,58,8,3,0,16,412,1,2,5,2,3,93,10,0,9,4,8
5,BIHOR,"CLĂDIRE ADMINISTRATIVĂ",547,SÂNIOB,28610,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:56:23",1089,1089,0,778,751,0,27,1195,417,728,50,0,1,0,10,693,3,1,1,0,0,10,3,1,3,1,1
5,BIHOR,"CLĂDIREA MUZEULUI",195,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:36:48",1439,1439,0,784,771,0,13,1572,788,694,90,0,0,0,32,522,0,4,0,1,0,108,5,2,11,1,8
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ",510,RĂBĂGANI,30648,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:43:16",99,99,0,76,68,0,8,108,32,70,6,3,0,0,21,1,0,0,1,0,0,39,1,0,0,0,4
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ DE INTERES PUBLIC",625,TILEAGD,31716,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:39:02",466,466,0,283,274,0,9,509,226,264,19,3,1,1,41,2,3,0,1,0,0,180,4,1,11,5,11
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ RÂPA",636,TINCA,31789,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:01:54",423,423,0,320,267,0,53,463,143,294,26,1,0,0,40,3,1,0,2,1,3,207,2,8,11,1,14
5,BIHOR,"CLUBUL COPIILOR",160,"MUNICIPIUL MARGHITA",26877,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:11",1205,1205,0,575,545,0,30,1320,745,563,12,6,1,0,54,270,2,3,9,3,4,156,10,1,15,13,16
5,BIHOR,"CLUBUL TINERETULUI",197,"ORAŞ SĂCUENI",30915,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:57:23",746,746,0,541,496,0,45,816,275,518,23,1,0,0,7,476,1,2,1,1,1,18,1,3,2,1,3
5,BIHOR,"COLEGIUL ECONOMIC ” PARTENIE COSMA ”",1,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:28",1542,1542,0,827,692,0,135,1667,840,805,22,18,3,2,109,92,3,0,41,3,3,296,63,3,17,72,80
5,BIHOR,"COLEGIUL NAŢIONAL ”EMANUIL GOJDU”",125,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:22:14",739,739,0,317,297,0,20,806,489,305,12,12,1,2,29,75,7,4,27,0,0,92,6,0,8,14,28
5,BIHOR,"COLEGIUL NAŢIONAL ”EMANUIL GOJDU”",126,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:11:10",699,699,0,356,303,0,53,767,411,349,7,10,3,0,38,64,4,0,22,0,1,127,13,0,8,21,38
5,BIHOR,"COLEGIUL NAŢIONAL ”IOSIF VULCAN”",131,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:43:17",892,892,0,345,297,0,48,978,633,333,12,3,1,4,40,108,0,3,13,0,3,100,7,1,11,17,22
5,BIHOR,"COLEGIUL NAŢIONAL ”IOSIF VULCAN”",130,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:07:53",740,740,0,330,305,0,25,811,481,323,7,8,1,1,29,109,1,0,19,0,8,92,9,1,8,11,26
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",135,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:35:30",1061,1061,0,506,462,0,44,1176,670,485,21,7,3,3,73,58,4,4,18,1,3,193,22,1,20,29,46
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",133,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:02:27",1262,1262,0,603,579,0,24,1385,782,591,12,14,3,3,90,67,2,3,36,4,3,246,25,5,23,22,45
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",134,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:03",1035,1035,0,447,433,0,14,1139,692,434,13,7,3,2,71,43,2,1,10,3,2,216,13,2,14,16,29
5,BIHOR,"COLEGIUL NAȚIONAL ”IOSIF VULCAN”",132,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:00",1726,1726,0,770,724,0,46,1894,1123,754,16,17,3,2,107,117,5,6,42,2,5,331,26,0,17,24,50
5,BIHOR,"COLEGIUL NAŢIONAL ”MIHAI EMINESCU”",121,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:33",1057,1057,0,456,424,0,32,1216,760,446,10,7,1,3,54,135,4,4,33,0,3,118,12,0,15,27,30
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",154,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:26:26",1501,1501,0,882,867,0,15,1649,767,852,30,10,2,2,81,442,0,2,19,4,1,223,13,1,9,11,32
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",155,"MUNICIPIUL MARGHITA",26877,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:53:24",1457,1457,0,797,784,0,13,1598,801,751,46,0,0,0,71,303,0,0,20,0,0,264,17,5,20,19,32
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",156,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:29:31",1212,1212,0,653,633,0,20,1332,679,634,17,13,1,2,45,235,6,0,21,5,3,248,16,1,14,7,17
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",158,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:43:51",1229,1229,0,650,629,0,21,1344,694,639,11,11,2,1,45,214,5,1,15,2,2,269,11,2,27,9,23
5,BIHOR,"COLEGIUL NAŢIONAL ”OCTAVIAN GOGA”",157,"MUNICIPIUL MARGHITA",26877,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 00:42:03",1136,1136,0,598,591,0,7,1262,664,589,9,5,1,0,49,258,1,7,4,0,1,213,7,3,20,8,12
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",25,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:09",1653,1653,0,634,604,0,30,1821,1187,617,17,19,3,5,92,88,2,3,20,2,2,271,22,3,24,29,32
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",24,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:10:10",1321,1321,0,547,532,0,15,1455,908,541,6,9,3,1,83,74,5,5,20,3,2,239,28,3,24,23,19
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",27,"MUNICIPIUL ORADEA",26564,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:12:59",1377,1377,0,559,541,0,18,1506,947,546,13,9,1,4,75,79,8,3,24,3,4,234,24,3,22,21,32
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",26,"MUNICIPIUL ORADEA",26564,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:24:22",1483,1483,0,575,538,0,37,1631,1056,559,16,12,1,2,92,46,5,1,21,1,1,246,29,2,33,26,41
5,BIHOR,"COLEGIUL NAȚIONAL ”ONISIFOR GHIBU”",23,"MUNICIPIUL ORADEA",26564,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:21:56",1610,1610,0,699,634,0,65,1765,1066,688,11,33,0,1,78,81,7,2,51,5,0,278,40,5,12,34,61
