precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL S.O.S. ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA AUR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL DIASPORA UNITĂ-voturi"
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",198,SĂLCIOARA,94330,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:34:07",831,831,0,660,587,0,73,900,240,624,36,20,13,27,5,3,3,1,190,2,3,0,7,348,1,0,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ",112,BORĂNEŞTI,179784,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:48:39",962,962,0,642,639,0,3,1050,408,555,87,23,1,3,10,3,5,5,81,1,4,0,31,385,2,0,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",93,ALEXENI,100852,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:28:47",832,832,0,610,575,0,35,900,290,551,59,42,2,6,8,4,5,7,54,1,4,2,12,399,2,0,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU ALDEA VOIEVOD” - CORP A (ȘCOALA NOUĂ)",94,ALEXENI,100852,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:31:12",1016,1016,0,691,670,0,21,1100,409,614,77,38,6,9,2,2,0,13,67,3,4,2,10,450,3,0,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ” ALEXANDRU RĂDULESCU ” MĂRCULEŞTI",171,MĂRCULEŞTI,179980,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:16:48",1290,1290,0,839,815,0,24,1450,611,793,46,57,3,7,12,3,6,0,153,5,3,1,7,526,1,1,8
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",213,SUDIŢI,94535,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:34:59",834,834,0,651,625,0,26,900,249,619,32,39,7,2,5,4,8,14,61,2,6,1,17,442,3,2,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”APOSTOL D. CULEA”",212,SUDIŢI,94535,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:59:34",770,770,0,574,532,0,42,850,276,534,40,24,7,1,7,2,3,10,58,2,2,2,9,403,1,0,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”ARHIMANDRIT TEOFIL” BALACIU",103,BALACIU,92907,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:24:54",311,311,0,212,206,0,6,350,138,195,17,9,4,0,1,2,2,12,17,2,2,0,41,101,1,0,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”AUREL VLAICU”",45,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:12:47",1013,1013,0,502,502,0,0,1100,598,480,22,30,7,10,2,18,2,13,68,0,1,3,21,292,3,5,5
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",107,BĂRBULEŞTI,180064,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:18:00",1125,1125,0,297,297,0,0,1250,953,286,11,3,0,0,0,1,2,0,6,0,2,0,0,272,0,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",109,BĂRBULEŞTI,180064,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:23:24",1322,1322,0,327,327,0,0,1495,1168,310,17,5,0,0,0,1,0,0,9,0,3,0,0,291,0,0,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",106,BĂRBULEŞTI,180064,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:24:53",1044,1044,0,290,290,0,0,1150,860,281,9,5,0,1,0,0,0,0,6,0,0,0,0,269,0,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRBULEŞTI",108,BĂRBULEŞTI,180064,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:59:51",1139,1139,0,311,311,0,0,1200,889,291,20,2,0,0,1,0,0,0,6,0,0,0,0,282,0,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ BĂRCĂNEŞTI-CORP A",110,BĂRCĂNEŞTI,101056,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 10:52:58",1231,1231,0,902,847,0,55,1350,448,829,73,49,15,2,10,7,7,6,66,3,5,1,69,582,2,4,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ BORA",31,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:18:38",1023,1023,0,435,429,0,6,1145,710,383,52,26,7,3,3,4,7,5,50,3,2,1,9,255,3,1,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ BORA",30,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:49",747,747,0,320,304,0,16,850,530,302,18,24,4,2,2,10,4,4,41,4,5,2,10,187,0,0,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIOCHINA",122,CIOCHINA,93101,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:53:35",1173,1173,0,755,712,0,43,1300,545,717,38,31,5,11,2,79,7,14,72,1,3,1,10,465,4,6,6
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIULNIȚA",125,CIULNIŢA,93156,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:29:08",968,968,0,627,606,0,21,1050,423,580,47,22,10,10,1,12,11,7,96,7,3,3,18,372,5,0,3
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ COCORA",129,COCORA,93209,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:14:16",766,766,0,544,533,0,11,850,306,515,29,15,0,1,6,4,3,0,36,1,1,0,83,360,2,2,1
23,IALOMIŢA,"SCOALA GIMNAZIALA CONSTANTIN GURGU NR. 1",159,"GURA IALOMIŢEI",180046,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:59:04",945,945,0,675,656,0,19,1050,375,627,48,34,7,1,6,16,1,7,256,5,1,0,40,244,4,0,5
23,IALOMIŢA,"SCOALA GIMNAZIALA ”CONSTANTIN STEFAN”",91,ALBEŞTI,92783,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:21:36",503,503,0,307,276,0,31,550,243,286,21,22,4,1,4,0,2,0,47,1,3,1,7,190,0,2,2
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",54,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:15:42",930,930,0,415,405,0,10,1000,585,388,27,26,6,8,2,14,3,2,50,2,5,4,28,223,3,5,7
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",52,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:38:44",1176,1176,0,533,523,0,10,1300,767,514,19,41,15,0,0,12,2,11,65,4,4,5,22,321,4,1,7
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”DIMITRIE CANTEMIR”",53,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:04:49",898,898,0,426,416,0,10,1000,574,415,11,13,5,11,2,5,2,17,66,2,1,1,28,248,1,5,8
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ DRIDU - CORP C1",138,DRIDU,102703,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:15:34",941,941,0,579,552,0,27,990,411,521,58,39,14,8,1,0,9,14,79,2,5,3,13,315,2,5,12
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C1",142,FĂCĂENI,93575,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:40:34",1181,1181,0,693,674,0,19,1300,607,672,21,39,5,6,9,1,3,9,293,1,6,2,53,236,1,5,3
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C2",143,FĂCĂENI,93575,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 19:09:00",1572,1572,0,824,788,0,36,1750,926,775,49,51,8,0,4,2,8,9,380,1,4,1,24,278,1,0,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ FĂCĂENI - CLĂDIRE C3",144,FĂCĂENI,93575,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:50:15",905,905,0,513,489,0,24,997,484,477,36,30,10,0,3,5,2,10,234,2,2,1,35,142,1,0,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",72,"ORAŞ AMARA",92836,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:05:00",1367,1367,0,687,673,0,14,1500,813,665,22,48,14,6,1,4,14,26,182,4,11,3,51,282,4,3,12
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”",73,"ORAŞ AMARA",92836,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:18:11",1410,1410,0,713,697,0,16,1558,845,666,47,47,16,11,4,12,5,12,123,2,6,4,40,371,3,1,9
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”GEORGE VÂLSAN”- CORP C1",74,"ORAŞ AMARA",92836,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:40:33",1451,1451,0,705,684,0,21,1600,895,666,39,47,6,1,4,3,8,18,197,2,10,2,41,309,5,2,11
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",150,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:46:43",1061,1061,0,621,603,0,18,1150,529,576,45,30,4,8,3,5,6,16,52,3,4,0,19,414,2,2,8
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GHEORGHE DOJA SITUATĂ ÎN GHEORGHE DOJA",149,"GHEORGHE DOJA",93600,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:08",1010,1010,0,601,588,0,13,1116,515,564,37,32,9,5,3,6,7,7,49,3,3,0,9,422,0,3,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",16,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:36:32",1365,1365,0,569,554,0,15,1500,931,550,19,44,9,8,3,14,8,13,122,3,8,5,28,268,5,3,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ ”GHEORGHE LAZĂR”",15,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:51:12",1464,1464,0,648,632,0,16,1600,952,625,23,44,14,14,7,19,13,9,87,6,4,1,45,331,6,5,20
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ GIURGENI",153,GIURGENI,93646,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:13:48",1084,1084,0,745,667,0,78,1200,455,718,27,65,2,6,12,5,1,4,79,0,1,1,24,514,3,0,1
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”IONEL PERLEA” OGRADA",183,OGRADA,179819,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:54:20",1178,1178,0,571,565,0,6,1300,729,554,17,37,7,9,2,2,5,7,104,3,6,1,14,352,3,1,1
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA",161,"ION ROATĂ",103862,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:24:18",860,860,0,504,488,0,16,950,446,455,49,36,6,8,5,9,15,11,102,5,15,0,43,185,4,3,8
23,IALOMIŢA,"ŞCOALA GIMNAZIALA ION ROATA(STRUCTURA BROSTENI)",163,"ION ROATĂ",103862,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:32:15",1178,1178,0,662,653,0,9,1293,631,574,88,51,18,4,8,5,20,21,159,10,27,6,24,202,18,1,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",173,"MIHAIL KOGĂLNICEANU",93995,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:25:23",1225,1224,1,808,767,1,40,1350,542,731,77,50,6,8,12,55,12,10,103,3,1,6,47,400,9,3,6
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP A",35,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:10:37",1418,1418,0,525,516,0,9,1550,1025,479,46,57,4,1,4,5,6,0,89,5,1,1,8,290,0,1,7
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",37,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:06:59",953,953,0,420,408,0,12,1050,630,394,26,46,9,6,3,1,4,11,61,2,4,2,7,231,2,1,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP B",36,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:57:38",966,966,0,369,359,0,10,1050,681,345,24,37,5,3,2,5,2,7,37,2,4,1,3,231,2,2,2
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZUL” - CORP D",38,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:33:56",854,854,0,382,375,0,7,950,568,365,17,36,10,2,3,1,4,4,47,3,2,3,13,226,2,0,9
23,IALOMIŢA,"ŞCOALA GIMNAZIALA MILOŞEŞTI",174,MILOŞEŞTI,94045,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:38:16",1348,1348,0,875,862,0,13,1450,575,813,62,51,3,2,4,6,6,6,57,0,3,1,25,641,0,2,6
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",179,MOVILIŢA,104270,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:33:48",1129,1129,0,808,779,0,29,1250,442,753,55,29,22,3,18,4,0,4,167,4,7,3,31,437,3,1,20
23,IALOMIŢA,"SCOALA GIMNAZIALA MOVILITA",180,MOVILIŢA,104270,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:47:27",809,809,0,563,543,0,20,900,337,515,48,27,6,3,6,2,4,0,109,0,4,0,24,325,1,0,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",4,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:41:50",891,891,0,479,365,0,114,1000,521,447,32,7,9,14,7,11,6,16,71,6,8,5,34,232,7,5,9
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ NR. 3",3,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 15:54:37",1061,1061,0,457,421,0,36,1200,753,425,22,22,10,14,2,14,6,11,66,1,2,2,33,228,2,2,10
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",32,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:49:13",1043,1043,0,503,495,0,8,1150,647,477,26,24,12,6,4,9,3,12,77,5,8,2,25,278,2,3,7
23,IALOMIŢA,"ŞCOALA GIMNAZIALÃ NR.5 SLOBOZIA NOUÃ",33,"MUNICIPIUL SLOBOZIA",92658,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:23:49",989,989,0,468,453,0,15,1100,632,448,20,29,4,10,3,10,8,13,83,4,4,3,25,238,1,6,7
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PERIEȚI",185,PERIEŢI,94161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:19:42",1034,1034,0,650,620,0,30,1150,500,626,24,48,11,6,1,7,16,11,89,4,4,3,28,381,1,7,9
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ PLATONEȘTI",190,PLATONEŞTI,180000,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:41:08",731,731,0,514,488,0,26,806,292,501,13,24,2,4,9,1,6,6,175,2,1,2,58,208,1,1,1
23,IALOMIŢA,"SCOALA GIMNAZIALA RADULESTI",191,RĂDULEŞTI,101243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:09:31",684,684,0,581,453,0,128,750,169,535,46,25,5,3,2,5,5,2,40,4,1,1,10,429,0,3,0
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ”",40,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:46:37",935,935,0,328,318,0,10,1050,722,312,16,61,2,4,1,3,7,5,42,2,2,0,10,164,2,3,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",41,"MUNICIPIUL FETEŞTI",92701,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:30",793,793,0,320,304,0,16,900,580,303,17,23,9,7,3,10,4,2,48,1,5,1,7,176,1,2,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”RADU VODĂ” - GRĂDINIŢA ŞCOLII GIMNAZIALE NR.4",42,"MUNICIPIUL FETEŞTI",92701,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:28:53",956,956,0,395,384,0,11,1050,655,326,69,25,1,2,8,4,7,5,59,3,8,0,14,185,1,0,4
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”ROMAN IALOMIȚEANUL”",99,AXINTELE,100923,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:37:42",499,499,0,351,334,0,17,550,199,320,31,26,3,3,2,3,4,0,30,1,2,0,7,238,1,0,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SĂVENI",201,SĂVENI,94376,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:29:17",1209,1209,0,607,581,0,26,1300,693,585,22,42,5,3,1,5,7,7,86,2,1,1,12,404,1,4,4
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ SCÂNTEIA",205,SCÂNTEIA,94429,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:55:06",1006,1006,0,581,554,0,27,1100,519,541,40,23,2,7,2,2,4,9,74,3,0,0,11,402,1,1,0
23,IALOMIŢA,"ŞCOALA GIMNAZIALĂ ”SF. ANDREI”",19,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:04:24",1454,1454,0,682,665,0,17,1624,942,652,30,23,19,22,2,17,5,19,72,2,4,9,66,370,10,1,11
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ „SF. ANDREI”",20,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:35:34",1312,1312,0,640,620,0,20,1458,818,624,16,29,18,21,2,10,6,23,97,2,4,3,70,308,4,3,24
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",83,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:14:22",1450,1450,0,566,545,0,21,1599,1033,557,9,17,14,9,4,33,5,11,102,1,1,2,71,278,2,2,5
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ ”SPIRU HARET” ȚĂNDĂREI",84,"ORAŞ ŢĂNDĂREI",92765,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:13:19",1553,1553,0,499,492,0,7,1708,1209,461,38,13,5,2,11,11,3,4,86,1,0,0,42,279,1,0,3
23,IALOMIŢA,"ŞCOALA NOUĂ",168,MANASIA,100736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:59:38",1284,1284,0,713,696,0,17,1400,687,667,46,57,11,2,3,42,8,22,109,2,3,3,151,246,2,3,3
23,IALOMIŢA,"ŞCOALA NOUĂ",169,MANASIA,100736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:55:02",1223,1223,0,661,653,0,8,1350,689,614,47,37,8,10,5,36,8,11,102,6,0,1,114,270,4,1,1
23,IALOMIŢA,"ŞCOALA NOUĂ",170,MANASIA,100736,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:28:31",1131,1131,0,608,595,0,13,1250,642,584,24,34,14,9,0,55,2,10,89,3,8,2,102,243,5,2,6
23,IALOMIŢA,"ŞCOALA NR.1 JILAVELE",164,JILAVELE,103960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:37:46",1107,1107,0,690,675,0,15,1219,529,638,52,31,13,7,5,4,4,9,91,1,2,1,7,455,5,1,2
23,IALOMIŢA,"ŞCOALA NR.2 JILAVELE",165,JILAVELE,103960,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:55:30",1170,1170,0,723,705,0,18,1300,577,680,43,55,9,5,5,10,0,18,86,2,6,0,10,467,0,2,5
23,IALOMIŢA,"ŞCOALA ORBOEŞTI",96,ANDRĂŞEŞTI,92872,5,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:50:10",257,257,0,177,155,0,22,300,123,164,13,9,2,1,1,4,0,2,33,0,0,0,8,103,1,0,0
23,IALOMIŢA,"ŞCOALA PRIMARĂ",199,SĂLCIOARA,94330,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:37:53",792,792,0,646,571,0,75,900,254,596,50,24,5,12,2,6,0,3,104,2,2,1,1,433,0,1,0
23,IALOMIŢA,"ŞCOALA PRIMARĂ CONDEEŞTI",111,BĂRCĂNEŞTI,101056,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:44",1378,1378,0,843,822,0,21,1500,657,708,135,37,6,0,15,4,5,2,61,1,3,1,37,530,2,0,4
23,IALOMIŢA,"ȘCOALA PRIMARĂ HORIA",101,AXINTELE,100923,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:22:45",451,451,0,273,267,0,6,500,227,250,23,4,0,2,8,1,0,3,107,1,0,0,14,109,0,0,1
23,IALOMIŢA,"ȘCOALA PRIMARĂ MISLEANU",187,PERIEŢI,94161,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:11:53",676,676,0,403,382,0,21,750,347,379,24,43,2,2,3,1,4,2,57,3,2,1,4,250,3,1,1
23,IALOMIŢA,"ȘCOALA PRIMARĂ PĂLTINIȘU",188,PERIEŢI,94161,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:07:04",920,920,0,532,520,0,12,1000,471,484,45,40,17,0,3,5,12,7,69,1,1,1,27,295,3,3,0
23,IALOMIŢA,"SCOALA PRIMARA SARATENI",200,SĂRĂŢENI,180019,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:48:33",886,886,0,522,451,0,71,950,428,471,51,26,4,7,3,8,4,7,50,5,3,1,10,335,3,0,5
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ ” ARETA TEODORESCU”",156,GRIVIŢA,93735,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:25:02",903,903,0,581,540,0,41,1000,419,532,49,25,8,8,5,9,7,2,65,2,0,1,80,318,0,1,1
23,IALOMIŢA,"ȘCOALA PROFESIONALĂ” ARETA TEODORESCU”",157,GRIVIŢA,93735,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:02:38",899,899,0,560,494,0,66,1000,440,507,53,24,8,1,7,0,5,7,66,1,0,1,71,310,4,1,1
23,IALOMIŢA,"ŞCOALA REVIGA",193,REVIGA,94269,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:56:31",1012,1012,0,566,543,0,23,1100,534,523,43,24,8,0,5,1,1,5,35,1,1,1,16,415,2,1,7
23,IALOMIŢA,"ŞCOALA ROVINE",195,REVIGA,94269,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:42:25",699,699,0,402,381,0,21,750,348,365,37,31,2,4,0,4,5,1,19,0,2,1,1,288,2,1,4
23,IALOMIŢA,"ŞCOLA PROFESIONALĂ TRAIAN",215,TRAIAN,179702,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:12:16",1257,1257,0,874,827,0,47,1400,526,736,138,22,9,3,6,1,5,1,42,0,7,1,4,633,1,1,0
23,IALOMIŢA,"SEDIU CONSILIUL LOCAL",77,"ORAŞ FIERBINŢI-TÂRG",102749,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:56:30",1291,1291,0,887,825,0,62,1400,513,850,37,42,23,8,6,7,7,18,81,5,5,2,64,563,1,3,15
23,IALOMIŢA,"SEMINARUL TEOLOGIC ORTODOX ”SF. IOAN GURĂ DE AUR”,",12,"MUNICIPIUL SLOBOZIA",92658,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:43:06",880,880,0,430,406,0,24,1000,570,422,8,15,17,15,3,9,2,20,69,9,2,3,40,202,6,4,6
