precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GHEORGHE VLAD-DAN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
25,ILFOV,"SALA DE SPORT ”ANDREEA ISĂRESCU”",112,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:10:59",1839,1839,0,912,894,0,18,2000,1088,888,24,23,7,10,6,14,6,19,4,105,33,489,12,18,57,9,76
25,ILFOV,"SALA DE SPORT CIOLPANI",179,CIOLPANI,101902,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:14:24",1903,1903,0,1163,1116,0,47,2100,937,1099,64,22,7,5,4,18,2,12,2,194,16,688,3,21,53,3,49
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA",162,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:36:07",1814,1814,0,1146,1128,0,18,2000,854,1102,44,41,4,21,13,17,6,7,3,99,34,653,5,22,117,4,56
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",165,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:52:27",1799,1799,0,1080,1041,0,39,2000,920,1042,38,41,12,4,2,33,8,9,4,127,73,478,5,47,136,11,52
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",166,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:58:44",1995,1995,0,637,522,0,115,2150,1513,631,6,73,10,6,5,10,4,14,1,84,50,128,3,62,112,3,66
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",164,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:38:23",1960,1960,0,1065,1006,0,59,2150,1085,1031,34,64,3,4,9,26,4,27,11,133,57,429,5,38,133,11,77
25,ILFOV,"SALA DE SPORT ”CONCORDIA CHIAJNA”",163,CHIAJNA,179249,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:10:38",1953,1953,0,1089,1049,0,40,2050,961,1060,29,48,4,13,8,38,9,12,6,113,60,481,0,42,165,6,55
25,ILFOV,"SALA DE SPORT OTOPENI",56,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:42:20",1724,1724,0,989,951,0,38,1902,913,951,38,68,4,5,5,31,7,27,4,89,53,427,3,54,127,12,35
25,ILFOV,"SALA DE SPORT OTOPENI",57,"ORAŞ OTOPENI",179481,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:36:15",1618,1618,0,940,895,0,45,1748,808,898,42,58,5,5,7,24,6,13,6,97,70,390,3,41,131,8,34
25,ILFOV,"SC ANYADE GYM CLASS SRL",9,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:51:41",1514,1514,0,664,623,0,41,1650,986,654,10,38,4,2,5,11,1,7,2,71,61,180,2,47,181,9,33
25,ILFOV,"SC ANYADE GYM CLASS SRL",8,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 04:12:35",1616,1616,0,625,607,0,18,1750,1125,602,23,33,0,8,6,8,1,7,4,78,60,176,3,27,158,6,27
25,ILFOV,"SC ANYADE GYM CLASS SRL",10,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:10:30",1518,1518,0,689,616,0,73,1650,961,670,19,26,6,12,4,18,1,14,2,73,50,217,2,41,167,11,26
25,ILFOV,"SC ANYADE GYM CLASS SRL",7,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:11:08",1219,1219,0,574,504,0,70,1350,776,564,10,28,5,18,3,5,2,14,8,63,64,178,0,29,119,4,24
25,ILFOV,"SC IRIMPEX COM SRL",101,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:06:47",464,464,0,355,330,0,25,500,145,354,1,5,0,0,0,2,1,1,0,64,3,222,3,9,20,1,23
25,ILFOV,"SC IRIMPEX COM SRL",100,"ORAŞ POPEŞTI-LEORDENI",179533,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:49:59",1674,1674,0,1178,1164,0,14,1800,622,1153,25,10,6,0,2,0,0,3,0,166,14,857,2,14,30,5,44
25,ILFOV,"ŞCOALA COZIENI",226,GĂNEASA,103130,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:45:41",675,675,0,557,548,0,9,750,193,500,57,0,1,6,3,2,2,2,0,50,4,396,1,1,6,0,26
25,ILFOV,"SCOALA CU CLASELE I-IV",135,AFUMAŢI,100834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:11:29",1427,1427,0,922,893,0,29,1550,628,904,18,50,9,11,6,22,5,8,3,103,23,510,4,30,72,6,42
25,ILFOV,"ŞCOALA DE 4 ANI",237,GRUIU,103513,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:58:39",1559,1559,0,992,948,0,44,1700,708,943,49,12,11,4,3,8,1,10,1,121,16,609,2,15,70,3,57
25,ILFOV,"ŞCOALA DE 4 ANI",240,GRUIU,103513,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:34:37",665,665,0,506,484,0,22,750,244,473,33,4,2,0,0,5,0,0,0,58,8,330,3,11,24,0,28
25,ILFOV,"ŞCOALA DE 8 ANI",239,GRUIU,103513,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:07:34",1839,1839,0,1137,1085,0,52,2000,863,1087,50,12,16,5,6,12,3,10,8,151,13,667,12,27,70,7,68
25,ILFOV,"ŞCOALA DIN SATUL MERII PETCHII",255,NUCI,104421,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:24:51",831,831,0,704,659,0,45,900,196,657,47,7,18,8,5,8,2,5,12,93,15,297,8,15,121,2,41
25,ILFOV,"ŞCOALA DIN SATUL MICŞUNEŞTII-MOARĂ",256,NUCI,104421,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:57:42",1308,1308,0,1088,1000,0,88,1450,362,961,127,7,7,10,11,15,3,4,10,113,10,539,15,19,140,4,54
25,ILFOV,"ŞCOALA GĂNEASA",225,GĂNEASA,103130,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:09:28",823,823,0,621,562,0,59,902,281,592,29,11,2,4,6,9,1,12,1,60,18,377,2,21,25,2,41
25,ILFOV,"ŞCOALA GENERALĂ DIN CARTIERUL BĂJENARI",149,BRĂNEŞTI,101298,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:47",1801,1801,0,995,966,0,29,2000,1005,952,43,24,12,19,4,22,10,10,16,138,37,504,3,35,67,9,42
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",207,DĂRĂŞTI-ILFOV,102525,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:54:23",1203,1203,0,946,904,0,42,1300,354,911,35,14,8,4,4,1,2,6,7,148,6,563,11,18,73,2,44
25,ILFOV,"ŞCOALA GENERALĂ NR. 1",206,DĂRĂŞTI-ILFOV,102525,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:47:37",1054,1053,1,709,704,0,5,1100,391,697,12,0,0,0,0,0,0,0,0,153,0,427,0,0,111,0,6
25,ILFOV,"ȘCOALA GENERALĂ NR.1",131,AFUMAŢI,100834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:24:36",724,724,0,529,494,0,35,800,272,505,23,11,7,2,7,9,3,2,0,66,14,307,4,16,29,4,24
25,ILFOV,"ŞCOALA GENERALĂ NR. 1 CU CLASELE V - VIII",132,AFUMAŢI,100834,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:45:35",1134,1134,0,745,712,0,33,1250,505,714,31,22,2,2,8,7,7,7,2,98,23,402,6,29,45,5,49
25,ILFOV,"ȘCOALA GENERALĂ NR. 2",222,DRAGOMIREŞTI-VALE,102605,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:59:07",1384,1384,0,873,751,0,122,1500,627,845,28,19,7,3,11,11,0,6,3,128,28,448,4,19,100,2,56
25,ILFOV,"ŞCOALA GENERALĂ NR. 2 CU CLASELE I - IV",134,AFUMAŢI,100834,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:52",1767,1767,0,1157,1102,0,55,1950,793,1126,31,27,7,4,6,16,3,6,3,124,18,777,5,33,33,2,62
25,ILFOV,"ŞCOALA GENERALĂ NR. 3 CU CLASELE I - IV",133,AFUMAŢI,100834,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:00:08",1690,1690,0,1241,1190,0,51,1845,604,1197,44,12,10,18,8,13,2,4,5,77,15,917,7,18,31,1,59
25,ILFOV,"ŞCOALA GENERALĂ SNAGOV",267,SNAGOV,105160,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 05:35:49",1904,1904,0,1185,1084,0,101,2100,915,1147,38,34,13,13,6,21,1,9,1,198,42,633,10,27,102,7,30
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",119,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:01:14",1874,1874,0,1092,1062,0,30,2050,958,1015,77,20,12,7,14,18,5,14,8,138,27,575,3,26,58,7,83
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",116,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:45:09",1752,1752,0,1039,993,0,46,1900,861,991,48,36,14,12,7,30,9,8,5,127,28,557,7,31,58,4,58
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",117,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:57:53",1675,1675,0,813,782,0,31,1850,1037,785,28,21,13,8,14,19,4,5,6,115,23,389,0,27,74,11,56
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",114,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:53:22",1532,1532,0,783,761,0,22,1650,867,759,24,25,10,6,7,14,3,7,7,84,29,415,6,21,57,8,60
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",113,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:31",1357,1357,0,721,683,0,38,1500,779,704,17,30,2,3,4,8,5,11,2,89,48,334,2,19,100,5,42
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",115,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:48:26",1879,1879,0,994,952,0,42,2050,1056,951,43,29,11,13,6,17,7,15,8,121,42,485,13,30,88,7,59
25,ILFOV,"ŞCOALA GIMNAZIALĂ ANTON PANN",118,"ORAŞ VOLUNTARI",179551,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 08:53:20",1774,1774,0,918,896,0,22,1950,1032,877,41,27,10,8,12,13,5,12,0,130,18,498,2,23,43,4,72
25,ILFOV,"ȘCOALA GIMNAZIALĂ ANTON PANN",120,"ORAŞ VOLUNTARI",179551,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:06:04",1774,1774,0,864,843,0,21,1950,1086,830,34,44,6,15,8,21,4,8,2,87,50,406,5,24,105,2,43
25,ILFOV,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN I.BĂICOIANU”",271,SNAGOV,105160,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 05:31:43",1474,1474,0,938,887,0,51,1600,662,911,27,14,10,7,12,14,0,9,6,132,19,548,5,24,51,2,58
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU”",40,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:31:58",1098,1098,0,461,452,0,9,1204,743,431,30,20,9,4,4,8,1,8,0,68,9,223,4,13,28,4,28
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I- VIII NR.1 ”PROF. ION VIŞOIU” -",37,"ORAŞ CHITILA",179285,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:22:16",1618,1618,0,669,637,0,32,1800,1131,642,27,18,14,16,6,5,4,3,1,140,21,317,2,22,28,6,39
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",42,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:22:56",1099,1099,0,510,504,0,6,1199,689,491,19,24,3,1,4,9,2,3,1,64,10,281,0,21,27,2,39
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF. ION VIŞOIU”",36,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:57:46",1694,1694,0,921,871,0,50,1842,921,879,42,35,6,2,0,10,7,14,5,102,90,362,1,47,164,7,27
25,ILFOV,"ŞCOALA GIMNAZIALĂ CU CLASELE I-VIII NR.1 ”PROF.ION VIŞOIU”",35,"ORAŞ CHITILA",179285,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:12:57",1580,1580,0,740,724,0,16,1750,1010,707,33,27,8,12,6,17,9,6,4,108,27,359,4,26,58,9,27
25,ILFOV,"SCOALA GIMNAZIALA CU CLASELE I-VIII NR. 1 PROF. ION VISOIU, STRUCTURA CU CLASELE I-IV SI GRUPE DE PRESCOLARI ION OLTEANU-CHITILA",38,"ORAŞ CHITILA",179285,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:41:59",1519,1519,0,804,780,0,24,1650,846,772,32,32,10,3,4,13,5,6,3,107,40,393,3,18,95,9,31
25,ILFOV,"ŞCOALA GIMNAZIALĂ DASCĂLU",204,DASCĂLU,102473,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:49:37",1918,1918,0,1392,1316,0,76,2100,708,1309,83,37,22,4,6,18,7,8,1,164,20,791,6,22,78,11,114
25,ILFOV,"ȘCOALA GIMNAZIALĂ ”GHEORGHE CORNELIU”",218,DOMNEŞTI,102570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:13:56",1355,1355,0,742,629,0,113,1500,758,721,21,37,9,13,4,16,4,8,4,81,82,305,5,19,101,4,29
25,ILFOV,"ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU",219,DOMNEŞTI,102570,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:05:34",1195,1195,0,674,589,0,85,1300,626,651,23,21,1,6,2,6,2,3,1,71,40,372,8,13,61,4,40
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",91,"ORAŞ POPEŞTI-LEORDENI",179533,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:51:39",1840,1840,0,1306,1216,0,90,1950,644,1263,43,38,1,16,7,16,2,8,8,301,58,548,1,33,192,8,26
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",94,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:17:49",1124,1124,0,664,591,0,73,1200,536,651,13,34,4,5,3,11,3,5,0,139,50,232,4,27,108,5,21
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",93,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:44:37",1836,1836,0,1223,1170,0,53,2000,777,1183,40,37,4,9,4,23,3,11,4,263,67,594,1,21,108,3,31
25,ILFOV,"ŞCOALA GIMNAZIALĂ IOAN BĂDESCU",92,"ORAŞ POPEŞTI-LEORDENI",179533,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:40:57",1402,1402,0,1084,1032,0,52,1550,466,1057,27,37,8,21,9,27,3,5,7,317,58,413,12,22,87,3,28
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",147,BERCENI,101145,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 04:20:04",1934,1934,0,1480,1335,0,145,2100,620,1431,49,49,6,12,8,17,10,11,14,160,63,853,6,37,102,10,73
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",192,COPĂCENI,179588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:26:15",1014,1014,0,769,762,0,7,1100,331,733,36,10,10,4,0,7,0,47,0,107,2,470,3,17,15,4,37
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1",146,BERCENI,101145,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:50:41",1825,1825,0,1364,1167,0,197,2000,636,1330,34,52,8,3,5,27,4,15,8,140,87,733,2,73,128,7,38
25,ILFOV,"ŞCOALA GIMNAZIALA NR.1",148,BRĂNEŞTI,101298,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:09:23",1034,1034,0,559,547,0,12,1150,591,530,29,24,4,7,4,10,6,4,14,56,13,308,3,25,24,3,25
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",210,DOBROEŞTI,179310,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:50:12",1589,1589,0,885,854,0,31,1750,865,852,33,43,9,10,12,19,10,50,5,118,31,361,11,21,97,7,48
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",230,GLINA,179347,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:54:50",1698,1698,0,1005,984,0,21,1900,895,950,55,7,8,7,5,12,2,6,0,178,12,634,6,15,21,2,35
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",209,DOBROEŞTI,179310,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:37:05",1854,1854,0,913,877,0,36,2000,1087,890,23,24,5,12,12,28,6,51,3,159,40,339,9,23,120,6,53
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",231,GLINA,179347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:59:19",1673,1673,0,889,861,0,28,1850,961,861,28,32,8,2,4,16,5,8,3,160,20,464,4,37,55,6,37
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",193,CORBEANCA,102160,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:00:08",973,973,0,570,512,0,58,1098,528,543,27,22,5,6,5,20,3,8,2,107,46,156,4,22,96,9,32
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",208,DOBROEŞTI,179310,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:18:33",1593,1593,0,958,910,0,48,1750,792,903,55,35,10,18,7,13,6,31,4,108,36,442,2,30,103,5,53
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",194,CORBEANCA,102160,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:49:38",1918,1917,1,1199,1117,0,82,2100,901,1177,22,49,4,6,12,23,6,31,4,151,106,274,16,36,401,17,41
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",199,CORNETU,102213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 18:42:24",1195,1195,0,593,568,0,25,1302,709,567,26,19,2,5,1,12,0,1,0,103,18,303,13,16,30,12,32
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",155,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:39:00",794,794,0,553,517,0,36,900,347,532,21,4,7,4,2,6,2,2,0,50,9,375,2,14,15,2,38
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",154,CERNICA,101742,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:22:29",820,820,0,586,505,0,81,900,314,561,25,17,3,2,1,10,2,2,2,69,17,346,8,14,31,1,36
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",203,CORNETU,102213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:44:05",1225,1225,0,633,613,0,20,1369,736,609,24,15,7,10,6,9,0,10,1,114,12,326,3,14,45,4,33
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",202,CORNETU,102213,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:20:32",1025,1025,0,540,528,0,12,1100,560,524,16,13,4,4,5,5,4,8,3,76,12,293,5,25,38,1,28
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",156,CERNICA,101742,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 17:28:40",913,913,0,564,555,0,9,1000,436,532,32,2,3,3,1,3,1,2,1,62,3,408,6,6,5,0,26
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",201,CORNETU,102213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:55:33",1020,1020,0,502,484,0,18,1100,598,489,13,18,3,1,7,12,3,6,3,90,12,250,9,10,35,2,28
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",200,CORNETU,102213,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:42:11",954,954,0,476,460,0,16,1050,574,448,28,13,6,1,4,9,3,5,1,75,9,226,2,16,35,2,41
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR.1",243,JILAVA,179383,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:01:28",1853,1853,0,1125,1087,0,38,2013,888,1052,73,26,27,7,4,12,7,5,2,155,20,610,2,38,42,5,90
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",138,BALOTEŞTI,100969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:11:19",1014,1014,0,587,574,0,13,1100,513,564,23,11,6,0,4,18,8,5,3,93,13,285,4,20,56,6,32
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 BALOTEŞTI",137,BALOTEŞTI,100969,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:57:45",1251,1251,0,742,697,0,45,1350,608,705,37,32,7,5,3,6,6,5,2,101,31,360,2,30,62,9,44
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",1,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:47:10",1396,1396,0,696,651,0,45,1500,804,662,34,23,11,3,8,7,4,13,0,122,12,287,2,32,62,5,71
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",2,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:39:09",1393,1393,0,766,737,0,29,1550,784,729,37,35,12,3,7,12,8,20,2,128,17,322,2,19,51,5,86
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",4,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:52:25",1064,1064,0,570,553,0,17,1150,580,547,23,17,11,2,5,7,7,13,1,94,10,258,3,15,45,7,52
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",3,"ORAŞ BRAGADIRU",179221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:03:44",1455,1455,0,756,740,0,16,1600,844,730,26,25,12,10,5,10,6,9,5,133,30,339,12,11,64,2,57
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU",5,"ORAŞ BRAGADIRU",179221,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:28:57",1469,1469,0,716,693,0,23,1600,884,701,15,26,5,7,13,16,7,14,4,89,42,287,1,46,92,7,45
25,ILFOV,"SCOALA GIMNAZIALA NR.1 BRANESTI",150,BRĂNEŞTI,101298,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:10",1335,1335,0,751,712,0,39,1500,749,717,34,27,6,10,5,12,5,0,8,100,16,416,4,25,45,4,34
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",21,"ORAŞ BUFTEA",100576,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:46:40",1726,1726,0,970,946,0,24,1900,930,933,37,28,6,12,20,27,6,14,2,121,28,481,9,20,89,6,64
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",22,"ORAŞ BUFTEA",100576,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:34:08",1801,1801,0,971,950,0,21,2000,1029,927,44,32,8,11,12,20,5,8,2,126,21,503,4,21,69,9,76
25,ILFOV,"ȘCOALA GIMNAZIALĂ NR. 1 BUFTEA",20,"ORAŞ BUFTEA",100576,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:39:10",1631,1631,0,936,935,0,1,1800,864,896,37,29,12,8,16,24,7,8,1,120,18,486,4,25,60,0,78
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",184,CIOROGÂRLA,101957,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:19:12",1952,1952,0,1204,1162,0,42,2150,946,1150,54,33,12,10,3,9,2,8,2,168,0,716,5,26,81,11,64
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA",183,CIOROGÂRLA,101957,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 15:47:09",1473,1473,0,1075,1007,0,68,1600,525,982,37,27,5,4,11,12,4,10,3,85,41,627,4,22,69,9,49
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",127,"1 DECEMBRIE",102543,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:30:09",1972,1972,0,988,950,0,38,2200,1212,952,36,26,5,7,6,11,5,13,0,266,48,383,6,25,109,2,40
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP A",128,"1 DECEMBRIE",102543,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 19:50:24",1867,1867,0,891,865,0,26,2050,1159,840,51,41,8,8,13,14,0,4,2,252,27,320,3,26,56,3,63
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1, CORP B",130,"1 DECEMBRIE",102543,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:49:43",1560,1560,0,796,767,0,29,1700,904,757,39,27,2,6,9,10,6,3,4,242,16,280,3,27,43,4,75
