precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"ALIANȚA AUR-voturi","PARTIDUL PATRIOȚILOR-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","GHEORGHE VLAD-DAN-voturi","PARTIDUL DIASPORA UNITĂ-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","PARTIDUL ROMÂNIA MARE-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi"
30,OLT,"ŞCOALA GIMNAZIALĂ GEORGE POBORAN",47,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:04:32",1353,1353,0,731,714,0,17,1498,747,711,20,97,3,1,32,18,26,16,10,412,12,6,3,8,60,3,4
30,OLT,"ŞCOALA GIMNAZIALĂ GEORGE POBORAN",48,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:09:18",1094,1094,0,516,505,0,11,1202,701,486,15,75,2,3,5,9,26,14,31,264,8,8,6,0,29,4,2
30,OLT,"SCOALA GIMNAZIALA GEORGE VISAN POTELU",225,IANCA,127251,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:34:55",937,937,0,657,630,0,27,1033,376,609,48,67,1,0,32,3,0,9,2,471,1,3,3,0,17,0,0
30,OLT,"ŞCOALA GIMNAZIALĂ GHEORGHE MAGHERU",62,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:32:45",1765,1765,0,895,875,0,20,1951,1056,866,29,146,4,4,66,16,12,15,16,519,7,12,3,4,27,2,13
30,OLT,"ŞCOALA GIMNAZIALĂ GHIMPEŢENI",209,GHIMPEŢENI,130311,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:45:46",756,756,0,574,542,0,32,835,261,548,26,148,1,1,18,4,4,2,3,340,2,11,5,1,8,0,0
30,OLT,"ŞCOALA GIMNAZIALĂ GRĂDINARI",215,GRĂDINARI,127171,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:41:57",763,763,0,631,555,0,76,838,207,603,28,107,1,1,23,5,12,12,2,413,0,3,2,5,12,0,5
30,OLT,"SCOALA GIMNAZIALA HOTARANI",200,FĂRCAŞELE,127019,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:35:44",664,664,0,395,390,0,5,734,339,379,16,50,3,1,40,4,2,3,1,259,4,5,0,2,3,2,0
30,OLT,"SCOALA GIMNAZIALA ICOANA",229,ICOANA,127322,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:01:37",487,487,0,393,350,0,43,531,137,372,21,65,1,1,21,0,0,11,4,254,2,0,4,0,8,1,0
30,OLT,"ŞCOALA GIMNAZIALĂ ” ION I.GRAURE ” BĂLTENI",127,BĂLTENI,130286,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:41:18",1316,1316,0,811,803,0,8,1444,633,783,28,111,4,0,52,4,7,9,1,553,7,5,0,10,15,1,4
30,OLT,"ŞCOALA GIMNAZIALĂ MATEI BASARAB",141,BRÂNCOVENI,126022,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:25:32",847,847,0,713,602,0,111,924,211,653,60,58,4,1,31,3,7,6,3,494,4,7,0,1,33,0,1
30,OLT,"SCOALA GIMNAZIALĂ ”MIHAIL DRUMES”",73,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:24:45",1268,1268,0,607,561,0,46,1395,788,579,28,85,11,2,25,12,11,13,14,338,0,5,7,3,49,1,3
30,OLT,"SCOALA GIMNAZIALĂ ”MIHAIL DRUMES”",72,"ORAŞ BALŞ",125418,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:50:40",1634,1634,0,786,760,0,26,1803,1017,756,30,113,20,2,32,22,20,20,8,468,8,13,0,1,25,1,3
30,OLT,"ŞCOALA GIMNAZIALĂ MIHAIL EMINESCU",86,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:12:26",1176,1176,0,489,477,0,12,1312,823,450,39,74,2,1,26,5,6,6,7,293,8,1,3,0,15,0,3
30,OLT,"ŞCOALA GIMNAZIALĂMIHAIL EMINESCU",87,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 22:42:12",1052,1052,0,413,400,0,13,1165,752,387,26,60,5,3,28,6,6,2,6,238,5,6,4,0,17,1,0
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",17,"MUNICIPIUL SLATINA",125347,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:57:19",1412,1412,0,703,685,0,18,1560,857,677,26,69,0,8,36,14,20,33,17,373,14,7,9,12,63,0,2
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",18,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:04:20",1221,1221,0,635,625,0,10,1361,730,601,30,85,5,5,35,7,20,16,10,347,48,3,3,7,0,2,8
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE TITULESCU",56,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:10:31",1533,1533,0,675,668,0,7,1695,1020,653,22,109,5,6,24,15,18,15,9,396,8,5,3,4,30,3,3
30,OLT,"ŞCOALA GIMNAZIALĂ NICOLAE TITULESCU",57,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:03:37",1317,1317,0,609,606,0,3,1459,850,590,0,81,8,2,36,17,18,9,10,358,10,2,1,4,29,0,5
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 1",4,"MUNICIPIUL SLATINA",125347,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 21:13:14",1146,1146,0,685,658,0,27,1263,578,657,28,89,3,14,30,24,13,9,19,373,11,6,5,5,51,4,1
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 1",5,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:34:42",1016,1016,0,609,596,0,13,1118,509,590,19,58,0,4,24,0,18,8,14,405,8,6,2,6,28,5,4
30,OLT,"ŞCOALA GIMNAZIALĂ NR.1",65,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:06:35",1512,1512,0,818,807,0,11,1670,853,776,41,157,11,4,23,10,17,10,14,468,8,3,4,6,34,4,3
30,OLT,"SCOALA GIMNAZIALA NR. 1 BALS",68,"ORAŞ BALŞ",125418,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:24:22",1220,1220,0,625,601,0,24,1345,720,545,80,89,4,2,24,6,10,8,7,365,1,0,2,5,16,3,3
30,OLT,"ŞCOALA GIMNAZIALĂ NR.2",58,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:41:50",1485,1485,0,699,679,0,20,1641,942,653,46,119,1,5,27,15,16,11,6,387,5,3,3,7,42,3,3
30,OLT,"SCOALA GIMNAZIALĂ NR 2 VIRTINA",67,"ORAŞ BALŞ",125418,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:37:21",1161,1161,0,620,605,0,15,1283,663,598,22,103,4,1,21,7,11,10,7,395,2,6,6,2,16,3,4
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",31,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:40:48",1209,1209,0,563,551,0,12,1345,783,542,20,82,5,5,27,24,19,15,16,258,16,10,4,2,50,3,6
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",63,"MUNICIPIUL CARACAL",125472,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:23:30",1651,1651,0,875,856,0,19,1818,962,829,27,140,5,6,50,11,19,15,18,487,7,4,4,6,51,1,5
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",32,"MUNICIPIUL SLATINA",125347,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:34:31",810,810,0,401,387,0,14,898,497,394,7,73,0,1,23,18,14,10,6,198,6,3,3,1,35,2,1
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",33,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:10:28",1451,1451,0,682,670,0,12,1608,926,657,25,97,4,5,45,15,21,21,15,344,20,7,1,2,51,6,3
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",30,"MUNICIPIUL SLATINA",125347,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:06:28",1389,1389,0,672,663,0,9,1536,864,646,26,93,4,4,43,13,24,17,20,329,15,6,0,2,69,6,1
30,OLT,"ŞCOALA GIMNAZIALĂ NR. 3",64,"MUNICIPIUL CARACAL",125472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:54:44",1837,1837,0,938,916,0,22,2018,1080,889,49,146,9,2,41,10,17,18,10,587,6,4,2,7,26,0,4
30,OLT,"SCOALA GIMNAZIALĂ NR 3 ROMANA",66,"ORAŞ BALŞ",125418,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:55:56",889,889,0,498,478,0,20,979,483,472,24,65,5,0,19,2,2,3,2,355,1,0,4,0,13,1,0
30,OLT,"ŞCOALA GIMNAZIALĂ OBOGA",262,OBOGA,127812,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:31:05",972,972,0,666,590,0,76,1070,404,637,29,53,2,1,26,4,6,3,2,524,2,5,2,3,0,1,3
30,OLT,"SCOALA GIMNAZIALA OLARI",275,PÂRŞCOVENI,128178,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:24:45",1108,1108,0,703,672,0,31,1221,518,668,35,84,1,3,43,4,1,0,2,501,2,8,0,4,13,1,1
30,OLT,"ŞCOALA GIMNAZIALĂ OPTAŞI MĂGURA",265,OPTAŞI-MĂGURA,127901,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:05:12",928,928,0,703,594,0,109,1025,323,687,15,27,2,1,3,1,7,2,1,624,4,7,1,1,3,1,2
30,OLT,"ŞCOALA GIMNAZIALĂ OSICA DE JOS",268,"OSICA DE JOS",130357,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:14:06",1202,1202,0,907,778,0,129,1322,415,907,0,3,2,0,0,0,0,0,2,900,0,0,0,0,0,0,0
30,OLT,"SCOALA GIMNAZIALA PIRSCOVENI",274,PÂRŞCOVENI,128178,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:46:59",1298,1298,0,951,855,0,96,1428,477,899,52,150,3,4,53,3,3,8,3,631,1,10,2,4,23,0,1
30,OLT,"ŞCOALA GIMNAZIALĂ PLEŞOIU",277,PLEŞOIU,128221,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:12:59",1262,1262,0,917,900,0,17,1389,470,867,50,134,0,5,39,0,7,16,7,609,3,10,5,5,17,5,5
30,OLT,"ȘCOALA GIMNAZIALĂ REDEA",287,REDEA,128524,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 11:24:43",835,835,0,635,559,0,76,927,292,610,25,104,3,1,44,10,9,9,3,398,2,7,4,2,11,1,2
30,OLT,"ȘCOALA GIMNAZIALĂ REDEA",288,REDEA,128524,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:42:54",758,758,0,557,513,0,44,834,277,524,33,72,12,0,24,4,6,2,3,383,2,3,0,1,9,2,1
30,OLT,"ŞCOALA GIMNAZIALĂ SAT TUDOR VLADIMIRESCU",91,"ORAŞ CORABIA",125542,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:20:58",450,450,0,196,190,0,6,497,301,183,13,35,3,1,14,3,3,4,1,96,1,1,1,2,17,0,1
30,OLT,"ŞCOALA GIMNAZIALĂ SCĂRIŞOARA",299,SCĂRIŞOARA,128613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:21:32",895,895,0,501,494,0,7,988,487,433,68,33,1,1,8,3,1,2,3,370,2,2,2,1,2,0,2
30,OLT,"ŞCOALA GIMNAZIALĂ SCĂRIŞOARA",300,SCĂRIŞOARA,128613,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:37:05",888,888,0,540,523,0,17,979,448,472,59,42,1,0,22,0,2,1,1,384,2,6,1,0,8,1,1
30,OLT,"ŞCOALA GIMNAZIALĂ SCHITU",302,SCHITU,128659,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 23:18:43",1057,1057,0,657,636,0,21,1162,505,603,54,73,2,2,33,1,2,5,5,425,15,4,16,3,15,1,1
30,OLT,"ŞCOALA GIMNAZIALĂ SÎMBUREŞTI",296,SÂMBUREŞTI,128882,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:53:16",828,828,0,673,552,0,121,868,195,628,45,48,2,1,20,3,5,5,1,522,3,4,3,3,4,1,3
30,OLT,"ŞCOALA GIMNAZIALĂ SPĂTARU",169,CUNGREA,126503,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:53:47",204,204,0,204,153,0,51,228,26,193,9,31,1,0,4,3,2,2,1,133,5,0,2,2,7,0,0
30,OLT,"SCOALA GIMNAZIALA SPECIALA",69,"ORAŞ BALŞ",125418,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:12:32",1706,1706,0,761,741,0,20,1880,1119,685,76,110,6,1,24,11,11,9,6,455,6,5,8,2,28,1,2
30,OLT,"ŞCOALA GIMNAZIALĂ ŞTEFAN PROTOPOPESCU",10,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:32:56",1653,1653,0,779,755,0,24,1827,1048,775,4,94,9,8,70,14,22,12,10,441,16,6,7,12,46,4,4
30,OLT,"ŞCOALA GIMNAZIALĂ ŞTEFAN PROTOPOPESCU",11,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:35:04",1637,1637,0,739,721,0,18,1812,1073,712,27,123,7,1,54,20,17,15,5,392,22,6,9,3,31,4,3
30,OLT,"ȘCOALA GIMNAZIALĂ STREJEȘTI",319,STREJEŞTI,129139,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:38:31",784,784,0,550,529,0,21,863,313,502,48,73,1,3,29,7,11,12,3,340,2,6,4,1,5,1,4
30,OLT,"ŞCOALA GIMNAZIALĂ TĂTULEŞTI",330,TĂTULEŞTI,129317,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:37:58",412,412,0,432,266,0,166,475,43,415,17,56,2,3,17,7,4,2,1,295,6,2,1,3,16,0,0
30,OLT,"SCOALA GIMNAZIALA TEIS",78,"ORAŞ BALŞ",125418,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 09:24:11",639,639,0,382,369,0,13,705,323,362,20,55,3,2,7,0,7,5,1,255,2,7,1,1,14,0,2
30,OLT,"SCOALA GIMNAZIALA TOPANA",338,TOPANA,129503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:15:59",253,253,0,230,169,0,61,243,13,221,9,20,1,1,9,2,0,3,1,175,0,1,0,0,8,0,0
30,OLT,"ŞCOALA GIMNAZIALĂ TRAIAN",343,TRAIAN,129567,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:02:25",1217,1217,0,811,773,0,38,1339,528,730,81,119,4,1,21,0,5,2,8,447,53,3,3,3,59,0,2
30,OLT,"ŞCOALA GIMNAZIALĂ TRAIAN",342,TRAIAN,129567,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:28:03",1126,1126,0,741,697,0,44,1244,503,646,95,130,6,0,29,3,6,1,2,358,62,8,6,5,26,2,2
30,OLT,"SCOALA GIMNAZIALA URSOAIA",231,ICOANA,127322,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:09:09",495,495,0,412,387,0,25,546,134,379,33,69,0,1,37,2,8,0,3,240,2,11,1,1,3,0,1
30,OLT,"SCOALA GIMNAZIALAVIRGIL MAZILESCU",81,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:37:52",974,974,0,429,414,0,15,1075,646,402,27,55,3,1,19,5,11,9,7,251,2,3,7,4,23,1,1
30,OLT,"ŞCOALA GIMNAZIALĂ VIRGIL MAZILESCU",82,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:16:02",1074,1074,0,518,497,0,21,1182,664,494,24,69,4,1,18,5,14,7,10,315,8,1,5,1,34,1,1
30,OLT,"ŞCOALA GIMNAZIALĂ VIRGIL MAZILESCU",83,"ORAŞ CORABIA",125542,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:19:30",869,869,0,410,396,0,14,956,546,373,37,49,3,1,16,10,14,6,8,218,5,3,4,3,28,1,4
30,OLT,"ȘCOALA GIMNAZIALĂ VLĂDILA",371,VLĂDILA,130026,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:34:26",814,814,0,515,501,0,14,900,385,469,46,59,3,3,30,5,6,11,2,328,3,6,2,1,5,0,5
30,OLT,"ȘCOALA GIMNAZIALĂ VLĂDILA",372,VLĂDILA,130026,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:56:52",770,770,0,482,439,0,43,846,383,458,5,76,1,1,23,2,9,8,5,316,5,6,2,1,0,1,2
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",22,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:55:55",1380,1380,0,683,634,0,49,1541,858,662,21,81,3,6,40,12,23,19,11,384,13,4,12,11,39,1,3
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",23,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 18:37:52",1135,1135,0,633,547,0,86,1257,624,609,24,104,4,5,33,19,18,19,7,326,7,6,6,4,46,2,3
30,OLT,"ŞCOALA GIMNAZIALĂ VLAICU VODĂ",24,"MUNICIPIUL SLATINA",125347,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:03:29",1363,1363,0,735,667,0,68,1512,810,678,24,95,0,5,34,0,31,22,15,414,7,1,4,11,36,0,3
30,OLT,"ȘCOALA GIMNAZIALĂ ”VOIEVOD BRÂNCOVEANU”",140,BRÂNCOVENI,126022,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:46:17",803,803,0,579,533,0,46,896,317,543,36,55,2,3,37,1,7,8,1,398,2,3,5,6,14,0,1
30,OLT,"SCOALA GIMNAZIALA VULPENI",378,VULPENI,130124,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 16:24:47",743,743,0,502,418,0,84,780,278,481,21,79,3,1,0,4,2,2,3,337,1,9,0,2,35,2,1
30,OLT,"SCOALA GIMNAZIALA VULPENI-STRUCTURA GROPSANI",376,VULPENI,130124,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:50",643,643,0,486,462,0,24,707,221,454,32,143,2,0,19,0,1,6,3,268,0,1,0,2,8,0,1
30,OLT,"SCOALA GOJGAREI",340,TOPANA,129503,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:55:03",95,95,0,115,77,0,38,123,8,114,1,16,0,0,1,0,0,1,2,89,1,0,0,0,4,0,0
30,OLT,"ŞCOALA JIENI",295,RUSĂNEŞTI,128588,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:30:40",942,942,0,565,538,0,27,1042,477,521,44,92,2,1,28,3,7,7,4,347,1,9,3,4,11,2,0
30,OLT,"ŞCOALA MIHĂEŞTI",245,MIHĂEŞTI,127536,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:02:14",617,617,0,472,392,0,80,681,209,453,19,42,0,1,17,7,4,6,3,360,0,1,0,4,6,0,2
30,OLT,"ŞCOALA MIRCEŞTI",332,TĂTULEŞTI,129317,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:46:14",116,116,0,139,82,0,57,143,7,127,9,20,1,0,14,0,0,1,1,70,1,2,1,1,15,0,0
30,OLT,"ŞCOALA MOVILENI",253,MOVILENI,127689,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:57:19",988,988,0,622,602,0,20,1089,467,619,3,131,5,0,2,8,0,0,0,466,2,0,2,3,0,0,0
30,OLT,"ŞCOALA NOUA",235,IZBICENI,127368,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 21:23:42",1292,1292,0,938,915,0,23,1431,493,900,38,78,4,1,23,12,18,8,4,434,1,7,2,16,287,2,3
30,OLT,"ŞCOALA OBOGA DE JOS",263,OBOGA,127812,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:03:07",401,401,0,267,243,0,24,440,173,262,5,17,0,0,11,1,2,5,1,218,0,1,0,0,3,2,1
30,OLT,"ŞCOALA POIANA",286,RADOMIREŞTI,128472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 23:23:34",197,197,0,140,124,0,16,217,77,132,8,15,0,0,19,0,3,1,2,88,1,1,0,0,2,0,0
30,OLT,"ŞCOALA PRIMARĂ",281,POBORU,128301,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 01:19:46",215,215,0,145,139,0,6,239,94,136,9,17,0,0,5,0,0,0,0,110,0,0,2,0,2,0,0
30,OLT,"ȘCOALA PRIMARĂ",250,MORUNGLAV,127625,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 22:06:25",1113,1113,0,804,734,0,70,1220,416,740,64,83,1,2,18,3,9,1,3,557,22,5,3,9,21,2,1
30,OLT,"ŞCOALA PRIMARĂ IZVORU",203,GĂNEASA,127064,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 12:33:40",574,574,0,480,449,0,31,629,149,459,21,21,0,0,9,2,6,0,0,419,0,1,0,0,1,0,0
30,OLT,"ŞCOALA PRIMARĂ LISA",304,SCHITU,128659,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:30:18",299,299,0,181,176,0,5,330,149,160,21,18,1,0,6,0,0,0,1,111,13,1,0,1,7,0,1
30,OLT,"ŞCOALA PRIMARĂ MALU-ROŞU",244,MĂRUNŢEI,127493,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:04",117,117,0,82,71,0,11,128,46,80,2,12,1,0,7,0,0,0,0,55,2,0,1,0,2,0,0
30,OLT,"ŞCOALA PRIMARĂ PETCULEŞTI",216,GRĂDINARI,127171,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:52:46",927,927,0,634,607,0,27,1017,383,596,38,492,2,0,6,1,3,2,2,85,0,0,1,0,2,0,0
30,OLT,"ȘCOALA PRIMARĂ, SAT.DIENCI",380,VULTUREŞTI,130231,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 17:05:51",755,755,0,618,531,0,87,833,215,594,24,65,0,0,36,2,2,2,0,478,0,3,2,0,4,0,0
30,OLT,"ŞCOALA PRIMARĂ TOMENI",272,"OSICA DE SUS",127983,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:32:43",374,374,0,222,212,0,10,410,188,206,16,15,0,0,12,0,0,3,0,170,1,3,0,0,2,0,0
30,OLT,"ŞCOALA PRIMARĂ VIIŞOARA",241,MĂRUNŢEI,127493,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:59:32",804,804,0,582,522,0,60,886,304,546,36,64,1,2,38,2,6,7,4,396,6,8,0,2,10,0,0
30,OLT,"ȘCOALA ROȘIENII MARI",190,DOBRUN,126825,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:43:24",597,597,0,409,389,0,20,657,248,397,12,50,0,0,14,1,1,1,0,319,1,2,0,2,5,0,1
30,OLT,"ŞCOALA STOBORĂŞTI",345,TUFENI,129585,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 13:16:26",913,913,0,472,449,0,23,1014,542,455,17,125,0,2,26,4,2,4,1,272,4,6,2,2,3,2,0
30,OLT,"SCOALA UNGURENI",341,TOPANA,129503,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:14:26",83,83,0,100,62,0,38,107,7,90,10,27,0,0,0,2,0,3,0,55,0,0,0,0,3,0,0
30,OLT,"ŞCOALA VECHE",233,IZBICENI,127368,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:08:52",903,903,0,636,627,0,9,998,362,611,25,64,2,1,17,3,10,4,1,340,1,9,2,3,152,1,1
30,OLT,"ŞCOALĂ VECHE",284,RADOMIREŞTI,128472,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 00:47:10",554,554,0,356,334,0,22,612,258,338,16,39,1,1,30,4,0,5,2,244,6,3,1,1,1,0,0
30,OLT,"ȘCOALA VECHE - CORP 1",346,URZICA,129629,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:57:42",1122,1122,0,780,762,0,18,1231,451,744,36,129,2,1,36,5,5,8,1,540,6,0,1,0,8,0,2
30,OLT,"SCOALA VECHE FRUNZARU",314,SPRÂNCENATA,129040,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-12 01:12:16",482,482,0,361,341,0,20,528,167,343,18,48,0,0,19,0,0,0,0,257,0,0,0,0,19,0,0
30,OLT,"SCOALA VECHE STĂVARU",347,URZICA,129629,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:30:29",552,552,0,404,382,0,22,608,204,380,24,53,0,0,30,2,6,6,0,271,0,5,0,4,3,0,0
30,OLT,"ȘCOALA VÎLCELE",358,VÂLCELE,129987,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:36:48",1257,1257,0,885,811,0,74,1390,507,849,34,124,3,1,46,3,3,6,0,632,3,11,1,7,9,0,0
30,OLT,"SCOALA ZANOAGA",177,DĂNEASA,126585,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:39:01",327,327,0,222,215,0,7,362,140,209,13,24,1,1,22,0,1,1,1,138,0,0,0,1,19,0,0
30,OLT,"SEDIU FOSTĂ BRIGADĂ AGRICOLĂ",130,BĂRĂŞTI,125757,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:22:26",51,51,0,69,40,0,29,85,16,65,4,4,1,0,0,0,0,0,0,56,0,1,0,0,1,1,1
30,OLT,"SEDIUL FOSTEI C.A.P.",292,ROTUNDA,128560,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 12:05:55",1144,1144,0,847,815,0,32,1248,401,796,51,428,6,0,17,4,3,3,0,318,0,4,1,4,7,0,1
