precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP IONEL-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","JARDA TRAIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOTA CĂTĂLIN-GRIGORE-PARTIDUL NAȚIONAL LIBERAL-voturi","NICULAI IOAN-PANTILIMON-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CENTRUL MISIONAR DE TINERET ”IOAN BUNEA” SÂNGEORZ-BĂI",83,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:05",1490,1479,1,7,3,730,720,0,7,3,721,9,1600,870,221,28,380,92
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",81,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:46",1334,1327,2,5,0,757,752,0,5,0,734,23,1500,743,154,29,446,105
6,BISTRIŢA-NĂSĂUD,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 SÂNGEORZ-BĂI",80,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:53",1358,1346,1,11,0,643,632,0,11,0,619,24,1500,857,206,43,327,43
6,BISTRIŢA-NĂSĂUD,"LICEUL TEORETIC ”SOLOMON HALIȚĂ”",82,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:11:00",1290,1277,1,9,3,617,605,0,9,3,606,11,1387,770,141,12,336,117
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",79,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:58",1451,1440,3,8,0,732,724,0,8,0,717,15,1600,868,218,23,352,124
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ ”ARTEMIU PUBLIU ALEXI” SÎNGEORZ-BĂI",78,"ORAŞ SÂNGEORZ-BĂI",32599,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:42",1345,1330,2,7,6,621,608,0,7,6,611,10,1450,829,194,39,271,107
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORMAIA",84,"ORAŞ SÂNGEORZ-BĂI",32599,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:08:55",773,765,0,8,0,393,385,0,8,0,322,71,843,450,67,12,228,15
