precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STÎNGĂ CORNELIU-PARTIDUL SOCIAL DEMOCRAT-voturi","BOTEZATU VALERICĂ-UNIUNEA SALVAȚI ROMÂNIA-voturi","NISTOR COSTEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PUIU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi"
39,VASLUI,"CENTRU SOCIAL BUMBĂTA",513,VETRIŞOAIA,166672,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:50:37",100,84,0,9,7,64,48,0,9,7,64,0,100,36,33,1,10,20
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RARES” - CENTRU",511,VETRIŞOAIA,166672,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:32:16",1405,1342,0,7,56,825,762,0,7,56,797,28,1557,732,510,17,56,214
39,VASLUI,"LICEUL TEHNOLOGIC ”PETRU RAREȘ” VETRIȘOAIA",512,VETRIŞOAIA,166672,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:12:50",811,759,0,7,45,517,465,0,7,45,496,21,870,353,343,4,15,134
