precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TÎRZIU LAURENŢIU-IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","GRUESCU RĂZVAN-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",322,BELINŢ,155797,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:48:00",191,176,1,6,8,121,106,1,6,8,115,6,200,79,109,6
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL BABSA-GRUNI",320,BELINŢ,155797,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:43",172,165,0,4,3,119,112,0,4,3,105,14,200,81,101,4
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CHIZATAU",321,BELINŢ,155797,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:06",602,557,1,7,37,414,373,0,7,34,405,9,700,286,397,8
37,TIMIŞ,"PRIMĂRIA BELINŢ",319,BELINŢ,155797,1,PROV,PRCNCT,P,P_SV,"2024-06-10 16:09:49",1110,1030,3,12,65,802,725,2,12,63,782,18,1192,392,739,43
