precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MAN DOREL-LIVIU-PARTIDUL SOCIAL DEMOCRAT-voturi","CIORLĂUŞ CĂLIN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DIACONU LIVIU-MIHAI-UNIUNEA SALVAȚI ROMÂNIA-voturi","JURJE SORIN-MARIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SAVA DAN-DOREL-PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"CĂMIN CULTURAL CUCIULAT",206,LETCA,141786,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:20:27",137,122,0,10,5,92,77,0,10,5,87,5,130,38,62,11,10,3,1
33,SĂLAJ,"CLĂDIREA FOSTULUI CONSILIU CIULA",204,LETCA,141786,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:00:30",77,56,0,20,1,77,56,0,20,1,72,5,90,13,39,4,13,13,3
33,SĂLAJ,"PRIMĂRIA COMUNEI LETCA",203,LETCA,141786,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:54",432,393,4,25,10,315,279,1,25,10,298,17,460,145,151,64,48,19,16
33,SĂLAJ,"ŞCOALA COZLA",205,LETCA,141786,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:23:55",173,158,0,13,2,118,103,0,13,2,115,3,180,62,67,4,15,27,2
33,SĂLAJ,"ŞCOALA LEMNIU",207,LETCA,141786,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:29",375,325,0,41,9,266,216,0,41,9,265,1,342,76,195,18,34,11,7
33,SĂLAJ,"ŞCOALA PURCĂREŢ",208,LETCA,141786,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:36:32",99,87,0,8,4,68,56,0,8,4,64,4,100,32,36,13,14,1,0
33,SĂLAJ,"ŞCOALA ŞOIMUŞENI",209,LETCA,141786,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:51:58",60,48,0,7,5,50,38,0,7,5,49,1,70,20,28,4,2,15,0
33,SĂLAJ,"ŞCOALA TOPLIŢA",210,LETCA,141786,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:17:52",99,80,0,17,2,82,63,0,17,2,82,0,100,18,53,6,12,9,2
