precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RUSU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","URSACHI LUMINIŢA-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUTNARU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","URSACHE MARINEL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CASA DE PRĂZNUIRE PAROHIA ALBEȘTI-REDIU",360,BRĂEŞTI,96058,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:31",590,554,1,15,20,346,311,0,15,20,332,14,600,254,5,15,300,12
24,IAŞI,"LICEUL TEHNOLOGIC BRAESTI",357,BRĂEŞTI,96058,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:43:23",942,870,0,27,45,564,492,0,27,45,549,15,1000,436,3,14,504,28
24,IAŞI,"SCOALA CU CLASELE I-IV",358,BRĂEŞTI,96058,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:45",212,203,0,7,2,112,103,0,7,2,109,3,212,100,0,6,95,8
24,IAŞI,"ŞCOALA GENERALĂ CRISTEŞTI",359,BRĂEŞTI,96058,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:17",822,780,0,15,27,455,413,0,15,27,445,10,800,345,4,34,348,59
