precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MANICEA GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞURLAN RĂDUCU-DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","FILIP CEZAR-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"CENTRU DE PROMOVARE A SĂNĂTĂŢII",273,"OSICA DE SUS",127983,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:01",491,466,0,15,10,369,344,0,15,10,362,7,510,141,13,163,186
30,OLT,"ŞCOALA GENERALĂ GRECI",271,"OSICA DE SUS",127983,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:27:54",781,750,0,18,13,564,533,0,18,13,552,12,825,261,9,269,274
30,OLT,"ŞCOALA GENERALĂ NR. 2",270,"OSICA DE SUS",127983,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:23:10",1319,1284,1,11,23,918,884,0,11,23,899,19,1400,482,47,413,439
30,OLT,"ŞCOALA PRIMARĂ TOMENI",272,"OSICA DE SUS",127983,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:39",382,374,0,8,0,220,212,0,8,0,216,4,405,185,0,34,182
30,OLT,"SPATIUL COMERCIAL DUDE GHEORGHE",269,"OSICA DE SUS",127983,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:04",980,937,0,11,32,653,610,0,11,32,640,13,1025,372,56,335,249
