precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SPĂTĂRELU VALENTIN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","ANTONESCU ŞTEFAN-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","NIŢĂ AUREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
31,PRAHOVA,"CĂMIN CULTURAL DIN SATUL VALEA PLOPULUI",519,POSEŞTI,134648,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:47:38",782,761,1,7,13,455,434,1,7,13,433,22,795,340,395,9,29
31,PRAHOVA,"CĂMINUL CULTURAL DIN SATUL NUCSOARA DE SUS",517,POSEŞTI,134648,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:49:45",1197,1177,0,6,14,794,774,0,6,14,772,22,1294,500,719,25,28
31,PRAHOVA,"CĂMINUL CULTURAL DIN SATUL POSEŞTII-PĂMÂNTENI",516,POSEŞTI,134648,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:17:28",610,590,0,4,16,384,364,0,4,16,369,15,695,311,326,24,19
31,PRAHOVA,"FOSTA ŞCOALĂ GENERALĂ CU CLASELE I-IV DIN SATUL TÂRLEŞTI",518,POSEŞTI,134648,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:31:41",431,427,0,4,0,267,263,0,4,0,256,9,489,219,242,4,10
