precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRICOP MIHAELA-PARTIDUL SOCIAL DEMOCRAT-voturi","HOLICOV PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","STAN ION-BOGDAN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
24,IAŞI,"SALA DE SPORT SINEŞTI",663,SINEŞTI,99058,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:34:22",1294,1262,0,4,28,647,615,0,4,28,619,28,1400,753,58,506,55
24,IAŞI,"ŞCOALA GIMNAZIALA OSOI",665,SINEŞTI,99058,4,PART,PRCNCT,P,P_SV,"2024-06-10 15:13:29",846,830,0,9,7,176,160,0,9,7,161,15,900,724,16,142,3
24,IAŞI,"ŞCOALA GIMNAZIALA STORNEŞTI",666,SINEŞTI,99058,3,PART,PRCNCT,P,P_SV,"2024-06-10 12:40:03",862,824,0,5,33,418,380,0,5,33,394,24,900,482,27,361,6
24,IAŞI,"ŞCOALA PRIMARA BOCNIŢA",664,SINEŞTI,99058,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:50",275,262,0,4,9,155,142,0,4,9,147,8,300,145,22,119,6
