precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TELEMAN RĂZVAN-ANDREI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STROIA ROMULUS-PARTIDUL NAȚIONAL LIBERAL-voturi","MUNTEAN AURELIA-MINERVA-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BUNILA",327,BUNILA,89026,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:02:27",75,56,0,18,1,61,42,0,18,1,61,0,68,7,16,38,7
22,HUNEDOARA,"CĂMINUL CULTURAL POIENIȚA VOINII",329,BUNILA,89026,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:00",79,71,0,8,0,69,61,0,8,0,68,1,83,14,5,35,28
22,HUNEDOARA,"CLĂDIRE DISPENSAR MEDICAL CERNIȘOARA FLORESE",328,BUNILA,89026,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:23",143,111,0,24,8,143,111,0,24,8,140,3,165,22,3,128,9
