precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMON ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","GERGELY MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","CRIŞAN LUCIAN-EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi"
28,MUREŞ,"CĂMIN CULTURAL CHIRILEU",515,SÂNPAUL,119466,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:50:46",725,714,3,6,2,416,408,0,6,2,349,67,790,374,268,20,61
28,MUREŞ,"CĂMINUL CULTURAL",518,SÂNPAUL,119466,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:00:23",1020,962,0,13,45,730,672,0,13,45,720,9,1050,316,690,6,24
28,MUREŞ,"CĂMINUL CULTURAL",516,SÂNPAUL,119466,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:24:36",153,138,4,6,5,82,71,0,6,5,81,1,160,78,74,1,6
28,MUREŞ,"CĂMINUL CULTURAL",517,SÂNPAUL,119466,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:14:42",228,220,3,5,0,119,114,0,5,0,113,6,240,121,46,4,63
28,MUREŞ,"CĂMINUL CULTURAL SÂNPAUL",514,SÂNPAUL,119466,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:26:22",1456,1407,1,2,46,915,867,0,2,46,868,47,1557,642,659,30,179
