precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","COZARIUC DUMITRU-voturi"
7,BOTOŞANI,"ŞCOALA GENERALĂ",377,ŞENDRICENI,39122,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:30:32",498,491,0,5,2,247,240,0,5,2,235,12,600,353,109,72,26,11,2,11,4
7,BOTOŞANI,"ŞCOALA GENERALĂ COBÎLA",376,ŞENDRICENI,39122,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:02:16",766,757,0,7,2,424,415,0,7,2,396,25,800,376,224,50,73,16,3,18,12
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALECU IVAN GHILEA”",375,ŞENDRICENI,39122,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:01:42",1224,1209,1,3,11,644,629,1,3,11,622,22,1300,656,389,80,34,32,17,26,44
7,BOTOŞANI,"ŞCOALA PRIMARĂ VICTOR ISĂCEANU,CORP I",378,ŞENDRICENI,39122,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:15:20",823,817,0,0,6,399,393,0,0,6,380,19,967,568,193,93,19,46,6,15,8
