precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SPUZĂ VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","PÎRŞAN OVIDIU-EMIL-PARTIDUL NAȚIONAL LIBERAL-voturi","MOISĂ ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHIŢĂ CRISTINEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TĂNASIE EMIL-voturi"
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV ALMĂJEL",283,VLĂDAIA,113929,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:01",689,591,0,98,0,381,283,0,98,0,359,22,404,23,174,171,7,6,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV SCORILA",284,VLĂDAIA,113929,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:54",158,140,0,17,1,108,97,0,10,1,98,10,151,43,16,74,2,6,0
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV ŞTIRCOVIŢA",285,VLĂDAIA,113929,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:00:56",184,145,0,39,0,144,105,0,39,0,139,5,154,10,55,80,2,2,0
27,MEHEDINŢI,"ŞCOALA I-VIII PREDA BUZESCU, VLĂDAIA",282,VLĂDAIA,113929,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:44",506,371,0,129,6,368,233,0,129,6,354,12,404,38,142,194,2,15,1
