precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAVID SIMONA-PARTIDUL NAȚIONAL LIBERAL-voturi","DRAGOMIR PUIU-MIŞU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TRETIACENCO PAUL-PARTIDUL SOCIAL DEMOCRAT-voturi","STAN MARIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi","GOCIU GHEORGHE-IRINEL-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PALAGHIE CRISTIAN-PARTIDUL PATRIOȚILOR-voturi","NIŢĂ VIOREL-voturi"
31,PRAHOVA,"CAMINUL CULTURAL CALINESTI",426,FLOREŞTI,133330,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:32:36",1078,1068,0,7,3,596,586,0,7,3,584,12,1200,604,401,9,143,5,6,14,6
31,PRAHOVA,"GRADINIȚA DIN SAT FLOREȘTI",421,FLOREŞTI,133330,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:29:39",997,973,0,13,11,651,627,0,13,11,644,7,1100,449,528,11,56,7,4,15,23
31,PRAHOVA,"PRIMĂRIA COMUNEI FLOREȘTI",424,FLOREŞTI,133330,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:13",572,567,0,4,1,321,316,0,4,1,309,12,600,279,225,8,37,8,4,14,13
31,PRAHOVA,"SCOALA CU CLASELE I-VIII CATINA",425,FLOREŞTI,133330,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:45:38",842,793,0,6,43,503,454,0,6,43,493,10,900,397,302,8,162,5,2,5,9
31,PRAHOVA,"SCOALA CU CLASELE I - VIII FLORESTI (LOCALUL NOU)",422,FLOREŞTI,133330,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:08:33",1471,1466,1,4,0,832,828,0,4,0,817,15,1600,768,625,11,56,18,5,28,74
31,PRAHOVA,"SCOALA CU CLASELE I-VIII FLORESTI (LOCALUL VECHI)",423,FLOREŞTI,133330,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:25",1133,1118,0,8,7,672,657,0,8,7,656,16,1200,528,458,10,89,18,8,5,68
