precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","LĂCĂTUŞ IOAN-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",400,SATULUNG,108712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:16",635,591,2,15,27,445,403,0,15,27,438,6,643,198,176,47,171,3,2,37,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",395,SATULUNG,108712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:52",256,172,0,75,9,216,132,0,75,9,212,4,250,34,2,6,184,10,7,2,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",396,SATULUNG,108712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:42:06",612,582,0,23,7,397,367,0,23,7,389,8,700,303,64,44,232,11,17,19,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",398,SATULUNG,108712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:31:08",631,598,0,26,7,420,387,0,26,7,414,6,700,280,79,33,241,9,4,46,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",397,SATULUNG,108712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:44:28",1022,993,0,29,0,694,665,0,29,0,655,39,1100,406,53,58,500,8,0,20,16
26,MARAMUREŞ,"CĂMINUL CULTURAL",399,SATULUNG,108712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:21",677,649,1,17,10,425,397,1,17,10,401,24,700,275,70,66,144,16,2,103,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",394,SATULUNG,108712,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:38:53",1423,1314,4,68,37,897,791,1,68,37,869,28,1450,553,96,38,431,22,5,276,1
