precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CASANDRESCU BOGDAN-MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","MORARU MIHAI-LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","STANA MARIUS-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
16,DÂMBOVIŢA,"SALĂ DE FESTIVITĂȚI",306,MOROENI,68182,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:46",477,465,0,12,0,339,327,0,12,0,332,7,520,181,138,175,19
16,DÂMBOVIŢA,"SCOALA GLOD",302,MOROENI,68182,3,PART,PRCNCT,P,P_SV,"2024-06-12 12:56:03",1422,1409,0,11,2,1044,1031,0,11,2,975,69,1550,506,320,624,31
16,DÂMBOVIŢA,"SCOALA MUSCEL",305,MOROENI,68182,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:43:51",69,61,0,7,1,47,39,0,7,1,46,1,70,23,16,26,4
16,DÂMBOVIŢA,"SCOALA VECHE-GRADINITA",303,MOROENI,68182,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:20:41",969,953,0,5,11,651,635,0,5,11,643,8,1050,399,252,365,26
16,DÂMBOVIŢA,"SCOALA VECHE - GRĂDINIȚA MORENI",304,MOROENI,68182,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:37:46",1144,1110,0,5,29,749,715,0,5,29,738,11,1256,507,357,350,31
