precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUNTEANU VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VIŢEL IULIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BURLACU ZAMFIRA-PARTIDUL SOCIAL DEMOCRAT-voturi","OANCEA MARICEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ŞTEFĂNACHE GHEORGHE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
18,GALAŢI,"GRADINITA MOVILENI",407,ŞENDRENI,75114,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:35:01",562,556,1,3,2,316,311,0,3,2,305,11,657,341,7,77,161,6,54
18,GALAŢI,"GRADINITA SERBESTII VECHI",408,ŞENDRENI,75114,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:01:50",814,805,1,5,3,427,419,0,5,3,418,9,970,543,56,83,221,8,50
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",405,ŞENDRENI,75114,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:27:06",1600,1584,3,4,9,806,793,0,4,9,794,12,1700,894,16,130,438,39,171
18,GALAŢI,"SCOALA GIMNAZIALA NR. 1",406,ŞENDRENI,75114,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:21:15",1806,1791,1,6,8,974,960,0,6,8,954,20,1900,926,26,256,477,37,158
