precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VELICAN ONORIU-AURELIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BIŢOIU IZABELLA-CORINA-PARTIDUL SOCIAL DEMOCRAT-voturi","MATEI FILOFTEIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","DONICI NICOLAE-EUGEN-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL",355,HĂRMAN,41088,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:05",749,738,1,10,0,413,403,0,10,0,390,23,800,387,209,34,114,33
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",354,HĂRMAN,41088,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:41:20",1731,1723,5,1,2,895,892,0,1,2,865,30,1900,1005,353,139,294,79
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",353,HĂRMAN,41088,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:37:29",906,898,1,6,1,906,898,1,6,1,872,34,2100,1194,369,114,310,79
8,BRAŞOV,"SCOALA GIMNAZIALA HARMAN",352,HĂRMAN,41088,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:20:02",1972,1959,8,3,2,947,942,0,3,2,910,37,2129,1182,363,115,329,103
