precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIORNEI CEZAR-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞTEFAN IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM NORMAL BUNEȘTI",243,BUNEŞTI,147465,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:45",582,579,0,3,0,359,356,0,3,0,353,6,630,271,220,133
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL PODENI",245,BUNEŞTI,147465,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:34",510,505,0,5,0,243,238,0,5,0,235,8,560,317,117,118
35,SUCEAVA,"SCOALA GIMNAZIALA PETIA",244,BUNEŞTI,147465,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:33:48",624,620,0,4,0,328,324,0,4,0,315,13,677,349,66,249
35,SUCEAVA,"SCOALA UNCESTI",246,BUNEŞTI,147465,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:02",546,543,0,3,0,322,319,0,3,0,307,15,600,278,108,199
