precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VIŞAN PUIU-PARTIDUL SOCIAL DEMOCRAT-voturi","HAITĂ GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ ANTONEŞTI",125,CĂLINEŞTI,152350,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:09",256,186,0,44,26,221,151,0,44,26,219,2,230,9,78,141
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CĂLINEȘTI",124,CĂLINEŞTI,152350,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:11:35",1181,1079,0,79,23,913,811,0,79,23,902,11,1200,287,328,574
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ COPĂCEANCA",126,CĂLINEŞTI,152350,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:26",750,671,0,53,26,550,471,0,53,26,539,11,730,180,216,323
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ LICURICIU",127,CĂLINEŞTI,152350,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:02",450,349,0,72,29,351,250,0,72,29,348,3,375,24,139,209
