precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
37,TIMIŞ,"PRIMARIA IECEA MARE",442,"IECEA MARE",159428,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:43",1324,1152,2,152,18,827,657,0,152,18,794,33,1479,652,440,354
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ CLASELE V-VIII",443,"IECEA MARE",159428,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:00:22",1364,1191,0,136,37,881,708,0,136,37,865,16,1426,545,423,442
