precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","VIŞINICĂ FĂNEL-voturi"
10,BUZĂU,"GRĂDINIŢA CAŞOTA",246,GLODEANU-SILIŞTEA,46910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:25:21",265,259,0,5,1,160,154,0,5,1,151,9,290,130,25,88,5,33
10,BUZĂU,"ŞCOALA CÎRLIGU MARE",247,GLODEANU-SILIŞTEA,46910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:31",307,297,0,8,2,198,188,0,8,2,192,6,315,117,26,144,14,8
10,BUZĂU,"ȘCOALA GIMNAZIALĂ GLODEANU-SILIȘTEA",245,GLODEANU-SILIŞTEA,46910,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:31:28",1035,972,0,63,0,738,675,0,63,0,710,28,1030,292,71,583,48,8
10,BUZĂU,"ŞCOALA GIMNAZIALĂ VĂCĂREASCA",249,GLODEANU-SILIŞTEA,46910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:38",355,339,0,14,2,204,188,0,14,2,201,3,370,166,52,133,8,8
10,BUZĂU,"ȘCOALA PRIMARĂ COTORCA",248,GLODEANU-SILIŞTEA,46910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:42",752,738,0,7,7,469,455,0,7,7,453,16,849,380,37,379,31,6
