precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL APADIA",183,BREBU,51626,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:15",256,188,0,54,14,201,133,0,54,14,193,8,220,19,93,11,89
11,CARAŞ-SEVERIN,"ŞCOALA CU CLASELE I - IV",184,BREBU,51626,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:04",275,170,0,83,22,218,113,0,83,22,213,5,364,146,81,13,119
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ ”SFÂNTUL IACOB” BREBU",182,BREBU,51626,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:01:40",910,556,0,301,53,715,361,0,301,53,697,18,960,245,310,59,328
