precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
28,MUREŞ,"CĂMINUL CULTURAL BERGHIA",474,PĂNET,118691,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:52:35",960,942,4,3,11,454,439,1,3,11,437,17,1050,596,14,317,78,25,3
28,MUREŞ,"CĂMINUL CULTURAL HĂRŢĂU",476,PĂNET,118691,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:34:32",274,271,0,3,0,127,124,0,3,0,115,12,300,173,13,78,14,7,3
28,MUREŞ,"CĂMINUL CULTURAL SÂNTIOANA DE MUREŞ",477,PĂNET,118691,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:09:14",1106,1104,1,1,0,618,617,0,1,0,595,23,1198,580,36,403,16,130,10
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL PĂNET",472,PĂNET,118691,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:01",1064,1059,2,1,2,676,673,0,1,2,661,15,1164,488,2,625,3,0,31
28,MUREŞ,"ŞCOALA PRIMARĂ CUIEŞD",475,PĂNET,118691,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:22:53",666,659,0,7,0,275,268,0,7,0,239,36,726,451,13,158,47,13,8
28,MUREŞ,"SEDIUL PRIMĂRIEI COMUNEI PĂNET",473,PĂNET,118691,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:39",856,849,0,4,3,562,555,0,4,3,555,7,940,378,1,511,16,7,20
