precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL VADU PAŞII",393,"VADU PAŞII",49956,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:34",1658,1650,1,4,3,1039,1032,0,4,3,1005,34,1834,795,558,305,51,26,65
10,BUZĂU,"SALA DE FESTIVITĂŢI A PRIMĂRIEI COMUNEI VADU PAŞII",392,"VADU PAŞII",49956,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:05:27",1839,1820,0,6,13,1156,1137,0,6,13,1111,45,2024,868,638,331,64,25,53
10,BUZĂU,"SCOALA CIOCÂRLIA",395,"VADU PAŞII",49956,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:30:13",566,561,0,5,0,390,385,0,5,0,376,14,591,201,166,161,15,7,27
10,BUZĂU,"SCOALA FOCŞĂNEI",394,"VADU PAŞII",49956,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:19",1438,1426,0,6,6,869,857,0,6,6,848,21,1606,737,414,338,41,15,40
10,BUZĂU,"SCOALA GIMNAZIALA SCURTEŞTI",396,"VADU PAŞII",49956,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:26:50",1687,1667,1,11,8,1074,1054,1,11,8,1041,33,1807,733,491,414,89,24,23
10,BUZĂU,"ŞCOALA GIMNAZIALA STĂNCEŞTI",397,"VADU PAŞII",49956,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:59:47",1207,1198,0,4,5,825,816,0,4,5,791,28,1296,477,378,357,39,6,11
