precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PĂSAT DAN-PARTIDUL NAȚIONAL LIBERAL-voturi","TOMA SANDU-PARTIDUL SOCIAL DEMOCRAT-voturi"
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6",81,BUCŞANI,101378,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:22:24",391,357,0,30,4,311,277,0,30,4,305,6,397,86,254,51
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 1",79,BUCŞANI,101378,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:45:18",814,753,0,54,7,624,563,0,54,7,613,11,834,210,499,114
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 2",84,BUCŞANI,101378,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:41:50",574,538,0,36,0,454,418,0,36,0,437,17,588,134,401,36
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 3",82,BUCŞANI,101378,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:02:04",484,446,0,38,0,376,338,0,38,0,368,8,487,111,197,171
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 4",83,BUCŞANI,101378,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:44",287,256,0,25,6,228,197,0,25,6,222,6,284,56,186,36
19,GIURGIU,"ŞCOALA PRIMARĂ NR. 5",80,BUCŞANI,101378,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:29",353,331,0,22,0,270,248,0,22,0,266,4,362,92,235,31
