precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","OLĂRAŞU COSMIN-ALIN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
22,HUNEDOARA,"ŞCOALA GENERALĂ SĂLAŞU DE JOS",464,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:26:28",183,180,0,2,1,127,124,0,2,1,125,2,203,76,63,0,0,8,24,0,27,3,0
22,HUNEDOARA,"SCOALA GENERALA SIMERIA VECHE",246,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:39",345,331,2,11,1,197,185,0,11,1,188,9,400,203,66,14,0,11,64,3,25,0,5
22,HUNEDOARA,"ŞCOALA GENERALĂ SULIGHETE",480,ŞOIMUŞ,91330,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:13:07",234,225,0,8,1,158,149,0,8,1,152,6,248,90,30,0,0,1,104,0,13,2,2
22,HUNEDOARA,"ȘCOALA GENERALĂ ŢĂRĂŢEL",59,"MUNICIPIUL BRAD",87291,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:01",575,567,1,7,0,280,273,0,7,0,272,8,650,370,109,8,3,22,62,3,62,0,3
22,HUNEDOARA,"ŞCOALA GENERALĂ VALEA BRADULUI",60,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:28",583,575,1,7,0,269,262,0,7,0,258,11,650,381,106,4,5,15,49,4,69,1,5
22,HUNEDOARA,"ŞCOALA GENERALĂ VĂLIŞOARA",265,BALŞA,87843,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:59:45",59,52,1,5,1,31,25,0,5,1,30,1,58,27,5,1,0,0,21,0,3,0,0
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ",189,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:20:43",1084,1056,1,20,7,521,494,0,20,7,501,20,1100,579,134,10,1,27,195,11,100,6,17
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ",190,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:54:40",1403,1371,1,18,13,643,615,0,18,10,608,35,1500,857,178,10,1,15,224,50,99,4,27
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”ARON DENSUȘIANU”, HAȚEG",216,"ORAŞ HAŢEG",87576,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:11:44",1601,1546,0,49,6,927,872,0,49,6,868,50,1690,772,310,15,3,90,185,13,222,11,19
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ ”AVRAM IANCU” BAIA DE CRIŞ",253,"BAIA DE CRIŞ",87745,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:52:54",584,574,3,5,2,361,353,1,5,2,338,15,638,285,88,6,0,13,179,3,45,0,4
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ AVRAM STANCA (ȘCOALA GENERALĂ NR.4)",145,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:30:12",989,982,1,6,0,420,414,0,6,0,401,19,1200,780,132,21,5,51,57,4,90,4,37
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ AVRAM STANCA (ȘCOALA GENERALĂ NR.4)",146,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:57:46",1583,1572,1,7,3,701,691,0,7,3,662,39,1700,999,250,33,3,69,113,17,144,6,27
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ BĂIEŞTI (CORP CLS. I-IV)",417,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:51",141,134,0,6,1,141,134,0,6,1,134,7,210,69,31,1,1,17,55,0,24,2,3
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ BĂNIȚA",279,BĂNIŢA,87246,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:02:48",1078,1000,0,48,30,824,746,0,48,30,800,24,1094,270,356,8,1,25,302,2,87,2,17
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ BRETEA ROMÂNĂ",303,"BRETEA ROMÂNĂ",88644,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:16:49",216,206,1,9,0,134,125,0,9,0,130,4,226,92,71,2,1,1,27,1,22,2,3
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ CARMEN SYLVA (ȘCOALA GENERALĂ NR.6)",153,"MUNICIPIUL PETROŞANI",86990,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:50",1554,1551,0,3,0,617,614,0,3,0,577,40,1700,1083,206,39,5,59,61,20,134,12,41
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ CARMEN SYLVA (ȘCOALA GENERALĂ NR.6)",154,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:17:07",1473,1467,0,6,0,506,500,0,6,0,474,32,1600,1094,216,30,6,14,41,5,137,5,20
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „DOMINIC STANCA”",131,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:38:27",1355,1344,1,10,0,495,485,0,10,0,494,1,1500,1005,199,15,3,42,100,9,109,3,14
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „DR. A. VLAD”",133,"MUNICIPIUL ORĂŞTIE",87638,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 02:25:42",1555,1520,4,5,26,687,661,4,5,17,657,30,1700,1013,286,17,4,77,134,4,112,4,19
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „HOREA CLOŞCA ŞI CRIŞAN”",56,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:11:18",1041,1036,2,3,0,416,413,0,3,0,391,25,1150,734,200,1,10,32,73,4,63,4,4
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ I.G. DUCA (ȘCOALA GENERALĂ NR. 1 - SEDIUL NOU)",142,"MUNICIPIUL PETROŞANI",86990,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:50:25",1280,1267,3,9,1,576,566,0,9,1,541,26,1409,842,213,18,8,48,96,8,110,8,32
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”I. G. DUCA” (ȘCOALA GENERALĂ NR.1) SEDIUL VECHI",140,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:53:56",1557,1549,1,5,2,672,665,0,5,2,630,42,1700,1028,198,36,11,67,101,11,136,15,55
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ I.G.DUCA (ȘCOALA GENERALĂ NR. 1 - SEDIUL VECHI)",141,"MUNICIPIUL PETROŞANI",86990,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:03:01",1408,1400,1,7,0,584,577,0,7,0,549,35,1600,1016,206,28,12,54,84,5,117,7,36
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION DESIDERIU SÎRBU” PETRILA",225,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:30:24",1173,1164,1,8,0,468,460,0,8,0,444,20,1200,736,227,12,6,39,35,7,90,7,21
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION DESIDERIU SÎRBU” PETRILA (GRĂDINIȚA CU PROGRAM NORMAL „I.D.SÎRBU”)",224,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:45:04",1302,1289,1,10,2,512,500,0,10,2,485,27,1400,888,251,9,2,26,45,24,83,9,36
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION DESIDERIU SÎRBU” PETRILA (GRĂDINIȚA CU PROGRAM NORMAL „I.D.SÎRBU”)",223,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 11:18:53",1337,1328,0,8,1,524,515,0,8,1,507,8,1600,1076,210,19,6,36,57,30,121,8,20
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ „ION GHEORGHE DUCA” PETROȘANI - GRĂDINIȚA CU PROGRAM NORMAL ȘI PRELUNGIT",148,"MUNICIPIUL PETROŞANI",86990,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:59:52",843,832,2,9,0,347,338,0,9,0,333,14,1000,653,120,19,4,42,58,4,49,6,31
22,HUNEDOARA,"SCOALA GIMNAZIALA ISCRONI",187,"ORAŞ ANINOASA",87219,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:22:34",1268,1262,0,3,3,541,535,0,3,3,511,30,1400,859,184,7,0,35,96,4,162,4,19
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ LUNCA CERNII DE JOS",393,"LUNCA CERNII DE JOS",90119,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:22",354,343,2,9,0,251,242,0,9,0,238,13,377,126,51,1,0,3,155,0,17,3,8
22,HUNEDOARA,"ŞCOALA GIMNAZIALA „MIRCEA SÂNTIMBREANU”",49,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:57:49",1373,1370,1,2,0,598,596,0,2,0,561,37,1600,1002,242,12,11,63,106,5,94,5,23
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",51,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:12:00",1187,1183,0,4,0,478,474,0,4,0,455,23,1227,749,200,0,10,26,107,10,91,0,11
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",52,"MUNICIPIUL BRAD",87291,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:32:03",1221,1202,2,2,15,480,463,0,2,15,455,25,1268,788,253,6,11,35,66,6,68,0,10
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ „MIRCEA SÂNTIMBREANU”",50,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:37:17",1179,1176,0,3,0,462,459,0,3,0,439,23,1250,788,173,2,5,46,115,7,73,3,15
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1",112,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:46:47",1002,995,0,7,0,377,370,0,7,0,362,15,1100,723,228,8,1,16,14,1,53,1,40
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1",111,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:06",1257,1235,2,2,18,509,489,0,2,18,486,23,1300,791,303,10,2,28,45,0,65,6,27
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 1 ( FOSTA ȘCOALĂ GENERALĂ NR. 12)",63,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:56",1380,1371,1,8,0,393,385,0,8,0,368,25,1600,1207,171,7,1,28,34,7,102,6,12
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 1 ( FOSTA ȘCOALĂ GENERALĂ NR. 12)",61,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:31:48",1403,1395,0,8,0,468,460,0,8,0,434,34,1600,1132,244,5,6,27,29,4,102,6,11
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 1 ( FOSTA ȘCOALĂ GENERALĂ NR. 12)",62,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:42:31",1392,1380,0,7,5,399,387,0,7,5,360,39,1600,1201,191,3,4,13,29,6,88,9,17
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ŞCOALĂ GENERALĂ NR. 9)",68,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:22",1205,1199,1,5,0,442,437,0,5,0,412,30,1300,858,221,11,3,25,41,8,79,10,14
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ŞCOALĂ GENERALĂ NR. 9)",66,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:20",1399,1391,1,6,1,417,410,0,6,1,383,34,1600,1183,217,6,1,23,29,6,78,6,17
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ŞCOALĂ GENERALĂ NR. 9)",67,"MUNICIPIUL HUNEDOARA",86810,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:54:12",1390,1383,3,4,0,511,507,0,4,0,482,29,1600,1089,270,6,7,17,54,3,95,9,21
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ŞCOALĂ GENERALĂ NR. 9)",65,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:22",1401,1394,0,7,0,468,461,0,7,0,439,29,1600,1132,229,4,4,21,35,4,122,7,13
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 1 (FOSTA ȘCOALĂ GENERALĂ NR. 9)",64,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:01:41",1300,1296,0,4,0,383,379,0,4,0,363,20,1400,1017,194,6,2,25,29,7,78,13,9
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2",163,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:43",1169,1160,0,8,1,427,418,0,8,1,402,25,1300,873,168,23,7,18,41,1,123,5,16
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR. 11)",103,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:50:24",1249,1242,2,5,0,503,497,1,5,0,482,21,1400,897,247,20,3,36,30,15,81,9,41
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR. 11)",101,"MUNICIPIUL HUNEDOARA",86810,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:36:04",1415,1408,0,7,0,576,569,0,7,0,528,23,1600,1049,276,15,4,41,46,10,102,12,22
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR. 11)",102,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:25:58",1180,1173,2,5,0,410,405,0,5,0,381,29,1300,890,219,15,0,29,24,10,59,10,15
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR. 11)",100,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:19",1201,1191,4,6,0,430,424,0,6,0,410,20,1350,920,210,10,8,31,52,4,68,13,14
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 (FOSTA ȘCOALĂ GENERALĂ NR.11)",104,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:11:46",665,660,1,4,0,299,295,0,4,0,282,17,800,501,144,9,3,25,34,3,44,6,14
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 (FOSTA ŞCOALĂ GENERALĂ NR. 2)",96,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:25",1227,1221,1,5,0,509,504,0,5,0,488,21,1300,791,242,12,2,43,51,11,87,12,28
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 (FOSTA ŞCOALĂ GENERALĂ NR. 2)",97,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:20:03",1313,1308,0,5,0,481,476,0,5,0,448,33,1600,1119,239,17,1,35,34,10,79,9,24
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 (FOSTA ŞCOALĂ GENERALĂ NR. 2)",95,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:31",1496,1487,0,9,0,603,594,0,9,0,571,32,1600,997,322,18,4,49,60,10,78,10,20
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 (FOSTA ŞCOALĂ GENERALĂ NR. 2)",94,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:09:43",1418,1410,1,7,0,592,585,0,7,0,572,20,1600,1008,343,9,2,33,46,11,68,13,47
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 LUPENI",123,"MUNICIPIUL LUPENI",87059,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:26:32",982,975,2,4,1,422,417,0,4,1,396,26,1100,678,253,18,1,19,41,2,48,0,14
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 2 LUPENI",122,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:53:39",1191,1186,0,5,0,459,454,0,5,0,433,26,1300,841,264,7,2,7,44,4,82,2,21
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 PETROȘANI",164,"MUNICIPIUL PETROŞANI",86990,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:41:29",1089,1079,0,10,0,432,422,0,10,0,405,27,1200,768,127,15,5,21,33,7,171,4,22
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 2 URICANI",249,"ORAŞ URICANI",87139,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:45",1731,1721,2,4,4,597,589,0,4,4,573,24,1900,1303,354,10,3,30,52,9,93,5,17
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 3",115,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:57:08",928,920,0,6,2,409,401,0,6,2,398,11,1000,591,249,10,7,22,32,0,41,3,34
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 3",116,"MUNICIPIUL LUPENI",87059,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:51:38",907,901,1,5,0,345,340,0,5,0,336,9,1000,655,202,10,3,10,29,4,49,3,26
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 3",184,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:23:40",1309,1307,0,1,1,614,612,0,1,1,573,41,1536,922,224,8,4,25,167,5,122,2,16
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 4",168,"MUNICIPIUL VULCAN",87175,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 21:47:23",972,965,1,6,0,390,384,0,6,0,371,19,1100,710,174,9,4,31,63,2,66,4,18
22,HUNEDOARA,"ȘCOALĂ GIMNAZIALĂ NR. 4",167,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:29:51",975,968,1,6,0,374,368,0,6,0,351,23,1100,726,143,9,5,15,73,1,82,1,22
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 5",172,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:59:29",1254,1249,0,5,0,493,488,0,5,0,457,36,1400,907,209,20,5,23,102,3,66,5,24
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 5",173,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:18:02",1407,1397,2,7,1,520,511,1,7,1,487,33,1500,980,184,26,8,30,98,6,109,1,25
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 5 PETRILA",229,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:52:59",1316,1304,1,10,1,444,433,0,10,1,422,22,1400,956,213,13,1,26,18,5,123,5,18
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 5 PETRILA",230,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:53",1222,1214,0,8,0,452,444,0,8,0,424,21,1400,955,224,17,3,18,25,21,97,1,18
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6",176,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:39:18",1162,1153,0,9,0,424,415,0,9,0,383,41,1300,876,138,4,3,12,104,1,103,6,12
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6",177,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:43",1244,1235,0,9,0,399,390,0,9,0,380,19,1300,901,162,6,3,14,90,4,84,5,12
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6,",178,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:27:45",1340,1330,1,9,0,433,424,0,9,0,412,21,1500,1067,148,8,6,22,110,7,99,4,8
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR.6 (FOSTA ȘCOALĂ GENERALĂ NR. 6)",80,"MUNICIPIUL HUNEDOARA",86810,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:54:29",1445,1438,2,5,0,556,549,2,5,0,523,26,1600,1046,281,29,0,40,51,13,60,17,32
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR.6 (FOSTA ȘCOALĂ GENERALĂ NR. 6)",79,"MUNICIPIUL HUNEDOARA",86810,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 16:47:52",1403,1393,2,6,2,568,560,0,6,2,543,25,1600,1032,270,21,3,41,63,6,85,15,39
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6 PETRILA",227,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:24:55",1150,1144,1,5,0,441,435,1,5,0,425,16,1200,759,209,14,3,43,36,10,101,0,9
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 6 PETRILA",228,"ORAŞ PETRILA",87077,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:31:06",871,865,2,4,0,324,320,0,4,0,311,13,1000,676,154,6,1,24,27,14,69,4,12
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR.7",159,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:13:25",1692,1684,1,7,0,577,570,0,7,0,549,28,1800,1223,259,25,8,17,31,8,182,5,14
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR.7",158,"MUNICIPIUL PETROŞANI",86990,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:02:34",1580,1573,0,7,0,506,499,0,7,0,474,32,1700,1194,236,9,7,25,45,2,133,5,12
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 7 (FOSTA ȘCOALĂ GENERALĂ NR. 7)",87,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:37",1051,1046,2,3,0,447,444,0,3,0,422,25,1200,753,223,12,1,25,52,6,64,10,29
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 7 (FOSTA ȘCOALĂ GENERALĂ NR. 7)",89,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:53",1103,1089,5,8,1,436,427,0,8,1,405,31,1200,764,196,8,3,41,48,10,60,17,22
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ NR. 7 (FOSTA ȘCOALĂ GENERALĂ NR. 7)",88,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:27:53",1099,1091,0,8,0,387,379,0,8,0,367,20,1200,813,182,18,3,38,45,11,50,7,13
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ NR. 7 PETROȘANI - SALA DE EDUCAȚIE FIZICĂ ȘCOLARĂ",160,"MUNICIPIUL PETROŞANI",86990,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:21:26",617,610,0,7,0,271,264,0,7,0,261,10,800,529,137,6,1,13,14,4,76,2,8
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ”OVID DENSUȘIANU”, HAȚEG",215,"ORAŞ HAŢEG",87576,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:51:45",1517,1485,2,19,11,878,848,0,19,11,836,42,1600,722,312,12,2,78,193,6,191,12,30
22,HUNEDOARA,"ŞCOALA GIMNAZIALĂ PUI",416,PUI,90538,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:48:59",650,627,0,16,7,434,411,0,16,7,403,31,739,305,161,7,0,27,119,5,69,6,9
22,HUNEDOARA,"ȘCOALA GIMNAZIALĂ ROMOS (CORP CLĂDIRE ȘCOALA PRIMARĂ ROMOS)",447,ROMOS,90994,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:40:21",977,958,5,5,9,650,633,3,5,9,617,33,1087,437,113,4,2,30,401,5,42,4,16
22,HUNEDOARA,"SCOALA GIMNAZIALA ”SF. VARVARA” ANINOASA",185,"ORAŞ ANINOASA",87219,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:59:57",1434,1423,0,7,4,645,634,0,7,4,597,48,1488,843,331,3,2,35,116,1,75,5,29
22,HUNEDOARA,"SCOALA GIMNAZIALA ”SIGISMUND TODUTA ” SIMERIA",239,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:40",1438,1422,2,10,4,775,761,0,10,4,731,44,1580,805,236,30,7,58,254,6,105,10,25
22,HUNEDOARA,"SCOALA GIMNAZIALA ”SIGISMUND TODUTA ” SIMERIA",238,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:53:18",1413,1393,2,9,9,787,769,0,9,9,763,24,1600,813,248,35,4,60,254,8,122,12,20
