precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","OLĂRAŞU COSMIN-ALIN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",24,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:56:45",865,855,1,9,0,331,322,0,9,0,321,10,1100,769,96,8,3,52,73,12,51,3,23
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA (FOSTA ȘCOALĂ GENERALĂ)",25,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:06:11",743,732,2,9,0,306,297,0,9,0,287,10,1000,703,87,9,8,55,67,3,34,7,17
22,HUNEDOARA,"COLEGIUL TEHNIC TRANSILVANIA(FOSTA ȘCOALĂ GENERALĂ)",30,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:08",1462,1448,1,13,0,619,606,0,13,0,596,23,1600,981,167,24,28,79,113,18,117,11,39
22,HUNEDOARA,"CONSILIUL LOCAL CĂLAN",188,"ORAŞ CĂLAN",87424,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:13",1037,1004,7,10,16,574,547,1,10,16,537,37,1100,526,129,9,5,13,256,32,79,7,7
22,HUNEDOARA,"COOPERATIVA DE CONSUM BULZEȘTII DE JOS",326,"BULZEŞTII DE SUS",88920,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:19:53",157,107,0,49,1,139,89,0,49,1,125,14,173,34,38,2,0,1,52,2,22,1,7
22,HUNEDOARA,"DIRECȚIA DE ASISTENȚĂ SOCIALĂ PETRILA",231,"ORAŞ PETRILA",87077,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:49",1234,1225,0,9,0,445,436,0,9,0,425,20,1400,955,211,10,1,28,30,11,117,3,14
22,HUNEDOARA,"DIRECȚIA GENERALĂ DE ASISTENȚĂ SOCIALĂ ȘI PROTECȚIA COPILULUI",21,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:00",1034,1026,0,8,0,480,472,0,8,0,462,18,1100,620,163,25,15,69,89,12,53,6,30
22,HUNEDOARA,"DIRECŢIA SILVICĂ DEVA",22,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:23",1115,1102,0,12,1,467,454,0,12,1,449,18,1200,733,163,19,9,59,94,11,56,6,32
22,HUNEDOARA,"DISPENSAR GOVĂJDIA",369,GHELARI,86883,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:31:36",88,81,0,7,0,42,35,0,7,0,42,0,88,46,18,0,0,3,6,0,6,3,6
22,HUNEDOARA,"DISPENSAR UMAN BÂRSĂU",378,HĂRĂU,89801,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:29",423,402,0,7,14,288,267,0,7,14,280,8,458,170,151,10,3,19,39,7,46,0,5
22,HUNEDOARA,"GALERIA FORMA",16,"MUNICIPIUL DEVA",86687,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:35:10",1226,1206,8,12,0,599,587,0,12,0,585,14,1297,698,170,22,19,74,154,14,90,8,34
22,HUNEDOARA,"GRĂDINIŢA „CĂSUȚA CU POVEȘTI”",130,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:39:35",1358,1331,3,10,14,566,542,0,10,14,525,41,1450,884,224,15,4,40,99,9,108,4,22
22,HUNEDOARA,"GRĂDINIŢA CU ORAR NORMAL MICRO III PN 2 ”ZORI DE ZI”",93,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:01:50",1260,1248,0,12,0,498,486,0,12,0,455,31,1300,813,251,13,5,34,48,11,59,9,25
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL DIN CADRUL ȘCOLII GIMNAZIALE NR. 6",179,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:59:28",1226,1216,0,10,0,391,381,0,10,0,364,27,1300,909,165,9,0,9,78,1,87,1,14
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL MICRO VII PN6",69,"MUNICIPIUL HUNEDOARA",86810,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:19:13",1187,1176,1,10,0,368,358,0,10,0,346,22,1300,932,179,20,2,27,27,6,64,11,10
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 GEOAGIU,",205,"ORAŞ GEOAGIU",89561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:18",1250,1210,2,17,21,909,871,0,17,21,848,61,1300,391,249,4,3,9,479,4,84,4,12
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 LUPENI",118,"MUNICIPIUL LUPENI",87059,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:37:19",1471,1464,0,7,0,502,495,0,7,0,465,37,1600,1098,327,6,3,7,35,1,56,9,21
22,HUNEDOARA,"GRADINITA CU PROGRAM NORMAL NR.1 SIMERIA",240,"ORAŞ SIMERIA",87665,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 19:49:22",1455,1444,0,10,1,791,780,0,10,1,742,39,1600,819,241,35,5,44,288,6,98,8,17
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",125,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:59",902,897,0,5,0,297,292,0,5,0,286,11,1000,703,192,8,0,2,32,2,40,5,5
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",124,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:44:19",921,917,0,4,0,355,351,0,4,0,344,11,1000,645,206,8,2,16,32,3,55,8,14
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2 LUPENI",126,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:38:23",1180,1175,0,5,0,425,420,0,5,0,414,11,1200,775,255,16,4,11,32,6,67,7,16
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM NORMAL ŞCOALA GIMNAZIALĂ NR. 1",113,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:56:44",776,769,0,7,0,282,275,0,7,0,263,19,900,618,161,10,2,6,24,2,40,3,15
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT AEROPORT",155,"MUNICIPIUL PETROŞANI",86990,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:47:06",823,813,1,9,0,242,233,0,9,0,222,20,924,682,93,6,3,15,13,2,76,5,9
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",92,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:17:08",1049,1043,1,5,0,391,386,0,5,0,359,32,1100,709,200,7,1,25,30,8,72,3,13
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",90,"MUNICIPIUL HUNEDOARA",86810,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:05:58",1102,1098,0,4,0,419,415,0,4,0,402,17,1200,781,227,11,2,24,33,10,61,14,20
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT „FLOAREA SOARELUI” HUNEDOARA",91,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:21:01",954,947,2,5,0,347,342,0,5,0,334,13,1000,653,190,5,0,17,22,7,55,12,26
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",40,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:28:51",1129,1115,1,12,1,495,482,0,12,1,474,21,1200,705,126,27,26,63,91,11,93,8,29
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",42,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 23:40:41",840,833,0,6,1,352,345,0,6,1,336,16,1100,748,110,13,8,33,73,10,58,5,26
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.2",41,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 15:23:58",898,886,1,10,1,383,373,0,9,1,365,16,1100,719,92,12,14,43,93,19,62,5,25
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR 7",12,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:06",1197,1151,32,14,0,537,523,0,14,0,517,20,1300,763,151,19,16,73,133,13,70,9,33
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT”",85,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:58:46",817,808,2,7,0,336,329,0,7,0,313,23,1000,664,177,9,1,30,39,8,30,7,12
22,HUNEDOARA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”PITICOT”",86,"MUNICIPIUL HUNEDOARA",86810,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:31",1067,1062,0,5,0,380,375,0,5,0,352,28,1200,820,172,8,1,32,49,6,52,4,28
22,HUNEDOARA,"GRĂDINIȚA CU PROGRAM SĂPTĂMÂNAL LUMEA COPIILOR",119,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:24:53",1513,1508,0,5,0,615,610,0,5,0,577,38,1600,985,357,22,7,28,39,5,79,8,32
22,HUNEDOARA,"GRADINIŢA P.N. NR.3",38,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:17:10",1458,1449,1,8,0,561,553,0,8,0,543,18,1500,939,198,13,16,51,98,14,108,6,39
22,HUNEDOARA,"GRADINIŢA P.N. NR.3",37,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:46",1441,1432,4,5,0,544,539,0,5,0,516,28,1500,956,152,18,8,68,91,13,126,11,29
22,HUNEDOARA,"GRĂDINIȚA PN+PP NR. 1",166,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:55:42",1131,1116,0,15,0,456,441,0,15,0,434,22,1300,844,200,13,7,23,100,5,62,5,19
22,HUNEDOARA,"GRĂDINIŢA P.P. ”FLOARE DE COLŢ”",55,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:12:23",1051,1032,2,6,11,464,446,1,6,11,438,26,1151,687,179,7,7,27,110,3,89,4,12
22,HUNEDOARA,"IMOBILUL NR 9 DIN SATUL COAJA",517,VORŢA,92097,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:49:40",138,88,0,39,11,130,80,0,39,11,119,11,135,5,54,0,0,6,48,0,7,1,3
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUŢĂ",10,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:58",1162,1120,5,5,32,572,535,0,5,32,540,22,1200,638,173,27,10,78,120,7,81,1,43
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUŢĂ",11,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:35:24",1389,1374,4,11,0,584,573,0,11,0,566,18,1500,916,189,20,11,67,105,22,94,6,52
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUȚĂ",9,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:56",1222,1204,6,10,2,551,539,0,10,2,535,16,1300,749,174,23,11,70,107,17,83,12,38
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUȚĂ",8,"MUNICIPIUL DEVA",86687,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:17:22",1251,1241,0,10,0,478,468,0,10,0,454,24,1400,922,133,19,16,55,88,16,78,9,40
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUȚĂ (FOSTA ŞCOALĂ GENERALĂ LUCIAN BLAGA NR. 2)",14,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:05:59",1148,1132,6,10,0,518,508,0,10,0,496,22,1200,682,199,13,5,50,103,17,74,7,28
22,HUNEDOARA,"LICEUL DE ARTE SIGISMUND TODUȚĂ (FOSTA ŞCOALĂ GENERALĂ LUCIAN BLAGA NR. 2)",15,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:46:25",1181,1173,1,7,0,565,557,1,7,0,527,38,1200,635,166,17,6,64,148,11,67,11,37
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”CRIŞAN” CRIŞCIOR",352,CRIŞCIOR,87362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:48:36",1181,1180,0,1,0,654,653,0,1,0,605,49,1297,643,286,10,4,22,108,3,127,21,24
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”GRIGORE MOISIL”(FOSTUL LICEU MINIER)",39,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:42",829,812,2,9,6,412,397,0,9,6,370,27,1090,693,134,13,11,35,79,11,51,3,33
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU” VULCAN",171,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:20:04",1004,995,1,8,0,394,386,0,8,0,379,15,1100,706,177,14,6,16,93,2,57,5,9
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”MIHAI VITEAZU” VULCAN",170,"MUNICIPIUL VULCAN",87175,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:17",1004,994,1,9,0,362,353,0,9,0,346,16,1100,738,170,5,4,14,82,2,53,1,15
22,HUNEDOARA,"LICEUL TEHNOLOGIC „NICOLAUS OLAHUS”",136,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:01:55",1326,1309,6,10,1,550,539,0,10,1,515,35,1500,950,227,8,3,50,115,9,86,4,13
22,HUNEDOARA,"LICEUL TEHNOLOGIC ”RETEZAT” URICANI",250,"ORAŞ URICANI",87139,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 01:05:49",1649,1637,3,6,3,594,585,0,6,3,558,36,1800,1206,353,16,3,20,58,4,77,4,23
22,HUNEDOARA,"LICEUL TEORETIC „AUREL VLAICU”",137,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:31",1413,1397,7,8,1,639,629,1,8,1,567,72,1540,901,234,9,2,39,125,10,127,5,16
22,HUNEDOARA,"LICEUL TEORETIC „AVRAM IANCU” BRAD",53,"MUNICIPIUL BRAD",87291,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:43:00",960,951,3,6,0,425,419,0,6,0,405,20,1055,630,171,1,5,35,81,5,88,6,13
22,HUNEDOARA,"LICEUL TEORETIC „AVRAM IANCU” BRAD",54,"MUNICIPIUL BRAD",87291,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:55:20",1005,1001,2,2,0,453,450,1,2,0,426,27,1159,706,146,7,6,48,121,7,85,0,6
22,HUNEDOARA,"LICEUL TEORETIC ”MIRCEA ELIADE” LUPENI",120,"MUNICIPIUL LUPENI",87059,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 00:33:45",1352,1334,0,17,1,483,465,0,17,1,451,32,1500,1017,286,3,3,10,42,7,74,9,17
22,HUNEDOARA,"LICEUL TEORETIC ”MIRCEA ELIADE” LUPENI",121,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:04:29",856,847,1,8,0,268,260,0,8,0,255,13,1000,732,148,3,2,11,18,1,60,0,12
22,HUNEDOARA,"LICEU TEHNOLOGIC OVID DENSUŞIANU",191,"ORAŞ CĂLAN",87424,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:02:36",1486,1467,2,13,4,699,682,0,13,4,663,36,1600,901,183,12,3,55,214,25,137,8,26
22,HUNEDOARA,"MAGAZIN SĂTESC DIN SATUL PLOP",370,GHELARI,86883,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:54:53",34,19,0,15,0,27,12,0,15,0,27,0,36,9,21,0,0,0,3,0,1,1,1
22,HUNEDOARA,"OCOLUL SILVIC SIMERIA",243,"ORAŞ SIMERIA",87665,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:28:20",1397,1375,0,19,3,706,684,0,19,3,680,26,1510,804,255,24,0,51,187,14,122,6,21
22,HUNEDOARA,"OFICIUL DE CADASTRU ȘI PUBLICITATE IMOBILIARĂ HUNEDOARA",4,"MUNICIPIUL DEVA",86687,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 22:29:01",1281,1275,0,6,0,577,571,0,6,0,557,20,1400,823,166,19,7,67,148,11,86,10,43
22,HUNEDOARA,"OFICIUL DE CADASTRU ȘI PUBLICITATE IMOBILIARĂ HUNEDOARA",5,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:27:14",1331,1324,0,7,0,545,538,0,7,0,520,25,1400,855,136,25,8,78,126,20,82,8,37
22,HUNEDOARA,"OFICIUL DE GOSPODĂRIRE A APELOR",135,"MUNICIPIUL ORĂŞTIE",87638,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:58:54",1532,1521,2,9,0,677,668,0,9,0,645,22,1600,923,288,14,3,78,139,8,95,4,16
22,HUNEDOARA,"PALATUL CULTURAL LUPENI",110,"MUNICIPIUL LUPENI",87059,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:37:13",1518,1511,0,7,0,708,701,0,7,0,677,31,1700,992,468,7,2,11,53,4,107,2,23
22,HUNEDOARA,"PRIMĂRIA BULZEȘTII DE SUS SALA DE ȘEDINȚĂ",325,"BULZEŞTII DE SUS",88920,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:39:08",226,130,1,93,2,203,107,1,93,2,180,23,210,7,69,3,2,9,73,2,21,0,1
22,HUNEDOARA,"PRIMĂRIA COMUNEI BALŞA",259,BALŞA,87843,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:02:41",254,216,14,14,10,164,135,5,14,10,157,7,252,88,23,0,0,4,111,1,14,0,4
22,HUNEDOARA,"PRIMĂRIA COMUNEI BĂTRÂNA",280,BĂTRÂNA,88216,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:49:39",126,90,0,34,2,99,63,0,34,2,95,4,139,40,73,0,0,2,6,0,5,1,8
22,HUNEDOARA,"PRIMĂRIA COMUNEI BUCEŞ",314,BUCEŞ,88788,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:20:58",134,121,0,5,8,97,84,0,5,8,94,3,140,43,53,1,0,2,31,0,7,0,0
22,HUNEDOARA,"PRIMĂRIA COMUNEI CRIȘCIOR - CASA CĂSĂTORIILOR",351,CRIŞCIOR,87362,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:19:33",1288,1267,4,7,10,813,796,0,7,10,769,44,1400,587,415,14,3,24,170,5,119,4,15
22,HUNEDOARA,"PRIMĂRIA COMUNEI GHELARI",367,GHELARI,86883,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:41:14",631,599,5,20,7,388,363,0,20,5,370,18,673,285,158,7,1,20,125,0,36,16,7
22,HUNEDOARA,"PRIMARIA COMUNEI LELESE, SALA BIBLIONET",390,LELESE,90066,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:14:19",148,129,0,8,11,104,85,0,8,11,101,3,153,49,73,0,0,0,14,0,7,1,6
22,HUNEDOARA,"PRIMĂRIA COMUNEI RAPOLTU MARE",428,"RAPOLTU MARE",90663,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:47:00",780,753,0,17,10,531,504,0,17,10,489,42,830,299,180,5,14,24,106,3,145,2,10
22,HUNEDOARA,"PRIMĂRIA MUNICIPIULUI ORĂŞTIE",138,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:37:21",1377,1365,4,8,0,594,586,0,8,0,571,23,1500,906,262,25,5,61,110,3,87,5,13
22,HUNEDOARA,"PRIMĂRIA ORAŞULUI HAŢEG",214,"ORAŞ HAŢEG",87576,5,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:24:28",1485,1429,1,39,16,942,887,0,39,16,875,63,1600,662,358,9,2,54,206,6,207,12,21
22,HUNEDOARA,"SALĂ DE ȘEDINȚE PRIMĂRIA COMUNEI GURASADA",372,GURASADA,89687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:33:21",623,552,0,47,24,417,346,0,47,24,399,18,650,233,216,5,2,4,109,0,55,4,4
22,HUNEDOARA,"SALA DE SPORT",175,"MUNICIPIUL VULCAN",87175,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:22:58",1378,1371,1,6,0,537,531,0,6,0,511,26,1500,963,188,11,8,36,156,4,89,4,15
22,HUNEDOARA,"SALA DE SPORT A ŞCOLII GIMNAZIALE „DOMINIC STANCA”",129,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:17:39",1461,1443,7,11,0,589,578,0,11,0,563,26,1700,1111,231,14,3,57,128,4,109,7,10
22,HUNEDOARA,"SALA SPORTURILOR",7,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:04",1218,1205,4,7,2,541,532,0,7,2,524,17,1300,759,166,24,12,50,121,12,83,8,48
22,HUNEDOARA,"SALA SPORTURILOR",6,"MUNICIPIUL DEVA",86687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:45:12",1229,1212,1,16,0,540,524,0,16,0,521,19,1400,860,170,22,8,68,123,19,68,3,40
22,HUNEDOARA,"ŞCOALA CU CLASELE I-IV GARĂ",134,"MUNICIPIUL ORĂŞTIE",87638,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:08:09",1388,1381,0,6,1,552,545,0,6,1,515,37,1500,948,271,8,7,37,71,4,93,6,18
22,HUNEDOARA,"ŞCOALA GENERALĂ ALMAŞU MIC DE MUNTE",260,BALŞA,87843,9,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 20:33:25",69,53,0,9,7,47,31,0,9,7,47,0,58,11,4,0,1,1,32,1,6,0,2
22,HUNEDOARA,"ȘCOALA GENERALĂ CĂRĂSTĂU",254,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:36:47",151,145,0,6,0,93,87,0,6,0,92,1,165,72,49,2,0,2,19,0,15,1,4
22,HUNEDOARA,"ŞCOALA GENERALĂ CĂRMĂZĂNEŞTI",374,GURASADA,89687,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:56:51",77,72,0,5,0,50,45,0,5,0,47,3,80,30,26,0,0,1,18,0,2,0,0
22,HUNEDOARA,"ȘCOALA GENERALĂ CĂSTĂU",282,BERIU,88261,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:48:30",1158,1139,0,10,9,676,657,0,10,9,640,36,1250,574,168,7,2,30,294,2,117,4,16
22,HUNEDOARA,"ȘCOALA GENERALĂ CLASELE I-VIII TOTEȘTI",493,TOTEŞTI,91624,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:55:45",284,271,0,4,9,225,212,0,4,9,216,9,303,78,161,2,4,5,20,2,18,1,3
22,HUNEDOARA,"ȘCOALA GENERALĂ CLS.1-4 ȘTEIA",487,TOMEŞTI,91447,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:18:17",277,258,0,8,11,248,229,0,8,11,239,9,332,84,93,1,0,4,120,0,17,2,2
22,HUNEDOARA,"ȘCOALA GENERALĂ CU CLS. I-IV NOJAG",347,"CERTEJU DE SUS",89240,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:49:46",208,189,0,12,7,150,131,0,12,7,145,5,210,60,67,1,1,6,48,1,16,0,5
22,HUNEDOARA,"ȘCOALA GENERALĂ CU CLS. I-IV VĂRMAGA",350,"CERTEJU DE SUS",89240,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 13:01:50",265,245,4,13,3,169,153,0,13,3,159,10,275,106,85,1,0,4,35,1,28,2,3
22,HUNEDOARA,"ȘCOALA GENERALĂ LUNCA",255,"BAIA DE CRIŞ",87745,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:38",224,214,0,7,3,138,128,0,7,3,133,5,244,106,39,2,0,5,47,2,37,1,0
22,HUNEDOARA,"ŞCOALA GENERALĂ OHABA DE SUB PIATRĂ",460,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:19:36",164,159,0,4,1,101,96,0,4,1,98,3,185,84,65,2,1,3,9,0,7,1,10
22,HUNEDOARA,"ŞCOALA GENERALĂ PAROŞ",461,"SĂLAŞU DE SUS",91116,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 18:38:31",264,246,0,8,10,205,187,0,8,10,201,4,270,65,128,0,0,9,46,1,9,0,8
22,HUNEDOARA,"ŞCOALA GENERALĂ RÂU ALB",462,"SĂLAŞU DE SUS",91116,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:45:58",164,157,0,6,1,105,98,0,6,1,100,5,174,69,53,0,0,3,16,0,8,12,8
22,HUNEDOARA,"ŞCOALA GENERALĂ RÎU DE MORI",436,"RÂU DE MORI",90878,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 19:12:52",852,825,1,10,16,625,599,0,10,16,541,49,916,326,354,0,1,15,65,9,90,3,4
