precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SASU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","GRIGORIU CRISTIAN-PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"CĂMINUL CULTURAL DIN SATUL DURNEȘTI",241,DURNEŞTI,37217,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:41",906,886,0,4,16,559,539,0,4,16,545,14,1008,449,222,323
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 BĂBICENI",242,DURNEŞTI,37217,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:38",548,532,1,0,15,332,316,1,0,15,314,18,600,268,217,97
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 2 GURANDA",244,DURNEŞTI,37217,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:34",896,873,0,0,23,437,414,0,0,23,423,14,953,516,258,165
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR. 1 CUCUTENI",243,DURNEŞTI,37217,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:33",660,637,0,3,20,411,388,0,3,20,397,14,700,289,274,123
