precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TELIBAŞA LAURA-ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COSOR TRAIAN-FLORIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MĂRCUŞ IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
5,BIHOR,"CAMIN CULTURAL PALOTA",568,SÂNTANDREI,26653,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:37:05",609,599,4,6,0,288,282,0,6,0,272,16,665,377,10,16,246
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",565,SÂNTANDREI,26653,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:10:35",1354,1330,15,9,0,708,698,1,9,0,698,10,1449,741,47,165,486
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",566,SÂNTANDREI,26653,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:43",1133,1118,9,5,1,534,528,0,5,1,521,13,1220,686,25,63,433
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",564,SÂNTANDREI,26653,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:49",1334,1331,0,3,0,715,712,0,3,0,707,8,1465,750,72,95,540
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",563,SÂNTANDREI,26653,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:58",1364,1348,11,5,0,745,740,0,5,0,724,21,1466,721,45,148,531
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR.1 SÂNTANDREI",567,SÂNTANDREI,26653,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:19:21",1627,1618,4,4,1,911,906,0,4,1,877,34,1757,846,33,83,761
