precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞERBAN ANDREI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MORARU BENONE-PARTIDUL SOCIAL DEMOCRAT-voturi","BACIU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","CIOBANU VIOREL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"SCOALA GIMNAZIALA NR. 3",221,"ORAŞ SLĂNIC-MOLDOVA",20910,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:46:18",1113,1084,0,6,23,652,623,0,6,23,637,15,1200,548,168,283,160,26
4,BACĂU,"SCOALA NR. 1 SLĂNIC",220,"ORAŞ SLĂNIC-MOLDOVA",20910,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:52:22",1547,1519,0,11,17,750,722,0,11,17,738,12,1675,925,203,268,176,91
4,BACĂU,"SCOALA NR. 2 CIRESOAIA",222,"ORAŞ SLĂNIC-MOLDOVA",20910,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:01",1473,1449,0,6,18,828,804,0,6,18,800,28,1600,772,192,315,260,33
