precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PAJZOS CĂTĂLIN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SZŰCS SZABOLCS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BENŢE NICOLAE-FLORINEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CĂMIN CULTURAL CIONCHEŞTI",338,"VIILE SATU MARE",139394,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:11:37",308,295,0,5,8,196,183,0,5,8,187,9,352,156,12,59,116
32,"SATU MARE","PRIMĂRIA VIILE SATU MARE",335,"VIILE SATU MARE",139394,3,PART,PRCNCT,P,P_SV,"2024-06-12 01:49:55",920,862,2,13,43,638,583,1,13,41,576,62,953,315,12,496,68
32,"SATU MARE","ȘCOALA LIPA",337,"VIILE SATU MARE",139394,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:18",733,673,2,13,45,460,402,0,13,45,450,10,721,261,13,363,74
32,"SATU MARE","ŞCOALA PRIMARĂ DEALU MARE",336,"VIILE SATU MARE",139394,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:25:57",571,534,0,8,29,326,289,0,8,29,280,46,555,229,42,132,106
32,"SATU MARE","ŞCOALA PRIMARĂ MEDIŞA",339,"VIILE SATU MARE",139394,2,PART,PRCNCT,P,P_SV,"2024-06-12 02:12:01",191,178,0,8,5,123,110,0,8,5,110,13,226,103,4,38,68
32,"SATU MARE","ŞCOALA PRIMARĂ TĂTĂREŞTI",340,"VIILE SATU MARE",139394,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:47:55",564,524,0,12,28,300,260,0,12,28,274,26,625,325,21,139,114
