precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MANOLACHE CONSTANTIN -ADI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ION MARIN-LEONARDO-PARTIDUL NAȚIONAL LIBERAL-voturi","RUJA ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","NICU CONSTANTIN-FORȚA DREPTEI-voturi"
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ MOLOGEŞTI",263,LALOŞU,170612,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:30",538,496,1,36,5,379,337,1,36,5,371,8,556,177,13,37,215,106
40,VÂLCEA,"ŞCOALA PRIMARĂ BERBEŞTI",262,LALOŞU,170612,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:31",382,350,0,21,11,259,227,0,21,11,245,14,380,121,15,21,177,32
40,VÂLCEA,"ŞCOALA PRIMARĂ LALOŞU",261,LALOŞU,170612,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:39",877,834,0,35,8,486,443,0,35,8,466,19,920,434,8,82,264,112
40,VÂLCEA,"ŞCOALA PRIMARĂ OLTEŢANI",264,LALOŞU,170612,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:31:30",213,193,0,16,4,159,139,0,16,4,157,2,220,61,9,17,114,17
