precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL BIRTIN",652,"VADU CRIŞULUI",31976,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:03:29",275,269,0,4,2,199,193,0,4,2,187,12,300,101,2,62,44,14,65
5,BIHOR,"CĂMIN CULTURAL VADU CRIŞULUI",650,"VADU CRIŞULUI",31976,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:39:05",1477,1430,2,15,30,950,905,0,15,30,922,28,1574,624,296,302,205,86,33
5,BIHOR,"ŞCOALA GENERALĂ TOMNATIC",653,"VADU CRIŞULUI",31976,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:57:44",209,200,4,4,1,112,107,0,4,1,108,4,222,110,2,55,34,7,10
5,BIHOR,"ŞCOALA GENERALĂ TOPA DE CRIŞ",654,"VADU CRIŞULUI",31976,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:30",344,336,0,6,2,216,208,0,6,2,209,7,375,159,7,61,106,29,6
5,BIHOR,"ŞCOALA GENERALĂ VADU CRIŞULUI",651,"VADU CRIŞULUI",31976,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:11:15",897,884,0,7,6,439,426,0,7,6,405,34,974,533,21,165,120,57,42
