precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP FLORIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","KOVACS ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","HULUJAN IONUŢ-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","PAP SÁNDOR-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL ”PETŐFI SÁNDOR”",114,CRASNA,140627,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:39:20",1908,1812,15,10,71,1281,1198,2,10,71,1264,17,2061,780,40,1053,44,127
33,SĂLAJ,"CENTRU DE INFORMARE TURISTICA",115,CRASNA,140627,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:43",1857,1817,5,8,27,1271,1236,0,8,27,1259,12,2000,729,21,1114,37,87
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",116,CRASNA,140627,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:37",422,415,0,5,2,192,185,0,5,2,179,13,500,308,36,106,36,1
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",117,CRASNA,140627,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:50",711,687,2,13,9,431,409,0,13,9,422,9,750,319,37,35,348,2
33,SĂLAJ,"CENTRUL DE ZI PENTRU COPII",118,CRASNA,140627,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:52:09",395,383,0,8,4,190,178,0,8,4,178,12,450,260,11,145,11,11
