precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NYÁGRUS LÁSZLÓ-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","VÁKÁR JUDIT-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"CĂMINUL CULTURAL BECAŞ",217,PRAID,85341,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:43:54",99,94,0,5,0,56,51,0,5,0,53,3,300,244,40,13
21,HARGHITA,"CAMINUL CULTURAL PRAID",216,PRAID,85341,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:38:23",1575,1551,8,4,12,705,689,0,4,12,670,35,1600,895,576,94
21,HARGHITA,"PRIMARIA COMUNEI PRAID- SALA DE SEDINTE AL CONS.LOCAL",215,PRAID,85341,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:33:46",1475,1462,3,5,5,725,715,0,5,5,712,13,1600,875,553,159
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SUKOSD FERENC” OCNA DE JOS",218,PRAID,85341,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:03:30",1203,1181,4,6,12,612,594,0,6,12,594,18,1300,688,461,133
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”SZEKELY MOZES” OCNA DE SUS",219,PRAID,85341,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:56:13",1234,1192,3,3,36,551,512,0,3,36,542,9,1260,709,498,44
