precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"CAMIN CULTURAL",231,DIMĂCHENI,39959,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:58",178,164,2,2,10,121,108,1,2,10,119,2,191,70,92,22,4,1
7,BOTOŞANI,PRIMARIA,230,DIMĂCHENI,39959,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:47:26",838,769,0,19,50,592,523,0,19,50,576,16,900,308,460,70,27,19
