precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
24,IAŞI,"SCOALA GIMNAZIALA MOGOSESTI-SIRET",568,MOGOŞEŞTI-SIRET,98168,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:02",1259,1251,0,4,4,595,587,0,4,4,571,24,1400,805,67,52,300,152
24,IAŞI,"SCOALA GIMNAZIALA MUNCELU DE SUS",569,MOGOŞEŞTI-SIRET,98168,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:43:01",904,897,0,2,5,447,440,0,2,5,421,26,1000,553,71,118,208,24
24,IAŞI,"SCOALA GIMNAZIALA MUNCELU DE SUS",570,MOGOŞEŞTI-SIRET,98168,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:31",874,871,0,2,1,434,431,0,2,1,419,15,1000,566,36,31,207,145
