precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
38,TULCEA,"CĂMINUL CULTURAL",140,JURILOVCA,160644,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:32:08",1016,997,1,10,8,557,539,0,10,8,545,12,1112,555,450,38,39,18
38,TULCEA,"CĂMINUL CULTURAL JURILOVCA",139,JURILOVCA,160644,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:35",1009,1001,0,4,4,441,433,0,4,4,425,16,1124,683,364,29,18,14
38,TULCEA,"CENTRUL COMUNITAR DE SERVICII INTEGRATE",138,JURILOVCA,160644,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:53",901,889,2,7,3,438,428,0,7,3,426,12,996,558,373,28,11,14
38,TULCEA,"ȘCOALA PRIMARĂ VIȘINA",141,JURILOVCA,160644,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:46",559,547,2,9,1,291,281,0,9,1,284,7,609,318,246,29,3,6
