precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIRCIU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","CEALERA ŞTEFANIA-PARTIDUL SOCIAL DEMOCRAT-voturi"
14,CONSTANŢA,"ȘCOALA CU CLS. I - IV SATU NOU",505,OLTINA,62486,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:52",144,131,0,7,6,103,90,0,7,6,97,6,134,31,34,63
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR. 1 OLTINA",503,OLTINA,62486,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:50:36",1321,1253,0,23,45,899,832,0,22,45,867,32,1420,521,341,526
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR. 2 RĂZOARELE",504,OLTINA,62486,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:11:06",489,464,0,16,9,351,328,0,16,7,337,12,505,156,124,213
