precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA NAȚIUNII ROMÂNE-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MAN GRIGORE-voturi"
28,MUREŞ,"GRADINITA CU PROGRAM NORMAL TOACA",417,HODAC,117426,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:58:45",665,657,0,3,5,449,441,0,3,5,423,17,712,272,101,185,92,4,16,15,10
28,MUREŞ,"SCOALA GIMNAZIALA DUBISTEA DE PADURE",416,HODAC,117426,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:49:51",384,377,0,4,3,266,259,0,4,3,259,7,433,167,54,48,107,10,5,28,7
28,MUREŞ,"ȘCOALA GIMNAZIALĂ HODAC",415,HODAC,117426,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:28:03",1062,1053,0,6,3,662,653,0,6,3,628,33,1170,508,293,84,185,11,37,18,0
28,MUREŞ,"ȘCOALA GIMNAZIALĂ HODAC",414,HODAC,117426,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:07:15",1007,998,0,5,4,588,579,0,5,4,555,33,1077,489,242,164,83,5,40,16,5
28,MUREŞ,"ȘCOALA GIMNAZIALĂ TOACA",418,HODAC,117426,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:48",823,812,0,4,7,559,548,0,4,7,532,27,897,338,119,191,158,4,14,27,19
