precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VICOL RADU-IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL GRĂNICERII",421,GIERA,157273,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:04:27",202,198,0,4,0,88,84,0,4,0,76,12,200,112,76
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL TOAGER",422,GIERA,157273,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:18:08",319,305,0,5,9,164,150,0,5,9,144,20,346,182,144
37,TIMIŞ,"SEDIUL PRIMARIEI GIERA",420,GIERA,157273,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:50:19",638,607,2,15,14,376,346,1,15,14,300,46,700,354,300
