precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STERIE ILIE-PARTIDUL NAȚIONAL LIBERAL-voturi","RADA NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi","VIŞAN IONUŢ-DANIEL-PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"GRADINITA CU PROGRAM NORMAL",104,"ORAŞ PIATRA-OLT",128105,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:03:09",279,259,0,13,7,195,175,0,13,7,189,6,286,91,10,169,10
30,OLT,"GRADINITA CU PROGRAM NORMAL",103,"ORAŞ PIATRA-OLT",128105,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:47",1002,956,0,29,17,713,667,0,29,17,701,12,1056,343,55,627,19
30,OLT,"GRADINITA CU PROGRAM NORMAL PIATRA",105,"ORAŞ PIATRA-OLT",128105,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:49",695,651,2,13,29,428,386,0,13,29,417,11,719,291,35,372,10
30,OLT,"GRADINITA PIATRA",106,"ORAŞ PIATRA-OLT",128105,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:39",965,933,0,20,12,655,623,0,20,12,634,21,1026,371,69,535,30
30,OLT,"SALA DE SPORT PIATRA - OLT",101,"ORAŞ PIATRA-OLT",128105,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:25",953,924,0,21,8,592,563,0,21,8,583,9,1042,450,59,507,17
30,OLT,"SALA DE SPORT PIATRA - OLT",100,"ORAŞ PIATRA-OLT",128105,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:35:21",979,952,1,3,23,554,528,0,3,23,541,9,1046,496,43,488,10
30,OLT,"SCOALA GENERALA CU CLASELE I-IV",102,"ORAŞ PIATRA-OLT",128105,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:13",449,422,0,15,12,309,282,0,15,12,305,4,457,148,15,272,18
