precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
2,ARAD,"CĂMINUL CULTURAL BUHANI",252,DEZNA,10649,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:30",155,139,0,13,3,121,105,0,13,3,119,2,150,29,38,63,10,8
2,ARAD,"CĂMINUL CULTURAL DEZNA",251,DEZNA,10649,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:54:42",702,619,0,61,22,543,462,0,61,20,519,24,666,123,138,245,42,94
2,ARAD,"CĂMINUL CULTURAL LAZ",253,DEZNA,10649,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:06:41",32,23,0,9,0,24,15,0,9,0,23,1,30,6,8,8,3,4
2,ARAD,"CĂMINUL CULTURAL NEAGRA",254,DEZNA,10649,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:30:59",98,84,0,11,3,80,66,0,11,3,76,4,100,20,20,49,2,5
2,ARAD,"CĂMINUL CULTURAL SLATINA DE CRIȘ",255,DEZNA,10649,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:17:28",112,88,1,18,5,89,66,0,18,5,85,4,100,11,24,48,5,8
