precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","CAMIN CULTURAL ATEA",199,DOROLŢ,137675,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:01",317,305,0,2,10,209,197,0,2,10,196,13,350,141,186,7,3
32,"SATU MARE","CAMIN CULTURAL PETEA",201,DOROLŢ,137675,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:14:52",368,360,1,0,7,211,204,0,0,7,189,22,410,199,169,13,7
32,"SATU MARE","PRIMARIA COMUNEI DOROLT",198,DOROLŢ,137675,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:17:08",1547,1509,13,4,21,859,833,1,4,21,828,30,1702,844,743,59,26
32,"SATU MARE","SCOALA DARA",200,DOROLŢ,137675,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:30:46",1046,1011,1,5,29,714,680,0,5,29,692,22,1110,396,682,8,2
