precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CENTRUL CULTURAL ”ALEXANDRU VASILIU-TATARUSI”",695,TĂTĂRUŞI,99478,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:21:36",1298,1256,0,6,36,754,712,0,6,36,739,15,1400,646,39,50,648,2
24,IAŞI,"SCOALA GIMNAZIALA PIETROSU",697,TĂTĂRUŞI,99478,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:11",1119,1105,0,5,9,542,528,0,5,9,535,7,1200,658,55,65,405,10
24,IAŞI,"ȘCOALA GIMNAZIALĂ UDA - CORP A",698,TĂTĂRUŞI,99478,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:29:35",1245,1200,0,9,36,610,567,0,9,34,580,30,1400,790,84,44,442,10
24,IAŞI,"SCOALA PRIMARA IORCANI",696,TĂTĂRUŞI,99478,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:52",640,619,0,4,17,334,313,0,4,17,310,24,726,392,26,23,260,1
